ORF,RNA_Prints,Ribo_Prints
YBR049C,2556,4926
YBR050C,137,23
YBR052C,2446,2952
YBR053C,560,2332
YBR054W,192,859
YBR055C,1858,1006
YBR056W,1517,2447
YBR056W-A,932,118
YBR057C,1766,1566
YBR058C,2001,2836
YBR058C-A,1343,2761
YBR059C,2603,3057
YBR060C,2896,1074
YBR061C,1501,1649
YBR062C,805,793
YBR063C,524,0
YBR065C,538,736
YBR066C,1173,1758
YBR067C,9493,28393
YBR068C,4661,7863
YBR069C,5822,7156
YBR070C,415,671
YBR071W,888,1284
YBR072C-A,16,8
YBR072W,71,1937
YBR073W,2397,2407
YBR074W,2153,3543
YBR076W,15,17
YBR077C,917,1424
YBR078W,18076,98445
YBR079C,12804,18433
YBR080C,2378,7255
YBR081C,3123,1795
YBR082C,9419,16948
YBR083W,1506,1871
YBR084C-A,34412,54753
YBR084W,8130,9317
YBR085C-A,1052,1686
YBR085W,388,940
YBR086C,6946,8356
YBR087W,1881,1923
YBR088C,1596,5379
YBR089C-A,1337,861
YBR090C,171,23
YBR091C,262,840
YBR092C,2545,6724
YBR093C,1296,89
YBR094W,1722,1920
YBR095C,873,881
YBR096W,1334,3051
YBR097W,938,918
YBR098W,453,434
YBR101C,6899,3763
YBR102C,1207,1416
YBR103W,1422,911
YBR104W,810,984
YBR105C,512,902
YBR106W,5520,20016
YBR107C,283,151
YBR108W,968,1274
YBR109C,5001,11582
YBR110W,1273,2011
YBR111C,2199,3658
YBR111W-A,1179,767
YBR112C,4335,4214
YBR114W,953,406
YBR115C,2716,10857
YBR117C,22,14
YBR118W,21048,65026
YBR119W,952,579
YBR120C,420,750
YBR121C,14877,28053
YBR122C,914,1706
YBR123C,1041,1328
YBR125C,1062,908
YBR126C,3575,7272
YBR126W-A,1394,2942
YBR127C,15183,36885
YBR128C,312,83
YBR129C,1838,902
YBR130C,2427,2250
YBR131W,605,553
YBR132C,226,926
YBR133C,1468,1326
YBR135W,597,1267
YBR136W,1110,808
YBR137W,514,1265
YBR138C,401,797
YBR139W,747,3643
YBR140C,4206,2569
YBR141C,687,357
YBR142W,5489,3064
YBR143C,10984,17998
YBR145W,526,409
YBR146W,1403,2530
YBR147W,9,60
YBR148W,168,121
YBR149W,2206,6259
YBR150C,738,594
YBR151W,1847,2408
YBR152W,695,290
YBR153W,894,366
YBR154C,3910,5771
YBR155W,3718,2560
YBR156C,518,619
YBR157C,226,592
YBR158W,4598,3105
YBR159W,5826,5347
YBR160W,936,1726
YBR161W,310,568
YBR162C,12822,27822
YBR162W-A,1376,3056
YBR163W,839,367
YBR164C,2850,2771
YBR165W,736,697
YBR166C,1341,2015
YBR167C,762,374
YBR168W,507,453
YBR169C,839,1761
YBR170C,1241,2430
YBR171W,3498,2966
YBR172C,3138,2645
YBR173C,1602,3799
YBR175W,728,560
YBR176W,447,916
YBR177C,925,3224
YBR179C,819,1368
YBR180W,11,12
YBR181C,11997,19490
YBR182C,136,169
YBR182C-A,11,9
YBR183W,274,153
YBR184W,119,164
YBR185C,329,1067
YBR186W,9,6
YBR187W,4238,4597
YBR188C,530,566
YBR189W,74334,85568
YBR191W,46492,58406
YBR192W,668,923
YBR193C,853,648
YBR194W,926,353
YBR195C,657,668
YBR196C,35633,125555
YBR196C-A,154,0
YBR197C,405,489
YBR198C,2922,2637
YBR199W,4452,4052
YBR200W,1431,1859
YBR201C-A,73,107
YBR201W,527,511
YBR202W,1868,2578
YBR203W,238,83
YBR204C,885,653
YBR205W,3470,5228
YBR207W,953,2886
YBR208C,1926,1443
YBR210W,325,861
YBR211C,459,655
YBR212W,1686,2782
YBR213W,373,343
YBR214W,1085,1898
YBR215W,1970,1275
YBR216C,828,1366
YBR217W,393,208
YBR218C,5119,5783
YBR219C,1,0
YBR220C,983,1121
YBR221C,7287,15172
YBR222C,1254,5231
YBR223C,425,289
YBR225W,729,588
YBR227C,1039,1296
YBR228W,304,136
YBR229C,2041,4186
YBR230C,381,1135
YBR230W-A,107,291
YBR231C,639,850
YBR233W,726,976
YBR233W-A,390,684
YBR234C,2493,5996
YBR235W,999,977
YBR236C,1090,1672
YBR237W,1292,516
YBR238C,1478,1592
YBR239C,528,391
YBR240C,29,94
YBR241C,202,705
YBR242W,1578,1095
YBR243C,999,1776
YBR244W,1900,4338
YBR245C,4103,5136
YBR246W,886,1268
YBR247C,3641,3524
YBR248C,2342,3900
YBR249C,7716,15781
YBR250W,39,25
YBR251W,693,1228
YBR252W,2365,2995
YBR253W,829,508
YBR254C,381,956
YBR255C-A,687,439
YBR255W,954,384
YBR256C,1761,1626
YBR257W,818,642
YBR258C,406,325
YBR259W,632,261
YBR260C,1189,1182
YBR261C,2461,1823
YBR262C,692,834
YBR263W,4788,11146
YBR264C,322,647
YBR265W,2612,2286
YBR267W,2477,2131
YBR268W,750,1158
YBR269C,468,1646
YBR270C,338,69
YBR271W,1807,1008
YBR272C,1199,1111
YBR273C,1914,1860
YBR274W,841,643
YBR275C,2471,1307
YBR276C,1581,573
YBR278W,942,550
YBR279W,4139,2358
YBR280C,430,464
YBR281C,1354,1872
YBR282W,441,1211
YBR283C,5844,13519
YBR284W,144,96
YBR285W,32,24
YBR286W,20610,31438
YBR287W,1716,1381
YBR288C,1487,2294
YBR289W,1593,1340
YBR290W,2719,1276
YBR291C,597,385
YBR293W,711,199
YBR295W,732,448
YBR296C,1550,15
YBR297W,185,206
YBR298C,334,0
YBR301W,14,198
YCL001W,1466,3378
YCL001W-A,10,1
YCL001W-B,18,0
YCL002C,435,293
YCL004W,495,195
YCL005W,429,331
YCL005W-A,1672,3395
YCL008C,1161,796
YCL009C,8993,10179
YCL010C,663,750
YCL011C,7605,3758
YCL012C,274,645
YCL014W,1954,2365
YCL016C,399,436
YCL017C,1948,5462
YCL021W-A,410,14
YCL024W,1200,1011
YCL025C,555,1026
YCL026C-A,10,24
YCL026C-B,89,692
YCL027W,331,660
YCL028W,2917,7856
YCL029C,1383,812
YCL030C,5179,10775
YCL031C,2893,2119
YCL032W,623,491
YCL033C,472,747
YCL034W,1369,1808
YCL035C,2127,3440
YCL036W,903,361
YCL037C,5894,15165
YCL038C,282,880
YCL039W,854,827
YCL040W,2790,5032
YCL042W,130,30
YCL043C,22558,46249
YCL044C,687,1241
YCL045C,4372,9101
YCL047C,486,578
YCL048W,11,8
YCL049C,681,700
YCL050C,8452,12830
YCL051W,773,736
YCL052C,1521,907
YCL054W,6027,4821
YCL054W-A,142,243
YCL055W,520,932
YCL056C,354,127
YCL057C-A,629,2315
YCL057W,2996,6673
YCL059C,6447,4540
YCL061C,1674,1374
YCL063W,705,838
YCL064C,2754,14282
YCR002C,2506,3962
YCR003W,632,1171
YCR004C,2666,6917
YCR005C,612,2116
YCR007C,226,129
YCR008W,2520,2093
YCR009C,3453,3595
YCR010C,8,25
YCR011C,2896,4296
YCR012W,144993,489229
YCR014C,533,8
YCR015C,573,474
YCR016W,4810,2318
YCR017C,2661,5351
YCR018C,1336,558
YCR019W,279,411
YCR020C,100,55
YCR020C-A,359,816
YCR020W-B,859,646
YCR021C,399,66
YCR023C,976,943
YCR024C,382,449
YCR024C-A,749,13342
YCR024C-B,3102,30
YCR026C,1761,1596
YCR027C,497,645
YCR028C,758,1028
YCR028C-A,2590,7709
YCR030C,1812,3094
YCR031C,13723,65331
YCR032W,1503,645
YCR033W,3502,1873
YCR034W,1973,9166
YCR035C,2888,2236
YCR036W,1278,1670
YCR037C,1113,2258
YCR038C,426,94
YCR041W,208,22
YCR042C,2499,2078
YCR043C,953,1943
YCR044C,563,1436
YCR046C,616,1421
YCR047C,1534,1146
YCR048W,1526,2215
YCR051W,2506,2169
YCR052W,3150,2147
YCR053W,8136,28682
YCR054C,568,978
YCR057C,3581,4070
YCR059C,1009,831
YCR060W,391,574
YCR061W,351,2626
YCR063W,181,294
YCR065W,1301,2799
YCR066W,553,303
YCR067C,2275,3210
YCR068W,319,791
YCR069W,1651,3587
YCR071C,239,1103
YCR072C,1354,2754
YCR073C,959,245
YCR073W-A,1438,1453
YCR075C,503,538
YCR075W-A,184,684
YCR076C,276,623
YCR077C,3061,6024
YCR079W,296,138
YCR081W,862,903
YCR082W,1892,2473
YCR083W,281,1030
YCR084C,6049,7153
YCR086W,413,646
YCR087C-A,2734,1670
YCR088W,6512,16909
YCR089W,1301,441
YCR090C,538,1570
YCR091W,349,310
YCR092C,946,1126
YCR093W,4876,9100
YCR094W,1662,1700
YCR095C,1187,592
YCR095W-A,25,3
YCR097W,1897,1377
YCR098C,73,44
YCR100C,114,0
YCR101C,86,57
YCR102C,46,10
YCR104W,10,171
YCR105W,7,93
YCR106W,586,273
YCR107W,148,0
YCR108C,9,12
YDL001W,1155,924
YDL002C,1835,940
YDL003W,1296,2281
YDL004W,954,4143
YDL005C,3105,1316
YDL006W,926,911
YDL007W,4927,7196
YDL008W,624,647
YDL009C,21,0
YDL010W,752,1069
YDL012C,1760,1781
YDL013W,967,637
YDL014W,12507,21159
YDL015C,3887,9607
YDL017W,502,523
YDL018C,455,1098
YDL019C,2387,2857
YDL020C,2119,2750
YDL021W,152,440
YDL022W,2977,7659
YDL024C,33,53
YDL025C,985,1054
YDL027C,718,477
YDL028C,1119,967
YDL029W,6702,7480
YDL030W,761,766
YDL031W,5429,5266
YDL033C,499,234
YDL035C,1153,1127
YDL036C,1336,784
YDL037C,3014,4
YDL039C,3561,12
YDL040C,5583,9507
YDL042C,1203,1190
YDL043C,686,950
YDL044C,561,597
YDL045C,657,708
YDL045W-A,403,1750
YDL046W,1689,4126
YDL047W,1844,2162
YDL048C,945,112
YDL049C,156,77
YDL051W,5441,7002
YDL052C,1968,3109
YDL053C,2067,1893
YDL054C,495,899
YDL055C,36097,84034
YDL056W,1264,1105
YDL057W,176,402
YDL058W,7258,4287
YDL059C,252,201
YDL060W,6073,3289
YDL061C,12329,29013
YDL063C,2711,2784
YDL064W,857,3286
YDL065C,2187,1807
YDL066W,3161,9136
YDL067C,848,1930
YDL069C,586,244
YDL070W,15165,4091
YDL072C,1957,4235
YDL073W,1843,916
YDL074C,3296,2721
YDL075W,73990,55457
YDL076C,1086,868
YDL077C,981,856
YDL078C,3668,4536
YDL079C,124,19
YDL080C,904,391
YDL081C,31091,50247
YDL082W,18259,43363
YDL083C,22913,45930
YDL084W,15471,34115
YDL085C-A,1002,1301
YDL085W,13,18
YDL086W,1350,2324
YDL087C,265,269
YDL088C,1702,1878
YDL089W,747,700
YDL090C,754,838
YDL091C,923,567
YDL092W,3159,2348
YDL093W,791,2435
YDL095W,7108,12921
YDL097C,7457,8786
YDL098C,314,438
YDL099W,4022,2016
YDL100C,7158,14788
YDL101C,527,1111
YDL102W,1503,3061
YDL103C,1932,4503
YDL104C,252,222
YDL105W,294,435
YDL106C,820,1177
YDL107W,589,480
YDL108W,816,828
YDL109C,254,53
YDL110C,708,483
YDL111C,1621,1543
YDL112W,3251,4414
YDL113C,1254,922
YDL115C,958,787
YDL116W,1858,2640
YDL117W,1500,1205
YDL119C,357,301
YDL120W,1227,1669
YDL121C,3670,2076
YDL122W,4376,2895
YDL123W,626,592
YDL124W,2620,6370
YDL125C,2237,7394
YDL126C,13487,41827
YDL127W,543,915
YDL128W,1313,3923
YDL129W,608,321
YDL130W,14955,44820
YDL130W-A,387,1139
YDL131W,1708,4738
YDL132W,3040,3691
YDL133C-A,52240,15330
YDL133W,615,749
YDL134C,2364,2255
YDL135C,2004,3786
YDL136W,6384,9495
YDL137W,3051,10090
YDL138W,335,168
YDL139C,227,233
YDL140C,10071,19821
YDL141W,1473,2286
YDL142C,533,578
YDL143W,7681,10313
YDL144C,523,954
YDL145C,8550,16998
YDL146W,843,481
YDL147W,10112,9772
YDL148C,9306,4322
YDL149W,300,455
YDL150W,2843,1520
YDL153C,7544,3340
YDL154W,449,53
YDL155W,1663,1044
YDL156W,436,625
YDL157C,1081,3011
YDL159W,616,682
YDL160C,3175,13423
YDL160C-A,253,394
YDL161W,2593,2402
YDL164C,1220,1849
YDL165W,1001,2027
YDL166C,1224,1613
YDL167C,3223,2354
YDL168W,1529,5133
YDL169C,56,80
YDL170W,789,349
YDL171C,5072,14851
YDL173W,1786,2545
YDL174C,1790,834
YDL175C,518,824
YDL176W,1310,566
YDL177C,347,253
YDL178W,1868,2413
YDL179W,647,981
YDL180W,391,670
YDL181W,79,366
YDL182W,3057,5309
YDL183C,224,258
YDL184C,34874,12338
YDL185W,12727,77397
YDL188C,955,1888
YDL189W,2476,1484
YDL190C,2355,3273
YDL191W,12998,15989
YDL192W,15320,26760
YDL193W,1284,2248
YDL194W,390,224
YDL195W,7751,18241
YDL197C,932,200
YDL198C,1765,2670
YDL199C,137,206
YDL200C,325,591
YDL201W,3397,2701
YDL202W,879,1234
YDL203C,1103,994
YDL204W,246,69
YDL205C,2082,2020
YDL206W,362,211
YDL207W,1831,834
YDL208W,6997,6924
YDL209C,568,565
YDL210W,26,40
YDL211C,146,365
YDL212W,5098,4816
YDL213C,5972,2701
YDL214C,59,9
YDL215C,1681,1959
YDL216C,417,281
YDL217C,753,1291
YDL218W,29,8
YDL219W,1149,1798
YDL220C,611,444
YDL222C,58,19
YDL223C,529,182
YDL224C,1449,2344
YDL225W,2920,3178
YDL226C,3882,5219
YDL227C,584,3131
YDL229W,38953,84717
YDL230W,479,401
YDL231C,1451,114
YDL232W,945,1908
YDL233W,599,649
YDL234C,3643,1179
YDL235C,3033,2241
YDL236W,2246,3990
YDL237W,2501,2416
YDL238C,225,291
YDL239C,361,7
YDL240W,1100,1288
YDL241W,370,360
YDL243C,135,4
YDL244W,2,18
YDL247W,3,0
YDL248W,87,59
YDR001C,2123,2501
YDR002W,19184,18405
YDR003W,497,528
YDR003W-A,117,0
YDR004W,532,315
YDR005C,991,758
YDR006C,1966,1685
YDR007W,1096,906
YDR009W,106,82
YDR011W,3840,18265
YDR012W,10591,13353
YDR013W,426,570
YDR014W,742,459
YDR014W-A,14,22
YDR016C,271,776
YDR017C,2731,1818
YDR018C,33,28
YDR019C,1639,1834
YDR020C,620,594
YDR021W,1120,718
YDR022C,353,245
YDR023W,16155,33609
YDR025W,18846,42376
YDR026C,1940,569
YDR027C,1566,946
YDR028C,4821,4569
YDR030C,252,163
YDR031W,458,464
YDR032C,1859,7746
YDR033W,8231,39924
YDR034C,1287,1276
YDR034C-A,1397,497
YDR034W-B,26,30
YDR035W,4802,4995
YDR036C,1125,2779
YDR037W,17353,37980
YDR038C,141,126
YDR039C,87,122
YDR040C,37,94
YDR041W,2137,1594
YDR042C,43,15
YDR043C,388,518
YDR044W,3127,5292
YDR045C,1045,1506
YDR046C,1651,3454
YDR047W,1477,2022
YDR049W,1619,1151
YDR050C,79365,186314
YDR051C,1137,1039
YDR052C,2456,1393
YDR054C,2639,2609
YDR055W,2242,5694
YDR056C,2849,2615
YDR057W,858,932
YDR058C,257,270
YDR059C,149,559
YDR060W,11812,8107
YDR061W,872,1205
YDR062W,4376,6465
YDR063W,1664,1413
YDR064W,48273,91577
YDR065W,384,261
YDR066C,113,178
YDR067C,691,552
YDR068W,3042,1314
YDR069C,660,1116
YDR070C,88,85
YDR071C,8342,7336
YDR072C,1796,3074
YDR073W,1006,503
YDR074W,3055,4787
YDR075W,657,832
YDR076W,220,159
YDR077W,37039,31014
YDR078C,265,146
YDR079C-A,325,534
YDR079W,547,748
YDR080W,1552,1458
YDR081C,1648,1198
YDR082W,591,67
YDR083W,4771,2739
YDR084C,698,1959
YDR085C,647,216
YDR086C,7789,7876
YDR087C,4913,2590
YDR088C,945,636
YDR089W,1279,1955
YDR090C,466,719
YDR091C,3712,9458
YDR092W,2295,3305
YDR093W,4992,3086
YDR096W,1065,1132
YDR097C,1639,2874
YDR098C,3408,4880
YDR099W,6663,18651
YDR100W,752,2364
YDR101C,4416,6038
YDR103W,1680,1743
YDR104C,773,375
YDR105C,1217,1365
YDR106W,198,89
YDR107C,384,1058
YDR108W,545,664
YDR109C,572,563
YDR110W,3147,1053
YDR111C,773,895
YDR113C,744,1122
YDR115W,240,998
YDR116C,445,1440
YDR117C,1238,2351
YDR118W,489,494
YDR119W,2727,5392
YDR119W-A,17,7
YDR120C,4566,4036
YDR121W,2017,1034
YDR122W,1688,2193
YDR123C,570,278
YDR124W,101,26
YDR125C,147,213
YDR126W,246,165
YDR127W,4457,15638
YDR128W,2183,940
YDR129C,5426,13275
YDR130C,807,579
YDR131C,381,365
YDR132C,557,360
YDR135C,5213,7418
YDR137W,1253,787
YDR138W,1462,1332
YDR139C,1595,1317
YDR140W,795,827
YDR141C,3259,3021
YDR142C,302,279
YDR143C,1760,1705
YDR144C,2583,3982
YDR145W,3021,2869
YDR146C,1968,3048
YDR147W,1129,1045
YDR148C,2050,4964
YDR150W,7872,5484
YDR151C,1441,1471
YDR152W,3340,3001
YDR153C,1619,2135
YDR155C,13727,60792
YDR156W,1656,2125
YDR158W,10999,17827
YDR159W,2348,1126
YDR160W,612,263
YDR161W,3568,3679
YDR162C,906,754
YDR163W,533,424
YDR164C,1916,1418
YDR165W,3226,4197
YDR166C,1884,2036
YDR167W,1224,1390
YDR168W,3977,7393
YDR169C,1268,1132
YDR170C,9638,13573
YDR171W,3283,1121
YDR172W,7240,17981
YDR173C,587,534
YDR174W,7617,6842
YDR175C,797,1513
YDR176W,2278,1321
YDR177W,2478,3676
YDR178W,549,1267
YDR179C,318,464
YDR179W-A,494,578
YDR180W,1233,1404
YDR181C,734,460
YDR182W,1257,2052
YDR182W-A,2,4
YDR183W,765,601
YDR184C,1936,1121
YDR185C,189,109
YDR186C,1987,2257
YDR188W,7851,8821
YDR189W,2755,3690
YDR190C,5316,6195
YDR191W,265,341
YDR192C,404,1307
YDR194C,3446,4732
YDR195W,1564,1295
YDR196C,1036,742
YDR197W,620,637
YDR198C,682,514
YDR200C,1023,787
YDR201W,543,640
YDR202C,500,730
YDR204W,776,1013
YDR205W,677,1123
YDR206W,2663,1384
YDR207C,1720,1197
YDR208W,1814,2477
YDR210W,1555,2574
YDR211W,4147,5018
YDR212W,4998,10967
YDR213W,1949,1234
YDR214W,1848,5922
YDR216W,983,628
YDR217C,2109,1331
YDR219C,784,1097
YDR221W,1345,1856
YDR222W,99,1057
YDR223W,55,26
YDR224C,7510,26764
YDR225W,5869,16869
YDR226W,12138,31612
YDR227W,2177,1423
YDR228C,2253,1290
YDR229W,887,1142
YDR231C,249,531
YDR232W,3236,5249
YDR233C,13305,16294
YDR234W,3246,2700
YDR235W,1807,738
YDR236C,1055,719
YDR237W,744,1698
YDR238C,5364,14689
YDR239C,1180,1177
YDR240C,553,655
YDR242W,306,50
YDR243C,638,855
YDR244W,1016,1189
YDR245W,4031,3444
YDR246W,1023,943
YDR246W-A,17,24
YDR247W,526,552
YDR248C,383,666
YDR249C,324,185
YDR251W,2142,1958
YDR252W,169,407
YDR253C,109,39
YDR254W,389,319
YDR255C,321,392
YDR256C,92,8
YDR257C,1412,1352
YDR258C,2998,5749
YDR259C,251,62
YDR260C,574,614
YDR261C,1883,2368
YDR262W,868,1328
YDR263C,171,29
YDR264C,4424,6410
YDR265W,559,333
YDR266C,3520,3136
YDR267C,1373,945
YDR268W,660,706
YDR270W,347,1655
YDR272W,1866,2399
YDR273W,161,72
YDR275W,430,118
YDR276C,2184,9621
YDR277C,232,207
YDR279W,762,896
YDR280W,3099,1624
YDR281C,340,34
YDR282C,769,315
YDR283C,2531,2151
YDR284C,1143,1887
YDR285W,536,147
YDR286C,81,354
YDR287W,390,563
YDR288W,834,404
YDR289C,1074,1227
YDR291W,1164,654
YDR292C,3210,3346
YDR293C,4707,5411
YDR294C,2197,2936
YDR295C,1172,1123
YDR296W,978,1592
YDR297W,2313,3384
YDR298C,4313,3750
YDR299W,4164,2743
YDR300C,1999,3215
YDR301W,1564,2090
YDR302W,1137,1519
YDR303C,2027,2726
YDR304C,5484,7408
YDR305C,736,795
YDR306C,685,579
YDR307W,676,1983
YDR308C,803,922
YDR309C,1908,4004
YDR310C,2855,1680
YDR311W,1064,1418
YDR312W,2357,1328
YDR313C,230,313
YDR314C,284,179
YDR315C,473,214
YDR316W,1314,622
YDR317W,104,109
YDR318W,443,231
YDR319C,560,633
YDR320C,1185,1783
YDR320C-A,349,982
YDR321W,5144,10243
YDR322C-A,780,1184
YDR322W,709,1796
YDR323C,452,328
YDR324C,4780,4368
YDR325W,1167,880
YDR326C,3016,2988
YDR328C,5807,3791
YDR329C,1202,974
YDR330W,834,1270
YDR331W,1005,2007
YDR332W,709,209
YDR333C,1748,2060
YDR334W,2221,1180
YDR335W,4001,3417
YDR336W,627,307
YDR337W,1231,1426
YDR338C,672,683
YDR339C,4982,2338
YDR341C,8999,20726
YDR342C,26,102
YDR343C,11,6
YDR345C,7383,27976
YDR346C,6383,6685
YDR347W,1527,1748
YDR348C,1317,2122
YDR349C,1889,1484
YDR350C,493,321
YDR351W,1406,1696
YDR352W,924,1115
YDR353W,8583,17822
YDR354W,1133,1826
YDR356W,3212,1756
YDR357C,404,507
YDR358W,727,1015
YDR359C,1722,767
YDR361C,4057,3816
YDR362C,922,790
YDR363W,1537,418
YDR363W-A,3028,3629
YDR364C,928,587
YDR365C,11171,3727
YDR366C,1152,488
YDR367W,819,1788
YDR368W,1829,5360
YDR369C,594,526
YDR370C,1203,606
YDR371W,742,742
YDR372C,6305,4152
YDR373W,1080,2337
YDR374C,14,0
YDR374W-A,204,398
YDR375C,589,845
YDR376W,1065,942
YDR377W,870,3298
YDR378C,1168,2459
YDR379C-A,145,282
YDR379W,1477,889
YDR380W,309,571
YDR381C-A,477,220
YDR381W,5012,13157
YDR382W,41078,60351
YDR383C,377,232
YDR384C,1587,5293
YDR385W,4725,20261
YDR386W,378,444
YDR387C,595,289
YDR388W,5464,6987
YDR389W,1422,1697
YDR390C,1704,1915
YDR391C,498,391
YDR392W,914,590
YDR393W,976,399
YDR394W,3401,5819
YDR395W,4172,7732
YDR397C,1267,1434
YDR398W,5044,3438
YDR399W,6345,5227
YDR400W,1070,1545
YDR402C,24,4
YDR403W,47,50
YDR404C,1688,2206
YDR405W,1336,1145
YDR406W,538,5408
YDR407C,1823,1527
YDR408C,2086,2104
YDR409W,707,657
YDR410C,559,1344
YDR411C,1163,1753
YDR412W,3730,1763
YDR414C,433,677
YDR415C,623,1139
YDR416W,1323,727
YDR418W,36179,64346
YDR419W,801,423
YDR420W,3498,970
YDR421W,821,431
YDR422C,1125,1354
YDR423C,1207,1064
YDR424C,620,1126
YDR425W,959,686
YDR427W,7482,7068
YDR428C,495,952
YDR429C,17250,10197
YDR430C,1156,2883
YDR432W,11793,22388
YDR434W,1966,3101
YDR435C,928,702
