,ORF,Ribo_Prints,RNA_Prints
1756,YER039C-A,0.0,0.0
1757,YER040W,24.40766756,0.0
1758,YER041W,10.9556171,2.230748874
1759,YER042W,0.0,0.0
1760,YER043C,573.5874196000001,301.39895889999997
1761,YER044C,255.4559998,261.7012773
1762,YER044C-A,0.0,0.0
1763,YER045C,41.26722242,69.19874057
1764,YER046W,107.3824374,11.77339683
1765,YER046W-A,0.0,0.0
1766,YER047C,9.27201447,16.99145022
1767,YER048C,60.68709179,69.19874057
1768,YER048W-A,25.04141051,107.07594590000001
1769,YER049W,129.0894418,52.56958586
1770,YER050C,51.34389924,48.78760127
1771,YER051W,53.07966325,3.438882645
1772,YER052C,114.89169879999999,260.08503909999996
1773,YER053C,86.93778731,208.4008582
1774,YER053C-A,532.1299733,892.2995494999999
1775,YER054C,15.16624589,9.264312262999999
1776,YER055C,650.6144995,614.4290857999999
1777,YER056C,345.257275,192.0783394
1778,YER056C-A,663.9875304999999,1319.616273
1779,YER057C,0.0,78.24780665
1780,YER058W,44.054333299999996,78.48931222
1781,YER059W,16.95202374,16.10802037
1782,YER060W,24.73371832,12.81942642
1783,YER060W-A,24.6405593,14.36753512
1784,YER061C,59.07059589,42.09720222
1785,YER062C,317.5071273,297.19618460000004
1786,YER063W,195.5288218,201.276702
1787,YER064C,181.0058477,137.3718081
1788,YER065C,38.3699032,0.0
1789,YER066C-A,0.0,0.0
1790,YER066W,15.98745967,27.34466361
1791,YER067C-A,0.0,0.0
1792,YER067W,183.5597221,659.3102227
1793,YER068C-A,0.0,0.0
1794,YER068W,60.68709179,40.365932
1795,YER069W,119.7727187,107.92280430000001
1796,YER070W,189.9936039,276.52252630000004
1797,YER071C,0.0,0.0
1798,YER072W,219.59390750000003,508.6107432
1799,YER073W,280.81466580000006,143.178968
1800,YER074W,1620.719462,1940.706808
1801,YER074W-A,69.15505809,0.0
1802,YER075C,42.29913418,12.77457913
1803,YER076C,0.0,0.0
1804,YER076W-A,0.0,0.0
1805,YER077C,41.43281274,34.44871991
1806,YER078C,81.31122064,33.11267859
1807,YER078W-A,0.0,0.0
1808,YER079C-A,0.0,0.0
1809,YER079W,8.455926534,88.38417339
1810,YER080W,221.6045205,99.88639861
1811,YER081W,40.49249359,169.5369144
1812,YER082C,34.29094051,6.109438357
1813,YER083C,12.47692656,29.6393207
1814,YER084W,0.0,0.0
1815,YER084W-A,13.91189473,0.0
1816,YER085C,20.50805171,0.0
1817,YER086W,599.8871694000001,314.39254489999996
1818,YER087C-A,0.0,0.0
1819,YER087C-B,186.3020601,592.3578937000001
1820,YER087W,35.04495491,14.69124042
1821,YER088C,38.998917999999996,35.37282864
1822,YER088C-A,33.04074998,0.0
1823,YER088W-B,0.0,0.0
1824,YER089C,156.03760630000002,127.60843020000002
1825,YER090C-A,0.0,0.0
1826,YER090W,91.31734836,106.7949067
1827,YER091C,492.51367930000004,1037.530596
1828,YER091C-A,0.0,0.0
1829,YER092W,84.96192851,107.64248529999999
1830,YER093C,20.780345899999997,8.293210347999999
1831,YER093C-A,8.61932608,12.28528365
1832,YER094C,92.38578634,255.1283663
1833,YER095W,71.19004483,46.5063855
1834,YER096W,6.955947363,0.0
1835,YER097W,0.0,7.706223382
1836,YER098W,0.0,8.98208818
1837,YER099C,41.01610342,37.20245771
1838,YER100W,23.69456174,101.3168811
1839,YER101C,33.11741065,35.402139899999995
1840,YER102W,920.8811613,1355.030301
1841,YER103W,52.25885338,52.73309935
1842,YER104W,17.07368898,8.111814086
1843,YER105C,39.30709911,20.70493926
1844,YER106W,0.0,0.0
1845,YER107C,29.249188500000002,55.58587358
1846,YER107W-A,0.0,0.0
1847,YER109C,55.01284871,2.11921143
1848,YER110C,96.09697479,73.05001698
1849,YER111C,25.00707585,18.59637087
1850,YER112W,31.63476061,261.5197084
1851,YER113C,58.88450491,35.96964238
1852,YER114C,49.13264261,29.31474024
1853,YER115C,6.19514062,52.98028575
1854,YER116C,34.60267634,24.65991482
1855,YER117W,610.4842919,859.9698557
1856,YER118C,19.39348368,32.24886959
1857,YER119C,66.22867478,64.18992305
1858,YER119C-A,0.0,0.0
1859,YER120W,301.0079753,311.39433260000004
1860,YER121W,0.0,0.0
1861,YER122C,120.3913967,106.3895617
1862,YER123W,72.50084566,61.35621664
1863,YER124C,82.88968635,124.0514008
1864,YER125W,196.77602209999998,297.21286230000004
1865,YER126C,86.25905719,19.41262379
1866,YER127W,43.19293572,42.621012
1867,YER128W,0.0,8.310633059
1868,YER129W,26.01633856,8.899575559
1869,YER130C,64.29551347,76.36797946
1870,YER131W,447.3220693,979.866874
1871,YER132C,36.6198506,13.53202281
1872,YER133W,123.5069568,140.8293858
1873,YER133W-A,0.0,0.0
1874,YER134C,166.1266759,161.01271200000002
1875,YER135C,0.0,0.0
1876,YER136W,81.57848888,180.03920109999999
1877,YER137C,0.0,34.13494921
1878,YER137C-A,81.66292244,240.3124114
1879,YER137W-A,0.0,0.0
1880,YER138C,320.7904066,287.7009693
1881,YER138W-A,0.0,46.07869396
1882,YER139C,15.71982818,7.468586537999999
1883,YER140W,10.67744164,6.087501415
1884,YER141W,285.7651723,219.31880099999998
1885,YER142C,24.02963635,11.41662723
1886,YER143W,133.0872167,82.99009796
1887,YER144C,23.61224812,6.310306988
1888,YER145C,149.7847332,79.53583639
1889,YER145C-A,0.0,0.0
1890,YER146W,37.96171274,234.4659455
1891,YER147C,9.515735993,0.0
1892,YER147C-A,0.0,0.0
1893,YER148W,44.41992943,56.27781391
1894,YER148W-A,0.0,0.0
1895,YER149C,5.65067458,8.054010186000001
1896,YER150W,39.91499997,45.51326561
1897,YER151C,53.41527597,27.85381945
1898,YER152C,93.76429047,26.72879281
1899,YER152W-A,0.0,0.0
1900,YER153C,4.664576467,146.26714180000002
1901,YER154W,59.030620299999995,67.3099412
1902,YER155C,81.19977669,63.34174385
1903,YER156C,126.31507959999999,90.01960057
1904,YER157W,74.15629670000001,38.05067904
1905,YER158C,33.15587454,14.7680239
1906,YER158W-A,0.0,0.0
1907,YER159C,66.54360834,35.56718484
1908,YER159C-A,60.35596345,238.1511117
1909,YER160C,266.8784502,209.5518768
1910,YER161C,81.90940413,45.68359969
1911,YER162C,34.65996554,22.45522045
1912,YER163C,102.1001716,43.65757452
1913,YER164W,74.49350845,76.17043125
1914,YER165C-A,0.0,0.0
1915,YER165W,288.7921607,434.1083621
1916,YER166W,80.96244841,62.55178776
1917,YER167W,18.14914435,29.84804831
1918,YER168C,43.49056669,21.69576601
1919,YER169W,38.80318943,6.38156516
1920,YER170W,52.63128315,52.51143367
1921,YER171W,41.22671242,19.58706328
1922,YER172C,32.979676500000004,16.45228837
1923,YER172C-A,0.0,0.0
1924,YER173W,25.23111816,20.54992902
1925,YER174C,53.40464078,6.919874057
1926,YER175C,75.33290994,16.95369144
1927,YER175W-A,0.0,0.0
1928,YER176W,43.46537162,21.1543387
1929,YER177W,1233.8500960000001,2030.64737
1930,YER178W,265.5817053,310.0793921
1931,YER179W,0.0,0.0
1932,YER180C,13.31492909,0.0
1933,YER180C-A,0.0,19.713594699999998
1934,YER181C,0.0,0.0
1935,YER182W,33.9847714,20.75962217
1936,YER183C,44.88554714,7.997024263999999
1937,YER184C,28.42751319,6.397619412
1938,YER185W,11.73816118,0.0
1939,YER186C,7.748970677999999,0.0
1940,YER187W,0.0,0.0
1941,YER188C-A,0.0,0.0
1942,YER188W,34.69278747,105.96057150000001
1943,YER189W,48.05390205,2.810552697
1944,YER190C-A,1.126389204,18.20311957
1945,YER190C-B,0.8691757390000001,2.282096035
1946,YER190W,39.73785931,24.04124917
1947,YFL001W,24.16524377,19.13509192
1948,YFL002C,68.58541181,25.13726902
1949,YFL002W-A,104.8727333,198.14079990000002
1950,YFL002W-B,22.97487958,170.4663729
1951,YFL003C,1.353204777,0.0
1952,YFL004W,76.04553794,153.3808031
1953,YFL005W,132.16299990000002,251.1657991
1954,YFL007W,35.50647759,15.81501067
1955,YFL008W,43.65906604,45.6339166
1956,YFL009W,68.62309609999998,23.90905203
1957,YFL010C,291.7560564,199.92560659999998
1958,YFL010W-A,0.0,0.0
1959,YFL011W,17.39622668,0.0
1960,YFL012W,15.96599999,0.0
1961,YFL012W-A,0.0,0.0
1962,YFL013C,32.61164933,26.91062133
1963,YFL013W-A,0.0,0.0
1964,YFL014W,227.08006349999997,246.59914819999997
1965,YFL015C,0.0,0.0
1966,YFL015W-A,0.0,0.0
1967,YFL016C,167.2687967,69.53662505
1968,YFL017C,7.434168744,21.1921143
1969,YFL017W-A,45.74873073,86.94200739
1970,YFL018C,216.4829938,220.3979887
1971,YFL019C,0.0,0.0
1972,YFL020C,0.0,0.0
1973,YFL021C-A,1.043392104,0.0
1974,YFL021W,144.31889230000002,53.08396537
1975,YFL022C,136.883107,144.64458969999998
1976,YFL023W,29.95153349,10.63594193
1977,YFL024C,136.477306,22.38782783
1978,YFL025C,17.32233494,6.583957841
1979,YFL026W,316.6405206,51.01805295
1980,YFL027C,54.93522285,6.808711422000001
1981,YFL028C,45.11771376,128.61421090000002
1982,YFL029C,35.45836583,9.188992651
1983,YFL030W,21.57064506,4.392148042
1984,YFL031C-A,0.0,0.0
1985,YFL031W,885.8791876,560.3939849
1986,YFL032W,61.14082706,34.94879558
1987,YFL033C,34.25342572,21.06048626
1988,YFL034C-A,464.18224360000005,124.0514008
1989,YFL034C-B,20.65046873,11.77339683
1990,YFL034W,29.90280165,20.521228
1991,YFL036W,71.26244595,21.31751143
1992,YFL037W,524.6120826,340.5545006
1993,YFL038C,482.68226050000004,827.2090992999999
1994,YFL039C,2382.0974739999997,2222.9175210000003
1995,YFL040W,2.1986451000000002,0.0
1996,YFL041W,30.54810913,13.60649393
1997,YFL041W-A,0.0,0.0
1998,YFL042C,40.52998664,15.06994795
1999,YFL044C,27.57042713,0.0
2000,YFL045C,293.86831739999997,452.09843839999996
2001,YFL046W,62.90450476,48.90487916
2002,YFL047W,64.88001813,33.19603918
2003,YFL048C,21.33573093,53.21786551
2004,YFL049W,40.03013939,46.18794142
2005,YFL050C,31.8483597,3.9473088339999998
2006,YFL051C,7.387993783,0.0
2007,YFL052W,15.31502574,0.0
2008,YFL053W,2.009234796,2.86379923
2009,YFL054C,12.86904018,5.240708328
2010,YFL055W,17.02278353,15.16430361
2011,YFL056C,27.92176054,7.95947955
2012,YFL057C,34.9843235,22.16168816
2013,YFL058W,5.232259527,1.65725234
2014,YFL059W,18.56470233,0.0
2015,YFL060C,0.0,3.801276108
2016,YFL061W,0.0,18.75408345
2017,YFL062W,112.38450890000001,26.39719501
2018,YFL063W,0.0,0.0
2019,YFL064C,22.43622755,2.912113666
2020,YFL065C,16.55745262,4.621431946
2021,YFL066C,36.31361639,28.51387652
2022,YFL067W,0.614394111,10.07063283
2023,YFL068W,0.8691757390000001,2.282096035
2024,YFR001W,29.01139022,24.81028016
2025,YFR002W,65.13747852,50.457415000000005
2026,YFR003C,160.12055759999998,152.1485129
2027,YFR004W,232.46912030000001,248.50687779999998
2028,YFR005C,58.28123381,11.32763348
2029,YFR006W,57.69802608,161.3131089
2030,YFR007W,10.08022881,0.0
2031,YFR008W,12.19966153,7.636797946000001
2032,YFR009W,98.72734056,73.17330303
2033,YFR009W-A,6.915505809,9.856797348999999
2034,YFR010W,68.98908595,54.25181261
2035,YFR010W-A,0.0,0.0
2036,YFR011C,20.86784209,59.48663663
2037,YFR012W,0.0,0.0
2038,YFR012W-A,0.0,0.0
2039,YFR013W,31.69899363,38.72670634
2040,YFR014C,21.28799998,22.75663281
2041,YFR015C,129.180478,112.3869531
2042,YFR016C,34.80972015,28.16456033
2043,YFR017C,60.68709179,17.29968514
2044,YFR018C,16.33883241,83.83693569
2045,YFR019W,23.4866235,13.39036621
2046,YFR020W,107.20518020000002,58.21009937
2047,YFR021W,11.87092813,3.383970347
2048,YFR022W,17.82579971,2.309767226
2049,YFR023W,0.0,16.62126612
2050,YFR024C-A,166.10728659999998,58.96936153
2051,YFR025C,38.940883899999996,32.79731975
2052,YFR026C,0.0,0.0
2053,YFR027W,8.435936164,18.03584196
2054,YFR028C,77.57393472,73.71170192
2055,YFR029W,15.76613106,7.49058532
2056,YFR030W,127.44289280000001,140.7352764
2057,YFR031C,41.64658152,30.403716499999998
2058,YFR031C-A,918.466042,1177.145641
2059,YFR032C,0.0,0.0
2060,YFR032C-A,297.36674980000004,339.0738288
2061,YFR032C-B,40.55001133,19.26555846
2062,YFR033C,1314.747121,160.3727569
2063,YFR034C,26.60149838,64.99817805
2064,YFR034W-A,6.19514062,0.0
2065,YFR035C,0.0,0.0
2066,YFR036W,0.0,13.56295315
2067,YFR036W-A,0.0,0.0
2068,YFR037C,78.87146768,69.88080701
2069,YFR038W,33.427644,15.88167816
2070,YFR039C,81.11612352,39.81297403
2071,YFR040W,68.78273773,57.47014048
2072,YFR041C,36.16622632,131.7347646
2073,YFR042W,11.83549253,0.0
2074,YFR043C,34.9843235,21.37019929
2075,YFR044C,461.4737113,376.3578805
2076,YFR045W,46.04388384,136.7233181
2077,YFR046C,0.0,14.05002053
2078,YFR047C,100.46173979999999,108.82437069999999
2079,YFR048W,25.11695021,12.78558932
2080,YFR049W,0.0,13.67233181
2081,YFR050C,26.72959549,25.39878867
2082,YFR051C,76.10849172,96.08124948
2083,YFR052C-A,169.0908969,157.9020281
2084,YFR052W,60.55468359,61.64978706
2085,YFR053C,513.838408,613.9608423
2086,YFR054C,0.0,0.0
2087,YFR055W,111.6215366,59.66108425
2088,YFR056C,0.0,0.0
2089,YFR057W,0.0,0.0
2090,YGL001C,95.15735993,58.12694208
2091,YGL002W,98.66546536,31.25104413
2092,YGL003C,35.66303172,2.990069037
2093,YGL004C,14.22807415,24.33544226
2094,YGL005C,16.9923857,72.65867759999999
2095,YGL006W,93.21206467,33.21421662
2096,YGL006W-A,0.0,0.0
2097,YGL007C-A,0.0,0.0
2098,YGL007W,0.0,0.0
2099,YGL008C,4004.4049840000002,3975.539179
2100,YGL009C,76.24788456,139.1072118
2101,YGL010W,33.9847714,87.19041312
2102,YGL011C,220.96817769999998,201.0319143
2103,YGL012W,163.1125632,96.57166009999999
2104,YGL013C,46.73303458,23.78908995
2105,YGL014C-A,0.0,0.0
2106,YGL014W,57.53327442,82.00323194
2107,YGL015C,0.0,0.0
2108,YGL016W,17.589160800000002,37.60523055
2109,YGL017W,56.64128567,26.91062133
2110,YGL018C,19.28865404,0.0
2111,YGL019W,93.7930967,133.6850221
2112,YGL020C,90.72205925,71.8376756
2113,YGL021W,65.64732452,73.51797865
2114,YGL022W,243.18727239999998,169.77270980000003
2115,YGL023C,72.9390141,21.32539804
2116,YGL024W,0.0,0.0
2117,YGL025C,14.94305275,12.7791644
2118,YGL026C,258.72587269999997,205.93466999999998
2119,YGL027C,41.36036328,58.95168487
2120,YGL028C,98.57461319,84.30012318
2121,YGL029W,49.15152889,28.02263048
2122,YGL030W,684.5045938,2351.125134
2123,YGL031C,1943.355122,2058.543564
2124,YGL032C,54.06668178,0.0
2125,YGL033W,0.0,0.0
2126,YGL034C,0.0,0.0
2127,YGL035C,105.9921088,57.07183257
2128,YGL036W,109.7969538,52.16520443
2129,YGL037C,197.33093069999998,335.9487244
2130,YGL038C,17.31033055,38.77143573
2131,YGL039W,61.34786815,68.00907741
2132,YGL040C,58.95317488,103.79811090000001
2133,YGL041C,0.0,0.0
2134,YGL041C-B,0.0,27.79293679
2135,YGL041W-A,38.3699032,10.93786545
2136,YGL042C,0.0,0.0
2137,YGL043W,42.20689352,71.0961254
2138,YGL044C,12.01481817,74.20807701
2139,YGL045W,48.19203311,15.61113392
2140,YGL047W,134.76719690000002,91.86729352
2141,YGL048C,155.2752487,108.57043780000001
2142,YGL049C,42.8988098,61.14446093
2143,YGL050W,39.07008391,12.37495726
2144,YGL051W,10.123123399999999,3.6071683919999997
2145,YGL052W,0.0,0.0
2146,YGL053W,0.0,53.42549824
2147,YGL054C,51.34389924,97.57520254
2148,YGL055W,1634.062296,1015.2308380000001
2149,YGL056C,22.52778407,73.85130741
2150,YGL057C,24.78056248,5.886698417000001
2151,YGL058W,224.53965099999996,244.995541
2152,YGL059W,12.08807926,13.78348898
2153,YGL060W,22.23302802,15.84457144
2154,YGL061C,23.9811895,27.34466361
2155,YGL062W,177.56250369999998,80.52643941
2156,YGL063C-A,0.0,0.0
2157,YGL063W,0.0,0.0
2158,YGL064C,35.98031848,9.050013224
2159,YGL065C,51.92117853,20.182966
2160,YGL066W,14.46160485,25.76548851
2161,YGL067W,9.268574018999999,74.86045571
2162,YGL068W,85.39763070000001,104.33040890000001
2163,YGL069C,0.0,0.0
2164,YGL070C,19.34092681,96.48442283
2165,YGL071W,5.164111429,31.89551212
2166,YGL072C,0.0,0.0
2167,YGL073W,37.08170501,12.19690032
2168,YGL074C,0.0,0.0
2169,YGL075C,0.0,13.10852431
2170,YGL076C,706.3977484000001,1092.564236
2171,YGL077C,156.064819,123.24492
2172,YGL078C,122.9172328,116.47574270000001
2173,YGL079W,10.86271232,7.741411617000001
2174,YGL080W,36.31960303,90.59224434
2175,YGL081W,18.19148494,0.0
2176,YGL082W,40.47924342,119.82975630000001
2177,YGL083W,7.387993783,8.424194505
2178,YGL084C,44.52550264,30.22048385
2179,YGL085W,21.62667271,6.164978706
2180,YGL086W,19.03147199,18.08393754
2181,YGL087C,51.71595648,73.71170192
2182,YGL088W,2876.170203,44718.835289999995
2183,YGL089C,137.6242809,70.0565762
2184,YGL090W,16.91185307,28.12223699
2185,YGL091C,101.231234,66.99027013
2186,YGL092W,54.1487253,43.73486411
2187,YGL093W,38.87147056,33.24253224
2188,YGL094C,45.83071771,24.30636766
2189,YGL095C,16.46321106,41.06430453
2190,YGL096W,21.47052345,18.36139867
2191,YGL097W,78.80526702,24.57056731
2192,YGL098W,38.68185363,20.67523346
2193,YGL099W,37.11285489,7.93464498
2194,YGL100W,40.78172568,77.50258944
2195,YGL101W,38.54754164,0.0
2196,YGL102C,0.0,0.0
2197,YGL103W,4004.538897,3311.621061
2198,YGL104C,34.19412318,62.66251456
2199,YGL105W,410.16103419999996,206.8620176
2200,YGL106W,317.1911998,113.02460959999999
2201,YGL107C,60.66833226,15.72212498
2202,YGL108C,16.87187233,0.0
2203,YGL109W,0.0,0.0
2204,YGL110C,47.57867996,16.27554378
2205,YGL111W,51.27012927,18.26906405
2206,YGL112C,34.51064794,32.79243992
2207,YGL113W,28.44764123,15.20510443
2208,YGL114W,52.42829748,9.340876827
2209,YGL115W,114.15937140000001,167.9622681
2210,YGL116W,52.56237148,86.01709242
2211,YGL117W,102.8486503,254.9427284
2212,YGL118C,0.0,0.0
2213,YGL119W,11.84728087,20.26337622
2214,YGL120C,27.87813279,26.49014288
2215,YGL121C,28.09764565,293.6859935
2216,YGL122C,58.79494672,22.56194678
2217,YGL123C-A,0.0,0.0
2218,YGL123W,2099.0594100000003,2054.388492
2219,YGL124C,27.66202323,0.0
2220,YGL125W,41.56207484,42.31370576
2221,YGL126W,112.39058259999999,57.84724114
2222,YGL127C,55.75626558,39.73521431
2223,YGL128C,29.31784857,0.0
2224,YGL129C,68.57237689,26.3139335
2225,YGL130W,129.2898912,29.48468077
2226,YGL131C,11.01358333,13.28280668
2227,YGL132W,0.0,0.0
2228,YGL133W,42.313055299999995,65.67042534
2229,YGL134W,19.1849516,7.812761032
2230,YGL135W,1609.599838,899.3609888
2231,YGL136C,14.82201868,26.40761907
2232,YGL137W,173.74237069999998,129.5338222
2233,YGL138C,3.437765893,0.0
2234,YGL139W,26.66302115,23.22423485
2235,YGL140C,70.19805241,29.18258363
2236,YGL141W,31.33612292,27.91496944
2237,YGL142C,61.69034679,27.47761984
2238,YGL143C,37.35041302,24.57056731
2239,YGL144C,27.74267053,9.885534368
2240,YGL145W,22.02716665,19.32044609
2241,YGL146C,38.12394228,5.4338754620000005
2242,YGL147C,772.0945771,1479.243216
2243,YGL148W,252.40679029999998,287.8080245
2244,YGL149W,0.0,0.0
2245,YGL150C,118.94669990000001,45.51326561
2246,YGL151W,55.641439500000004,34.41614326
2247,YGL152C,0.0,0.0
2248,YGL153W,59.12555259,39.65775776
2249,YGL154C,8.714043949,18.63043015
2250,YGL155W,107.27288590000002,13.49100115
2251,YGL156W,13.16753136,17.20393043
2252,YGL157W,143.556362,43.84575373
2253,YGL158W,2.318649121,3.3048131460000003
2254,YGL159W,19.23666306,9.139456302000001
2255,YGL160W,43.74572151,23.75298275
2256,YGL161C,76.4930546,168.99177959999997
2257,YGL162W,19.82444999,45.20984384
2258,YGL163C,38.3699032,16.97254983
2259,YGL164C,65.86334374,53.82124267
2260,YGL165C,0.0,0.0
2261,YGL166W,21.05251326,15.00326676
2262,YGL167C,209.330728,64.17801176
2263,YGL168W,0.0,0.0
2264,YGL169W,19.499458999999998,35.73377587
2265,YGL170C,0.0,0.0
2266,YGL171W,21.05251326,6.001306705
2267,YGL172W,25.14729385,28.67431956
2268,YGL173C,70.01440806,69.85497454
2269,YGL174W,17.81973032,31.74848584
2270,YGL175C,20.62659536,0.0
2271,YGL176C,19.28865404,6.109438357
2272,YGL177W,41.01610342,0.0
2273,YGL178W,29.0451244,63.08350303
2274,YGL179C,16.96209624,9.066145155
2275,YGL180W,19.86860243,30.20702261
2276,YGL181W,32.9575239,46.97496369
2277,YGL182C,0.0,0.0
2278,YGL183C,0.0,0.0
2279,YGL184C,22.97253861,58.21009937
2280,YGL185C,9.39052894,17.84599099
2281,YGL186C,65.62576547,49.69185422
2282,YGL187C,91.49746147,141.280762
2283,YGL188C,20.50805171,0.0
2284,YGL188C-A,658.0030208,144.28673569999998
2285,YGL189C,960.2138796,2877.097929
2286,YGL190C,157.993719,119.02971219999999
2287,YGL191W,73.19796918,143.4543122
2288,YGL192W,0.0,0.0
2289,YGL193C,45.74873073,16.30162639
2290,YGL194C,39.38632447,48.65297764
2291,YGL194C-A,0.0,0.0
2292,YGL195W,150.85271709999998,88.79598959
2293,YGL196W,60.99830765,43.47100369
2294,YGL197W,19.98432458,12.53297082
2295,YGL198W,110.8825169,93.38897827
2296,YGL199C,0.0,0.0
2297,YGL200C,192.41377930000002,340.73595539999997
2298,YGL201C,65.43236929999999,11.65774461
2299,YGL202W,199.43159269999998,138.7427842
2300,YGL203C,44.57568269,69.67270455
2301,YGL204C,23.32288234,0.0
2302,YGL205W,0.0,6.790530617000001
2303,YGL206C,176.9098439,184.5020834
2304,YGL207W,80.36939183,112.9155125
2305,YGL208W,20.015069699999998,16.30162639
2306,YGL209W,15.52828981,4.42655129
2307,YGL210W,101.34472190000001,38.01276108
2308,YGL211W,62.77742495,14.128076199999999
2309,YGL212W,18.76130913,32.08900588
2310,YGL213C,71.72665321,72.41526495
2311,YGL214W,0.0,0.0
2312,YGL215W,28.88330461,33.68283068
2313,YGL216W,63.45791683,12.62061398
2314,YGL217C,0.0,0.0
2315,YGL218W,0.0,0.0
2316,YGL219C,41.37276519,29.48468077
2317,YGL220W,0.0,14.01131524
2318,YGL221C,123.47408300000001,87.99493827
2319,YGL222C,47.30834656,163.7572469
2320,YGL223C,56.91229661,12.16772113
2321,YGL224C,67.72765831,48.2667372
2322,YGL225W,126.6887928,411.30257339999997
2323,YGL226C-A,54.68813789,272.81802319999997
2324,YGL226W,0.0,0.0
2325,YGL227W,41.91330131,68.94619043
2326,YGL228W,96.72136498,67.46278601
2327,YGL229C,23.50151247,6.210143385
2328,YGL230C,0.0,0.0
2329,YGL231C,37.36545547,115.39161709999999
2330,YGL232W,98.4386482,122.76811040000001
2331,YGL233W,48.30985617,33.49796333
2332,YGL234W,514.0037966,194.2390551
2333,YGL235W,0.0,0.0
2334,YGL236C,12.42726715,7.591205123
2335,YGL237C,22.35840224,6.373568211
2336,YGL238W,71.78885114,97.02945153
2337,YGL239C,0.0,0.0
2338,YGL240W,18.95564939,47.28121119
2339,YGL241W,17.75323879,30.36482049
2340,YGL242C,26.14213185,130.4130111
2341,YGL243W,11.86500747,8.455706454
2342,YGL244W,63.83543823,84.92010024
2343,YGL245W,419.4171365,439.98296550000003
2344,YGL246C,21.45945617,21.84754052
2345,YGL247W,0.0,17.12494085
2346,YGL248W,70.72506481,45.82078768
2347,YGL249W,1.6871872330000002,2.4047789280000003
2348,YGL250W,44.236376,49.03960334
2349,YGL251C,6.007409086,1.427078404
2350,YGL252C,36.35043461,37.41901337
2351,YGL253W,389.6973098,887.7189563
2352,YGL254W,27.75422998,11.30246096
2353,YGL255W,85.18729171,8.994000763999999
2354,YGL256W,180.1281617,66.39826935
2355,YGL257C,53.19619853,18.19716434
2356,YGL258W,0.0,0.0
2357,YGL258W-A,0.0,0.0
2358,YGL259W,103.8992258,5.106533566
2359,YGL260W,0.0,0.0
2360,YGL261C,0.0,0.0
2361,YGL262W,0.0,0.0
2362,YGL263W,0.0,0.0
2363,YGR001C,100.3164939,47.66097995
2364,YGR002C,24.93641508,78.19312614
2365,YGR003W,28.73879998,2.275663281
2366,YGR004W,12.84521597,40.27874856
2367,YGR005C,91.95380791,88.78491777
2368,YGR006W,23.6005357,20.182966
2369,YGR007W,106.4646388,62.79144978
2370,YGR008C,167.92475280000002,1116.949083
2371,YGR009C,36.82822416,10.40103769
2372,YGR010W,36.04445452,62.07791058
2373,YGR011W,21.82508255,23.33076804
2374,YGR012W,69.43589081,73.1504453
2375,YGR013W,36.39271012,38.22088247
2376,YGR014W,92.82756994,59.66869214
2377,YGR015C,57.84641941,10.3061954
2378,YGR016W,49.82060729,71.01022593
2379,YGR017W,372.7063122,182.05306240000002
2380,YGR018C,0.0,0.0
2381,YGR019W,30.24068642,50.28637292
2382,YGR020C,219.901462,384.6635873
2383,YGR021W,20.4375773,52.43409724
2384,YGR022C,0.0,0.0
2385,YGR023W,22.85519911,36.85585096
2386,YGR024C,79.96416801,14.24679953
2387,YGR025W,23.55380196,16.78583311
2388,YGR026W,55.42319351,151.9147979
2389,YGR027C,2498.971952,808.7999586
2390,YGR027W-A,81.34296586,243.27823480000004
2391,YGR027W-B,311.74009789999997,261.1894986
2392,YGR028W,58.98183467,9.340876827
2393,YGR029W,231.6330472,80.30695946
2394,YGR030C,14.96184905,10.66269902
2395,YGR031C-A,0.0,0.0
2396,YGR031W,24.27483672,9.885534368
2397,YGR032W,103.6183013,30.40218929
2398,YGR033C,9.912224992999999,127.1526858
2399,YGR034W,1065.845784,2688.749502
2400,YGR035C,10.16638461,231.845353
2401,YGR035W-A,0.0,0.0
2402,YGR036C,24.78056248,0.0
2403,YGR037C,121.650034,1155.933507
2404,YGR038C-A,65.26644998,227.41901980000003
2405,YGR038C-B,179.83185669999997,243.70405269999998
2406,YGR038W,26.66966366,60.82041772
2407,YGR039W,0.0,32.60325277
2408,YGR040W,29.01139022,0.0
2409,YGR041W,28.21728283,34.03113245
2410,YGR042W,26.23824263,18.69892438
2411,YGR043C,3.56127844,0.0
2412,YGR044C,67.17919928,73.22192317
2413,YGR045C,0.0,0.0
2414,YGR046W,61.63041446,13.17644412
2415,YGR047C,32.46108769,18.1764723
2416,YGR048W,98.57461319,70.25010265
2417,YGR049W,126.53904250000001,72.14336783
2418,YGR050C,0.0,0.0
2419,YGR051C,0.0,0.0
2420,YGR052W,19.28865404,0.0
2421,YGR053C,0.0,0.0
2422,YGR054W,103.5927713,89.64626889
2423,YGR055W,277.1975267,274.20753110000004
2424,YGR056W,24.32709686,9.124699376
2425,YGR057C,29.36955553,6.976827752999999
2426,YGR058W,42.48096425,20.182966
2427,YGR059W,2.318649121,0.0
2428,YGR060W,690.6582575,519.5486087
2429,YGR061C,217.93766209999998,117.26615120000001
2430,YGR062C,15.00904731,0.0
2431,YGR063C,103.9340096,32.9197892
2432,YGR064W,0.0,0.0
2433,YGR065C,74.09137873,34.2498817
2434,YGR066C,0.0,5.786242812
