gene,I.1,I.2,S7,A,T1
YAL055W,73,35,12,36,94
YDL174C,288,170,81,257,499
YMR022W,716,376,134,358,466
YBR261C,553,393,113,333,952
YLR263W,1,0,0,2,1
YBL042C,737,576,253,607,961
YKL125W,532,373,130,339,451
YHR135C,950,614,333,711,715
YML112W,171,125,27,117,135
YDL099W,584,352,126,490,957
YGR077C,98,88,38,80,82
YDR285W,26,14,4,26,30
YGR285C,8751,5427,2575,7778,15799
YPL236C,63,46,16,54,38
YDR028C,1019,681,271,837,1139
YFL025C,260,170,65,175,203
YDR163W,141,89,26,91,198
YJR133W,391,210,102,260,372
YKL171W,89,34,22,57,67
YJR073C,417,234,94,261,558
YPL101W,415,285,142,315,641
YGR134W,228,145,58,158,257
YKL075C,153,109,26,105,207
YBL105C,480,308,119,356,568
YBL025W,93,48,15,78,76
YJR107W,1,0,0,0,0
YDR434W,738,525,279,632,617
YNL326C,118,77,27,58,170
YKL005C,193,124,48,123,254
YOR021C,1229,840,167,827,1786
YIL079C,286,204,82,187,257
YDR177W,1043,585,376,720,777
YOL018C,294,208,107,237,364
YNR029C,266,154,69,232,336
YGL124C,106,65,36,109,82
YBR183W,34,10,6,14,15
YAR002W,606,370,229,648,548
YIL063C,505,350,86,404,767
YPL010W,1196,649,410,1269,1469
YER180C,3,0,0,1,6
YPR186C,111,52,22,98,80
YLR030W,9,5,2,6,9
YHR182W,101,77,31,76,89
YMR081C,3,1,0,2,0
YER137C,22,32,8,38,50
YHR167W,146,91,38,101,189
YBL031W,60,45,25,67,48
YLR098C,63,64,21,66,106
YEL056W,316,209,65,246,432
YEL066W,293,173,74,228,444
YOR056C,651,529,127,430,764
YBL091C,1556,1028,339,980,2255
YFR033C,50,19,2,26,79
YGL205W,2,3,0,2,4
YDR194C,899,524,183,581,692
YHR022C-A,0,0,0,0,0
YLR300W,4360,2819,801,2174,4317
YDR350C,52,34,18,41,46
YDL173W,712,387,145,552,700
YMR017W,2,4,3,2,3
YMR251W,21,16,7,19,57
YOR141C,625,450,171,565,935
YDR473C,131,90,34,127,138
YDL057W,84,45,21,60,141
YIL088C,514,336,160,340,431
YIR031C,7,2,4,4,12
YCL025C,203,104,25,70,109
YKL178C,25,11,16,35,14
YDL077C,214,128,58,156,201
YNL271C,563,367,140,455,657
YGL096W,7,2,3,8,1
YNL270C,5,8,1,2,7
YKR104W,0,0,0,1,1
YMR268C,110,59,34,89,126
YOR207C,1312,993,311,867,1551
YGL150C,703,514,143,545,790
YCR009C,1280,762,302,896,1711
YDR030C,50,44,12,47,41
YLR053C,0,0,1,1,0
YNL157W,297,157,98,289,302
YKL040C,335,169,68,237,317
YKL057C,810,570,247,672,695
YLR211C,50,28,15,44,52
YLR091W,41,29,14,29,49
YML076C,141,82,23,118,140
YNR051C,824,500,149,397,487
YKR007W,218,129,38,123,174
YDR538W,61,40,27,50,92
YGR284C,1565,942,681,1653,1669
YMR311C,564,333,95,361,655
YDR515W,300,170,79,186,103
YNL279W,10,11,0,4,8
YNL284C,354,198,66,251,285
YBR236C,437,279,148,383,563
YKR067W,521,292,157,395,507
YOL025W,141,110,51,100,167
YJR011C,105,53,20,62,101
YKR082W,1030,825,375,918,1111
YDR478W,85,52,17,54,86
YGR262C,255,141,63,191,458
YIR032C,7,2,1,7,6
YJL180C,174,83,42,135,142
YOL142W,485,309,122,328,565
YDL079C,3,0,1,2,2
YEL024W,183,61,39,85,122
YEL059C-A,37,17,9,22,64
YDR218C,5,3,1,8,9
YKR024C,488,398,155,384,519
YBR142W,837,702,217,655,897
YJL077C,1,0,1,2,2
YLR003C,427,298,147,453,491
YNL080C,139,95,34,102,146
YNL127W,251,133,59,176,307
YJR086W,222,131,104,418,128
YMR011W,5208,3825,1411,3564,4957
YCL051W,135,78,34,91,149
YGL183C,2,0,0,0,0
YMR177W,179,92,36,97,138
YBR212W,564,292,178,501,801
YOR291W,416,273,83,263,369
YJL218W,127,78,24,71,123
YPL130W,2,0,0,0,0
YCL009C,2536,1602,720,1470,3978
YCR052W,553,406,128,409,792
YAL053W,876,529,300,671,1184
YDL133C-A,0,0,0,0,1
YPR058W,411,275,111,248,630
YKL060C,135275,72748,28884,82234,111426
YGL112C,605,403,216,489,702
YBR185C,230,94,38,115,133
YGL019W,592,385,201,427,1125
YBR156C,113,63,36,130,80
YHR183W,15153,8959,3311,10746,18265
YIL013C,45,24,3,17,22
YMR272W-B,0,0,0,0,0
YOR368W,85,60,18,59,65
YGR258C,157,103,36,125,230
YGR008C,231,59,18,110,121
YDR534C,8901,7302,5745,13954,11546
YKL084W,288,163,77,232,381
YPL006W,564,377,182,487,640
YKL003C,211,101,52,176,146
YNL191W,149,116,48,109,213
YOL067C,138,83,33,80,105
YJL116C,59,16,5,16,11
YLL058W,353,257,82,261,426
YLR370C,920,541,356,763,828
YDL121C,687,448,109,348,698
YOR220W,272,135,229,614,730
YMR187C,62,50,20,59,88
YLR100W,2026,1343,669,1679,3648
YIL111W,161,72,23,72,89
YMR098C,137,69,35,87,124
YCR069W,743,465,205,473,512
YGL106W,1505,871,232,911,2791
YDL047W,517,337,124,305,568
YKL004W,817,548,203,486,540
YLR241W,494,337,114,289,426
YOL031C,319,207,102,273,337
YOR119C,371,242,90,312,607
YIR006C,2544,1439,1073,2974,3542
YKL077W,1598,1011,465,1501,1956
YER053C,49,14,6,23,30
YOL127W,17565,10686,4219,16578,30093
YNL076W,236,144,81,152,174
YDR292C,831,575,244,783,814
YKL053C-A,268,112,38,129,272
YKL207W,1132,666,249,703,1327
YOR257W,332,163,45,167,326
YJR045C,17293,8702,3671,12487,22727
YBL023C,613,400,139,388,870
YHR151C,108,63,18,71,76
YDL236W,1108,727,361,978,1625
YER051W,95,53,15,49,111
YJL042W,588,352,141,442,548
YCL012C,102,41,22,58,85
YML081W,320,213,103,268,255
YPR075C,434,240,97,342,705
YEL057C,9,3,2,7,5
YNL175C,1531,1146,346,1260,1973
YIL041W,2661,1745,483,1795,2871
YOR215C,227,108,77,239,280
YIL030C,1682,1098,509,1176,1311
YBR199W,1120,668,273,787,1421
YGL041W-A,163,106,45,135,181
YIL134W,53,29,9,30,58
YER069W,547,405,233,594,873
YDR145W,522,296,133,384,509
YOL052C,590,396,160,379,720
YNL086W,38,21,14,37,34
YBL010C,100,83,29,92,163
YDL001W,139,84,39,142,113
YBR056W,464,265,155,479,602
YMR305C,2208,1381,834,2232,3564
YOR310C,5884,4247,1338,4408,9002
YOR294W,919,653,209,583,1256
YOR273C,50,33,7,24,33
YMR038C,1752,1095,368,1218,1656
YGL012W,4349,2588,838,2206,2872
YBL054W,305,236,116,310,352
YKR053C,109,53,47,103,171
YLR412C-A,0,1,0,0,0
YKL138C-A,135,61,27,116,108
YML057W,468,284,142,314,664
YFL049W,231,145,67,203,294
YCR005C,1344,833,542,1428,1655
YML028W,21719,12224,6308,14632,28705
YBL076C,11536,8344,2701,7949,10133
YJR120W,23,20,3,40,15
YGL032C,39,21,11,26,21
YHR175W-A,0,0,0,2,10
YNL116W,272,153,91,234,207
YBR070C,132,67,29,116,168
YOL060C,530,340,154,354,495
YIL010W,419,221,117,376,691
YOL054W,252,148,32,108,196
YPL274W,671,496,127,550,789
YGL154C,27,25,18,38,77
YCR099C,0,0,0,0,0
YOL027C,1151,645,192,567,1068
YGL191W,444,225,131,386,697
YMR093W,684,550,227,509,807
YJL214W,5,2,3,2,23
YJL208C,366,240,80,255,336
YDR132C,96,54,38,61,86
YIL161W,76,53,12,77,64
YER177W,8822,4948,1979,5273,11274
YAL029C,562,381,128,369,488
YNL158W,207,121,59,103,134
YOR224C,1207,724,329,869,1906
YNL026W,295,176,74,238,271
YGR233C,776,527,276,630,711
YPR179C,195,130,58,177,179
YER019W,452,323,98,279,522
YLR015W,197,141,35,106,152
YDL009C,0,0,0,1,0
YIL091C,766,556,167,560,884
YDR052C,232,166,104,263,303
YGL110C,328,227,88,211,308
YGL230C,5,2,3,2,10
YHL011C,1548,1101,361,1265,2264
YDR051C,302,161,64,207,405
YOR370C,540,391,159,427,750
YDR397C,366,219,59,202,502
YBR120C,135,48,15,81,117
YFL011W,14,3,0,1,7
YMR084W,2,0,0,0,0
YHR210C,4,3,2,3,7
YHL002W,421,214,124,338,520
YGR274C,382,231,98,335,434
YOR181W,379,209,184,374,431
YFL007W,1604,1126,322,887,1549
YPR185W,151,79,61,126,120
YGR280C,589,408,55,303,740
YML114C,150,101,54,129,175
YDR153C,531,391,160,480,796
YLR244C,2700,1838,854,2448,2431
YLR329W,2,0,1,1,0
YDR229W,289,213,77,211,284
YIR001C,269,149,64,257,228
YDR321W,2573,1942,866,2361,2676
YHR029C,488,298,183,403,631
YOL091W,5,0,0,1,2
YFL037W,5210,3368,754,2168,5591
YKR042W,11633,6767,2780,5890,10302
YDL007C-A,0,0,0,0,0
YDL031W,1148,841,302,981,1629
YBR148W,40,24,9,33,30
YLR246W,41,27,13,35,26
YDR169C-A,0,0,0,0,0
YJL140W,533,336,64,359,617
YOR157C,1465,789,585,1235,2809
YML019W,313,186,173,343,357
YOR363C,89,63,25,72,108
YEL048C,154,110,44,131,154
YBL080C,95,57,23,55,89
YJR001W,686,424,236,556,677
YMR182W-A,0,0,0,0,0
YPL248C,18,9,5,10,12
YER030W,652,409,70,338,917
YER027C,785,458,209,576,890
YER175W-A,5,2,0,1,1
YFR001W,523,271,48,449,795
YIL075C,3865,2540,1013,2995,5735
YGL254W,89,79,41,112,92
YJL104W,505,292,86,291,450
YGL201C,689,454,170,564,1029
YGR165W,257,167,73,203,385
YDL075W,3010,1731,1082,2769,4722
YKL087C,212,79,24,72,127
YNR012W,232,141,44,128,230
YDR468C,400,208,76,300,407
YCR046C,337,146,42,145,346
YHL012W,3,1,2,2,2
YEL039C,12,2,1,3,7
Q0080,5,3,28,52,10
YOR268C,0,1,0,1,0
YDL144C,287,210,59,177,459
YLR200W,345,190,76,304,394
YGL247W,68,34,17,35,61
YNR006W,403,208,134,477,533
YGR286C,160,59,20,52,77
YIL133C,6498,4078,1366,5769,9796
YNL124W,346,212,77,228,271
YJR136C,101,58,30,73,128
YJR079W,0,0,0,2,0
YNR047W,386,227,121,353,499
YPL131W,35721,23002,7085,24570,48342
YHR123W,563,407,211,440,341
YIL092W,60,42,16,43,80
YJR025C,312,176,95,330,546
YLR224W,69,42,18,47,59
YPL016W,605,394,280,608,377
YHL010C,92,53,30,69,97
YOR174W,143,76,36,98,185
YOR143C,196,110,75,179,180
YER122C,1666,1049,446,1356,1712
YHR070W,486,388,127,348,605
YLL032C,219,158,92,204,163
YDR184C,167,120,71,189,146
YCR075C,123,64,26,89,166
YHR147C,261,121,63,202,208
YJR074W,348,227,54,226,398
YPL162C,142,84,34,107,98
YOR048C,1115,853,297,795,1451
YNL295W,139,59,30,74,138
YLR204W,144,59,33,132,214
YHR025W,2598,1723,989,2072,3471
YNL254C,74,46,17,67,96
YAL027W,77,43,24,73,78
YBR132C,203,101,49,127,197
YML027W,224,128,74,221,207
YMR213W,180,90,36,102,180
YOR045W,451,171,226,367,446
YBR152W,60,34,10,63,102
YDR125C,19,19,6,18,34
YDR211W,1373,1122,366,1036,1773
YPL169C,716,466,222,608,756
YOL038W,1931,1088,301,909,1822
YGL073W,345,178,87,263,307
YKR006C,366,209,91,257,302
YLL046C,2,1,0,2,0
YER028C,67,33,28,49,53
YPL200W,0,0,0,0,0
YPL271W,366,147,182,364,670
YDR370C,137,76,31,86,76
YER015W,25,20,6,21,42
YDR354W,659,356,123,367,698
YPL055C,313,151,87,199,247
YDR331W,551,316,122,325,463
YDR240C,129,100,39,165,162
YCL042W,2,19,2,2,1
YDL237W,685,426,128,415,658
YLL029W,899,562,183,562,1178
YJL163C,59,28,10,42,79
YBR254C,219,150,55,145,221
YNL055C,7801,4708,2974,7714,10046
YMR033W,655,487,194,538,459
YFR029W,176,117,46,110,130
YGR092W,340,215,104,243,452
YNL147W,557,349,135,498,306
YBR040W,1,2,0,0,0
YLR063W,197,142,60,157,176
YJL132W,55,44,22,53,61
YPR022C,249,178,79,222,250
YDR238C,3652,2383,1040,3069,4641
YER169W,250,155,59,233,275
YBR286W,8968,5860,2522,6098,7507
YIR022W,503,261,151,320,409
YHR158C,741,475,258,686,918
YNL042W-B,2,0,0,0,0
YEL019C,68,50,35,53,35
YKL196C,1418,822,358,1032,1579
YKR068C,500,298,78,239,461
YAL059W,418,340,48,194,412
YDR014W-A,7,10,2,12,6
YBR168W,59,36,25,51,61
YDR150W,1292,743,346,1089,1191
YIL105W-A,0,0,0,0,0
YIL134C-A,0,0,0,0,0
YKL081W,18480,12307,5237,13254,22784
YPR119W,447,269,111,363,444
YBR006W,175,110,59,140,163
YPR118W,1319,868,362,1028,1785
YBL011W,543,356,119,269,490
YOR189W,242,100,42,168,225
YKR096W,327,187,89,220,248
YOR292C,92,56,34,81,80
YOR341W,4373,3608,1348,3669,5233
YMR287C,137,74,34,73,99
YDL097C,2473,1436,596,1769,2494
YLR082C,118,54,28,109,134
YER040W,202,133,100,186,186
YLR223C,512,324,105,333,658
YPL242C,436,294,113,329,457
YGR277C,293,195,73,216,327
YML034W,455,251,123,396,670
YAL040C,153,109,77,114,101
YKL119C,237,140,55,243,363
YJR094C,54,34,32,87,25
YMR277W,426,282,82,272,473
YNL310C,284,143,81,165,229
YLR376C,29,18,13,33,33
YOR064C,38,26,13,26,23
YJR104C,10236,6012,2554,6007,8988
YLR180W,5130,3402,1087,3200,7700
YGL044C,278,185,71,230,447
YHR113W,475,225,98,299,402
YOL139C,4030,2640,1293,3380,5754
YBR123C,242,142,84,233,320
YHL018W,32,14,6,22,33
YDR332W,35,31,10,23,40
YDR294C,813,594,227,639,689
YDR207C,259,164,102,220,203
YFR003C,233,119,71,214,383
YFR050C,1746,1062,528,1141,1503
YHR072W,323,192,72,192,255
YJR089W,186,85,35,127,167
YJR050W,163,105,21,96,133
YOL066C,178,147,74,193,322
YLL006W-A,0,0,0,0,0
YDR231C,144,73,33,89,181
YDR374C,0,0,0,0,4
YDR021W,195,144,74,181,200
YPL004C,2181,1134,598,1650,2958
YER020W,319,160,74,235,292
YOR036W,168,104,33,139,302
YDR126W,35,26,14,24,24
YOL097C,2491,1846,888,2209,3019
YHR004C,90,59,26,97,90
YML023C,73,57,28,47,82
YNL197C,558,324,250,624,575
YDR252W,69,36,22,51,47
YDR306C,126,73,26,89,110
YGR191W,1476,967,439,973,1299
YJL174W,1284,715,459,976,1769
YDL179W,198,100,59,162,87
YLR350W,560,404,192,500,939
YOR025W,259,157,69,180,291
YBR066C,312,212,127,397,455
YDR139C,234,130,39,196,210
YGR177C,778,544,245,710,917
YER134C,271,137,51,150,552
YCR073C,56,44,9,39,54
YPR107C,145,77,38,129,223
YCL052C,199,124,38,156,195
YBR257W,143,89,50,158,147
YOR208W,98,60,36,92,57
YDR255C,67,28,19,60,53
YDL199C,43,36,11,33,40
YKL121W,56,35,26,61,58
YNL321W,421,257,123,286,343
YCL001W-B,0,0,2,0,0
YKL041W,287,179,37,192,366
YMR014W,473,353,101,447,490
YJL010C,832,643,246,669,1079
YKR030W,240,159,72,149,134
YDR131C,76,51,31,69,104
YER163C,212,99,59,134,165
YBR196C,34450,21638,10111,26985,45862
YKL054C,4110,2502,1968,4333,4046
YBR230C,186,68,40,181,199
YLR128W,91,65,18,79,74
YLR032W,267,162,37,143,280
YBR214W,332,153,123,326,355
YPL268W,60,53,24,66,82
YEL035C,0,0,0,0,0
YOR020C,3491,1509,736,1987,3810
YLL053C,0,0,0,0,1
YDR314C,31,25,13,28,45
YAL005C_YLL024C,148177,77308,41831,147095,260792
YAL063C_YAR050W_YHR211W_YAL065C_YAL064W-B_YHR213W_YAL064C-A,12,8,6,12,12
YAL068C_YJL223C_YIL176C_YDR542W_YHL046C_YGL261C_YLR461W_YNR076W_YLL064C_YOL161C_YGR294W_YBR301W_YEL049W_YKL224C_YIR041W_YFL020C_YCR104W_YMR325W_YPL282C_YOR394W_YLL025W_YLR037C_YBL108C-A_YJR150C,1208,356,78,137,159
YBL111C_YML133C_YHR218W_YLL067C_YLL066C_YOR396W_YLR467W_YLR466W_YDR545W_YPL283C_YNL339C_YGR296W_YER190W_YJL225C_YIL177C_YEL077C_YFL066C_YPR204W_YHL049C_YHL050C_YLR462W_YPR202W_YFL064C_YER189W_YEL075C_YPR203W_YFL065C_YLR464W_YEL076C-A_YEL076C,1773,1094,739,1999,4555
YHR213W-B_YAR064W,0,0,0,0,0
YHR214W_YAR066W,78,46,59,123,166
YIL018W_YFR031C-A,46049,29607,19499,63518,90527
YIL052C_YER056C-A,17383,10521,10450,19514,29840
YIL053W_YER062C,19353,9575,3810,10732,19214
YIL060W_YOR192C-C_YDR366C_YER138W-A,8,3,5,15,20
YIL069C_YER074W,21783,13727,7836,28088,47305
YAR068W_YOL155C_YIL169C,2006,1169,2142,5013,3559
YAR071W_YHR215W_YBR093C_YBR092C,6741,4233,2147,5893,10125
YBL002W_YDR224C,11088,6140,4738,13645,14972
YBL003C_YDR225W,8209,4847,5473,14460,19218
YBL027W_YBR084C-A,32098,20413,10888,37862,84314
YBL072C_YER102W,34550,22477,14260,50938,87341
YBL087C_YER117W,23428,14211,6396,23925,49059
Q0045_Q0070_Q0065_Q0060_Q0055_Q0050,15,32,105,102,867
YAR031W_YGL053W_YAR033W_YGL051W,342,180,145,352,497
YBL112C_YHR219W_YBL113C,54,26,26,56,187
YBR009C_YNL030W,10632,5278,2335,12225,19376
YBR010W_YNL031C,13699,7977,6858,23562,41440
YBR031W_YDR012W,41914,26274,20146,64607,136183
YCR107W_YDL243C_YOL165C_YNL331C_YFL057C_YJR155W_YFL056C,10,9,5,16,51
YDL244W_YJR156C_YFL058W_YNL332W,47,30,34,69,182
YNL301C_YOL120C,23371,14435,10764,31554,71651
YNL302C_YOL121C,21867,14049,7101,24936,40694
YDR343C_YDR342C_YHR092C_YDR345C,7504,4194,2045,6235,10208
YDR312W_YHR066W,961,658,386,1363,1750
YHR043C_YHR044C,331,213,127,398,815
YGL259W_YIR039C,32,18,7,48,49
YGR192C_YJR009C_YJL052W,387891,215412,160113,480144,1016819
YJL138C_YKR059W,29300,19336,14704,47695,75249
YHL001W_YKL006W,18944,10153,5910,22701,43558
YHL033C_YLL045C,31164,19677,15386,50117,81488
YHL048W_YGR295C_YJR161C_YNL336W_YDL248W_YML132W_YBR302C_YFL062W,2556,1594,1284,3992,4700
YFL059W_YNL333W,68,50,29,84,262
YFL060C_YNL334C,29,21,46,75,54
YFL061W_YNL335W,1,1,0,2,10
YBR181C_YPL090C,39565,25685,10689,51028,112280
YBR191W_YPL079W,24379,15630,14362,40827,47795
YPL081W_YBR189W,24983,16401,8639,26832,63535
YBR048W_YDR025W,24030,14118,10248,32810,36082
YBR089C-A_YBR090C,322,197,28,174,202
YBR118W_YPR080W,313532,188049,159595,500234,1058157
YBR218C_YGL062W,4051,2423,1438,4011,7330
YBR219C_YBR220C,322,239,105,225,267
YBR299W_YGR292W,22,14,19,37,54
YCR040W_YCL066W,0,0,0,0,0
YCR031C_YJL191W,17663,10924,6587,28073,69667
YCR038C_YCL068C,51,38,21,80,88
YCR039C_YCL067C_YCR096C,34,11,26,84,30
YCR102C_YLR460C,46,32,31,81,263
YCL069W_YKR105C,6,7,5,9,19
YCL073C_YKR106W,13,12,2,32,79
YCR108C_YER188C-A_YOR394C-A_YOL166W-A,0,0,0,0,0
YDL082W_YMR142C,32321,20280,10490,35595,97344
YDL083C_YMR143W,17529,11411,10282,31900,60068
YDL118W_YDL119C,78,42,27,49,45
YDL131W_YDL182W,6304,4584,2974,8473,13366
YDL134C_YDL188C,1341,764,499,1265,3218
YDL136W_YDL191W,13904,8714,6686,27627,35411
YDL137W_YDL192W,8389,5301,5336,15190,17729
YDL229W_YNL209W,78726,53950,27155,107060,215176
YDL245C_YJR158W_YEL069C_YNR072W,0,0,2,4,6
YDL246C_YJR159W,16,5,2,29,48
YDL247W_YJR160C,11,9,10,17,30
YOR389W_YPL277C_YPL278C,159,101,86,198,355
YOR390W_YPL279C,98,67,91,155,164
YOR391C_YPL280W_YMR322C,0,0,2,2,0
YPL281C_YOR393W_YMR323W,8,4,25,81,1063
YPL249C-A_YMR194W,13788,8924,3869,22290,33169
YGL135W_YPL220W,39252,23093,19146,61828,141944
YGR138C_YPR156C,732,474,309,699,1384
YPR132W_YGR118W,20893,12586,6909,36353,67887
YGR085C_YPR102C,24334,14121,10402,37277,57652
YGR148C_YGL031C,22835,14422,6900,29326,49321
YGR254W_YHR174W,311897,173130,91780,282049,739378
YGR287C_YOL157C_YJL221C_YIL172C,108,65,44,108,217
YDR038C_YDR039C_YDR040C,2048,1274,1185,3419,7833
YDR385W_YOR133W,87481,59562,44317,124217,252018
YDR418W_YEL054C,25139,13256,7318,25833,32389
YDR447C_YML024W,23697,15753,10688,35603,42516
YDR450W_YML026C,20412,13027,10466,30713,40854
YEL070W_YNR073C,33,20,24,30,36
YER190C-B_YFL068W,0,0,0,0,0
YGL076C_YPL198W,31790,20482,20279,57785,68701
YGL147C_YNL067W,29182,18202,15410,43285,61360
YGL189C_YER131W,21467,13637,7533,26857,29639
YGR031W_YGR031C-A,191,101,46,137,224
YGR034W_YLR344W,18584,11509,8090,24976,56240
YHR056C_YHR054C,581,409,383,1000,1333
YHR141C_YNL162W,19514,12151,6418,25367,42091
YHR216W_YLR432W_YML056C,10166,7391,3611,10550,19161
YJR145C_YHR203C,40427,26772,21334,60082,103187
YEL034W_YJR047C,20061,11009,5332,18426,48753
YER056C_YER060W-A,2762,1885,613,1930,3143
YIL148W_YKR094C_YLR167W_YLL039C,53819,33819,26460,82000,117805
YIL173W_YJL222W_YNR065C,270,185,224,663,1024
YLR029C_YMR121C,28856,16564,9534,40114,100083
YLR048W_YGR214W,29712,19378,12477,34804,66891
YLR134W_YLR044C,231867,136951,106596,265365,499272
YLR160C_YLR158C_YLR157C_YLR155C,42,36,56,162,156
YLR161W_YLR159W_YLR156W_YLR157W-D_YLR157W-E,0,0,0,0,3
YLR448W_YML073C,26056,16667,6354,31322,43860
YMR169C_YMR170C,253,158,200,467,557
YMR186W_YPL240C,62160,33706,24901,83750,129518
YMR230W_YOR293W,10309,5970,7546,25222,10632
YMR242C_YOR312C,29077,18564,13999,43255,36114
YMR321C_YPL273W,1410,882,458,1274,1813
YNL018C_YNL034W,20,19,28,90,100
YNL019C_YNL033W,9,5,2,8,10
YOL156W_YJL219W,5,7,11,32,18
YPL036W_YGL008C,81856,51491,17162,56845,108491
YOR387C_YGL258W,3,2,3,9,0
