ORF,Ribo_Prints,RNA_Prints
ENSG00000121410,32,28
ENSG00000184389,1,3
ENSG00000128274,17,14
ENSG00000094914,1871,656
ENSG00000081760,416,133
ENSG00000109576,80,90
ENSG00000158122,122,154
ENSG00000103591,1016,581
ENSG00000115977,249,116
ENSG00000087884,215,67
ENSG00000127837,2990,1506
ENSG00000131043,763,275
ENSG00000090861,3880,1241
ENSG00000124608,740,498
ENSG00000266967,16,4
ENSG00000157426,228,257
ENSG00000149313,1705,715
ENSG00000008311,481,302
ENSG00000275700,1558,664
ENSG00000181409,19,35
ENSG00000183044,59,33
ENSG00000165029,11,19
ENSG00000154263,1,1
ENSG00000251595,9,50
ENSG00000107331,204,254
ENSG00000167972,263,296
ENSG00000154265,65,169
ENSG00000064687,116,63
ENSG00000085563,195,84
ENSG00000135776,987,975
ENSG00000005471,3,6
ENSG00000115657,251,160
ENSG00000131269,1130,565
ENSG00000197150,683,316
ENSG00000150967,114,97
ENSG00000103222,1375,392
ENSG00000124574,417,252
ENSG00000121270,2,4
ENSG00000023839,5,6
ENSG00000125257,772,559
ENSG00000114770,494,233
ENSG00000091262,10,16
ENSG00000256340,1,1
ENSG00000255277,3,1
ENSG00000006071,17,14
ENSG00000069431,1,5
ENSG00000101986,90,30
ENSG00000173208,8,5
ENSG00000117528,1781,1048
ENSG00000119688,287,268
ENSG00000164163,3699,2475
ENSG00000204574,3144,1148
ENSG00000033050,3616,2088
ENSG00000161204,629,207
ENSG00000160179,20,8
ENSG00000118777,54,34
ENSG00000172350,2,4
ENSG00000144827,897,420
ENSG00000106077,269,101
ENSG00000100997,312,324
ENSG00000139826,66,69
ENSG00000248487,68,54
ENSG00000114779,335,112
ENSG00000168792,49,73
ENSG00000204427,226,191
ENSG00000129968,53,253
ENSG00000107362,340,161
ENSG00000136379,180,37
ENSG00000140526,618,229
ENSG00000158201,491,226
ENSG00000100439,89,31
ENSG00000011198,154,136
ENSG00000163686,90,95
ENSG00000127220,27,24
ENSG00000136754,476,386
ENSG00000138443,329,318
ENSG00000154175,8,2
ENSG00000097007,377,377
ENSG00000143322,410,226
ENSG00000099204,346,370
ENSG00000163995,12,6
ENSG00000173210,1,4
ENSG00000159842,399,310
ENSG00000146386,470,174
ENSG00000146109,1305,581
ENSG00000114626,17,1
ENSG00000166016,113,78
ENSG00000060971,401,85
ENSG00000167315,555,309
ENSG00000278540,1668,980
ENSG00000076555,76,115
ENSG00000111271,152,65
ENSG00000240303,215,141
ENSG00000151498,293,160
ENSG00000177646,1027,427
ENSG00000115361,8,4
ENSG00000117054,1700,733
ENSG00000122971,184,77
ENSG00000196177,529,204
ENSG00000072778,539,302
ENSG00000157766,29,9
ENSG00000072818,1,1
ENSG00000114331,469,287
ENSG00000131584,154,141
ENSG00000075239,2488,934
ENSG00000120437,2155,860
ENSG00000182827,1551,735
ENSG00000181513,38,13
ENSG00000107897,233,174
ENSG00000230124,525,377
ENSG00000176244,68,29
ENSG00000110455,19,14
ENSG00000102977,491,210
ENSG00000159640,12,9
ENSG00000130234,3,1
ENSG00000177076,33,24
ENSG00000078124,111,100
ENSG00000087085,21,12
ENSG00000100813,3791,1280
ENSG00000131473,15833,4646
ENSG00000196636,182,140
ENSG00000122729,1057,490
ENSG00000100412,2104,668
ENSG00000184227,6,11
ENSG00000162390,26,14
ENSG00000112304,428,149
ENSG00000119673,142,56
ENSG00000097021,1782,203
ENSG00000101473,158,110
ENSG00000123130,557,250
ENSG00000161533,889,452
ENSG00000168306,1,1
ENSG00000087008,276,119
ENSG00000143727,1079,645
ENSG00000134575,467,187
ENSG00000162836,213,144
ENSG00000155893,91,106
ENSG00000147174,2,6
ENSG00000167107,198,84
ENSG00000176715,360,221
ENSG00000151726,507,192
ENSG00000123983,1690,915
