ORF,WT_RNA,WT+DTT_RNA,WT+Tm_RNA,WT_Ribo,WT+DTT_Ribo,WT+Tm_Ribo
YGR062C,178.3511943,316.663137,323.1729615,39.66850689,64.84878226,72.83141709
YDR084C,212.2889818,437.4365669,372.6238575,138.3605114,303.0423065,281.3600048
YHR050W,311.2553846,415.4702553,368.8976189,189.6603317,258.6908828,194.4241791
YCR101C,27.609302,29.49683909,26.24813398,17.20658894,18.05618892,19.48435376
YDL234C,142.3238508,989.2967563,450.9171896,77.95117899,781.0489418,276.401509
YKL055C,21.96252423,18.28741694,16.72108968,30.54270278,31.52142504,30.16703534
YHL023C,106.3168182,196.0202975,166.3656462,72.14106298,128.2179161,97.14595276
YER150W,9.710970384,24.2771968,8.411147966,3.097889375,20.89833494,4.100236541
YLR027C,1789.399783,1362.525995,1939.55977,2655.963896,1912.209214,2935.027126
YKL019W,208.412905,279.1294955,320.1048638,96.51306836,162.1219556,175.1321938
YHL004W,288.259011,208.6222116,274.7255625,322.4659879,203.0517477,298.3047139
YER136W,641.0609567,1739.238883,1578.993597,673.4963969,1801.467794,1448.131166
YDL236W,828.3072309,1586.622489,1422.16221,539.0558942,1028.452163,978.3827267
YGR053C,28.0376867,38.04705999,36.90137615,4.533967527,9.611795289,8.061908381
YDL059C,37.15992945,90.42869935,59.81291074,13.79872734,34.85940193,24.53570187
YPL248C,4.759008981,17.26372451,15.97525872,3.548963881,13.33355219,7.712784699
YDR368W,516.6535479,1454.925698,865.7440602,451.4644277,1498.772165,750.4305068
YHR103W,443.3812571,427.3588747,336.9375729,177.7352374,158.7426436,165.5990079
YMR234W,144.4809588,305.0725067,307.5697186,69.50194307,120.6083621,120.0829284
YNL129W,275.5086995,152.5104157,247.6385414,139.5540815,78.1915657,123.4458543
YDR005C,161.5981115,239.2446824,236.1393269,75.46060008,153.3857608,140.408657
YHR074W,352.8965982,619.1766526,438.6583198,365.7973208,622.5300937,465.024355
YLL019C,107.1567848,190.9044581,167.0332333,33.47512059,96.42981116,102.1650384
YDL113C,177.470353,528.8262863,323.612171,70.39758139,216.5021082,136.389545
YOL086C,31832.85643,34144.10942,24354.72419,42028.7598,51973.67381,41105.59974
YMR011W,3024.809958,4557.820799,3459.024317,4464.474584,7487.893909,4945.631252
YLR360W,162.9450553,299.1673464,264.0002008,31.30900715,55.92827123,59.50256978
YMR087W,33.00334217,93.24486394,74.60753217,22.66381323,66.06353188,43.6924155
YKL074C,391.9211756,1512.416296,1034.340788,107.5239676,465.4946517,294.7602695
YDL137W,1228.144047,3192.121738,2769.108654,631.9078289,1672.578984,1333.806143
YLR450W,180.6416862,390.6531208,284.069004,199.9979719,440.8793776,311.2398008
YLR328W,199.5148876,279.8898961,271.2439703,192.3323668,225.6649091,291.801728
YDR242W,112.7673678,187.9158752,139.007782,6.759382893,10.43108398,8.595595282
YLR373C,124.6728898,164.31368,190.1011766,163.7893054,213.3609503,256.5458019
YDR022C,55.91095894,161.5050273,130.7460426,24.3074344,101.4339251,51.36279702
YER053C,85.1055839,106.2943814,107.1533607,36.11720671,42.11171727,40.56030882
YGL137W,1316.991365,3046.831796,2610.867804,1539.619986,3329.128861,3103.297487
YIR022W,409.8989502,874.9775226,860.7731958,190.0641949,446.7695634,358.6327336
YDR204W,196.000811,482.4331935,316.2416227,64.77696946,191.4332378,128.3345126
YML070W,521.4351602,1228.32746,968.8783707,456.2223588,1200.341674,857.6232717
YGR049W,276.1358189,278.4038661,288.0047818,532.5268016,391.19475,464.7793058
YFL045C,4869.63734,6377.278183,7319.022539,2793.081605,4045.617168,4358.735875
YHR150W,97.74451314,132.7082328,116.9042714,24.6038439,32.15769229,27.37061863
YPL249C,164.5492168,395.1352398,274.8512617,193.7231414,565.601066,372.3139854
YBR169C,68.82286918,211.8439147,158.8439113,86.00572765,248.861058,205.5038369
YDR468C,231.615943,430.7710651,418.1384984,111.020682,233.3972387,190.0478765
YOL011W,140.4782225,457.7854738,359.2170101,112.3572112,424.9579847,215.3890735
YMR272C,528.5428429,941.3813089,715.1560415,718.9772028,1218.822469,946.9127558
YIL010W,167.9352119,501.1281963,316.3622178,142.29803,450.4834888,282.5406114
YLR136C,11.52552329,150.1519876,39.97249388,16.89038543,329.2698452,61.91659948
YHR181W,315.7422731,483.8483662,428.9756896,170.0260738,267.5096582,207.8758877
YDR189W,346.9117146,764.8470204,670.317459,299.0120839,687.3785839,618.8794325
YML118W,6.346266793,50.07948406,12.37032345,0.79783953,44.18735,10.26653993
YMR085W,25.7827826,221.8467995,58.46634593,1.205120311,109.3666309,10.33826589
YHL038C,222.0597584,296.7948678,312.4966725,138.8885911,167.0155175,159.6776235
YDR487C,1088.000771,850.8166888,892.7935814,778.3321055,722.9983611,712.6993757
YNL036W,601.2870539,1729.801181,1034.510925,486.3566923,2169.630166,935.8884587
YHR206W,127.4720341,200.2432951,140.969723,239.4955322,320.3246121,252.2500308
YLR113W,660.8767807,1361.139136,1145.839859,410.8091416,786.1473571,805.2893496
YCR007C,38.52156501,534.2082816,104.1101379,5.015810426,399.390401,22.37493326
YEL041W,20.58773918,175.0025548,108.4300534,8.38427135,62.61193303,50.14231706
YLR162W,5.111761338,2.318447517,3.312233353,33.99121315,27.87967017,31.19088889
YLR375W,288.5479794,420.7844357,464.7128164,69.15660432,107.9083216,144.4782164
YHR186C,192.35494,290.3219487,219.8031245,124.5102694,201.0299214,154.9281744
YFR016C,242.0652583,595.9541427,435.1658035,235.2365051,617.3561644,459.4634136
YBR056W,248.6801328,1434.890018,697.5558371,104.9503121,824.0154298,362.3223365
YNL054W,93.44401668,302.0157258,256.7505508,145.5633002,443.0402153,353.4973853
YDR445C,124.2845524,136.7117171,80.22679599,260.543486,223.4814803,280.8066597
YIL048W,307.8030553,656.7099736,674.9673567,196.1305943,580.5732924,456.7916519
YGL223C,143.7077794,159.6172013,155.9804003,63.17775206,89.85082973,95.69186827
YHR028C,389.9615408,684.2492617,540.3844348,205.7973207,416.94347,163.742716
YKL127W,601.3910993,1068.337503,774.3064248,582.0895286,968.7463518,712.0369058
YNL304W,100.2201718,142.424391,154.3702799,72.43309152,102.7536904,103.562628
YOR208W,65.21321076,349.6498035,186.8374325,54.32165004,321.048306,161.2781289
YDR119W-A,327.4938788,36.01269303,269.0842593,160.0353309,18.46864556,150.6890112
YHR035W,39.50623267,42.7868832,36.61297302,22.95025152,25.14460139,18.33033943
YNL284C-B,52.08911218,141.4651702,94.4014946,6.976194858,18.30163619,5.984610549
YGL158W,27.55796036,137.5361413,24.12853391,6.379134153,36.95708242,6.156466903
YJR055W,67.68749745,134.7665775,139.127102,33.13605796,81.08429284,74.50645054
YHR021C,6059.414151,3106.989777,5255.955328,3994.38586,2004.961512,3529.433994
YDR085C,27.36489295,85.61889654,61.58183637,11.87708022,38.31380852,18.74756223
YOR092W,51.05706767,211.6216094,88.54510709,46.73424601,260.2171707,68.90305453
YPL087W,454.6431843,1922.437047,1164.198829,126.7488001,582.3236536,306.8373536
YDR278C,2765.549129,2393.61473,2311.231044,41457.111,17979.48741,47113.55241
YGL253W,2561.000771,3574.217379,3244.238251,4049.153936,5689.068964,5523.231638
YBL013W,13.27150029,9.996067716,11.49509763,29.03130066,34.31987159,46.90411844
YHR131C,139.9097476,260.7760619,180.9399957,28.64327704,57.18717631,45.64327769
YOL013W-A,158.1354404,106.0626485,123.7366721,3277.194301,4184.555098,3356.265489
YKL064W,306.8953067,673.9581831,547.2877327,161.1820414,327.5161175,300.8420745
YHR056C,139.1390018,119.3116844,144.1122769,181.1139094,177.8067434,168.2846182
YDR170W-A,68.09720926,68.85591203,69.86656972,111.0200747,120.7337548,120.5673994
YBR244W,931.2626558,3951.254253,1225.214492,508.8019875,2641.871187,611.8987084
YPL010W,943.1837492,2770.615639,2572.307033,438.9346359,1421.767283,1121.480253
YHR060W,242.0395401,272.9163049,262.2278293,140.3283053,184.1969954,122.7456151
YDR076W,37.79946341,69.92749704,59.857009,25.38605991,49.33246849,43.14064437
YGR204W,765.6982666,922.8824969,621.1770975,2132.057569,2117.165076,1969.972331
YLR432W,1152.297453,1043.250604,1807.701755,1358.794489,1196.947972,2109.05118
YHR075C,41.5894643,98.05933952,62.72705587,14.92081096,40.67200744,22.83241926
YHR058C,170.641472,217.3963276,166.8836449,102.3182923,124.8103096,86.29440539
YPL224C,173.5363442,435.8427362,293.3109314,89.8892848,223.7259481,150.8144051
YDR044W,584.3194874,1141.325644,814.5224696,488.7261122,1016.963166,713.9309079
YLR177W,96.1707846,196.2139351,118.7571376,18.20381828,78.90228258,31.36851231
YKR052C,305.9144333,953.8107443,268.0437499,98.4096139,505.8255367,115.2358132
YIL109C,706.3343646,1666.712927,1360.253385,1466.937217,3220.374915,2855.754328
YDR098C,608.2917706,1477.387031,1259.833098,460.6094246,1227.351572,901.4384277
YGL224C,365.6901387,238.476181,356.520633,215.7440407,126.0164404,198.3136178
YOR003W,53.73966966,97.86095505,78.39421454,9.596334473,29.3713211,16.87627248
YJL127C-B,87.09389549,140.2214061,139.731043,16.61487205,29.41750869,25.97261217
YER057C,262.81032,328.1754136,323.6368863,328.2917588,454.8477523,375.7124211
YNR061C,376.171872,992.3971596,794.0784746,159.7361461,537.3677224,354.0402903
YLR402W,5.575489672,6.382139472,5.002685412,2.097254068,5.643099978,3.487590812
YFR051C,383.750214,943.1302074,861.4697124,707.495963,1421.239581,1448.86232
YMR262W,108.6510079,256.429154,185.023063,30.69127199,78.96605095,71.61451964
YKL171W,75.82852641,120.623887,107.5224851,26.23601922,55.24555044,43.1325816
YAR003W,353.4866921,972.3803133,847.2334915,78.78813931,219.3509011,172.5596952
YHR144C,191.3032694,176.6032381,189.9764691,88.00077241,80.65355705,83.84933793
YKL211C,1171.989769,732.5077704,1022.573279,1146.144144,788.4047794,1055.638648
YER071C,66.36019601,106.7452591,120.7784864,50.93417462,80.59788308,76.77744147
YNL157W,207.6465269,580.4071834,474.9271481,139.9354069,590.5719529,369.5305324
YCR088W,235.3604102,722.2129826,416.083672,935.0076821,2864.41894,1742.185225
YAL038W,13609.35935,15718.36763,14552.08028,45383.39578,55505.82836,51673.82752
YPR152C,179.0527883,195.1766063,172.3406779,63.01726531,79.83502283,96.06063904
YDR117C,166.6829983,359.7184596,339.8982403,155.6973291,397.5796912,305.8406659
YHR091C,199.7868907,223.5963473,189.2728552,79.87740623,58.55515065,74.0870854
YDR168W,491.4675298,1297.332088,1156.331864,459.518271,1425.507744,1108.696321
YHR151C,91.54249796,113.6497703,92.62553447,58.54520048,67.33343369,45.50880994
YDR001C,170.3687131,494.3502934,277.7850644,157.0547089,597.5549492,283.2394741
YNL067W,2022.488812,396.3813247,1834.991014,1299.794781,309.1893849,1284.777474
YJR015W,142.4054062,219.3776388,178.1008472,13.55781277,30.45375237,23.39828938
YGL150C,311.9005141,634.0130958,527.1738936,263.6999302,662.0280796,464.9631049
YLR066W,249.568532,532.5057331,458.9487071,228.1148783,448.8031514,402.8802754
YPL161C,265.4320884,545.0830794,556.6288822,107.6120978,249.7925328,204.4534522
YHR192W,166.417065,288.6799389,226.2507938,73.05484313,160.2539624,105.7970676
YJL068C,212.8144496,530.5153436,355.0040723,138.3453069,355.1626049,237.503155
YMR304C-A,148.2746426,310.4094315,538.3312525,9.668958088,23.05994715,29.4082303
YMR219W,153.8196469,361.8794376,258.9547111,136.9031512,442.4746215,265.4965744
YDR251W,174.0193774,434.4644986,348.3444563,173.1370709,343.7796861,289.7805081
YMR020W,133.4580695,710.6196458,310.7788783,43.47171043,312.2590572,114.9573645
YMR321C,245.1345757,125.0110321,192.4880243,130.5821448,69.35411543,112.1978356
YOR248W,443.18601,257.7986448,476.2322169,887.6737383,169.9011421,821.8312456
YGR194C,101.7537147,266.5490663,140.3481575,52.71343139,130.087882,58.75308507
YKL152C,33359.52646,41297.78211,30760.05349,20551.7858,26637.17969,22180.80078
YMR037C,121.5740659,173.4735386,158.9676322,225.9563103,340.7037058,352.7671741
YGL202W,1343.772081,1072.099188,1163.886978,1692.114757,1312.903506,1563.620219
YLR095C,194.2906307,425.809868,368.6410714,181.9362127,412.2795347,394.9491068
YMR092C,1009.733237,2222.932873,1746.742605,510.4564276,1363.508983,954.3456765
YPL123C,94.29550907,310.3469105,193.438344,44.57952596,165.7694614,65.32329625
YPL049C,146.2305224,175.2804493,171.4160719,191.6061785,193.9628275,197.6585765
YDL223C,7.699098711,29.20036585,10.33432927,8.57680023,44.31961984,16.05318248
YHR107C,352.7503105,410.7985793,372.1949285,560.4370966,616.1079835,567.3935298
YLR284C,56.12076386,68.32255549,67.67289793,10.72532515,13.94838462,18.26014039
YMR139W,173.2875957,396.4728078,344.9503257,102.8659916,279.0707875,238.4694039
YOR303W,1076.940846,459.2355289,538.1740106,629.0185969,248.8554307,274.849228
YOR222W,1047.266037,675.6407632,786.3667577,457.2921332,298.3669916,324.3802564
YNL094W,168.6307506,493.9620892,317.0157823,31.73147676,126.4871552,80.43870325
YDR348C,395.6334468,766.2999408,617.6240438,268.2065298,493.2813957,425.6556149
YGR127W,25.37238197,73.83656164,47.49411728,8.186118363,25.53233907,22.75308668
YHR120W,492.642811,318.683308,371.8536926,158.4782656,119.5376668,132.5284509
YHL034C,744.0623718,936.7899646,901.845359,1477.197969,2099.772493,1598.53121
YHL029C,152.0226048,110.35944,128.5349059,114.0864659,112.0789482,94.68708405
YCR069W,181.8638702,566.4325589,317.7207853,141.8470396,467.3338044,228.5015596
YHL014C,244.0697085,243.1831025,216.2786097,58.83867601,70.01403403,53.93267053
YOR226C,133.9244764,297.8438899,106.9505851,109.3326159,286.6996853,88.59414081
YKL128C,295.2976595,342.2420751,440.844111,184.0907428,260.6403395,322.3349848
YNL245C,37.36075892,77.98575553,58.85593828,46.55299052,103.7845442,94.95900162
YCL009C,946.1391596,630.8341399,898.0682849,2538.554986,1375.359678,2068.948108
YML055W,274.959111,652.0797809,615.0752366,170.3822344,462.9560922,321.9317107
YGL063W,43.98838967,68.99823109,39.90323791,21.05917937,38.01218003,30.43403232
YPL219W,40.30971075,74.35824402,68.90964171,49.51978731,97.08495682,90.0325887
YGL234W,936.8058313,1004.397989,1015.27409,1679.028172,1707.091256,2177.853582
YHR100C,35.32662884,27.17407337,29.63187007,50.65918171,35.79076671,36.68198194
YGL006W,370.5671617,1530.102748,1106.572296,197.2350579,1178.71455,787.68474
YMR164C,69.21034299,130.3750504,117.8689364,75.77788425,122.1242282,107.0061988
YDR436W,67.47645027,149.5164872,111.6048589,38.24147145,98.14078709,72.24060922
YKL008C,278.5521805,442.7148326,404.0917221,181.0610138,338.2489802,228.6388617
YER075C,103.5392344,72.08516538,88.1331845,93.97977035,62.55074719,76.18745723
YJR137C,284.5435706,168.0520926,166.1508869,520.6400062,171.4697122,241.9839991
YHR118C,212.4216241,210.4519785,193.0640178,102.5843477,104.9548112,90.99459807
YGR212W,55.9851392,41.3762583,79.66814259,32.01752783,23.3322494,50.67589847
YJL128C,203.2311804,397.4920368,359.7215739,200.6395015,384.0675151,359.0144829
YKL179C,417.520772,884.9577738,667.3548111,198.5657174,491.5824094,336.8909556
YKL084W,53.49370309,115.3038768,90.84097694,64.70136903,151.149633,84.68450903
YHR083W,151.2533569,230.4147931,204.2026819,106.4545088,158.6018279,157.0339997
YCR073W-A,116.0090833,300.7646472,171.6455113,175.887564,431.3840136,280.8607489
YJR142W,158.026869,422.1478668,344.1203243,126.945555,352.4848986,230.7879028
YJL031C,257.6348036,918.147846,799.1732313,117.5132729,397.255306,320.9122755
YLR006C,156.7835097,409.8373747,328.2809271,108.8019513,230.0490695,220.7623657
YPR036W-A,949.5728193,1112.313837,988.1984702,1393.364851,2504.975998,1324.298434
YLR088W,336.08919,637.5456996,568.0838138,231.2822503,464.301759,337.1580271
YPR129W,274.867417,510.366478,503.8552051,542.5086624,855.9574462,872.6463022
YDL204W,51.5925057,82.39563898,62.38184529,4.036416071,17.88415067,7.063881175
YHR071C-A,0.766705256,0.737209633,3.49516339,0,0.271600906,0.479590917
YLR445W,1.645429275,1.356110227,0.64294152,0,0,0.882216019
YGL128C,38.43876403,98.48753248,86.37808161,35.44738249,102.8462096,65.76819994
YLR164W,40.52802476,55.47335638,48.90554156,0,1.266778106,1.342120578
YBL048W,1.561389965,10.00881555,3.32167553,0.474378896,0.553113371,0.488341798
YBR072C-A,0.667653175,0,0.913085015,0,0,0.626447509
YCR099C,36.40564396,42.65521687,34.95086532,1.318494285,1.02488654,2.262171562
YDR401W,2.822512629,12.43884048,11.58023695,0,0.249964696,0.882771711
YDR402C,0.876524972,1.053505647,0.799159253,0,0.232877929,0.411214165
YER076W-A,6.349402301,5.61672594,6.252096009,1.388926672,0.269908688,1.429808436
YFL003C,18.06679337,10.75394216,15.49165871,5.096949969,2.742881628,2.421680282
YFR017C,5.617728231,26.55791963,6.829179059,7.253767508,20.39798952,3.953263449
YGL230C,2.18725962,3.271511285,2.658937383,1.329059143,2.066197544,1.824238349
YGR087C,1.961231202,5.657344294,2.185485894,1.191715988,1.852679514,1.635724053
YGR146C-A,2.002959526,3.851808881,4.869786749,0.608535824,0.354768418,0.626447509
YHR139C-A,0.520463322,0,0.711787613,0,1.106226742,0.488341798
YHR215W,12.51551644,11.61178992,12.01141598,3.602314742,2.566791737,1.236115175
YJL221C,6.961987105,13.80669506,11.70319081,0.793192243,2.774524156,1.633078237
YJR154W,7.806490701,6.64832218,11.59128798,0.81317314,0.711103941,0.418554067
YKL177W,0,0,0.232846982,0,0,0.479253551
YLR379W,0,2.165368749,0.456274111,0,2.127359119,0.469559421
YMR052C-A,1.269446906,18.06503544,12.49992292,0,0.809449613,0.476440093
YMR158C-A,7.809259574,16.09035547,11.86663669,1.355769271,5.137572272,2.093512617
YPL244C,544.0167892,1272.504208,1203.145212,98.92510486,269.8481914,214.9889546
YAL014C,122.2077737,281.7083575,222.0109183,45.30287534,108.5515639,102.6854825
YEL049W,2.518083207,7.505754093,4.591653531,1.836095621,2.408444341,1.41760454
YKR040C,0.48705427,1.873267972,1.776259382,0.443928049,0.517608481,0.456994658
YCL048W-A,0.517383657,0.994959179,1.179293088,0.47157192,0.549840511,1.456356603
YEL059W,0,30.70420708,4.194413836,0,2.300738887,0.507828513
YER038W-A,2.744218632,1.199384933,1.137273883,0.454769416,0.265124615,0.936310261
YER039C-A,9.264096048,18.65049808,20.3241707,3.166427494,9.537593152,9.778885021
YER085C,1.899873104,1.370087863,0.866091222,0,0.25238215,0.445654577
YGR109W-B,4.471703267,6.142391564,4.465299117,0.388167268,1.131482169,1.198777825
YGR243W,27.73476851,40.00169237,23.95589978,7.539348908,19.39121339,5.478538325
YGR295C,4.879592481,11.30314512,5.864458381,0.808641629,0.942854964,1.664886485
YHR031C,164.0641766,135.5133695,126.5249147,73.29091745,47.78145279,38.12971901
YHR139C,2.014920739,6.027483773,3.878270496,1.224339719,1.427548052,1.260377019
YIL058W,2.928607076,2.559947055,3.39832958,0.970652203,0.848816289,0.999222447
YIL121W,22.73886305,10.09111616,10.36591846,9.167026136,4.182461385,4.513275618
YIR020C,13.79878381,19.90190418,15.48411824,4.83729634,9.024257384,7.967484251
YIR029W,24.99410185,40.34037426,25.22959249,6.102053323,8.537801264,4.606551827
YJL009W,1.029680677,0,0,0.4692538,0,0.483065849
YKL132C,32.18061831,41.53939443,27.53157987,2.410782363,3.982121235,1.654494332
YLL037W,1.995795369,1.679138907,1.819638213,0,0.265124615,0.468155131
YLR311C,1.590111185,2.03858484,1.933015191,0.966209859,0,0.497324673
YLR377C,3.344466639,9.861795717,5.285401641,1.219332334,2.369515955,1.255222247
