ORF,Ribo_Prints,RNA_Prints
YAL001C,48,14
YAL002W,28,106
YAL003W,5032,4583
YAL004W,0,0
YAL005C,1774,1778
YAL007C,128,53
YAL008W,33,8
YAL009W,15,12
YAL010C,33,13
YAL011W,49,3
YAL012W,1461,1665
YAL013W,73,32
YAL014C,45,24
YAL015C,24,17
YAL016C-A,0,0
YAL016C-B,0,0
YAL016W,260,371
YAL017W,83,115
YAL018C,0,0
YAL019W,130,75
YAL019W-A,0,6
YAL020C,23,52
YAL021C,187,534
YAL022C,24,268
YAL023C,103,1120
YAL024C,35,35
YAL025C,109,20
YAL026C,25,75
YAL026C-A,0,0
YAL027W,10,1
YAL028W,7,30
YAL029C,103,75
YAL030W,123,10
YAL031C,23,22
YAL031W-A,0,0
YAL032C,35,19
YAL033W,53,31
YAL034C,3,9
YAL034C-B,0,0
YAL034W-A,33,1
YAL035W,1185,375
YAL036C,263,282
YAL037C-A,0,0
YAL037C-B,0,0
YAL037W,2,10
YAL038W,26593,45621
YAL039C,46,48
YAL040C,35,191
YAL041W,93,134
YAL042C-A,0,3
YAL042W,90,319
YAL043C,116,473
YAL044C,598,286
YAL044W-A,55,46
YAL045C,0,3
YAL046C,78,77
YAL047C,22,15
YAL047W-A,0,1
YAL048C,46,59
YAL049C,69,48
YAL051W,44,26
YAL053W,26,269
YAL054C,7,18
YAL055W,44,1
YAL056C-A,0,0
YAL056W,22,48
YAL058W,4,43
YAL059C-A,0,1
YAL059W,98,14
YAL060W,120,215
YAL061W,26,38
YAL062W,3,35
YAL063C,0,3
YAL063C-A,0,0
YAL064C-A,0,0
YAL064W,0,1
YAL064W-B,0,2
YAL065C,0,0
YAL066W,0,0
YAL067C,0,1
YAL067W-A,0,0
YAL068C,0,0
YAL068W-A,0,0
YAL069W,0,1
YAR002C-A,215,155
YAR002W,132,21
YAR003W,32,86
YAR007C,166,115
YAR008W,32,4
YAR009C,1,3
YAR010C,0,0
YAR014C,95,62
YAR015W,391,200
YAR018C,29,6
YAR019C,22,22
YAR019W-A,1,3
YAR020C,0,4
YAR023C,0,12
YAR027W,36,23
YAR028W,30,24
YAR029W,3,1
YAR030C,0,0
YAR031W,9,8
YAR033W,13,2
YAR035C-A,0,0
YAR035W,6,60
YAR042W,89,135
YAR047C,0,0
YAR050W,0,19
YAR053W,3,1
YAR060C,0,0
YAR064W,0,0
YAR066W,0,0
YAR068W,0,0
YAR069C,0,0
YAR070C,0,2
YAR071W,2,8
YAR073W,0,2
YAR075W,0,0
YBL001C,142,12
YBL002W,1602,515
YBL003C,695,167
YBL004W,332,442
YBL005W,48,38
YBL005W-A,0,0
YBL005W-B,3,14
YBL006C,73,94
YBL006W-A,0,2
YBL007C,360,623
YBL008W,40,24
YBL008W-A,2,0
YBL009W,73,43
YBL010C,26,9
YBL011W,30,114
YBL012C,0,1
YBL013W,5,35
YBL014C,23,27
YBL015W,21,88
YBL016W,87,61
YBL017C,50,194
YBL018C,51,14
YBL019W,7,6
YBL020W,10,103
YBL021C,42,9
YBL022C,206,129
