ORF,Ribo_Prints,RNA_Prints
YBR282W,133,1126
YDR194C,830,3670
YOL114C,31,110
YMR244C-A,70,622
YNR030W,604,2677
YDR466W,398,1037
YFR045W,135,441
YIL002C,407,912
YGR159C,2759,18743
YLR369W,283,1167
YFR032C,4,13
YNL118C,1000,4077
YGL228W,860,4098
YJR117W,1119,5327
YBR196C-B,7,10
YLR357W,434,2199
YER127W,398,2017
YJR093C,239,1096
YLR017W,872,3846
YHR110W,453,1122
YBR041W,684,2322
YCR044C,436,1435
YOR264W,576,2249
YNL042W-B,1,4
YBL029C-A,76,299
YGL173C,2403,20485
YNL275W,198,556
YAR015W,1453,5908
YOR384W,288,490
YLL051C,789,1682
YDR427W,1206,5078
YLR079W,301,1621
YLR408C,32,245
YMR093W,798,2874
YMR042W,160,380
YDR079W,67,495
YMR268C,134,494
YML070W,1109,7090
YPR072W,742,4338
YMR108W,2634,19073
YCR091W,108,285
YER062C,642,3363
YDR244W,291,1223
YDL137W,1779,5709
YGR271W,426,1794
YDR233C,2493,14502
YGR071C,280,724
YCR106W,218,417
YER109C,311,500
YDR489W,158,547
YPR049C,243,676
YDL057W,101,365
YGR257C,534,893
YPL235W,922,4730
YBL087C,4417,17155
YJL132W,168,357
YGL190C,343,1544
YBR110W,619,1671
YDR144C,1037,3848
YFL046W,164,551
YOR103C,436,2043
YKL137W,177,891
YDR447C,5747,17167
YAL061W,319,865
YPR145W,3348,19732
YJL063C,361,1404
YMR149W,1345,5187
YIR010W,285,930
YDR331W,398,1762
YML056C,3997,12965
YKR044W,450,665
YLR433C,306,1651
YMR068W,112,229
YNL164C,220,645
YER032W,348,1380
YJR070C,2164,11128
YGL005C,137,497
YHR043C,206,766
YDL111C,484,1758
YMR133W,65,87
YPL007C,325,777
YKL159C,132,425
YDR059C,89,545
YLR138W,750,2130
YBR101C,610,3040
YLR396C,343,934
YBR245C,525,4795
YBR210W,144,639
YPL103C,249,635
YIL103W,391,1328
YIL152W,175,311
YJR096W,222,762
YGR143W,403,1270
YGR112W,163,439
YLR256W,4273,8134
YHR174W,74441,357155
YOR012W,71,167
YHR062C,435,1215
YDL213C,446,2573
YDR317W,80,180
YDR478W,79,349
YOL164W-A,4,8
YNL106C,263,873
YOR378W,83,208
YFR015C,239,696
YMR230W,3085,13868
YIL092W,184,324
YAR009C,44,58
YLR321C,252,2199
YGR052W,29,98
YOR278W,189,655
YNL085W,1526,7376
YGL061C,151,688
YPL210C,1011,4375
YOR087W,498,1667
YGL234W,3891,24420
YOR347C,244,1153
YPR093C,111,263
YAL029C,898,2536
YOL155C,863,2763
YDR421W,230,587
YGL171W,457,2705
YDR294C,991,3145
YHR135C,994,4516
YBR181C,1619,3815
YOR078W,211,1358
YOR243C,944,4656
YMR165C,302,979
YCR005C,1436,4587
YPR055W,438,1430
YHR037W,431,3085
YLR032W,386,1293
YDR114C,14,42
YLR089C,743,3866
YBL027W,8845,47885
YOL060C,614,1915
YNL208W,1576,10497
YNL232W,483,1924
YDL076C,330,960
YDR120C,991,3583
YJL192C,998,3491
YLR054C,24,64
YLR009W,372,3413
YDR063W,180,1329
YGR238C,178,502
YLR423C,81,282
YLR105C,228,534
YML091C,286,926
YHR191C,105,431
YDL098C,77,406
YKR005C,35,51
YMR143W,5985,27607
YCR063W,53,320
YNL189W,1847,11084
YCL047C,164,662
YGL122C,675,4690
YDL018C,195,847
YOR120W,132,257
YPR160W,153,867
YBL060W,317,676
YBR019C,99,160
YKL056C,16123,67574
YKL065W-A,10,25
YPL068C,139,491
YJR057W,209,829
YGL211W,521,1139
YLR377C,79,98
YBL063W,289,863
YAL059W,247,1495
YNL007C,1616,16929
YPL148C,58,86
YJR137C,666,2566
YDR397C,317,1328
YMR021C,260,765
YMR074C,635,2939
YDR378C,451,2308
YJR039W,174,356
YOR104W,73,384
YFL009W,666,2180
YLR297W,22,120
YDR216W,238,675
YIL120W,149,237
YNL021W,397,1588
YGR095C,261,1176
YCL027W,272,884
YHR029C,304,1456
YIR021W-A,3,5
YAL033W,270,835
YBR284W,57,107
YNR036C,564,2701
YNR049C,150,725
YDR192C,213,1266
YOL112W,333,554
YML109W,330,1168
YOL083W,77,197
YNL251C,661,3780
YBL004W,931,6033
YBR164C,673,2609
YHR074W,1160,4403
YDR464W,479,1596
YFR030W,607,1792
YBR131W,173,481
YKL078W,321,1054
YIL055C,136,399
YPL053C,682,2562
YLR351C,936,2955
YNR014W,76,226
YER125W,654,9230
YER152C,1106,2103
YLR015W,232,734
YHR116W,101,530
YPL259C,379,1225
YGR093W,318,1182
YHL043W,49,54
YPR070W,260,751
YOR386W,108,440
YAR042W,574,2131
YPR198W,410,1474
YHL038C,253,598
YDR425W,216,694
YML076C,261,637
YKR060W,236,1104
YER069W,343,956
YMR091C,590,3369
YER012W,719,4526
YHR098C,1500,6466
YDL135C,420,2818
YCR093W,748,7327
YBR069C,2868,8738
YGR077C,377,729
YDR040C,33,67
YGR255C,450,1311
YDL051W,1345,6480
YBL102W,672,2159
YPL237W,2280,11910
YLR120C,450,2695
YEL043W,629,1561
YNL068C,337,1524
YBL002W,2304,16157
YDR146C,386,2472
YBR112C,754,4477
YBL081W,218,1084
YFL040W,44,81
YNL326C,180,444
YDR337W,204,1215
YJL061W,650,2204
YPR147C,439,1406
YDR441C,145,660
YPL094C,1038,4324
YPL023C,643,2153
YDR231C,187,629
YJL112W,487,955
YNL193W,296,912
YML058W,1535,10814
YBR188C,83,460
YER034W,125,784
YJR076C,741,3286
YKL157W,1484,9859
YBR003W,401,1196
YPR129W,536,4497
YDL113C,268,862
YMR135C,338,728
YPL005W,89,218
YBR247C,512,2872
YLR185W,4445,28265
YJL210W,331,662
YLR398C,600,3579
YIL154C,466,1338
YIL101C,115,295
YKL004W,1295,3574
YPL154C,2972,14324
YPL101W,582,2117
YLR258W,438,1635
YJR098C,102,354
YHR176W,113,229
YDL211C,95,234
YDR319C,179,494
YKL095W,66,391
YIL094C,2108,6919
YLR451W,347,897
YFR017C,47,157
YHR017W,257,657
YOL044W,182,588
YLR323C,125,470
YOR085W,657,4015
YGL067W,366,1542
YNL087W,1330,5438
YLR318W,136,185
YBR278W,127,435
YNL024C-A,138,1110
YDR296W,278,1177
YGL232W,370,2082
YPR091C,479,1787
YGR141W,316,1178
YHR137W,506,1510
YBR187W,1307,4151
YMR198W,276,686
YCR003W,161,750
YMR163C,221,473
YBR020W,92,94
YLR418C,492,2460
YER059W,214,988
YNL076W,332,864
YBL025W,97,353
YOL066C,421,1086
YDR126W,63,186
YPL216W,283,492
YOR223W,127,566
YEL022W,897,3720
YHR072W,1058,2574
YDL074C,715,2463
YJL190C,11120,51357
YMR218C,341,932
YNL265C,223,953
YNL230C,147,269
YLL049W,228,448
YPR166C,210,1633
YJL042W,584,2951
YNL301C,1785,4307
YMR058W,5755,40159
YDR061W,457,1352
YJR112W-A,135,208
YOR290C,739,3071
YKL114C,378,1778
YML024W,9350,28188
YML093W,569,4841
YHR197W,709,2254
YDR276C,572,7738
YLR200W,161,1435
YKR003W,451,1694
YLR107W,190,608
YER175C,128,485
YKL135C,694,2080
YDL183C,79,219
YMR118C,99,154
YCL049C,233,623
YBL066C,140,461
YGL107C,454,1519
YGR271C-A,140,1141
YDR169C,224,1213
YOR057W,436,1609
YMR272C,767,4163
YPR108W,1283,6427
YKL054C,1535,21322
YGR162W,2372,20981
YDL165W,256,1498
YDR032C,1285,6741
YKL023W,112,674
YJR051W,469,1666
YNL009W,50,161
YFL034W,359,1319
YKL164C,2688,19481
YJR135C,80,193
YGL213C,429,2258
YMR076C,518,2286
YGR205W,237,1060
YKL113C,485,1646
YNL027W,247,1472
YLR291C,741,3106
YDR210W,333,2921
YIL122W,38,183
YDL230W,223,673
YJR113C,496,1403
YGL075C,135,367
YIR026C,529,1882
YIL156W-B,170,1066
YGR097W,354,1290
YIL068C,390,1252
YCL025C,429,1331
YNR034W,131,910
YNL282W,131,424
YBR286W,6085,26586
YGL144C,190,382
YDR190C,1170,5692
YAL031C,303,802
YBL006C,438,1451
YGR108W,505,1386
YBR264C,182,766
YBR231C,208,645
YLR162W-A,2,57
YBR166C,514,1982
YDR462W,237,1204
YJL148W,610,3617
YIL057C,1,6
YPL055C,263,1144
YLR353W,329,601
YIL148W,8573,27497
YNR016C,5124,52704
YFR036W,40,337
YHR114W,482,1563
YGL079W,224,611
YER150W,93,239
YNL279W,235,385
YDR400W,350,1592
YOL027C,684,3365
YPL257W,45,150
YPL120W,188,616
YOL145C,760,3655
YJL099W,201,709
YDR034W-B,6,27
YDR395W,1576,6918
YOL110W,220,372
YDR005C,283,842
YMR311C,293,2072
YBL039C,1974,12728
YGR188C,178,365
YOR362C,1491,6095
YLR126C,305,1076
YDL053C,241,1766
YML074C,1945,11237
YKR062W,328,1851
YBR235W,504,1327
YER010C,307,905
YML003W,62,154
YMR097C,225,520
YDL133W,367,739
YOR131C,251,964
YHR096C,53,78
YDL035C,263,1180
YMR253C,244,822
YCR102C,35,40
YJL127C-B,73,262
YOR257W,93,837
YGR002C,287,1041
YDR042C,6,19
YGR075C,185,380
YGR253C,1470,5832
YDR510W,801,7291
YMR166C,158,452
YPR045C,403,1653
YPR010C,2608,16161
YPL231W,5606,53399
YLR148W,425,1575
YMR137C,116,312
YDL082W,4685,26299
YKL155C,219,821
YBR162W-A,260,2127
YFL042C,306,1127
YDR148C,685,5009
YPL096W,196,661
YDR335W,1083,3559
YPR141C,137,765
YMR039C,236,1635
YNL320W,282,906
YPL078C,889,4121
YCR095C,174,583
YLL011W,385,2070
YCR077C,1108,6846
YER036C,3203,18169
YNL191W,208,786
YDR237W,316,1283
YJL110C,330,1260
YKR048C,1536,7283
YBR001C,495,1440
YPL003W,262,498
YKL108W,160,537
YJR094C,79,352
YJR074W,243,982
YPR127W,398,947
YDL148C,606,4116
YAL012W,4855,33003
YMR288W,388,1292
YIL156W,376,1001
YBR241C,199,636
YKL006W,3402,18974
YPL156C,227,546
YOR153W,14897,67147
YLR187W,134,1660
YDR099W,1665,15369
YKL133C,92,167
YKL188C,99,138
YHR170W,1324,5244
YDR259C,40,126
YDR177W,649,3834
YKL068W,1031,4249
YOR032C,64,73
YKL093W,134,176
YMR002W,1579,9653
YER081W,478,761
YPL178W,629,2480
YPR202W,1,2
YIL096C,195,741
YFR011C,191,1036
YIL074C,1000,4168
YHL008C,261,652
YLR457C,92,242
YNL249C,195,405
YGR056W,449,1823
YGL065C,364,1760
YOR052C,248,2017
YGR116W,1484,11074
YGL230C,18,42
YOL159C,106,366
YBR185C,203,835
YOR010C,65,98
YDR019C,504,1884
YBR150C,210,683
YIR042C,30,59
YER119C,480,1338
YMR196W,411,1124
YMR161W,286,1673
YDR499W,234,553
YKL068W-A,98,615
YJL133C-A,165,1329
YCR054C,243,827
YBL093C,333,1331
YJR123W,25830,124390
YLL061W,407,1200
YDR110W,342,1069
YDR419W,244,547
YOR221C,334,1054
YPL214C,410,720
YOL064C,651,3061
YBL023C,453,2082
YOR274W,187,646
YOR329C,395,1606
YLR005W,386,1363
YDR124W,90,100
YNL267W,636,1635
YLR050C,257,1027
YOR124C,649,4093
YDR067C,138,403
YOR296W,284,761
YJL044C,590,1224
YPR164W,388,1052
YEL060C,679,4532
YHR195W,187,471
YML026C,5295,17878
YPR066W,119,290
YDR229W,335,1020
YDL181W,48,357
YBR022W,119,570
YER177W,8628,35043
YML048W,1307,5956
YBL064C,472,1930
YIL045W,108,420
YKL221W,43,52
YGL126W,930,1550
YLR167W,27342,99199
YMR270C,250,478
YLR293C,3866,30924
YLR228C,467,1038
YJR053W,93,499
YJL171C,424,4306
YPL031C,562,1896
YKL021C,628,2502
YDL167C,553,2168
YLR388W,2089,14208
YLR373C,457,1433
YJR035W,168,561
YKR054C,371,1154
YIR034C,410,2264
YGL013C,616,1739
YMR070W,373,1331
YGR207C,379,2415
YDR212W,1853,10309
YNL052W,240,2016
YDR046C,1364,4645
YNL025C,158,355
YGR121W-A,10,16
YGR091W,182,563
YDL232W,141,781
YPL119C,67,325
YLR242C,181,349
YJR148W,3014,14513
YMR195W,290,1059
YOL087C,528,1382
YNL134C,1198,5909
YAL037W,49,75
YGL146C,41,77
YCR051W,583,2854
YBR262C,106,595
YPL199C,395,2533
YFL036W,428,2245
YJR133W,310,1303
YIL051C,4168,27914
YPL057C,292,987
YNR010W,80,457
YDR365C,888,3807
YNL169C,638,1659
YFR034C,571,2123
YHR070W,623,2109
YDR460W,163,860
YNL112W,1805,13616
YHL047C,1206,3186
YOR360C,565,1460
YOR335C,3744,31828
YGL251C,180,236
YER156C,881,4097
YPL255W,163,396
YOR095C,734,3177
YEL038W,465,1559
YDR420W,270,771
YOL025W,171,480
YPL208W,535,1332
YOL147C,197,931
YNL280C,1046,3451
YDR007W,402,1141
YIL160C,75,77
YPR089W,577,2182
YBR233W,189,1034
YPL122C,313,896
YDL086W,772,2863
YMR313C,362,1017
YGL179C,128,384
YGR120C,198,589
YML001W,892,4286
YLL028W,264,1966
YER016W,400,1463
YDR438W,138,146
YNL211C,16,88
YML058W-A,46,235
YLR026C,243,1692
YJR065C,1357,7083
YHR094C,1904,8810
YMR095C,57,62
YDL033C,172,358
YMR255W,131,789
YHR209W,112,330
YGL247W,112,306
YCR100C,70,71
YDR516C,738,3308
Q0130,2,15
YPL233W,115,412
YOR063W,40649,200078
YGR251W,104,606
YPR047W,142,446
YDR246W-A,4,14
YDR044W,569,2935
YEL016C,416,648
YOL128C,141,351
YMR139W,373,1099
YDL080C,299,551
YOR172W,203,422
YDR017C,746,2300
YPR143W,213,1990
YNL322C,1238,6502
YPL090C,1801,4747
YPR078C,22,36
YCR075C,288,592
YNL197C,570,2799
YLR439W,317,1193
YCR020C,67,81
YCL051W,207,758
YCR097W,180,754
YDR235W,388,856
YGL194C-A,86,264
YER038C,157,282
YPR125W,293,1606
YHR049W,800,3294
YBR007C,253,859
YPL001W,256,1048
YJL038C,19,54
YOR158W,279,1531
YPR178W,211,671
YNL159C,225,813
YAL014C,281,828
YCR020W-B,59,424
YBR243C,541,1927
YLR181C,245,1103
YBL056W,1545,5050
YNL075W,363,2120
YPL150W,356,799
YJL012C,3829,21371
YJL065C,312,890
YKR020W,71,472
YMR053C,65,145
YMR004W,287,1502
YER083C,562,2791
YHR050W,578,1848
YPL176C,579,1723
YHR172W,215,743
YLR263W,122,125
YDL240W,338,1021
YFR013W,577,1662
YHR013C,424,2666
YOL040C,8420,75716
YGL045W,127,312
YCL035C,382,3253
YIL023C,601,1235
YNR073C,4,5
YPR200C,22,37
YIL072W,59,89
YLR327C,66,447
YBR229C,733,3395
YMR100W,247,734
YLR455W,213,995
YNL247W,2096,10922
YOR054C,234,884
YFR028C,780,2354
YBR152W,60,289
YDR292C,904,2932
YOR161C-C,3,6
YKR103W,92,101
YMR194W,2017,13420
YMR167W,258,646
YOR249C,231,530
YER117W,8344,28612
YOR301W,549,1335
YKL218C,172,478
YBL107C,172,737
YLL063C,162,335
YOR276W,1152,8907
YMR309C,1964,12287
YOR089C,333,1774
YNL146C-A,16,24
YMR180C,198,327
YGL163C,338,933
YBL021C,97,482
YHR215W,240,435
YLL045C,8756,46094
YLR007W,302,545
YNL261W,368,881
YMR054W,676,2787
YDR065W,120,264
YOR126C,226,700
YJL046W,196,469
YKR078W,145,447
YOR191W,429,1494
YDR272W,425,2544
YGR289C,74,85
YML020W,198,513
YLR103C,254,663
YOR294W,243,2853
YEL062W,252,572
YPR031W,257,604
YLR038C,182,1299
YNL096C,3351,22155
YDR038C,36,92
YBR024W,146,582
YER171W,560,1600
YDL047W,463,1927
YML046W,425,1094
YGL124C,253,630
YMR276W,2398,13366
YDL160C-A,65,391
YLR165C,60,155
YCR069W,697,2584
YGR146C-A,2,4
YKL027W,463,1274
YJL173C,375,2240
YDR152W,406,2191
YKL127W,1342,7233
YDR309C,593,3490
YLR386W,513,1702
YLR371W,479,1590
YDL169C,8,47
YLR092W,167,246
YER044C,389,1341
YMR072W,960,6350
YJR033C,365,1364
YKR056W,562,3066
YGL011C,1055,5983
YIR036C,397,1506
YMR123W,369,2193
YGR209C,2929,14733
YNL050C,145,833
YLR240W,252,827
YOR039W,737,2312
YDL234C,325,1023
YGL080W,164,1020
YNL136W,117,462
YKL049C,95,810
YJR080C,99,548
YNR038W,605,2416
YGL140C,576,2117
YCL029C,229,967
YFL038C,1614,8910
YJR131W,346,1418
YNR012W,412,1228
YNL110C,380,3178
YDR367W,324,1129
YIL053W,6823,43934
YPL059W,455,2562
YGL253W,10679,63114
YHL032C,366,454
YAR002C-A,1487,5706
YOR337W,341,810
YOR097C,127,359
YHR118C,171,676
YGR024C,552,1181
YOL023W,123,392
YPL253C,253,688
YOR008C-A,6,17
YER154W,758,2069
YEL036C,991,2365
YBR260C,425,1335
YPL124W,55,347
YAL042W,2267,7204
YAL035W,3283,28027
YNL286W,143,475
YDR001C,728,2666
YIL162W,524,2292
YOL141W,112,709
YBR195C,241,739
YIL039W,999,3431
YGR122W,198,568
YOL077W-A,118,1068
YMR315W,916,5569
YGR213C,54,63
YDR384C,853,4963
YML007W,754,3087
YER063W,432,2632
YDR481C,1975,7123
YER014W,226,699
YPR041W,2670,14605
YNL213C,91,272
YKL006C-A,123,571
YBR058C,636,2836
YLR024C,260,931
YLR071C,612,2126
YHR092C,268,1172
YDL199C,86,285
YHL007C,639,3580
YBR297W,80,230
YDL064W,333,2250
YDL031W,909,5188
YMR257C,142,254
YDR514C,155,730
YOR253W,649,2326
YOR202W,387,2120
YGL245W,5173,43157
YGR006W,90,408
YGR079W,361,1579
YDL119C,112,405
YKL151C,349,1026
YGL198W,606,2148
YKL104C,1743,7999
YBL091C-A,109,468
YLR361C-A,56,418
YHR038W,74,591
YML069W,977,6091
YKR019C,169,552
YGR279C,4982,37555
YCR073C,353,510
YLL015W,702,2517
YNL195C,56,147
YDR173C,144,508
YBR208C,478,1623
YCL057W,1473,6003
YBR072W,138,728
YBR005W,140,440
YDL173W,256,2432
YJR047C,133,612
YMR006C,889,4039
YAL016W,1240,7233
YDR171W,298,1132
YHR011W,120,363
YPL152W,160,639
YLR183C,376,1846
YNL077W,146,584
YBR109C,1197,8819
YBR172C,581,2631
YDR346C,1654,6203
YJL010C,520,2983
YPL092W,418,1321
YPL029W,298,657
YBR236C,445,1503
YBR189W,13890,54977
YER085C,2,4
YKL039W,907,4651
YKL064W,597,1840
YLR265C,213,472
YKR022C,175,457
YLR287C,444,1725
YPL174C,197,294
YKL122C,380,2268
YOR070C,371,1047
YDR403W,29,75
YOL093W,315,1247
YOL042W,175,562
YIL070C,299,2501
YCL037C,406,13961
YNR071C,25,56
YML131W,310,1586
YNL245C,196,577
YNR024W,83,614
YOL108C,47,315
YOL140W,309,474
YPL043W,649,5044
YKL002W,320,1335
YDR328C,1088,4602
YIR009W,58,335
YBR154C,821,4909
YLR001C,327,1108
YGR125W,413,1850
YKR101W,159,440
YMR230W-A,13,14
YER115C,207,276
YHR124W,117,215
YER148W,996,4418
YHL015W,12882,64470
YMR240C,177,641
YOR303W,951,1842
YIL087C,100,452
YMR192W,271,1346
YMR229C,1913,21419
YLL038C,133,557
YOR056C,509,2398
YOR270C,4344,16835
YPR069C,2030,12115
YOL068C,718,1113
YMR182C,64,131
YBR201W,132,392
YLR329W,25,37
YLL043W,957,2932
YDR415C,290,1084
YGL161C,675,2265
YOL133W,245,1230
YNL263C,768,3131
YDR128W,572,1206
YMR274C,155,491
YER028C,158,440
YMR052W,55,254
YMR203W,1299,10332
YKR076W,80,341
YDR225W,3334,12465
YDR270W,472,1790
YPR033C,2459,13018
YGR230W,65,294
YPR062W,1374,5754
YDR528W,258,770
YER173W,240,415
YBR026C,487,2827
YDL185W,6273,68013
YBR091C,134,550
YNL094W,498,776
YGR047C,322,1240
YOR289W,67,272
YPL227C,523,1634
YDL010W,161,862
YML019W,566,1691
YDL045C,218,741
YLR163C,510,2338
YLR178C,195,688
YBL079W,945,3429
YNL056W,311,818
YOR038C,416,1371
YFL001W,257,907
YKL025C,445,2294
YKL125W,487,1353
YKL170W,150,984
YPR157W,45,110
YLR384C,1126,7903
YPL060W,75,277
YML099C,470,827
YLR421C,519,3173
YLR090W,416,1252
YJR064W,2897,11981
YML022W,1572,6223
YER046W,53,142
YMR029C,454,1145
YIR030C,73,276
YKR050W,366,395
YMR121C,321,1154
YGL017W,286,807
YDL150W,391,1851
YNL038W,210,495
YHR001W-A,73,680
YIL139C,102,212
YLR246W,188,275
YJR119C,115,294
YLR359W,3252,12459
YLR199C,288,1360
YJL206C,151,333
YIL142W,1937,9323
YGL082W,411,1682
YNL138W,1879,12423
YDL236W,884,4087
YGL142C,387,997
YGR179C,156,560
YJR086W,261,1342
YBR139W,429,2911
YHR188C,1204,3606
YKL106C-A,1,5
YNL116W,328,1494
YNL139C,403,2419
YDR361C,688,2802
YLR445W,2,3
YGL255W,229,687
YFR007W,130,465
YLR333C,3254,15451
YHL030W,722,5605
YGL077C,870,4079
YPL204W,772,3037
YIL009C-A,273,674
YOR091W,602,4206
YGR026W,553,3564
YAL040C,286,799
YDR288W,198,460
YGL208W,166,667
YNL284C,457,1864
YIL164C,79,85
YOL143C,1312,6069
YBR237W,274,659
YBR197C,189,577
YHR147C,303,1386
YJL093C,499,809
YPL126W,1299,5986
YMR317W,204,331
YOR251C,533,2411
YPR181C,2203,13750
YCL008C,249,824
YOR107W,54,79
YML005W,184,636
YNL215W,206,1175
YCR075W-A,53,468
YDL059C,79,226
YOR204W,1115,31911
YEL012W,104,595
YBL040C,789,2632
YPR043W,7444,45549
YDR382W,10947,45584
YDR483W,2022,7768
YER061C,191,575
YLR022C,344,1802
YLR073C,190,598
YER183C,284,917
YHR090C,145,544
YOL021C,937,5047
YHR030C,576,1790
YBR295W,321,514
YKL018W,297,1073
YIL011W,143,749
YEL034W,5912,54661
YNR050C,1408,6992
YKL208W,141,396
YGR004W,231,816
YML110C,1248,4282
YGL048C,1686,7483
YGL243W,278,538
YKL106W,397,1449
YPR029C,935,2764
YJL034W,5768,28569
YFL048C,933,4003
YLR117C,280,870
YOR176W,628,3141
YOR109W,653,3912
YBL089W,248,691
YDL084W,5609,30352
YCL055W,284,1211
YGL116W,298,1250
YNR034W-A,16,47
YCR024C,175,411
YIL102C-A,42,155
YMR102C,408,1616
YCR071C,103,849
YDR175C,240,1421
YOR189W,82,724
YOR154W,313,626
YBR070C,267,729
YOR280C,223,1141
YNL315C,431,1820
YPR174C,193,526
YJR045C,5399,62271
YMR008C,933,5136
YPL026C,217,597
YDL171C,967,13519
YKL062W,146,978
YJR010W,220,626
YJL218W,73,337
YLR222C,742,4005
YDR093W,836,3363
YMR282C,276,599
YIL109C,2384,13459
YFL022C,2365,15191
YPL109C,104,288
YJL156C,282,1047
YNL071W,4541,18837
YMR088C,471,1444
YGR211W,1373,7462
YKL139W,262,998
YJL069C,613,2486
YJL016W,258,507
YDR444W,334,651
