ORF,Ribo_Prints,RNA_Prints
YHR055C,2025,847
YPR161C,1207,2207
YOL138C,466,1149
YDR395W,5989,4723
YGR129W,226,374
YPR165W,5236,5322
YCL050C,6236,5156
YPR098C,1042,1073
YPL015C,740,2259
YMR193W,1086,1349
YGR053C,100,183
YER087C-B,2159,2379
YOR280C,682,913
YGR097W,1251,2336
YKL025C,1304,1907
YEL004W,326,646
YKR011C,1094,1400
YJL200C,2812,3299
YLL027W,985,1502
YDR348C,1317,2600
YLR045C,1336,1633
YPL183C,1900,3975
YGR003W,628,1615
YBL095W,251,1390
YGL060W,725,1340
YLL007C,435,699
YEL009C,467,22534
YEL015W,1675,3505
YOR083W,270,676
YDR329C,828,1743
YBR252W,1987,1470
YDL202W,1005,931
YHR209W,376,986
YER075C,421,783
YDL203C,571,1357
YBR050C,51,157
YMR197C,1044,1416
YBL049W,10,47
YER054C,42,190
YDR305C,496,678
YNL201C,928,1667
YCR061W,2010,180
YHR051W,2263,1763
YDL116W,2003,3071
YPL171C,22,81
YPR124W,5810,5814
YGL167C,4314,3336
YJL023C,159,823
YDL165W,1192,1296
YIL143C,1003,2038
YGR240C,41495,7529
YOR094W,659,659
YDR167W,619,792
YBR063C,14,791
YER052C,5187,4448
YGR178C,3775,3993
YPR187W,1602,2275
YPL118W,1502,2271
YPR086W,1294,1938
YOL141W,383,245
YJL065C,494,1071
YBR122C,925,1710
YBR279W,1460,1905
YBR271W,476,1162
YER130C,750,3263
YBR155W,977,1162
YDR363W,292,864
YLR443W,375,1541
YPL147W,119,778
YGR266W,1861,2277
YAL034C,78,584
YBR067C,6184,5123
YLR270W,1752,1612
YCR095C,432,1072
YPR084W,267,679
YMR113W,616,1219
YBR184W,119,393
YGR035C,685,876
YDL222C,95,327
YCL008C,569,1369
YEL065W,1818,1565
YMR296C,4092,4166
YNL335W,29,125
YDR232W,3721,1141
YGR190C,2,6
YHR116W,211,200
YDR313C,176,267
YFR018C,673,1245
YIL048W,1279,1553
YKL007W,2276,3355
YDL213C,1402,1485
YDR443C,593,647
YNL292W,1138,1324
YOR324C,211,826
YNL134C,10937,16292
YKL100C,2487,4266
YIL146C,106,900
YPL021W,2,3
YIL121W,1370,2781
YNL218W,349,693
YDL167C,1139,1453
YBR270C,54,932
YPL214C,257,1489
YOR228C,235,768
YGR222W,419,1308
YEL063C,2321,2331
YML020W,350,1039
YGR121C,110,511
YBR222C,2158,1826
YDL003W,1610,1436
YOR323C,7207,6507
YMR183C,2799,2246
YOR274W,441,962
YER146W,1652,1128
YPL063W,4622,4523
YML075C,2096,2483
YDR457W,5602,2278
YLR273C,105,377
YDR181C,379,1195
YGL097W,3217,2267
YCL056C,205,505
YMR242W-A,2,4
YJL083W,176,476
YPL140C,352,1408
YOR026W,306,1368
YNR016C,39197,6147
YER123W,876,1346
YKR054C,1202,957
YGR055W,6176,3559
YMR315W,3777,2768
YAL024C,497,606
YKL187C,10,385
YDR383C,228,470
YKL055C,101,67
YDR035W,2941,2223
YHR160C,7,25
YGR047C,729,756
YDR119W,3349,5454
YBR208C,713,1020
YER151C,2642,2327
YLR070C,122,244
YPR019W,1375,1679
YPR190C,1284,1536
YPL228W,1183,1474
YGR041W,439,1894
YDR353W,12140,8854
YHR097C,403,1045
YPL047W,238,605
YPL014W,531,1315
YGR007W,886,2365
YML116W,743,2921
YOL137W,775,1749
YGL155W,592,1988
YKL214C,854,1166
YER061C,352,693
YPL119C,155,167
YDL125C,3966,3442
YKL011C,276,1067
YHR186C,1312,1063
YLL019C,529,391
YNL257C,657,1563
YJR092W,2696,1283
YPL189C-A,1411,686
YBL059W,228,289
YBR291C,137,905
YLR078C,711,1717
YDR262W,1022,1621
YFL012W,4,8
YDR072C,2062,4016
YDR179C,174,192
YGR220C,1098,1471
YIL053W,33129,13288
YMR161W,867,1157
YGL162W,139,401
YBR234C,3667,5430
YNL243W,4523,3659
YNL047C,312,1066
YFL053W,4,24
YKL038W,439,1380
YKR060W,618,902
YPR200C,21,105
YLR411W,60,151
YHR150W,155,963
YLR318W,94,1430
YGL219C,880,1623
YFL009W,1315,2305
YBR045C,53,412
YMR039C,1436,1253
YKL195W,2708,1739
YDR217C,590,428
YPR127W,721,2031
YPL188W,1013,1644
YML015C,526,965
YJR126C,1306,2333
YHR073W,1258,3139
YPR026W,236,772
YDL227C,8,25
YMR274C,569,983
YMR008C,1759,2629
YOR197W,3678,3089
YNL081C,888,913
YKL096W-A,44296,40863
YDR532C,225,521
YDR049W,726,1245
YKL170W,853,819
YGL047W,552,771
YJL043W,8,114
YHR079C,455,948
YLR006C,620,1554
YPR171W,616,1530
YHL029C,506,1233
YML063W,18337,22257
YLR178C,840,1655
YJL090C,230,919
YDR372C,2224,3216
YBR008C,51,1680
YOR184W,5743,7830
YMR203W,7898,3820
YIR008C,766,1826
YBL024W,4686,3668
YDR317W,120,336
YJL087C,836,532
YJL038C,8,20
YDR043C,1336,3430
YHR028C,2353,3607
YOR340C,2659,2719
YCL044C,871,1186
YFR022W,80,1099
YEL072W,118,718
YIR010W,387,766
YBL008W,601,1041
YMR178W,1349,2226
YHR017W,528,1696
YMR095C,12,33
YKR101W,259,924
YHR198C,598,1849
YOR076C,594,1720
YGL015C,2,33
YNL219C,2277,2557
YLR210W,405,1216
YIL034C,2258,3276
YLR148W,1127,1816
YOR342C,907,2503
YOL070C,1635,1724
YIL043C,5133,7593
YDL160C,7191,591
YGR231C,3732,3602
YGR034W,12385,12885
YNL021W,930,1326
YMR266W,2158,1872
YPL107W,266,339
YHR173C,4,10
YGR088W,278,3446
YCR063W,163,144
YDL048C,268,700
YML092C,3834,3330
