ORF,Ribo_Prints
YBR169C,120
YBR170C,2784
YBR171W,2886
YBR172C,4001
YBR173C,6382
YBR175W,612
YBR176W,696
YBR177C,2721
YBR179C,1295
YBR180W,9
YBR181C,22074
YBR182C,107
YBR182C-A,2
YBR183W,330
YBR184W,135
YBR185C,889
YBR186W,4
YBR187W,2734
YBR188C,882
YBR189W,81424
YBR191W,46093
YBR192W,1031
YBR193C,1003
YBR194W,680
YBR195C,874
YBR196C,74096
YBR196C-A,0
YBR196C-B,0
YBR197C,618
YBR198C,3843
YBR199W,2186
YBR200W,2028
YBR200W-A,0
YBR201C-A,108
YBR201W,345
YBR202W,2941
YBR203W,179
YBR204C,426
YBR205W,3242
YBR207W,821
YBR208C,201
YBR210W,448
YBR211C,688
YBR212W,5309
YBR213W,550
YBR214W,944
YBR215W,1681
YBR216C,364
YBR217W,163
YBR218C,8208
YBR219C,79
YBR220C,591
YBR221C,15926
YBR221W-A,0
YBR222C,1699
YBR223C,210
YBR225W,823
YBR227C,1286
YBR228W,206
YBR229C,1813
YBR230C,1007
YBR230W-A,274
YBR231C,1266
YBR233W,1633
YBR233W-A,355
YBR234C,4941
YBR235W,573
YBR236C,1467
YBR237W,559
YBR238C,2384
YBR239C,772
YBR240C,56
YBR241C,233
YBR242W,2228
YBR243C,883
YBR244W,193
YBR245C,4638
YBR246W,1139
YBR247C,4437
YBR248C,3488
YBR249C,38513
YBR250W,18
YBR251W,1374
YBR252W,3177
YBR253W,550
YBR254C,1050
YBR255C-A,381
YBR255W,605
YBR256C,5602
YBR257W,841
YBR258C,405
YBR259W,188
YBR260C,1920
YBR261C,2053
YBR262C,533
YBR263W,12825
YBR264C,625
YBR265W,1851
YBR267W,3683
YBR268W,1242
YBR269C,987
YBR270C,42
YBR271W,849
YBR272C,713
YBR273C,2385
YBR274W,630
YBR275C,1439
YBR276C,522
YBR278W,745
YBR279W,3248
YBR280C,417
YBR281C,1704
YBR282W,1096
YBR283C,7225
YBR284W,88
YBR285W,22
YBR286W,22057
YBR287W,811
YBR288C,1362
YBR289W,2458
YBR290W,1384
YBR291C,1837
YBR293W,91
YBR294W,56
YBR295W,103
YBR296C,8
YBR296C-A,0
YBR297W,1548
YBR298C,0
YBR298C-A,0
YBR299W,0
YBR301W,0
YBR302C,1502
YCL001W,1924
YCL001W-A,0
YCL001W-B,0
YCL002C,219
YCL004W,221
YCL005W,280
YCL005W-A,2558
YCL008C,941
YCL009C,19962
YCL010C,570
YCL011C,3832
YCL012C,314
YCL014W,2670
YCL016C,408
YCL017C,3957
YCL024W,1287
YCL025C,1445
YCL026C-A,23
YCL026C-B,528
YCL027W,1718
YCL028W,7734
YCL029C,1301
YCL030C,7679
YCL031C,2585
YCL032W,654
YCL033C,998
YCL034W,1604
YCL035C,3950
YCL036W,428
YCL037C,16333
YCL038C,295
YCL039W,634
YCL040W,7772
YCL042W,1217
YCL043C,38753
YCL044C,1448
YCL045C,4564
YCL047C,910
YCL048W,13
YCL048W-A,4
YCL049C,202
YCL050C,13003
YCL051W,1044
YCL052C,1109
YCL054W,5712
YCL055W,2069
YCL056C,167
YCL057C-A,1746
YCL057W,6332
YCL058W-A,865
YCL059C,5566
YCL061C,1892
YCL063W,1733
YCL064C,175
YCL066W,0
YCL067C,0
YCL068C,0
YCL069W,0
YCL073C,0
YCL074W,0
YCL075W,1
YCR002C,3578
YCR003W,1429
YCR004C,5702
YCR005C,2096
YCR007C,108
YCR008W,1985
YCR009C,4097
YCR010C,9
YCR011C,1533
YCR012W,248338
YCR014C,10
YCR015C,375
YCR016W,2497
YCR017C,1988
YCR018C,894
YCR019W,354
YCR020C,15
YCR020C-A,609
YCR020W-B,1106
YCR021C,28
YCR023C,1280
YCR024C,485
YCR024C-A,8438
YCR024C-B,21
YCR026C,1034
YCR027C,905
YCR028C,591
YCR028C-A,7426
YCR030C,3361
YCR031C,54379
YCR032W,458
YCR033W,1953
YCR034W,6318
YCR035C,2278
YCR036W,1214
YCR037C,2274
YCR038C,68
YCR039C,0
YCR040W,0
YCR042C,1437
YCR043C,1084
YCR044C,935
YCR045C,4
YCR046C,1420
YCR047C,1487
YCR048W,1371
YCR050C,0
YCR051W,3186
YCR052W,2454
YCR053W,24648
YCR054C,835
YCR057C,3972
YCR059C,973
YCR060W,612
YCR061W,2961
YCR063W,511
YCR065W,1412
YCR066W,517
YCR067C,3283
YCR068W,346
YCR069W,2104
YCR071C,915
YCR072C,2338
YCR073C,218
YCR073W-A,1598
YCR075C,244
YCR075W-A,419
YCR076C,704
YCR077C,8082
YCR079W,158
YCR081W,889
YCR082W,2240
YCR083W,1449
YCR084C,10796
YCR086W,1038
YCR087C-A,2533
YCR088W,10923
YCR089W,136
YCR090C,1332
YCR091W,374
YCR092C,774
YCR093W,7972
YCR094W,1149
YCR095C,639
YCR095W-A,0
YCR096C,0
YCR097W,1703
YCR098C,41
YCR099C,0
YCR100C,1
YCR101C,53
YCR102C,5
YCR104W,1
YCR105W,66
YCR106W,128
YCR107W,0
YCR108C,0
YDL001W,1024
YDL002C,1185
YDL003W,3417
YDL004W,4625
YDL005C,2105
YDL006W,1014
YDL007C-A,0
YDL007W,11088
YDL008W,666
YDL010W,970
YDL012C,1466
YDL013W,786
YDL014W,24945
YDL015C,5410
YDL017W,580
YDL018C,1021
YDL019C,3366
YDL020C,4059
YDL021W,262
YDL022W,5026
YDL024C,11
YDL025C,729
YDL027C,392
YDL028C,1045
YDL029W,4527
YDL030W,808
YDL031W,5948
YDL033C,379
YDL035C,772
YDL036C,1189
YDL037C,3
YDL039C,85
YDL040C,6097
YDL042C,859
YDL043C,1016
YDL044C,876
YDL045C,663
YDL045W-A,1154
YDL046W,3418
YDL047W,2341
YDL048C,347
YDL049C,111
YDL051W,6652
YDL052C,2029
YDL053C,2552
YDL054C,643
YDL055C,46730
YDL056W,1405
YDL057W,267
YDL058W,3492
YDL059C,282
YDL060W,4656
YDL061C,27565
YDL063C,2701
YDL064W,2731
YDL065C,1479
YDL066W,13070
YDL067C,3203
YDL069C,323
YDL070W,2839
YDL072C,2524
YDL073W,602
YDL074C,3585
YDL075W,88665
YDL076C,885
YDL077C,923
YDL078C,4451
YDL079C,38
YDL080C,415
YDL081C,50460
YDL082W,49463
YDL083C,40894
YDL084W,22402
YDL085C-A,1423
YDL085W,32
YDL086W,5425
YDL087C,320
YDL088C,2952
YDL089W,530
YDL090C,981
YDL091C,556
YDL092W,3105
YDL093W,657
YDL095W,6356
YDL097C,8067
YDL098C,270
YDL099W,3465
YDL100C,14791
YDL101C,1610
YDL102W,2246
YDL103C,4654
YDL104C,308
YDL105W,636
YDL106C,1640
YDL107W,592
YDL108W,862
YDL109C,30
YDL110C,1640
YDL111C,1947
YDL112W,3425
YDL113C,696
YDL114W,5
YDL115C,854
YDL116W,2039
YDL117W,1600
YDL118W,0
YDL119C,413
YDL120W,1964
YDL121C,1558
YDL122W,4178
YDL123W,572
YDL124W,555
YDL125C,4693
YDL126C,45063
YDL127W,638
YDL128W,2455
YDL129W,357
YDL130W,30095
YDL130W-A,811
YDL131W,10834
YDL132W,2766
YDL133C-A,1119
YDL133W,543
YDL134C,2177
YDL135C,4882
YDL136W,6540
YDL137W,5011
YDL138W,211
YDL139C,449
YDL140C,12076
YDL141W,2140
YDL142C,591
YDL143W,10464
YDL144C,1313
YDL145C,10654
YDL146W,226
YDL147W,12647
YDL148C,3657
YDL149W,281
YDL150W,2559
YDL153C,3966
YDL154W,18
YDL155W,1180
YDL156W,774
YDL157C,2623
YDL159W,1014
YDL159W-A,0
YDL160C,8532
YDL160C-A,374
YDL161W,3765
YDL164C,2065
YDL165W,2047
YDL166C,1841
YDL167C,2678
YDL168W,4596
YDL169C,38
YDL170W,808
YDL171C,21699
YDL173W,3087
YDL174C,3299
YDL175C,1270
YDL176W,372
YDL177C,253
YDL178W,3178
YDL179W,676
YDL180W,569
YDL181W,789
YDL182W,6400
YDL183C,162
YDL184C,783
YDL185W,44141
YDL186W,2
YDL188C,1532
YDL189W,1892
YDL190C,2522
YDL191W,12972
YDL192W,17973
YDL193W,1425
YDL194W,197
YDL195W,20326
YDL197C,326
YDL198C,8270
YDL199C,83
YDL200C,364
YDL201W,3233
YDL202W,1281
YDL203C,1429
YDL204W,14
YDL205C,2389
YDL206W,111
YDL207W,1090
YDL208W,9323
YDL209C,363
YDL210W,17
YDL211C,303
YDL212W,3524
YDL213C,3781
YDL214C,20
YDL215C,1159
YDL216C,328
YDL217C,1133
YDL218W,2
YDL219W,1696
YDL220C,495
YDL222C,2
YDL223C,133
YDL224C,3307
YDL225W,4349
YDL226C,6703
YDL227C,5072
YDL229W,67099
YDL230W,496
YDL231C,74
YDL232W,868
YDL233W,704
YDL234C,936
YDL235C,1929
YDL236W,4293
YDL237W,897
YDL238C,137
YDL239C,19
YDL240W,810
YDL241W,1019
YDL243C,1
YDL244W,7
YDL245C,0
YDR001C,1459
YDR002W,21783
YDR003W,635
YDR003W-A,2
YDR004W,369
YDR005C,1368
YDR006C,1998
YDR007W,1
YDR009W,213
YDR011W,5580
YDR012W,10570
YDR013W,882
YDR014W,596
YDR014W-A,9
YDR016C,334
YDR017C,2020
YDR018C,6
YDR019C,1013
YDR020C,740
YDR021W,1036
YDR022C,265
YDR023W,28771
YDR025W,52407
YDR026C,1120
YDR027C,1119
YDR028C,4358
YDR030C,274
YDR031W,391
YDR032C,6377
YDR033W,799
YDR034C,1540
YDR034C-A,2
YDR034W-B,29
YDR035W,12874
YDR036C,1094
YDR037W,35036
YDR040C,3467
YDR041W,1723
YDR042C,35
YDR043C,574
YDR044W,2127
YDR045C,1105
YDR046C,2709
YDR047W,1744
YDR049W,1590
YDR050C,146192
YDR051C,1494
YDR052C,1949
YDR054C,3056
YDR055W,3443
YDR056C,1193
YDR057W,836
YDR058C,284
YDR059C,498
YDR060W,8140
YDR061W,1055
YDR062W,3775
YDR063W,1382
YDR064W,79134
YDR065W,335
YDR066C,241
YDR067C,725
YDR068W,1335
YDR069C,733
YDR070C,20
YDR071C,5340
YDR072C,1678
YDR073W,727
YDR074W,3377
YDR075W,830
YDR076W,204
YDR077W,61824
YDR078C,107
YDR079C-A,552
YDR079W,508
YDR080W,1185
YDR081C,1674
YDR082W,58
YDR083W,3058
YDR084C,780
YDR085C,415
YDR086C,7384
YDR087C,3756
YDR088C,933
YDR089W,1121
YDR090C,537
YDR091C,11928
YDR092W,2788
YDR093W,2400
YDR096W,1615
YDR097C,2194
YDR098C,7010
YDR099W,20964
YDR100W,749
YDR101C,5476
YDR103W,1878
YDR104C,501
YDR105C,667
YDR106W,61
YDR107C,121
YDR108W,571
YDR109C,398
YDR110W,1655
YDR111C,702
YDR113C,1365
YDR114C,2
YDR115W,1957
YDR116C,1914
YDR117C,1461
YDR118W,557
YDR119W,3650
YDR119W-A,73
YDR120C,4684
YDR121W,1884
YDR122W,2182
YDR123C,970
YDR124W,80
YDR125C,101
YDR126W,147
YDR127W,23450
YDR128W,1066
YDR129C,10501
YDR130C,809
YDR131C,392
YDR132C,394
YDR134C,27000
YDR135C,2946
YDR137W,1090
YDR138W,1290
YDR139C,1205
YDR140W,653
YDR141C,1608
YDR142C,259
YDR143C,2469
YDR144C,3677
YDR145W,4643
YDR146C,2785
YDR147W,1006
YDR148C,5003
YDR150W,4294
YDR151C,2340
YDR152W,3149
YDR153C,3860
YDR155C,62654
YDR156W,2951
YDR158W,45100
YDR159W,1205
YDR160W,215
YDR161W,3101
YDR162C,821
YDR163W,1307
YDR164C,1455
YDR165W,3726
YDR166C,1445
YDR167W,1385
YDR168W,7132
YDR169C,1485
YDR169C-A,1
YDR170C,7132
YDR170W-A,668
YDR171W,950
YDR172W,21329
YDR173C,562
YDR174W,4781
YDR175C,1975
YDR176W,1508
YDR177W,5330
YDR178W,1904
YDR179C,528
YDR179W-A,639
YDR180W,742
YDR181C,654
YDR182W,1330
YDR182W-A,1
YDR183W,677
YDR184C,1413
YDR185C,177
YDR186C,2362
YDR188W,10726
YDR189W,3291
YDR190C,6996
YDR191W,272
YDR192C,1370
YDR194C,4883
YDR194W-A,1
YDR195W,1883
YDR196C,922
YDR197W,589
YDR198C,519
YDR200C,843
YDR201W,540
YDR202C,661
YDR204W,732
YDR205W,634
YDR206W,1323
YDR207C,1956
YDR208W,3331
YDR210W,1838
YDR211W,4250
YDR212W,12450
YDR213W,1219
YDR214W,6698
YDR216W,209
YDR217C,1954
YDR218C,47
YDR219C,1360
YDR221W,1236
YDR222W,375
YDR223W,20
YDR224C,24471
YDR225W,14015
YDR226W,33556
YDR227W,1568
YDR228C,1683
YDR229W,1122
YDR231C,718
YDR232W,8755
YDR233C,21272
YDR234W,10975
YDR235W,794
YDR236C,597
YDR237W,2184
YDR238C,11506
YDR239C,1365
YDR240C,709
YDR242W,40
YDR243C,761
YDR244W,2114
YDR245W,2177
YDR246W,1186
YDR246W-A,1
YDR247W,247
YDR248C,255
YDR249C,326
YDR251W,3716
YDR252W,468
YDR253C,61
YDR254W,294
YDR255C,256
YDR256C,7
YDR257C,1704
YDR258C,4611
YDR259C,754
YDR260C,653
YDR261C,1933
YDR261C-C,0
YDR261W-A,0
YDR262W,1073
YDR263C,6
YDR264C,2944
YDR265W,226
YDR266C,3103
YDR267C,848
YDR268W,740
YDR270W,1661
YDR272W,2084
YDR273W,30
YDR275W,308
YDR276C,6824
YDR277C,188
YDR279W,923
YDR280W,1764
YDR281C,9
YDR282C,263
YDR283C,1276
YDR284C,1071
YDR285W,253
YDR286C,388
YDR287W,547
YDR288W,462
YDR289C,1512
YDR291W,553
YDR292C,2505
YDR293C,5918
YDR294C,2647
YDR295C,1406
YDR296W,1110
YDR297W,2115
YDR298C,5529
YDR299W,4235
YDR300C,2993
YDR301W,1242
YDR302W,903
YDR303C,2484
YDR304C,6633
YDR305C,646
YDR306C,568
YDR307W,887
YDR308C,1078
YDR309C,5450
YDR310C,3052
YDR311W,1664
YDR312W,1040
YDR313C,351
YDR314C,213
YDR315C,148
YDR316W,781
YDR317W,2
YDR318W,321
YDR319C,334
YDR320C,2036
YDR320C-A,1159
YDR321W,6802
YDR322C-A,1649
YDR322W,1727
YDR323C,352
YDR324C,5794
YDR325W,929
YDR326C,2648
YDR328C,6135
YDR329C,737
YDR330W,1607
YDR331W,1375
YDR332W,177
YDR333C,2100
YDR334W,1006
YDR335W,2848
YDR336W,386
YDR337W,1987
YDR338C,577
YDR339C,3333
YDR341C,19521
YDR342C,0
YDR343C,411
YDR345C,7145
YDR346C,6397
YDR347W,1909
YDR348C,2986
YDR349C,1454
YDR350C,240
YDR351W,1644
YDR352W,799
YDR353W,11825
YDR354W,3014
YDR356W,2387
YDR357C,302
YDR358W,1109
YDR359C,1217
YDR361C,3967
YDR362C,1026
YDR363W,504
YDR363W-A,3930
YDR364C,600
YDR365C,5520
YDR366C,5
YDR367W,1089
YDR368W,3977
YDR369C,504
YDR370C,686
YDR371W,514
YDR372C,3227
YDR373W,1482
YDR374C,10
YDR374W-A,226
YDR375C,796
YDR376W,1126
YDR377W,4707
YDR378C,1846
YDR379C-A,182
YDR379W,1694
YDR380W,79
YDR381C-A,326
YDR381W,15054
YDR382W,40146
YDR383C,268
YDR384C,1640
YDR385W,19216
YDR386W,414
YDR387C,153
YDR388W,6117
YDR389W,1880
YDR390C,1847
YDR391C,285
YDR392W,936
YDR393W,495
YDR394W,10082
YDR395W,6263
YDR397C,1121
YDR398W,3687
YDR399W,3455
YDR400W,1446
YDR402C,1
YDR403W,14
YDR404C,1705
YDR405W,1548
YDR406W,51
YDR407C,1357
YDR408C,1510
YDR409W,1056
YDR410C,804
YDR411C,1241
YDR412W,2407
YDR414C,418
YDR415C,1071
YDR416W,700
YDR418W,51909
YDR419W,359
YDR420W,613
YDR421W,459
YDR422C,2181
YDR423C,1384
YDR424C,1174
YDR425W,679
YDR427W,7490
YDR428C,1065
YDR429C,10670
YDR430C,2600
YDR432W,22606
YDR434W,1051
YDR435C,422
YDR436W,684
YDR437W,150
YDR438W,2
YDR439W,559
YDR440W,647
YDR441C,1230
YDR443C,982
YDR444W,511
YDR446W,7
YDR447C,37422
YDR448W,868
YDR449C,2032
YDR450W,41070
YDR451C,3771
YDR452W,1124
YDR453C,63
YDR454C,9662
YDR456W,1210
YDR457W,4466
YDR458C,1374
YDR459C,122
YDR460W,1169
YDR461C-A,426
YDR461W,1473
YDR462W,1685
YDR463W,4010
YDR464W,1822
YDR465C,2127
YDR466W,938
YDR468C,1196
YDR469W,1086
YDR470C,1076
YDR471W,33874
YDR472W,1035
YDR473C,1127
YDR475C,753
YDR476C,1527
YDR477W,3874
YDR478W,393
YDR479C,514
YDR480W,866
YDR481C,1748
YDR482C,374
YDR483W,5472
YDR484W,838
YDR485C,1138
YDR486C,2317
YDR487C,6815
YDR488C,292
YDR489W,722
YDR490C,910
YDR492W,1669
YDR493W,1459
YDR494W,2318
YDR495C,966
YDR496C,7377
YDR497C,4468
YDR498C,970
YDR499W,329
YDR500C,30323
YDR501W,497
YDR502C,29311
YDR503C,341
YDR504C,2
YDR505C,2560
YDR506C,204
YDR507C,7103
YDR508C,11736
YDR510W,6974
YDR511W,813
YDR512C,1055
YDR513W,3875
YDR514C,1115
YDR515W,1995
YDR516C,1365
YDR517W,2080
YDR518W,2338
YDR519W,2276
YDR520C,607
YDR522C,8
YDR523C,3
YDR524C,992
YDR524C-B,64243
YDR524W-C,0
YDR525W-A,848
YDR527W,2083
YDR528W,1276
YDR529C,6809
YDR530C,222
YDR531W,3290
YDR532C,459
YDR533C,409
YDR534C,2
YDR536W,8
YDR538W,408
YDR539W,1842
YDR540C,186
YDR541C,339
YDR542W,0
YDR545W,12
YEL001C,5231
YEL002C,5529
YEL003W,2785
YEL004W,229
YEL005C,243
YEL006W,440
YEL007W,3894
YEL009C,6800
YEL011W,224
YEL012W,642
YEL013W,4375
YEL015W,3493
YEL016C,133
YEL017C-A,5813
YEL017W,1949
YEL018W,858
YEL019C,231
YEL020C,184
YEL020W-A,3212
YEL021W,1
YEL022W,2719
YEL023C,11
YEL024W,7114
YEL025C,430
YEL026W,16627
YEL027W,20110
YEL029C,657
YEL030W,71
YEL031W,11592
YEL032W,2733
YEL033W,64
YEL034W,113155
YEL035C,0
YEL036C,2382
YEL037C,14114
YEL038W,1202
YEL039C,659
YEL040W,26409
YEL041W,79
YEL042W,3814
YEL043W,1313
YEL044W,1862
YEL046C,17155
YEL047C,10493
YEL048C,558
YEL049W,3
YEL050C,2604
YEL051W,10139
YEL052W,935
YEL053C,879
YEL054C,41658
YEL055C,3630
YEL056W,1261
YEL057C,23
YEL058W,4045
YEL059C-A,345
YEL060C,9288
YEL061C,1187
YEL062W,572
YEL063C,2959
YEL064C,309
YEL065W,1525
YEL066W,2186
YEL067C,26
YEL069C,1
YEL070W,4
YEL071W,16520
YEL072W,22
YEL073C,5
YEL075C,0
YEL076C,1
YEL076C-A,1
YEL077C,7
YER001W,2265
YER002W,3665
YER003C,12399
YER004W,4453
YER005W,604
YER006W,7428
YER007C-A,4048
YER007W,324
YER008C,2301
YER009W,19573
YER010C,862
YER011W,1589
YER012W,7254
YER013W,1202
YER014C-A,0
YER014W,1152
YER015W,145
YER016W,1588
YER017C,2443
YER018C,480
YER019C-A,4206
YER019W,1102
YER020W,1370
YER021W,7651
YER022W,1649
YER023W,6702
YER024W,246
YER025W,17874
YER026C,5993
YER027C,3275
YER028C,311
YER029C,1190
YER030W,2354
YER031C,3265
YER032W,1547
YER033C,489
YER034W,749
YER035W,1368
YER036C,16501
YER037W,35
YER038C,168
YER039C,2
YER039C-A,48
YER040W,1563
YER041W,153
YER042W,2784
YER043C,62906
YER044C,11921
YER044C-A,13
YER045C,511
YER046W,182
YER047C,1173
YER048C,5887
YER048W-A,2584
YER049W,8128
YER050C,1530
YER051W,294
YER052C,10518
YER053C,304
YER053C-A,3141
YER054C,80
YER055C,8772
YER056C,4018
YER056C-A,31000
YER057C,4111
YER058W,311
YER059W,1038
YER060W,116
YER060W-A,274
YER061C,466
YER062C,1013
YER063W,3844
YER064C,4726
YER065C,28
YER066W,4
YER067W,115
YER068W,3964
YER069W,8358
YER070W,9044
YER071C,969
YER072W,3928
YER073W,14665
YER074W,29534
YER074W-A,991
YER075C,1712
YER076C,43
YER077C,665
YER078C,1058
YER078W-A,1
YER079W,821
YER080W,3682
YER081W,4275
YER082C,3384
YER083C,3656
YER085C,5
YER086W,9117
YER087C-B,2937
YER087W,679
YER088C,2160
YER089C,3609
YER090W,9774
YER091C,30045
YER092W,1176
YER093C,971
YER093C-A,339
YER094C,5840
YER095W,1316
YER096W,49
YER098W,202
YER099C,1541
YER100W,3769
YER101C,560
YER102W,31524
YER103W,159
YER104W,486
YER105C,2921
YER106W,5
YER107C,2394
YER109C,1660
YER110C,20776
YER111C,2235
YER112W,3632
YER113C,1002
YER114C,3291
YER115C,143
YER116C,531
YER117W,34449
YER118C,2347
YER119C,449
YER120W,11397
YER121W,25
YER122C,9069
YER123W,2359
YER124C,90
YER125W,8257
YER126C,5269
YER127W,3044
YER128W,1021
YER129W,1167
YER130C,1356
YER131W,55365
YER132C,1025
YER133W,7424
YER134C,1145
YER136W,5911
YER137C,170
YER138W-A,0
YER139C,394
YER140W,473
YER141W,6491
YER142C,666
YER143W,3494
YER144C,470
YER145C,4038
YER146W,2159
YER147C,444
YER148W,3859
YER149C,1705
YER150W,57
YER151C,3972
YER152C,632
YER153C,103
YER154W,1373
YER155C,5929
YER156C,6260
YER157W,1213
YER158C,845
YER159C,2572
YER161C,1481
YER162C,345
YER163C,845
YER164W,4270
YER165W,57610
YER166W,2488
YER167W,1411
YER168C,2369
YER169W,1033
YER170W,721
YER171W,1819
YER172C,1793
