x,y
0.000428615178479,0.059629302267759
0.009300489935119,0.060060066597545
0.019308882479433,0.062167719515878
0.024219599726566,0.068042008163072
0.028048652290013,0.086053676751194
0.029189116270701,0.154190917650819
0.029368976015892,0.236907655317938
0.029671660769875,0.311086439791854
0.029990237818871,0.392961225044043
0.030543408000653,0.475753028238095
0.030588344458398,0.559440943787612
0.030637480171982,0.643452865077114
0.030929576724572,0.726155954939657
0.031295304649806,0.809432686724552
0.031489031792594,0.894760999574947
0.031609349312915,0.987683002145
0.098416306732323,0.98768300406
0.100197877120809,0.916571370571882
0.102222026486149,0.832088335015393
0.103998348541548,0.748538644233859
0.106358244864426,0.649850780548835
0.109870284626969,0.566524225452909
0.112616591806295,0.497651009954918
0.116387192847928,0.432046145673164
0.120100907806751,0.373193836706529
0.125873848768691,0.310557291640882
0.136773282514512,0.249051631220822
0.158051552788873,0.186148016430671
0.165568432544935,0.164479285350897
0.176119827513079,0.145401210485123
0.187111500893733,0.122006932514629
0.195587396752659,0.102708228278266
0.204646164056246,0.085667732471286
0.226696279655128,0.067732493788638
0.23462989800924,0.061248669362931
0.243325500747097,0.055243668229438
0.251705934996711,0.048061520365183
0.259655124457823,0.043704753386692
0.267935682169979,0.040849449119518
0.276378260187634,0.041136207337427
0.282739783827745,0.051417707080187
0.286428062372044,0.063820095406549
0.289532213551362,0.082722904396877
0.294160976634077,0.09893048853445
0.300040129194493,0.11288230705198
0.306145150311683,0.101065899319703
0.309864330660644,0.082745644886557
0.31365470383973,0.063233419923462
0.318079748508025,0.044940686469002
0.321682092117665,0.029094596720668
0.328645065482697,0.015737159310556
0.340428882857899,0.001852515597476
0.347993084855393,0.000804835267761
0.360466770808048,0.000599626107101
0.369847926686048,0.000620248170314
0.375829681928946,0.002713987398028
0.392461313295539,0.022499418783701
0.397218689346309,0.039717096208668
0.400191859482267,0.054562070739611
0.402180785146862,0.070502165396993
0.404182395417345,0.084555952073358
0.407552028166546,0.103887581819034
0.410143856649475,0.123371006666499
0.415131048739081,0.14717904012025
0.422120465834587,0.161947701631332
0.42901239321055,0.155309907438382
0.432722629343015,0.140756242372178
0.435572429723391,0.124435407205035
0.441193949274417,0.102481803666725
0.44919989867695,0.097060965886601
0.455446716267229,0.109188083387143
0.459300256397557,0.1257466313717
0.462322602641731,0.138337543787188
0.464466091820578,0.153310819206301
0.46707280099233,0.172509893942215
0.468685160800267,0.188045214538992
0.470560036390735,0.207361803816425
0.471836657069705,0.225642454710314
0.473664516404673,0.248273545787778
0.474626415294511,0.273433587621185
0.476195601861443,0.297149945072783
0.477019812426298,0.316379811816759
0.477377206946738,0.332256766614555
0.477678626544376,0.352505391460514
0.478831981127869,0.373753867524072
0.479694923696123,0.395769636551032
0.479983024519806,0.417998889578344
0.480938654607085,0.438936039410414
0.481034150719055,0.456636733290537
0.481762794752759,0.478747896844108
0.482142307813305,0.500372893918487
0.482507906281948,0.522565148597535
0.483783000602488,0.544070558599665
0.484118264933764,0.560579765389424
0.484672074058605,0.585929357049094
0.485292630733321,0.607069965944039
0.485786728016496,0.625138293840763
0.486413733701598,0.647991960149867
0.487614874391885,0.669929363748945
0.488345440933845,0.69129293802355
0.489233528784653,0.713994812563755
0.490391139122814,0.733931146497203
0.494039628973846,0.760535300475302
0.49688546612762,0.731918008947968
0.497550922891902,0.710576494702769
0.497794623327914,0.689269550755359
0.498820724046923,0.668165430680787
0.499768272332384,0.645357699809799
0.499868065870559,0.624591587987773
0.500294425952657,0.603604915923596
0.500366246995096,0.582406238665001
0.50113092238159,0.562300445141419
0.502172212352771,0.543759621943993
0.502406847768571,0.510228587023849
0.502559899887907,0.487381195144949
0.503593941049769,0.46688974292421
0.503875198733671,0.436447530195154
0.504591044548201,0.413688326268439
0.505256925573031,0.389302297498352
0.506028429562876,0.366659856795312
