ORF,Ribo_Prints,RNA_Prints
YAL008W,409,173
YBR255W,73,34
YGR164W,1,1
YGR131W,13,1
YNL003C,164,55
YBR135W,417,76
YBR160W,599,164
YJL082W,337,109
YJL142C,14,13
YPL191C,71,18
YGL215W,515,474
YKL074C,281,99
YLR467C-A,0,0
YJL077C,4,1
YKL096W-A,20534,4074
YIL124W,1146,275
YLR364C-A,0,0
YIL171W,0,0
YPL039W,106,16
YNL170W,0,15
YKL048C,97,98
YJL179W,277,127
YDR316W-A,0,0
YDR316W-B,0,0
YKL083W,1,7
YBR152W,67,60
YKL029C,2984,891
YPL166W,40,15
YKL052C,185,97
YHR025W,4083,1263
YOL034W,127,83
YBL008W,246,126
YIL062C,1288,291
YCL023C,0,0
YOL116W,121,81
YDR196C,232,59
YBR280C,137,51
YNR032W,177,67
YNR045W,72,39
YML105C,907,267
YNL288W,539,116
YIL059C,3,4
YIL004C,179,56
YNR018W,1009,255
YPL144W,180,111
YFR047C,708,263
YHR078W,138,144
YIR023C-A,0,0
YJR115W,6,4
YLR355C,50998,11165
YGR099W,135,86
YLR300W,7599,2777
YCL028W,2319,590
YJR140C,356,228
YOR033C,109,82
YOR062C,44,17
YBR043C,92,97
YHR112C,394,169
YLR011W,69,27
YHR007C,8634,3400
YHR126C,0,0
YKR084C,1072,404
YER121W,10,8
YCR046C,421,100
YKL204W,1745,367
YOR266W,92,48
YDR393W,102,45
YGL171W,832,260
YPR194C,22,26
YGR019W,754,346
YBL033C,452,90
YJL188C,0,1
YLL057C,9,3
YPL060C-A,0,0
YNL229C,501,109
YNL277W,108,27
YMR040W,9,2
YDR077W,18082,6614
YMR266W,1898,981
YKR064W,108,83
YPL089C,169,56
YGR277C,289,146
YDL139C,37,42
YDR246W,203,38
YOR288C,266,94
YDL240C-A,0,0
YCR028C,256,130
YML054C,7,31
YLR179C,3716,761
YOR141C,886,281
YPL280W,0,0
YBL106C,128,76
YGL044C,364,75
YER107C,595,209
YBR038W,1172,543
YER076W-A,2,1
YGR259C,0,0
YEL047C,2710,754
YPR016C,2310,723
YOR208W,70,48
YDL055C,34456,8791
YML009C,332,136
YML072C,6468,2989
YDR142C,77,102
YFL044C,435,113
YBL113W-A,0,0
YKL019W,436,165
YJL130C,21663,8657
YBL085W,750,462
YBR116C,2,2
YDR166C,533,225
YHR212W-A,0,0
YDR082W,14,19
YDR348C,744,165
YKL182W,35653,15565
YDR333C,545,296
YKL018C-A,113,25
YPL027W,0,0
YKL135C,644,321
YLR363C,195,61
YDR179C,44,11
YML089C,0,0
YLR431C,46,15
YKR046C,383,77
YJR005W,375,138
YJL116C,25,45
YMR030W,75,59
YER030W,822,261
YIR026C,512,118
YJR072C,1230,291
YEL030C-A,1,0
YKR039W,223,191
YGL003C,128,85
YPL009C,1377,500
YDR268W,173,60
YGL192W,1,0
YDL117W,364,195
YMR131C,2218,954
YMR293C,54,22
YJL214W,12,3
YIL105C,418,132
YML126C,8960,2488
YLR189C,241,243
YIL150C,123,34
YLR349W,2,1
YHL046C,1,0
YBR212W,953,282
YJR109C,2018,1089
YCR044C,360,128
YLR254C,54,62
YGR085C,6533,1261
YPL105C,1209,378
YGR145W,922,215
YJR094C,77,19
YDR248C,187,33
YGL154C,29,36
YBR129C,150,123
YJR123W,58153,15537
YKL099C,488,171
YDR315C,44,24
YLR394W,6,11
YNL104C,5420,1797
YNL151C,429,124
YNR066C,26,8
YLR220W,488,216
YIL045W,123,65
YMR232W,18,5
YNL083W,92,44
YGR038C-A,2,0
YGR038C-B,2,0
YMR238W,794,218
YER168C,562,159
YPL265W,3060,878
YOR227W,295,236
YOR081C,294,183
YEL026W,6091,1249
YGR050C,11,27
YDR021W,189,53
YGL063W,23,26
YPL212C,1033,373
YOL157C,12,0
YOR345C,0,0
YPR095C,171,200
YOR310C,7702,2128
YDR188W,3711,1409
YAL027W,57,27
YGL236C,124,106
YNL296W,0,0
