,ORF,WT_glycerol_RNA,WT_glycerol_Ribo
3160,YKL156W,8805.0,3567.0
3161,YHR148W,654.0,776.0
3162,YDL110C,6185.0,7065.0
3163,YMR134W,1515.0,928.0
3164,YMR069W,63.0,95.0
3165,YIR025W,533.0,442.0
3166,YOR283W,1207.0,703.0
3167,YGL006W,2317.0,2385.0
3168,YPL006W,1253.0,1844.0
3169,YKR067W,4810.0,9937.0
3170,YOR168W,2784.0,6549.0
3171,YMR043W,436.0,1480.0
3172,YML077W,1643.0,336.0
3173,YER068W,549.0,2472.0
3174,YER013W,642.0,513.0
3175,YMR269W,388.0,222.0
3176,YKL053C-A,7388.0,2611.0
3177,YMR092C,2392.0,3087.0
3178,YJL008C,2745.0,4229.0
3179,YGL067W,1367.0,939.0
3180,YPR073C,2622.0,2227.0
3181,YHL039W,1687.0,1214.0
3182,YDL136W,1748.0,408.0
3183,YCR090C,2760.0,744.0
3184,YHR177W,11.0,65.0
3185,YOR332W,5705.0,10097.0
3186,YCL057C-A,16720.0,8855.0
3187,YDR316W,2455.0,1879.0
3188,YNL107W,823.0,476.0
3189,YDL210W,264.0,92.0
3190,YDR479C,1184.0,738.0
3191,YKL096W,1341.0,2825.0
3192,YBL086C,509.0,668.0
3193,YNL069C,9826.0,15874.0
3194,YGL191W,27674.0,26034.0
3195,YFL041W,800.0,2654.0
3196,YJL168C,927.0,1088.0
3197,YDR145W,2220.0,4196.0
3198,YDR330W,714.0,2390.0
3199,YJL062W,361.0,552.0
3200,YNL325C,684.0,524.0
3201,YOR128C,1860.0,2086.0
3202,YLR363W-A,712.0,166.0
3203,YKL100C,653.0,1852.0
3204,YKL130C,1092.0,539.0
3205,YOR346W,593.0,521.0
3206,YGL233W,1374.0,975.0
3207,YGR113W,646.0,718.0
3208,YLR319C,581.0,906.0
3209,YBR278W,2480.0,454.0
3210,YDR295C,974.0,702.0
3211,YJR159W,1392.0,220.0
3212,YHR134W,712.0,208.0
3213,YER041W,330.0,119.0
3214,YBR186W,30.0,56.0
3215,YIL153W,888.0,560.0
3216,YBR211C,890.0,536.0
3217,YIL102C,1.0,1.0
3218,YLR399C,1098.0,2564.0
3219,YAL011W,714.0,457.0
3220,YBR036C,1036.0,1890.0
3221,YBR244W,690.0,29.0
3222,YBR179C,1758.0,2784.0
3223,YPL155C,220.0,573.0
3224,YNL133C,2176.0,767.0
3225,YGR142W,1004.0,865.0
3226,YPL100W,996.0,695.0
3227,YLR257W,4970.0,5386.0
3228,YBL026W,3820.0,1012.0
3229,YDR121W,1397.0,707.0
3230,YNL233W,925.0,1607.0
3231,YPL211W,1926.0,1296.0
3232,YDL077C,1027.0,794.0
3233,YOR222W,1663.0,612.0
3234,YOL061W,885.0,2423.0
3235,YLR008C,2612.0,2069.0
3236,YHR210C,64.0,8.0
3237,YLR464W,3.0,1.0
3238,YPR133W-A,3145.0,1331.0
3239,YMR219W,1734.0,1128.0
3240,YLR055C,772.0,425.0
3241,YJR061W,371.0,282.0
3242,YNR076W,8.0,0.0
3243,YFR016C,1529.0,3134.0
3244,YHR016C,764.0,2476.0
3245,YLR450W,388.0,818.0
3246,YGR109C,357.0,337.0
3247,YIL095W,493.0,902.0
3248,YOR084W,7678.0,9292.0
3249,YNL084C,2425.0,2737.0
3250,YGL066W,418.0,1550.0
3251,YOR051C,1324.0,560.0
3252,YBR287W,392.0,579.0
3253,YER174C,2675.0,1715.0
3254,YCL048W,286.0,28.0
3255,YMR142C,18611.0,16242.0
3256,YDR119W-A,2510.0,1464.0
3257,YDL182W,746.0,1628.0
3258,YGL121C,5598.0,2133.0
3259,YOR040W,2239.0,1699.0
3260,YBL067C,1601.0,1641.0
3261,YLR168C,9415.0,6056.0
3262,YDL019C,1276.0,2629.0
3263,YNL300W,277.0,2044.0
3264,YMR273C,973.0,1433.0
3265,YOR123C,904.0,1977.0
3266,YCR002C,2408.0,1975.0
3267,YMR164C,311.0,508.0
3268,YLR307C-A,4106.0,8928.0
3269,YDR113C,489.0,984.0
3270,YLL031C,403.0,1163.0
3271,YLR033W,872.0,738.0
3272,YBR021W,606.0,332.0
3273,YNL283C,1072.0,602.0
3274,YMR077C,1461.0,275.0
3275,YGR204W,1632.0,5594.0
3276,YGR204C-A,0.0,0.0
3277,YFL008W,1966.0,1335.0
3278,YDR217C,958.0,1203.0
3279,YNL020C,228.0,673.0
3280,YLR290C,1108.0,500.0
3281,YPL163C,1622.0,5146.0
3282,YIL123W,365.0,8158.0
3283,YOL052C-A,1033.0,9809.0
3284,YBL052C,663.0,229.0
3285,YPR161C,1010.0,974.0
3286,YOR291W,927.0,793.0
3287,YKL117W,4124.0,11861.0
3288,YMR059W,1756.0,250.0
3289,YDR062W,754.0,2195.0
3290,YJL043W,9.0,30.0
3291,YHR190W,2728.0,5195.0
3292,YLR106C,1582.0,1454.0
3293,YKR002W,1554.0,2229.0
3294,YCR095W-A,10.0,1.0
3295,YDR279W,1387.0,715.0
3296,YDL099W,2692.0,2662.0
3297,YLR201C,1700.0,2184.0
3298,YBR130C,972.0,856.0
3299,YPL054W,301.0,4685.0
3300,YIL001W,816.0,364.0
3301,YPL149W,2508.0,272.0
3302,YBR165W,812.0,397.0
3303,YHR075C,966.0,390.0
3304,YGR076C,3843.0,3037.0
3305,YFR031C,1072.0,374.0
3306,YDR068W,1205.0,962.0
3307,YJR110W,437.0,174.0
3308,YIL149C,2019.0,709.0
3309,YNR015W,1217.0,1105.0
3310,YLR350W,1752.0,2732.0
3311,YGR254W,4236.0,20608.0
3312,YGR163W,1108.0,861.0
3313,YKL022C,1046.0,1336.0
3314,YKL055C,114.0,357.0
3315,YDL164C,432.0,1058.0
3316,YJR050W,985.0,681.0
3317,YOR156C,141.0,803.0
3318,YNL006W,1030.0,1076.0
3319,YGL210W,1705.0,910.0
3320,YLR376C,606.0,109.0
3321,YAL058W,658.0,255.0
3322,YFL033C,1368.0,1619.0
3323,YJR136C,596.0,339.0
3324,YGL164C,621.0,568.0
3325,YJL098W,894.0,566.0
3326,YML108W,1279.0,455.0
3327,YMR310C,532.0,472.0
3328,YBL038W,6603.0,5732.0
3329,YCL010C,153.0,270.0
3330,YGR189C,2614.0,6424.0
3331,YHL042W,137.0,78.0
3332,YNL278W,221.0,1049.0
3333,YDR338C,389.0,497.0
3334,YOR363C,704.0,1166.0
3335,YOR067C,647.0,502.0
3336,YGR094W,4613.0,9033.0
3337,YNR048W,331.0,387.0
3338,YDR191W,615.0,207.0
3339,YHR028C,1691.0,1761.0
3340,YBR265W,586.0,855.0
3341,YBL007C,2104.0,6535.0
3342,YNR037C,11055.0,2598.0
3343,YOL113W,643.0,511.0
3344,YCL024W,1184.0,1175.0
3345,YOL084W,212.0,485.0
3346,YAL032C,1134.0,999.0
3347,YGL145W,902.0,777.0
3348,YBR230C,25236.0,37183.0
3349,YNL252C,2592.0,3580.0
3350,YGL248W,963.0,445.0
3351,YOR020W-A,2998.0,1414.0
3352,YDR511W,6809.0,2693.0
3353,YDL177C,1260.0,155.0
3354,YBR068C,2627.0,7720.0
3355,YDR043C,2198.0,1679.0
3356,YMR250W,1730.0,3343.0
3357,YEL015W,1513.0,1793.0
3358,YBL103C,362.0,1143.0
3359,YEL040W,1311.0,2347.0
3360,YPR013C,283.0,438.0
3361,YPL230W,1389.0,2115.0
3362,YKL087C,2065.0,4877.0
3363,YHR115C,1609.0,1649.0
3364,YER124C,107.0,245.0
3365,YER153C,17.0,160.0
3366,YPL256C,748.0,957.0
3367,YKL201C,663.0,959.0
3368,YOL026C,2453.0,627.0
3369,YDL069C,870.0,606.0
3370,YGL167C,1326.0,2438.0
3371,YDR236C,1218.0,364.0
3372,YER037W,657.0,761.0
3373,YCR092C,384.0,424.0
3374,YJL111W,1546.0,3193.0
3375,YIL066C,36.0,93.0
3376,YNL192W,1090.0,2281.0
3377,YLL010C,185.0,672.0
3378,YLR436C,1150.0,920.0
3379,YJR077C,4522.0,44767.0
3380,YDL112W,973.0,999.0
3381,YBR002C,1000.0,176.0
3382,YKL109W,4793.0,16042.0
3383,YKL154W,1469.0,222.0
3384,YDL074C,1821.0,1397.0
3385,Q0105,3770.0,196.0
3386,YLR121C,134.0,122.0
3387,YDL052C,1410.0,923.0
3388,YKR061W,368.0,67.0
3389,YML075C,1772.0,3993.0
3390,YML002W,456.0,14.0
3391,YLR052W,981.0,1164.0
3392,YER011W,15.0,34.0
3393,YBL033C,3733.0,3486.0
3394,YMR090W,1614.0,1129.0
3395,YHR099W,2035.0,1970.0
3396,YKL132C,92.0,18.0
3397,YHR171W,263.0,379.0
3398,YKL189W,687.0,896.0
3399,YKL094W,3944.0,1885.0
3400,YNL259C,4873.0,1114.0
3401,YDR318W,904.0,233.0
3402,YMR251W,20.0,153.0
3403,YER080W,2508.0,7428.0
3404,YPL179W,758.0,2007.0
3405,YDL247W,27.0,11.0
3406,YMR001C,880.0,1263.0
3407,YFR032C-A,39704.0,7037.0
3408,YFR032C-B,1891.0,194.0
3409,YDR147W,910.0,255.0
3410,YMR031C,1977.0,6990.0
3411,YBL080C,997.0,1401.0
3412,YMR136W,1207.0,3088.0
3413,YDL083C,13065.0,9156.0
3414,YPL022W,959.0,967.0
3415,YDR440W,547.0,500.0
3416,YJL060W,549.0,762.0
3417,YOR100C,2454.0,8983.0
3418,YPL095C,1795.0,580.0
3419,YNL327W,245.0,1551.0
3420,YPR140W,1642.0,655.0
3421,YGL059W,649.0,415.0
3422,YBR279W,1628.0,1514.0
3423,YOR340C,1332.0,831.0
3424,YGR140W,896.0,729.0
3425,YOL158C,1142.0,536.0
3426,YOR122C,8887.0,10853.0
3427,YBR151W,1700.0,2311.0
3428,YBR184W,707.0,98.0
3429,YGL231C,4826.0,2192.0
3430,YHR136C,214.0,79.0
3431,YDR018C,428.0,366.0
3432,YDR297W,762.0,604.0
3433,YBR246W,830.0,362.0
3434,YLR186W,2397.0,902.0
3435,YIL155C,6019.0,40148.0
3436,YPL065W,992.0,508.0
3437,YAL013W,481.0,1583.0
3438,YDR098C,3536.0,3386.0
3439,YJR099W,1165.0,841.0
3440,YLR259C,15885.0,84547.0
3441,YPL157W,770.0,286.0
3442,YKL005C,558.0,719.0
3443,YDR418W,15578.0,9882.0
3444,YGL166W,1221.0,946.0
3445,YBL024W,1177.0,2940.0
3446,YOL067C,107.0,930.0
3447,YOR275C,764.0,681.0
3448,YDL075W,28509.0,10948.0
3449,YDR127W,2083.0,8576.0
3450,YOL018C,708.0,1246.0
3451,YOR220W,1151.0,3606.0
3452,YLL048C,2204.0,1767.0
3453,YNL264C,328.0,589.0
3454,YLR053C,1359.0,284.0
3455,YLR462W,5.0,1.0
3456,YIL075C,4022.0,7923.0
3457,YLR324W,1579.0,1223.0
3458,YOL098C,1005.0,2329.0
3459,YHR014W,107.0,16.0
3460,YIL097W,535.0,509.0
3461,YOL045W,131.0,101.0
3462,YFR010W,2394.0,4697.0
3463,YHL009C,492.0,881.0
3464,YDL007C-A,2.0,1.0
3465,YKL122C,4385.0,1856.0
3466,YLR304C,31510.0,168577.0
3467,YER089C,461.0,934.0
3468,YNL086W,1319.0,434.0
3469,YGL064C,823.0,851.0
3470,YMR119W,654.0,480.0
3471,YER176W,1330.0,547.0
3472,YDL180W,991.0,488.0
3473,YGL127C,376.0,349.0
3474,YKL220C,97.0,10.0
3475,YLR166C,789.0,588.0
3476,YMR271C,993.0,597.0
3477,YPL004C,6355.0,23853.0
3478,YMR199W,2891.0,2890.0
3479,YER118C,878.0,679.0
3480,YMR162C,858.0,622.0
3481,YEL009C,17273.0,1136.0
3482,YKR106W,0.0,0.0
3483,YDR498C,651.0,629.0
3484,YDR111C,1048.0,1837.0
3485,YBR023C,655.0,1067.0
3486,YLR419W,913.0,953.0
3487,YJR069C,276.0,1085.0
3488,YKR055W,142.0,595.0
3489,YIR035C,1657.0,678.0
3490,YJR034W,3505.0,1461.0
3491,YOR003W,736.0,528.0
3492,YNL026W,1107.0,1250.0
3493,YPR036W-A,3394.0,9943.0
3494,YDR211W,897.0,1230.0
3495,YOR125C,2570.0,2257.0
3496,YPR167C,924.0,105.0
3497,YJL045W,449.0,1401.0
3498,YNL306W,6110.0,4938.0
3499,YOR297C,523.0,870.0
3500,YDR060W,1519.0,1746.0
3501,YCL033C,5944.0,2898.0
3502,YHR196W,1963.0,690.0
3503,YER014C-A,11.0,2.0
3504,YDR277C,697.0,535.0
3505,YPR067W,1165.0,798.0
3506,YML092C,4612.0,5292.0
3507,YML025C,3274.0,3700.0
3508,YLR100W,3215.0,2768.0
3509,YJR134C,2345.0,989.0
3510,YBR167C,1514.0,230.0
3511,YPL196W,1416.0,1081.0
3512,YJL149W,503.0,914.0
3513,YNR017W,1791.0,2937.0
3514,YNL168C,1391.0,1896.0
3515,YFR037C,2005.0,3013.0
3516,YDR364C,363.0,528.0
3517,YLR352W,485.0,436.0
3518,YIL056W,536.0,768.0
3519,YDR461W,229.0,85.0
3520,YNL113W,2904.0,1306.0
3521,YLR229C,3920.0,2714.0
3522,YJR052W,611.0,592.0
3523,YPR109W,1398.0,481.0
3524,YLR292C,2059.0,1119.0
3525,YKL020C,732.0,1478.0
3526,YAL007C,1710.0,1226.0
3527,YLR312W-A,6534.0,4163.0
3528,YGL120C,922.0,733.0
3529,YBR009C,10863.0,4843.0
3530,YDL166C,2584.0,688.0
3531,YPL152W-A,0.0,1.0
3532,YGL212W,91.0,570.0
3533,YNL008C,848.0,560.0
3534,YOL111C,1089.0,1997.0
3535,YDR004W,705.0,261.0
3536,YMR312W,669.0,729.0
3537,YIL161W,2033.0,360.0
3538,YOL144W,997.0,287.0
3539,YPL121C,0.0,0.0
3540,YGL178W,306.0,2255.0
3541,YPL249C-A,23120.0,8666.0
3542,YGR121C,405.0,209.0
3543,YDL134C,2546.0,1302.0
3544,YLR243W,1553.0,503.0
3545,YGR096W,369.0,178.0
3546,YMR122W-A,3753.0,10547.0
3547,YJR112W,1707.0,322.0
3548,YDL231C,836.0,130.0
3549,YIL069C,2280.0,1617.0
3550,YJR083C,859.0,811.0
3551,YGR066C,16.0,8.0
3552,YNL135C,18092.0,18820.0
3553,YAL030W,3289.0,1179.0
3554,YGL147C,10488.0,4366.0
3555,YBR263W,2505.0,7513.0
3556,YOL086C,15701.0,32302.0
3557,YBL001C,17642.0,4600.0
3558,YNR035C,4681.0,3308.0
3559,YDR381C-A,3593.0,1444.0
3560,YKL141W,23902.0,34469.0
3561,YMR252C,123.0,9.0
3562,YCR101C,12.0,17.0
3563,YGL246C,1105.0,463.0
3564,YDR045C,1152.0,282.0
3565,YPL232W,1776.0,2486.0
3566,YEL017W,748.0,1483.0
3567,YGR252W,739.0,679.0
3568,YGR003W,481.0,531.0
3569,YDR517W,1255.0,1171.0
3570,YGL043W,1684.0,3412.0
3571,YOR256C,506.0,3.0
3572,YPR011C,1185.0,899.0
3573,YHL040C,603.0,1708.0
3574,YOR361C,3218.0,6030.0
3575,YGR029W,5583.0,3056.0
3576,YOR334W,485.0,251.0
3577,YGL078C,948.0,1342.0
3578,YER151C,1698.0,1473.0
3579,YOL024W,23.0,1.0
3580,YPL209C,363.0,331.0
3581,YEL039C,386.0,238.0
3582,YDR258C,4509.0,17006.0
3583,YPL254W,1145.0,776.0
3584,YLL012W,334.0,203.0
3585,YCR076C,1554.0,1284.0
3586,YLR438W,183.0,1934.0
3587,YCR094W,525.0,794.0
3588,YNL190W,144.0,3758.0
3589,YDR234W,1020.0,1125.0
3590,YDL239C,580.0,12.0
3591,YER039C,338.0,3.0
3592,YIR029W,987.0,60.0
3593,YKR049C,6325.0,2379.0
3594,YPR179C,1093.0,397.0
3595,YDL149W,421.0,682.0
3596,YPL002C,317.0,434.0
3597,Q0120,2349.0,154.0
3598,YJR075W,1029.0,829.0
3599,YPR124W,3837.0,10509.0
3600,YOR396W,5.0,1.0
3601,YLR127C,620.0,309.0
3602,YER017C,2028.0,3403.0
3603,YKR063C,859.0,284.0
3604,YLR027C,7953.0,15957.0
3605,YDL132W,1598.0,2308.0
3606,YHR097C,2154.0,2948.0
3607,YMR096W,295.0,138.0
3608,YGR229C,1568.0,2392.0
3609,YER082C,1882.0,1080.0
3610,YKL069W,2841.0,1242.0
3611,YMR003W,1595.0,894.0
3612,YPL177C,3935.0,8382.0
3613,YKL092C,663.0,647.0
3614,YDR322C-A,16767.0,8370.0
3615,YLR260W,383.0,636.0
3616,YDL241W,197.0,128.0
3617,YKL152C,22771.0,33338.0
3618,YNL277W-A,8.0,1.0
3619,YJR019C,5789.0,10817.0
3620,YBL082C,432.0,524.0
3621,YDL081C,22482.0,6486.0
3622,YLR149C,550.0,2388.0
3623,YMR138W,901.0,299.0
3624,YFL018C,9881.0,36000.0
3625,YJL139C,415.0,461.0
3626,YPL097W,2281.0,3147.0
3627,YOR339C,33.0,4.0
3628,YDR334W,1820.0,770.0
3629,YGL213C,590.0,645.0
3630,YMR038C,2121.0,1672.0
3631,YJL066C,2407.0,5086.0
3632,YNL321W,293.0,1729.0
3633,YGR117C,726.0,711.0
3634,YOR342C,1531.0,791.0
3635,YFR029W,326.0,494.0
3636,YBR153W,1310.0,686.0
3637,YOR073W,581.0,268.0
3638,YOR008C,361.0,1999.0
3639,YDR291W,493.0,405.0
3640,YMR289W,573.0,639.0
3641,YAL015C,2102.0,1204.0
3642,YBR240C,151.0,225.0
3643,YIL157C,4168.0,4935.0
3644,YMR030W-A,159.0,3.0
3645,YNL074C,313.0,2657.0
3646,YPL151C,785.0,438.0
3647,YKL007W,2295.0,2576.0
3648,YLR180W,197.0,74.0
3649,YJL213W,78.0,50.0
3650,YLR406C,6498.0,2958.0
3651,YDR416W,502.0,104.0
3652,YGL129C,2384.0,5726.0
3653,YOL065C,596.0,468.0
3654,YMR181C,166.0,1040.0
3655,YBL022C,5798.0,17007.0
3656,YPL215W,1397.0,3329.0
3657,YOL130W,225.0,1000.0
3658,YDR125C,274.0,242.0
3659,YHR214W,2.0,114.0
3660,YLR460C,58.0,7.0
3661,YLL046C,38.0,10.0
3662,YLR051C,2695.0,761.0
3663,YLR004C,160.0,55.0
3664,YFR012W,4.0,32.0
3665,YIL073C,95.0,30.0
3666,YGR222W,2467.0,1374.0
3667,YOL047C,13.0,2.0
3668,YHR012W,750.0,1087.0
3669,YIL022W,1075.0,4183.0
3670,YNL248C,588.0,1519.0
3671,YDR336W,1125.0,375.0
3672,YLR326W,1477.0,795.0
3673,YML132W,884.0,534.0
3674,YBR025C,2426.0,6917.0
3675,YDL186W,0.0,1.0
3676,YKL128C,865.0,375.0
3677,YER170W,1837.0,3500.0
3678,YPL096C-A,389.0,129.0
3679,YKL222C,252.0,119.0
3680,YLR139C,153.0,875.0
3681,YMR277W,630.0,1065.0
3682,YML049C,872.0,1374.0
3683,YCR068W,16.0,450.0
3684,YLR446W,611.0,661.0
3685,YGL125W,83.0,705.0
3686,YLR164W,947.0,183.0
3687,YKR104W,33.0,0.0
3688,YER116C,172.0,560.0
3689,YMR160W,819.0,783.0
3690,YCR057C,466.0,614.0
3691,YMR197C,2805.0,3218.0
3692,YAR071W,17.0,0.0
3693,YLL060C,366.0,14.0
3694,YKL219W,490.0,361.0
3695,YJR005C-A,12.0,3.0
3696,YJR032W,815.0,855.0
3697,YIR037W,5147.0,5105.0
3698,YGL012W,1791.0,2831.0
3699,YOL057W,864.0,1244.0
3700,YMR073C,1934.0,1346.0
3701,YAR018C,776.0,492.0
3702,YDR213W,143.0,324.0
3703,YNL053W,1230.0,1042.0
3704,YGR208W,1117.0,394.0
3705,YNL024C,327.0,14.0
3706,YKR079C,782.0,677.0
3707,YMR055C,515.0,288.0
3708,YDR066C,646.0,225.0
3709,YOR190W,641.0,92.0
3710,YOR127W,992.0,1591.0
3711,YPR165W,4155.0,7582.0
3712,YJL047C,494.0,496.0
3713,YDR275W,937.0,382.0
3714,YEL061C,895.0,748.0
3715,YML027W,310.0,1508.0
3716,YML128C,1883.0,5600.0
3717,YHR194W,388.0,332.0
3718,YGR288W,144.0,300.0
3719,YOR295W,865.0,446.0
3720,YPR065W,431.0,5375.0
3721,YPR030W,1068.0,2503.0
3722,YDL208W,5531.0,1857.0
3723,YFL037W,1067.0,5555.0
3724,YJR132W,699.0,979.0
3725,YPL198W,1455.0,1170.0
3726,YFR035C,5.0,0.0
3727,YNL111C,4389.0,2395.0
3728,YPL058C,1586.0,10048.0
3729,YNL182C,842.0,369.0
3730,YNR011C,503.0,538.0
3731,YHR071W,404.0,108.0
3732,YLR309C,2513.0,1650.0
3733,YDR153C,1265.0,2931.0
3734,YJL170C,330.0,96.0
3735,YKL026C,3120.0,907.0
3736,YDR308C,2001.0,723.0
3737,YLR372W,1904.0,1331.0
3738,YLR389C,834.0,2273.0
3739,YDL168W,1067.0,3261.0
3740,YBR234C,1910.0,3817.0
3741,YBR261C,1392.0,859.0
3742,YPR088C,2051.0,3618.0
3743,YNL253W,709.0,819.0
3744,YNL287W,1185.0,5341.0
3745,YOL146W,3045.0,731.0
3746,YHR144C,696.0,315.0
3747,YPL123C,1123.0,1118.0
3748,YGR123C,390.0,1407.0
3749,YMR314W,5514.0,4491.0
3750,YPL118W,5307.0,5954.0
3751,YLR241W,768.0,845.0
3752,YGR090W,895.0,1007.0
3753,YDL233W,574.0,826.0
3754,YNL132W,1152.0,959.0
3755,YDL120W,3794.0,3021.0
3756,YJR149W,415.0,527.0
3757,YKL048C,363.0,414.0
3758,YNL137C,1167.0,5830.0
3759,YAL036C,1659.0,1639.0
3760,YBL003C,9597.0,3839.0
3761,YHR005C-A,20058.0,8611.0
3762,YHR208W,2925.0,10503.0
3763,YDL065C,1649.0,1920.0
3764,YGL244W,1214.0,2782.0
3765,YNL229C,1547.0,2229.0
3766,YDL030W,655.0,384.0
3767,YEL011W,1558.0,3001.0
3768,YGR250C,4393.0,19436.0
3769,YDR515W,1661.0,3752.0
3770,YOR254C,1608.0,1583.0
3771,YOR201C,2975.0,1003.0
3772,YHL046C,1.0,1.0
3773,YHR119W,929.0,1022.0
3774,YBR166C,1202.0,760.0
3775,YOR336W,698.0,967.0
3776,YPL252C,1796.0,1780.0
3777,YOR094W,875.0,404.0
3778,YER157W,692.0,552.0
3779,YOL022C,961.0,995.0
3780,YEL037C,1972.0,7071.0
3781,YBL059W,6945.0,2188.0
3782,YNL196C,93.0,38.0
3783,YMR101C,67.0,45.0
3784,YCL050C,1244.0,2538.0
3785,YCR021C,338.0,119.0
3786,YPR079W,1054.0,331.0
3787,YDR170C,1428.0,3801.0
3788,Q0140,11885.0,24.0
3789,YPR122W,1095.0,629.0
3790,YHR048W,51.0,11.0
3791,YOR159C,728.0,307.0
3792,YJL039C,460.0,1399.0
3793,YBR006W,1249.0,2405.0
3794,YIR016W,3357.0,869.0
3795,YNL212W,588.0,1080.0
3796,YDR387C,420.0,240.0
3797,YER015W,7209.0,18463.0
3798,YML006C,748.0,514.0
3799,YPR046W,793.0,207.0
3800,YDR439W,271.0,311.0
3801,YLR401C,1760.0,1649.0
3802,YLR125W,36.0,58.0
3803,YBR031W,5278.0,5888.0
3804,YLR070C,487.0,617.0
3805,YDL130W,19006.0,4537.0
3806,YLR025W,1385.0,2039.0
3807,YER139C,287.0,491.0
3808,YMR094W,110.0,139.0
3809,YDR341C,2164.0,5068.0
3810,YJL013C,798.0,571.0
3811,YER019C-A,13161.0,2264.0
3812,YKR021W,618.0,762.0
3813,YNL018C,1.0,0.0
3814,YKL067W,11211.0,21086.0
3815,YKL090W,355.0,215.0
3816,YMR005W,2040.0,1995.0
3817,YLR262C,1588.0,1245.0
3818,YDL243C,329.0,24.0
3819,YPL175W,364.0,138.0
3820,YKL105C,606.0,1064.0
3821,YDL087C,146.0,243.0
3822,YKL150W,17094.0,32519.0
3823,YOR173W,1574.0,2252.0
3824,YNL323W,975.0,1081.0
3825,YFR031C-A,8888.0,8769.0
3826,YPL091W,2048.0,3244.0
3827,YML068W,353.0,215.0
3828,YIR008C,963.0,632.0
3829,YGL205W,7377.0,27680.0
3830,YPL217C,1842.0,1582.0
3831,YDR524C,484.0,1096.0
3832,YDR293C,1059.0,3866.0
3833,YBR155W,1077.0,744.0
3834,YEL023C,1477.0,215.0
3835,YOR071C,142.0,183.0
3836,YGR028W,2486.0,1665.0
3837,YAL017W,901.0,1492.0
3838,YBR242W,2601.0,793.0
3839,YNL158W,72.0,250.0
3840,YBR108W,529.0,2287.0
3841,YJL151C,13234.0,3117.0
3842,YPL153C,251.0,461.0
3843,YLR182W,1108.0,1039.0
3844,YKL001C,1107.0,165.0
3845,YBR173C,2800.0,5786.0
3846,YIR022W,2268.0,915.0
3847,YMR308C,1607.0,1986.0
3848,YGL162W,333.0,387.0
3849,YOR271C,2203.0,2520.0
3850,YMR183C,459.0,3702.0
3851,YDR414C,635.0,284.0
3852,YOL132W,213.0,31.0
3853,YNL260C,898.0,518.0
3854,YBL020W,667.0,472.0
3855,YHR010W,27454.0,16656.0
3856,YCL034W,1936.0,1532.0
3857,YNL231C,4373.0,2615.0
3858,YIL024C,955.0,1033.0
3859,YLL021W,900.0,1919.0
3860,YOL041C,1681.0,1385.0
3861,YIL071C,292.0,126.0
3862,YOL109W,80593.0,27801.0
3863,YML130C,1107.0,908.0
3864,YLR328W,372.0,1340.0
3865,YBR228W,591.0,211.0
3866,YNL246W,1471.0,844.0
3867,YGR046W,715.0,1372.0
3868,YLR039C,1290.0,1071.0
3869,YNL097C,1154.0,529.0
3870,YBR090C,6233.0,2374.0
3871,YGL057C,433.0,1467.0
3872,YER172C,919.0,1285.0
3873,YDL046W,774.0,4074.0
3874,YEL058W,1315.0,1496.0
3875,YMR019W,891.0,966.0
3876,YMR148W,394.0,207.0
3877,YFL034C-A,7223.0,524.0
3878,YFL034C-B,812.0,833.0
3879,YML047C,15.0,3.0
3880,YLR006C,1034.0,853.0
3881,YER149C,1223.0,488.0
3882,Q0085,1562.0,92.0
3883,YER114C,462.0,2172.0
3884,Q0080,175.0,10.0
3885,YHR127W,998.0,879.0
3886,YMR228W,1158.0,920.0
3887,YLL062C,439.0,57.0
3888,YHL014C,1423.0,960.0
3889,YER045C,1053.0,1434.0
3890,YMR028W,930.0,935.0
3891,YLR422W,704.0,631.0
3892,YLR093C,2512.0,2891.0
3893,YIR031C,518.0,6.0
3894,YJR065C,1539.0,5184.0
3895,YJR030C,286.0,525.0
3896,YGR216C,560.0,379.0
3897,YGL010W,2118.0,952.0
3898,YHR149C,690.0,719.0
3899,YDR064W,29272.0,21193.0
3900,YMR275C,946.0,898.0
3901,YIL020C,378.0,514.0
3902,YOR192C,6.0,7.0
3903,YMR053C,158.0,138.0
3904,YKR077W,1413.0,2626.0
3905,YDR273W,193.0,61.0
3906,YPR063C,2096.0,2425.0
3907,YGR231C,4737.0,6612.0
3908,YEL063C,257.0,1037.0
3909,YDR326C,531.0,433.0
3910,YML021C,582.0,491.0
3911,YPR032W,360.0,890.0
3912,YHR050W-A,636.0,1857.0
3913,YJR130C,751.0,481.0
3914,YFL039C,6330.0,51809.0
3915,YDR207C,483.0,1429.0
3916,YNL117W,49298.0,75182.0
3917,YIL052C,17188.0,7254.0
3918,YPL064C,1343.0,361.0
3919,YNR013C,648.0,1088.0
3920,YHR073W,830.0,1389.0
3921,YJL172W,1535.0,6044.0
3922,YDR151C,1116.0,1152.0
3923,YBL078C,1049.0,1720.0
3924,YNL051W,1225.0,770.0
3925,YKL024C,2306.0,2638.0
3926,YKL126W,1453.0,2078.0
3927,YPR153W,27.0,65.0
3928,YDR306C,1130.0,917.0
3929,YPL061W,23160.0,64975.0
3930,YLR370C,2821.0,2650.0
3931,YLR387C,2166.0,2540.0
3932,YAL034C,410.0,1390.0
3933,YNR039C,991.0,809.0
3934,YAL043C,495.0,1914.0
3935,YIL165C,148.0,2.0
