ORF,Ribo_Prints,RNA_Prints
YHR055C,0,0
YPR161C,406.208,389.796
YOL138C,83.242,156.682
YDR395W,1267.562,1051.089
YGR129W,252.741,171.422
YPR165W,6361.63,2944.671
YPR098C,649.145,377.553
YPL015C,332.446,388.278
YCL050C,5484.85,1846.328
YAL069W,0,0
YMR193W,565.739,313.521
YLR031W,2.249,29.74
YIL014C-A,202.573,66.122
YGR053C,28.749,34.611
YCR101C,35.098,98.777
YER087C-B,5278.544,2344.27
YOR280C,559.056,257.432
YGR097W,230.062,252.532
YHR215W,1094.664,994.772
YKL025C,427.927,262.851
YKR011C,481.379,243.68
YEL004W,169.695,142.986
YJL200C,1090.738,760.155
YLL027W,605.525,511.734
YOR024W,1.44,13.218
YLR045C,347.428,331.721
YDR348C,612.679,399.248
YPL183C,412.33,548.878
YGR003W,150.355,222.763
YEL008C-A,22.366,43.55
YBL095W,101.956,267.217
YGL060W,262.509,254.103
YLL007C,96.816,132.573
YEL009C,524.937,6561.071
YOR083W,246.118,176.35
YEL015W,663.745,539.413
YDR329C,353.258,304.322
YBR252W,2643.124,1223.489
YDL202W,655.954,355.319
YHR209W,106.659,77.217
YPR008W,265.273,303.647
YER075C,165.215,192.818
YDL203C,187.132,238.282
YBR050C,18.205,27.798
YMR197C,757.793,445.021
YDR261W-A,6.979,47.671
YBL049W,12.099,8.331
YER054C,7.769,18.243
YDR305C,335.696,228.026
YHL019W-A,0.735,5.66
YNL201C,271.396,363.848
YHR180W-A,873.944,470.226
YCR061W,867.967,254.75
YBR206W,1184.282,958.886
YPL171C,2.723,9.545
YHR051W,1573.034,721.205
YDL116W,455.027,541.539
YPR124W,2017.769,1661.61
YJL023C,64.051,126.216
YGL167C,980.168,1000.875
YDL165W,1032.854,535.459
YLR154C-H,0,0
YPL119C-A,4.717,76.511
YIL143C,315.869,332.277
YBR292C,0,34.381
YGR240C,11055.674,6102.335
YOR094W,619.794,328.558
YDR167W,850.135,452.948
YBR063C,5.106,202.962
YER052C,1640.717,1064.442
YPR187W,3026.095,2080.524
YPL118W,787.317,614.283
YGR178C,1329.065,898.873
YPR086W,966.491,753.869
YOL141W,162.238,157.92
YJL065C,581.651,351.051
YBR122C,876.787,586.335
YHR095W,1.707,14.166
YBR279W,821.066,519.807
YBR271W,321.404,247.909
YMR221C,675.941,492.281
YJL221C,0,0
YDR241W,58.876,102.394
YER130C,291.137,356.646
YBR155W,944.009,415.25
YDR363W,102.265,167.249
YPL147W,20.48,44.498
YLR443W,127.24,282.769
YGR266W,406.905,316.802
YBR067C,6487.809,2072.146
YAL034C,13.554,129.779
YLR270W,725.415,344.102
YCR095C,228.42,288.564
YPR084W,134.164,176.035
YMR113W,288.349,237.374
YBR184W,35.965,57.883
YGR035C,752.629,637.561
YDL222C,6.676,28.963
YCL008C,320.051,207.314
YEL065W,1708.052,1437.383
YNL335W,0.301,1.168
YMR296C,1599.575,871.885
YDR232W,1616.099,1110.608
YGR190C,0,1.662
YHR116W,310.107,160.542
YDR313C,156.49,267.971
YFR018C,420.017,345.789
YKL007W,1652.371,759.116
YIL048W,239.382,339.763
YDL213C,1827.36,592.611
YDR443C,100.363,172.29
YNL292W,827.245,421.604
YKL183C-A,0,13.355
YOR324C,124.543,248.399
YNL134C,520.097,219.826
YKL100C,580.36,558.796
YOR192C-B,7.298,54.809
YPL021W,0,0.311
YIL146C,47.066,112.222
YLR299C-A,0,14.076
YNL218W,139.285,171.662
YIL121W,393.399,430.503
YNL228W,2.89,19.484
YDL167C,465.772,513.019
YPL214C,107.815,211.886
YOR228C,104.836,117.965
YBR270C,15.189,69.922
YGR222W,187.256,290.572
YEL063C,870.536,682.639
YAL068W-A,0,0
YML020W,112.751,163.551
YGR121C,52.589,82.057
YDL095W,2735.014,1882.129
YBR222C,1212.302,597.765
YDL003W,567.721,417.512
YOR323C,3745.625,1475.004
YMR183C,2467.018,1062.124
YOR274W,211.877,205.199
YER146W,2959.094,1466.432
YPL063W,2092.427,931.247
YOL035C,0.347,1.287
YML075C,581.638,551.72
YLR273C,24.639,59.918
YDR457W,394.267,707.099
YLR434C,11.6,96.521
YDR181C,131.992,213.968
YGL097W,1608.713,848.891
YCL056C,116.532,186.185
YMR242W-A,0,0
YJL083W,85.134,124.469
YPL140C,113.119,153.706
YOR026W,159.901,269.342
YNR016C,3416.107,2706.834
YER123W,357.224,352.561
YKR054C,54.111,235.516
YGR055W,1896.1,1565.9
YMR315W,1976.087,862.694
YKL202W,0,1.16
YAL024C,92.758,186.359
YKL187C,1.861,53.773
YDR383C,146.894,147.359
YDR396W,0,8.116
YKL055C,87.816,110.46
YGR115C,0.135,0
YDR035W,2266.397,1193.504
YBL062W,0,5.401
YHR160C,4.158,4.202
YGR047C,190.202,219.434
YDR119W,833.012,902.267
YER151C,807.1,470.881
YBR208C,251.965,319.893
YLR070C,31.056,21.73
YPR019W,377.304,354.27
YPR190C,473.549,447.2
YPL228W,522.416,385.155
YGR041W,253.633,311.376
YHR097C,231.94,118.715
YDR353W,8125,3333.843
YPL047W,313.576,313.438
YPL014W,138.857,169.652
YGR007W,744.04,700.728
YML116W,104.211,224.115
YOL137W,310.289,235.421
YGL155W,242.16,430.996
YKL214C,899.969,487.296
YER061C,157.336,201.099
YPL119C,57.549,59.007
YDL125C,4051.378,1920.032
YKL011C,125.8,166.7
YHR186C,195.474,261.176
YLL019C,102.589,182.494
YNL257C,109.019,242.828
YJR092W,475.885,445.07
YGL199C,3.958,16.85
YDR010C,0,2.443
YPL189C-A,469.932,335.955
YBR291C,203.21,205.044
YBL059W,160.052,122.469
YLR078C,643.137,516.057
YFL012W,4.425,5.954
YDR262W,657.05,526.116
YDR072C,677.623,624.496
YOR108C-A,1.291,5.719
YKL153W,1.843,0.336
YDR179C,228.953,170.684
YGR220C,636.837,496.67
YIL053W,31854.336,13780.147
YMR161W,1115.218,597.668
YER011W,3114.375,565.428
