ORF,Ribo_Prints,RNA_Prints
YAL001C,15.17863327,15.05737476
YAL002W,6.896911487,10.041841
YAL003W,2489.274281,5074.543611
YAL005C,166.10564,96.57676349
YAL007C,238.8491387,648.9953632
YAL008W,54.24027377,121.9798658
YAL009W,30.91826902,129.7817715
YAL010C,14.43922126,32.34301148
YAL011W,8.560969057,20.83111348
YAL012W,389.9226068,862.1621622
YAL013W,20.7080307,53.88272583
YAL014C,31.69621549,148.2398957
YAL015C,15.0018925,45.62135113
YAL016W,197.0107318,169.9528055
YAL017W,11.37502544,11.64619165
YAL019W,32.20620965,34.34462445
YAL020C,16.15840491,55.94405594
YAL021C,38.01082924,50.97493036
YAL022C,62.07528915,114.8744366
YAL023C,167.3994691,170.2062308
YAL024C,5.492888234,7.49941955
YAL025C,163.0099314,323.3695652
YAL026C,29.39091758,24.7848537
YAL027W,24.48818211,100.7643312
YAL028W,2.639702406,7.944514502
YAL029C,24.61344135,24.91506229
YAL030W,65.21771376,204.5064378
YAL031C,10.21624924,20.11393514
YAL032C,15.592831,45.21510097
YAL033W,83.72342234,402.303263
YAL034C,4.193401119,26.43029815
YAL034W-A,18.740165,52.24395857
YAL035W,292.9318538,182.7460106
YAL036C,171.4647717,365.915239
YAL037W,4.647164673,40.0996264
YAL038W,7306.687572,9351.131824
YAL039C,22.08524589,77.62669963
YAL040C,13.05656218,68.14006889
YAL041W,29.22138464,40.67862715
YAL042W,176.9998323,358.2197273
YAL043C,23.04770081,40.09333899
YAL044C,230.6370615,1106.640625
YAL044W-A,92.48149495,594.8795181
YAL046C,65.64963264,384.2696629
YAL047C,11.3282409,15.68522484
YAL048C,7.855511598,19.01408451
YAL049C,73.95326022,217.8378378
YAL051W,12.49617528,13.77664652
YAL053W,55.40745177,67.07783922
YAL054C,2.431467876,7.006071929
YAL055W,14.38730439,57.56457565
YAL056W,17.13535077,36.07115821
YAL058W,30.91278598,59.01856764
YAL059W,184.6277732,547.3354232
YAL060W,60.79884181,139.5470383
YAL061W,6.139620777,14.36552275
YAL062W,1.648061575,5.753823744
YAL063C,0.142632691,0.151209677
YAL067C,6.925465484,12.1841662
YAR002C-A,467.297372,1388.770865
YAR002W,72.54583936,86.22606547
YAR003W,37.29868255,92.5
YAR007C,89.61877986,77.15817694
YAR008W,41.02240225,141.2333736
YAR014C,36.88771493,56.00565238
YAR015W,145.3074954,415.4347826
YAR018C,24.92957729,48.89058914
YAR019C,5.186914615,10.12311902
YAR027W,86.51555105,259.1230552
YAR028W,28.90770133,99.00568182
YAR031W,7.699589345,17.1875
YAR033W,8.029917036,23.86363636
YAR035W,0.603410917,2.617547261
YAR042W,10.79210044,17.0779585
YAR071W,0.725780963,1.568068425
YBL001C,416.2250139,2113.375796
YBL002W,1405.837725,4528.101266
YBL003C,1565.242144,7581.407035
YBL004W,46.00298902,28.32509023
YBL005W,10.31396406,13.41296928
YBL006C,97.16643256,560.701107
YBL007C,77.99726081,48.82163899
YBL008W,14.58465906,19.11181602
YBL008W-A,2.358788129,19.66527197
YBL009W,23.8039003,30.24630542
YBL010C,29.41350037,83.72921615
YBL011W,25.52457049,45.10750329
YBL013W,3.755284584,15.18672199
YBL014C,12.98783006,27.75707899
YBL015W,19.33579643,24.49367089
YBL016W,47.22906853,132.139491
YBL017C,57.66191944,29.85861996
YBL018C,111.7976562,589.4957983
YBL019W,13.69093148,28.42509603
YBL020W,53.82139175,89.32714617
YBL021C,31.75416847,193.0875576
YBL022C,47.5917746,35.75418994
YBL023C,31.83413945,30.12279355
YBL024W,174.2679557,168.5004869
YBL025W,31.53667417,227.0022883
YBL026W,146.1541414,502.8915663
YBL027W,1982.924884,3238.824764
YBL028C,423.9646103,2377.1875
YBL029C-A,30.58975764,268.6619718
YBL029W,4.905278232,10.79646018
YBL030C,634.1368965,806.7991632
YBL031W,22.37717588,60.72834646
YBL032W,128.0414415,213.7117904
YBL033C,34.68645665,87.17454195
YBL034C,9.497471887,7.993833957
YBL035C,25.01785483,27.53897024
YBL036C,193.3840563,458.0853816
YBL037W,15.04474612,16.18459539
YBL038W,71.59377533,250.1432665
YBL039C,470.8466456,534.9626222
YBL039W-B,33.96654906,388.2681564
YBL040C,241.5498755,794.3121693
YBL041W,253.423518,623.0344828
YBL042C,128.5539531,210.3178739
YBL043W,1.170251475,4.657179819
YBL045C,138.10756,130.5171158
YBL046W,29.11662451,56.60377358
YBL047C,66.8243653,37.00844391
YBL049W,1.900606263,59.85576923
YBL050W,109.125362,216.498994
YBL051C,61.94198783,69.59122632
YBL052C,16.55687822,26.33266533
YBL054W,46.42238539,82.30818009
