ORF,Ribo_Prints,RNA_Prints
YAL001C,190.5657833,527.8990215
YAL002W,92.52961703,668.5044522
YAL003W,1018.875386,515.5118744
YAL004W,0,0
YAL005C,2161.107033,1146.345831
YAL007C,20.50341333,20.54922104
YAL008W,4.9268951,3.340648205
YAL009W,3.357096546,8.04945166
YAL010C,11.41608874,23.90737339
YAL011W,39.78482213,76.22817238
YAL012W,940.6444765,595.8283249
YAL013W,89.11113732,60.60833288
YAL014C,10.77418643,13.80725762
YAL015C,18.58336193,26.25231487
YAL016C-A,0,0.019745386
YAL016C-B,0,0
YAL016W,605.8214423,502.5149551
YAL017W,443.9786345,1468.804706
YAL018C,0,0.220696999
YAL019W,1024.227845,1899.193169
YAL019W-A,0,0.062861421
YAL020C,17.58075857,26.40858585
YAL021C,827.5719013,1188.454686
YAL022C,73.78751993,104.8765986
YAL023C,1036.801343,1860.092629
YAL024C,195.3125259,1398.60012
YAL025C,108.5823619,94.17494393
YAL026C,468.6802563,2163.248965
YAL026C-A,0.107046806,0.994507047
YAL027W,2.857264009,5.20585308
YAL028W,3.876115901,14.05480203
YAL029C,566.8426273,3516.504449
YAL030W,3.711182711,2.337910096
YAL031C,61.34266514,210.4968196
YAL031W-A,0,0
YAL032C,21.10782493,23.71124319
YAL033W,5.4202296,2.98014025
YAL034C,4.21086831,25.55923854
YAL034C-B,0,0
YAL034W-A,6.373119923,5.909219772
YAL035W,8598.600633,7303.252374
YAL036C,227.5533824,141.2545155
YAL037C-A,0,0
YAL037C-B,0,0
YAL037W,0.098884962,0.276393348
YAL038W,17429.67772,16387.73072
YAL039C,68.26949191,33.51688876
YAL040C,45.83441177,313.7350539
YAL041W,207.0750712,513.3429813
YAL042C-A,0,0
YAL042W,139.4362938,213.9994076
YAL043C,486.4719741,512.5189967
YAL044C,82.86762301,47.31447152
YAL044W-A,1.802814734,1.279821343
YAL045C,0.026060332,0
YAL046C,3.874862635,1.96907952
YAL047C,38.9708737,62.28941362
YAL047W-A,0,0.04380489
YAL048C,34.36903585,111.8013905
YAL049C,27.52098322,22.30459943
YAL051W,251.347637,563.3364869
YAL053W,314.7957981,816.1362779
YAL054C,28.22795649,28.01628176
YAL055W,1.068880968,1.139612994
YAL056C-A,0,0
YAL056W,37.63417959,196.305729
YAL058W,32.64414744,65.15301545
YAL059C-A,0.009702357,0
YAL059W,21.9930666,13.32002642
YAL060W,312.2139329,258.2236026
YAL061W,12.04477127,11.95205703
YAL062W,0.725591659,2.556060204
YAL063C,1622.029136,1960.797265
YAL063C-A,0,0
YAL064C-A,0,0
YAL064W,0,0
YAL064W-B,0,0
YAL065C,2.607168501,4.037280882
YAL066W,0,0
YAL067C,0.870261581,7.843719752
YAL067W-A,0,0
YAL068C,0,0
YAL068W-A,0,0.045951891
YAL069W,0,0.162268683
YAR002C-A,28.55425143,33.59285746
YAR002W,197.232829,210.287358
YAR003W,22.24021495,55.64858439
YAR007C,317.5722176,259.9429007
YAR008W,4.915113173,8.070809704
YAR009C,5.031428287,798.4614765
YAR010C,0.282352714,1.942449502
YAR014C,207.0835429,401.7739506
YAR015W,146.8992957,96.23994602
YAR018C,29.61806666,47.1471349
YAR019C,72.72115481,250.7736395
YAR019W-A,0,0
YAR020C,0,0.012307108
YAR023C,0.406590183,0.998845149
YAR027W,2.163382827,4.099800224
YAR028W,2.631353145,4.0500786
YAR029W,0,0.025181954
YAR030C,0,0.047919895
YAR031W,0.37934971,0.157696534
YAR033W,1.821503552,1.457322948
YAR035C-A,0,0
YAR035W,8.411966257,5.488921209
YAR042W,318.1130139,1420.900579
YAR047C,0,0
YAR050W,539.5694454,1233.642036
YAR053W,0,0
YAR060C,0,0
YAR064W,0,0
YAR066W,0.836461234,1.062689686
YAR068W,0.01308206,1.39630031
YAR069C,0,0
YAR070C,0,0
YAR071W,0.10397918,2.151835807
YAR073W,0,0
YAR075W,0,0
YBL001C,5.746993743,3.412942331
YBL002W,54.8066736,36.63606609
YBL003C,62.9457622,33.11703703
YBL004W,8120.491673,35148.90703
YBL005W,119.8444865,395.1796018
YBL005W-A,0,0
YBL006C,13.88662062,10.54008423
YBL006W-A,0.000743899,0
YBL007C,2939.372209,3613.710711
YBL008W,98.23081958,220.7805493
YBL008W-A,0,0.010619367
YBL009W,133.9180467,221.9161286
YBL010C,7.150385032,7.728479521
YBL011W,127.9700291,513.7082658
YBL012C,0,0
YBL013W,11.86752513,12.90739836
YBL014C,49.40692047,503.8330988
YBL015W,149.3984994,153.1649906
YBL016W,0,0
YBL017C,2211.973093,5925.666411
YBL018C,1.310644078,1.088072901
YBL019W,8.873420993,27.08880519
YBL020W,65.7544735,187.6829153
YBL021C,2.353896354,0.93493256
YBL022C,1925.343358,2847.417701
YBL023C,287.0517476,417.9109826
YBL024W,816.6077811,819.9336001
YBL025W,1.583195122,1.015618141
YBL026W,1.669039304,1.243969675
YBL027W,617.0458056,323.0880334
YBL028C,4.396282477,2.627451104
YBL029C-A,0.749305261,0.600768851
YBL029W,19.68174548,33.41365402
YBL030C,1389.433577,1011.016576
YBL031W,8.864928147,23.95867396
YBL032W,132.624687,119.4398484
YBL033C,43.98068406,34.81037052
YBL034C,617.2606506,1565.013841
YBL035C,226.0106484,216.4457546
YBL036C,37.74591269,31.05476487
YBL037W,296.0481442,597.4306753
YBL038W,20.08223871,18.06523087
YBL039C,969.8901039,981.2036627
YBL039C-A,0.014495071,0.015280531
YBL039W-B,0.028946954,0.014651319
YBL040C,11.89903174,17.93892162
YBL041W,75.93005622,45.09107724
YBL042C,89.26584371,145.7706297
YBL043W,1.141773688,2.607632571
YBL044W,0.006343968,0.028300614
YBL045C,991.1465967,853.0299036
YBL046W,28.28395115,54.56111061
YBL047C,4222.686232,5560.939504
YBL048W,0.004968044,0.070332577
YBL049W,0.042219514,0.032191664
YBL050W,38.60450887,24.24658615
YBL051C,334.3375246,519.8343356
