ORF,Ribo_Prints
YDR333C,2797.996095
YKL018C-A,336.999999
YPL027W,3
YIR012W,8000.999993
YLR363C,906.999996
YDR179C,262.999999
YLR431C,139.999999
YKR046C,1102.999994
YJR005W,2556.999983
YJL116C,574.6693323
YER030W,1252.999987
YHR041C,1003.999998
YJR072C,6835.999991
YDR047W,2759.999999
YKR039W,612.999988
YGL003C,784.99999
YPL009C,7046.744491
YDR268W,876
YGL192W,0
YDL117W,1951.999984
YMR131C,11963.95979
YMR293C,392.999984
YJL214W,62.62811642
YIL105C,2178.381261
YML126C,46793.99815
YLR189C,1211.999845
YIL150C,703.999991
YGL250W,186
YBR212W,2671.45403
YJR109C,13558.19055
YLR254C,168
YGR085C,50406.4442
YPL105C,3227.996227
YGR145W,6435.999413
YGR110W,57
YGL154C,122.999998
YOR010C,415.424214
YMR322C,4.788623
YKL099C,2795.999985
YDR315C,120.999998
YLR394W,32
YNL104C,20719.52676
YNL151C,1635.999987
YNR066C,184.9847553
YLR220W,1356.999963
YIL045W,325
YMR232W,15.999991
YNL083W,310
YGR038C-A,65127.9052
YGR038C-B,28762.10609
YER168C,3284.999991
YPL265W,11964.99999
YOR227W,765.999956
YOR081C,2136.180288
YEL026W,22534.99998
YGR050C,30
YDR021W,1146.995182
YGL063W,137
YPL212C,6393.999954
YOL157C,55.21573723
YPR095C,1059.999976
YOR310C,35961.90134
YDR188W,17804.99999
YAL027W,300.999998
YGL236C,787.999996
YHR133C,4708.999997
YDR017C,2636.999466
YIL090W,1980.999938
YBR183W,154.999981
YOL048C,218.999954
YML039W,21896.23839
YCR007C,26.99977507
YDR540C,57
YEL004W,690.999994
YPR057W,432.999993
YLL032C,1815.999855
YDR116C,1063.999985
YPL119C-A,0
YLR030W,16
YDR122W,2839.994996
YOL062C,1373.999992
YNL234W,261.999972
YLR467W,1885.678269
YJL194W,1471.999998
YOL015W,8.999995
YDL070W,4394.984075
YOR241W,2981.99997
YLR056W,31236.99993
YKL110C,2241.999999
YML100W-A,0
YBR280C,614
YLR204W,466.999981
YML097C,1456.999956
YKR007W,766.998438
YHR193C,48437.99949
YBL099W,25249.9997
YJR035W,727.99997
YOR126C,902.999998
YMR023C,139
YOR119C,2039.999875
YNL187W,61.999999
YMR101C,48.999997
YCL045C,14183.99996
YCR061W,3227.999959
YPR115W,709.999964
YHR088W,3644.999987
YBR017C,10286.68786
YPR162C,1271.999984
YGR166W,823.959357
YDL161W,2258.233063
YKL050C,3
YJR055W,398.999999
YGL099W,10174.99998
YFL030W,47.999995
YIL119C,1017.204775
YPL193W,532.999986
YNL005C,1729.999994
YJL144W,63
YBR012W-B,21378.56046
YBR012W-A,37115.63144
YJR139C,40342.98637
YBR133C,2258.999992
YBR162C,45207.99998
YOR130C,443.99996
YJL079C,5975.716707
YGL019W,3040.999989
YGR201C,71.999999
YNL172W,1342.851459
YNL058C,2077.142696
YPL160W,80568.99985
YNL023C,1549.99999
YDR214W,8153.999904
YIL126W,8818.976913
YLR295C,1630
YER175W-A,0
YHR168W,330.999916
YOR064C,188.999998
YNL318C,0
YOL081W,4999.99986
YOL036W,1015.999991
YGL148W,21915.9997
YOR031W,2
YBR282W,750
YDR194C,5857.999399
YOL114C,189
YMR244C-A,314.999997
YNR030W,5380.999992
YAL037C-A,0
YML007C-A,22
YPL051W,439.936601
YFR045W,651.999972
YIL002C,1000.999912
YGR159C,35400.09033
YGL089C,1
YFR032C,35
YNL118C,5612.999974
YGL228W,6299.99996
YJR117W,12512.99996
YBR196C-A,0
YBR196C-B,0
YLR357W,3534.99984
YER127W,2896.999992
YBL015W,1890.999996
YLR017W,5984.999992
YHR110W,976.999974
YBR041W,4682.999989
YNL212W,3501.999974
YCR044C,1928.999997
YDL039C,0
YOR264W,2415.999992
YNL042W-B,0.132382682
YBL029C-A,290
YGR184C,7946.999922
YNL275W,618.999992
YAR015W,12275.99999
YOR384W,215.99999
YLL051C,1611.99056
YDR395W,16910.99951
YLR079W,1251.999993
YLR408C,158.999999
YMR093W,6290.999969
YBR221W-A,0
YDR079W,369
YMR268C,503.99997
YML070W,9152.998145
YHR175W-A,0
YPR072W,4863.999973
YMR108W,40780.99984
YCR091W,168.9826004
YER062C,2231.002699
YDR244W,1580.999995
YER189W,59.66882413
YDL137W,12109.31281
YGR271W,4810.999974
YDR233C,32571.99983
YGR071C,1078.999985
YCR106W,374.999999
YER109C,282.4308301
YDR489W,647.999975
YPL282C,155.4621343
YPR049C,1075.999965
YDL057W,355
YGR257C,441.999994
YPL235W,8651.99999
YLR155C,15.689313
YBL087C,47061.71242
YJL132W,453.999991
YGL190C,3321.999977
YBR110W,2171.999981
YDR144C,6060.995546
YFL046W,676.999989
YOR103C,2329.989718
YKL137W,610.999996
YDR447C,40109.55694
YAL061W,471.999995
YPR145W,43897.82959
YJL063C,1565.999998
YDL160C-A,221.999997
YPL021W,0
YIR010W,967.1309023
YDR331W,2912.999932
YJL114W,4.989373
YKR044W,804.999984
YLR433C,2649.985263
YMR068W,184
YLR157C-A,26627.93347
YLR157C-C,0
YLR157C-B,34024.95262
YFL068W,0
YER032W,1444.999986
YJR070C,18290.99994
YGL005C,640
YHR043C,1046.137839
YDL111C,2167.999991
YMR133W,6
YPL007C,1082.999988
YKL159C,316.999992
YDR059C,676.9892979
YLR138W,3419.99989
YBR101C,3830.846225
YLR396C,1511.999989
YBR245C,6894.999346
YJL216C,0
YLL029W,4025.999977
YBR210W,448.999992
YPL103C,886.999999
YIL103W,2377.999979
YIL152W,175.1157648
YDR341C,35982.9984
YJR096W,716.999991
YGR143W,1784.685892
YGR112W,521
YLR256W,9583.355901
YHR174W,1807195.056
YOR012W,118
YHR062C,1545.999998
YDL213C,2540.999951
YDR317W,187.999987
YDR478W,249.999984
YOL164W-A,0
YNL106C,1513.999904
YOR378W,226.999997
YFR015C,319.999835
YMR230W,26268.88731
YIL092W,320.999993
YAR009C,5289.546028
YLR321C,2906.999095
YGR052W,219
YJR161C,717.2615716
YOR278W,713.999995
YNL085W,18838.99994
YGL061C,921.99897
YPL210C,7962.999524
YOR087W,2813.999986
YGL234W,48652.99958
YOR347C,738.999983
YPR093C,227.999994
YAL029C,4466.951835
YOL155C,5091.578366
YDR421W,793.999948
YGL171W,4786.286858
YDR294C,5737.999987
YHR135C,4704.525166
YBR181C,65778.0778
YOR078W,1629.999822
YOR243C,6809.999998
YMR165C,1335.999997
YCR005C,3062.998036
YGR296W,1737.853046
YPR055W,3035.999579
YHR037W,4485.999977
YLR032W,1869.999974
YDR114C,0
YLR089C,5947.998955
YBL027W,76269.10492
YOL060C,3258.999975
YIR018C-A,0
YBL033C,1603.999959
YNL232W,1850.999996
YDL076C,1033.999987
YDR120C,7601.998963
YJL192C,4293
YLR054C,21.999969
YLR009W,5862.999888
YDR063W,953.999999
YGR238C,377.999974
YER044C,1585.999953
YLR105C,440.999985
YML091C,2087.999232
YHR191C,271.999986
YDL098C,257.999979
YKR005C,19
YMR143W,46369.3888
YCR063W,359
YNL189W,16394.98656
YCL047C,693.999997
YGL122C,6845.007513
YDL018C,1515.999997
YOR120W,227.9344401
YPR160W,1042.999943
YBL060W,575.999991
YBR019C,1
YKL056C,98174.99866
YKL065W-A,7.999999
YPL068C,796.999999
YJR057W,657.999998
YKL178C,58
YLR377C,2
YCL044C,2119.999978
YAL059W,1498.999991
YNL007C,17196.99296
YPL148C,23
YJR137C,3257.999984
YMR021C,813.995616
YMR074C,2081.000034
YDR378C,818
YJR039W,417.99995
YNL323W,4127.999976
YFL009W,2768.292084
YLR297W,88
YDR216W,2388.999987
YIL120W,49.999926
YNL021W,2734.999886
YGR095C,1398.999999
YCL027W,665.999873
YHR029C,1671.99999
YIR021W-A,0
YAL033W,1031.999999
YBR284W,119.999996
YNR036C,1639.999993
YNR049C,697.999996
YDR192C,1046
YOL112W,246.999997
YML109W,1362.99987
YOL083W,126.999986
YNL251C,5750.999994
YBL004W,18419.97702
YBR164C,3609.999998
YHR074W,8141.999953
YDR464W,2327.999968
YFR030W,2745.99998
YBR131W,772.999983
YKL078W,1957.999768
YIL055C,255.999935
YPL053C,4265.000006
YLR351C,3675.999995
YNR014W,158.586073
YIL030C,11458.99875
YER125W,10635.9905
YER152C,1592.994384
YLR015W,856.963207
YHR116W,378
YPL259C,2049.999989
YGR093W,1296.99995
YDL037C,5.999915932
YHL043W,0
YPR070W,1203.999981
YOR386W,425
YDR397C,1200.999994
YPR198W,2133.999979
YHL038C,1047.999995
YLL053C,0
YDR425W,868.999995
YML076C,911
YKR060W,1677.999916
YER069W,1590.999964
YMR091C,3155.999982
YER012W,5164.999996
YHR098C,9472.99998
YDL135C,3346.999996
YCR093W,17452.28653
YGR273C,7
YPR108W-A,4.243882
YBR069C,13511.8391
YMR251W,0
YCR104W,278.933425
YDR040C,3490.099109
YGR255C,1328.999994
YDL051W,8385.994911
YBL102W,1593
YPL237W,12679.99997
YLR120C,3926.999982
YCL001W-B,0
YCL001W-A,0
YNL068C,1660.999997
YJR080C,1305.999479
YDR146C,2370.999977
YBR112C,10592.28402
YBL081W,1447.085115
YFL040W,0
YNL326C,513.995178
YDR337W,1150.99999
YJL061W,3419.999969
YPR147C,1566.999996
YDR441C,653.999998
YPL094C,4290.999986
YOR101W,3476.999998
YDR231C,687.999947
YJL112W,911.999995
YFL066C,138.0816218
YNL193W,1310.99991
YML058W,9289
YBR188C,485.999998
YER034W,836.999965
YJR076C,3882.999929
YKL157W,15534.24654
YBR003W,1493.99999
YPR129W,4651.999996
YDL113C,885.999869
YMR135C,621.0872884
YPL005W,216.999992
YBR247C,5758.179199
YLR185W,49272.38742
YJL210W,490
YLR398C,7733.999937
YIL154C,1589.999991
YIL101C,290
YKL004W,5309.999984
YOR208W,304.9999995
YPL154C,21502.99997
YPL101W,1863.999963
YLR258W,864.9999834
YJR098C,521.999998
YHR176W,152
YDL211C,299.999999
YDL244W,29.472335
YDR319C,503.999974
YKL095W,425
YIL094C,7486.999905
YLR451W,1412.999934
YFR017C,47
YLR342W-A,0
YIL076W,6863.999996
YNR077C,0
YOL044W,722.999999
YLR323C,299.999991
YOR085W,7663.999601
YGL067W,2029.999994
YNL087W,10840.99985
YLR318W,172
YOR341W,45046.99884
YNL024C-A,779
YDR296W,1868.999996
YGL232W,2801.999981
YPR091C,4575.999974
YGR141W,1421.999996
YJR158W,0
YHR137W,4160.999979
YBR187W,4895.999986
YMR198W,535.999981
YCR003W,1253.997989
YMR316C-A,0
YMR163C,774.999994
YGR294W,110.3393324
YLL067C,675.1878126
YHR086W-A,0
YBR020W,6.999994
YLR418C,2778.999969
YER059W,879.999988
YPL153C,996.999902
YBL025W,397.999995
YOL066C,1676.999993
YDR126W,258
YPL216W,384.9999639
YOR223W,546
YEL022W,8017.999939
YIL053W,102845.6578
YDL074C,3098.99997
YJL190C,87652.58698
YMR218C,1979.99966
YNL265C,1333.998132
YNL230C,142
YLL049W,181.999933
YHR211W,18.04951803
YPR166C,1091
YJL042W,3505.999905
YNL301C,27380.87973
YMR058W,61885.99878
YDR061W,1282.999901
YJR112W-A,72
YOR290C,5013.007391
YKL114C,1975.999996
YML024W,54343.43406
YML093W,5537.999737
YHR197W,5531.999989
YDR276C,5088.999983
YLR200W,1290.999995
YKR003W,2097.999993
YLR107W,838.999991
YMR321C,630.3914084
YER175C,401.999979
YKL135C,3578.999591
YDL183C,155
YPL278C,12.61605852
YMR118C,0
YCL049C,761.999996
YBL066C,742.99999
YGL107C,2345.999576
YGR271C-A,1905.936941
YDR169C,1029.99994
YLR410W-B,3213.123262
YLR410W-A,1941.683114
YMR272C,5559.99998
YPR108W,9328.999988
YKL054C,28742.9792
YGR162W,36347.99945
YDL165W,1836.999995
YDR032C,8040.999981
YKL023W,364.999995
YJR051W,2545.999873
YNL009W,70.999999
YGR077C,852.999997
YJR135C,156.999999
YGL213C,3395.997234
YMR076C,3833.991815
YGR205W,1359.999988
YDL095W,31743.99998
YNL027W,1825.992225
YLR291C,5135.99998
YDR210W,1891.996257
YIL122W,289.999998
YDL230W,564.999983
YJR113C,1390.999998
YGR024C,762
YIR026C,3475.99999
YIL156W-B,824
YGR097W,2089.99997
YIL068C,1812.999992
YCL025C,1295.254126
YNR034W,793.9379037
YNL282W,635
YBR286W,53605.99968
YGL144C,512.956383
YDR190C,10390.99978
YAL031C,1095.999999
YBL006C,955
YGR108W,1002.999658
YBR264C,527.999989
YBR231C,802.999952
YLR162W-A,0
YBR166C,2923.999994
YDR462W,1184.999999
YJL148W,4904.99981
YIL057C,5.999738
YPL055C,1217.999894
YLR353W,493.999972
YIL148W,70667.5297
YNR016C,108002.9978
YFR036W,405.9078847
YHR114W,2664.999987
YGR028W,884.999983
YER150W,334.9555974
YNL279W,94
YDR400W,1589.999936
YLR156C-A,0
YOL027C,6046.999337
YPL257W,134
YPL120W,681.99997
YOL145C,7177.974687
YJL099W,1165.999988
YDR034W-B,19
YOL110W,210.999994
YDR005C,747.999985
YMR311C,1747.999986
YBL039C,24686.05509
YGR188C,340.999999
YOR362C,7931.999995
YLR126C,1016.999979
YDL053C,1507.999996
YML074C,20005.88882
YKR062W,1512.999978
YNL286W,345.99998
YER010C,780.999983
YML003W,103.999992
YMR097C,522.999956
YDL133W,652
YDR158W,37453.99707
YHR096C,357.3192239
YBR008C,8
YDL035C,1792.705578
YMR253C,737
YCR102C,15.99892072
YJL127C-B,99
YOR257W,804.999999
YGR002C,1070.999987
YDR042C,45
YGR075C,296
YGR253C,7163.999957
YDR510W,7338.999996
YPR045C,1907.999986
YPR010C,34847.30013
YPL231W,158852.9957
YLR148W,2582.998662
YMR137C,300.999997
YDL082W,67801.90812
YKL155C,954.999964
YBR162W-A,1606
YFL042C,1006.999996
YDR148C,5546.998422
YPL096W,953.999981
YDR335W,5426.999937
YPR141C,979.99574
YMR039C,2159.999838
YDR342C,5619.488914
YPL078C,4646.999982
YCR095C,901.999951
YLL011W,4504.999795
YCR077C,8881.999988
YLR437C,1015.766376
YFL064C,267.3393234
YNL191W,1222.999995
YDR237W,1502.999964
YJL110C,1021.999987
YKR048C,11309.99997
YBR001C,1578.997809
YPL003W,360.999994
YKL108W,603.999999
YJR094C,440.999987
YJR074W,777.999583
YPR127W,774.999996
YDL148C,7509.999894
YAL012W,64510.99951
YMR288W,2038.999835
YIL156W,1622.092289
YBR241C,783.999943
YJL212C,7725.995359
YPL156C,861.999791
YNL312W,3245.999998
YLR187W,2591.999958
YDR099W,22397.41365
YKL133C,167.999913
YKL188C,33.999994
YHR170W,9030.984432
YDR259C,46.999999
YKL068W,4112.999981
YGR098C,1789.999707
YKL093W,45
YMR002W,5890.999992
YLR261C,61.432894
YDL246C,14.5
YER081W,1163.739636
YPL178W,2884.999999
YPR202W,284.4726863
YIL096C,1152.999991
YFR011C,1338.999995
YIL074C,5625.20859
YHL008C,822.999996
YLR325C,54515.99987
YNL249C,397
YGR056W,2361.000103
YGL065C,3240.999995
YOR052C,2139.99999
YGR116W,20529.94309
YGL230C,10
YOL159C,402
YBR185C,876
YBR129C,1387.999977
YDR019C,1957.999989
YBR150C,930.6339368
YER119C,1552.999995
YMR196W,1102.999976
YMR161W,2041.999998
YDR499W,586.999884
YKL068W-A,434.999986
YJL133C-A,445.998059
YCR054C,1703.999973
YDL215C,2483.999966
YLL061W,2338.992781
YDR110W,1125.999981
YDR419W,620.999994
YOR221C,1973.999992
YPL214C,438.999998
YBL108C-A,268.2369453
YOL064C,2669.999995
YBL023C,3407.895456
YOR274W,1127.999971
YHR213W,0
YOR329C,1487.257219
YLR005W,1154.999945
YDR124W,11
YNL267W,3122.99999
YLR461W,81.14636977
YLR050C,1172.999998
YNL307C,5946.999913
YDR067C,379.999986
YMR056C,44
YJL044C,1398.999973
YPR164W,2316.999943
YEL060C,8032.999971
YHR195W,470.99998
YML026C,59949.14928
YPR066W,259
YDR229W,1482.999991
YDL181W,208
YBR022W,578.999996
YER177W,58726.43839
YML048W,11750.99999
YBL064C,1750.999985
YHR006W,1337.999996
YKL221W,12.999998
YGL126W,1831.999998
YLR167W,115853.9772
YMR270C,354.999871
YLR293C,56687.01661
YLR228C,919.760796
YJR053W,561.999843
YJL171C,7209.999998
YDR374C,2
YKL021C,4472.999996
YDL167C,3752.900819
YLR388W,20005.92386
YLR373C,2515.99998
YKR001C,20637.99896
YKR054C,2934.964885
YIR034C,2771.999992
YGL013C,2532.702447
YJR068W,2570.999995
YGR207C,3192.999999
YDR212W,19723.99995
YDR321W,15318
YLR456W,189.999335
YNL052W,2096.999998
YDR514C,1077.999986
YNL025C,342.999998
YGR121W-A,0
YGR091W,773
YDL232W,689.999999
YPL119C,243.9929927
YLR242C,385.999949
YJR148W,17400.99948
YJR082C,291
YOL087C,1693.999916
YNL134C,3206.999991
YAL037W,28
YGL146C,61.999993
YCR051W,2581.99997
YBR262C,630
YPL199C,2568.999992
YFL036W,3444.985701
YDL209C,768.999995
YIL051C,30596
YPL057C,1441.999913
YNR010W,436.999996
YDR365C,3762.999926
YLR308W,0
YNL169C,1979.999981
YFR034C,2383.999596
YHR070W,3978
YDR460W,777.999958
YNL112W,27931.28184
YHL047C,4145.993671
YOR360C,2934.968995
YOR335C,63865.99545
YGL251C,94
YER156C,9196.999999
YPL255W,311.999997
YOR095C,4010.99994
YEL038W,2164.999997
YCL014W,3585.964924
YOL025W,861.999992
YPL208W,1915.999535
YOL147C,1624.999997
YNL280C,5061.999974
YDR007W,735.999978
YIL160C,33.999999
YPR089W,2891.99997
YBR233W,1341.999935
YPL122C,1197.999997
YDL086W,3334
YMR313C,1586.999981
YGL179C,267.999999
YGR120C,750.999996
YML001W,4592.999752
YLL028W,3036.999976
YER016W,1551.999992
YDR438W,7
YNL211C,66
YML058W-A,751.999999
YLR026C,1866.999999
YJR065C,10175.99978
YHR094C,12355.17587
YMR095C,0
YER138C,39303.90698
YDL033C,423.999999
YMR255W,748.999978
YHR209W,149.999999
YGL247W,265
YCR100C,3.674574687
YDR516C,2480.998323
YPL233W,514
YOR255W,0
YHR024C,2460.999998
YGR251W,454.999999
YPR047W,454.999953
YDR246W-A,13
YDR044W,5193.999969
YEL016C,419.999999
YOL128C,373.975696
YPL215W,1470.999987
YMR139W,1079.999992
YDL080C,436.9962224
YOR172W,414
YOR105W,25.61856
YDR541C,216.999974
YPR143W,2399.999961
YNL322C,8396.999442
YPL090C,85011.91974
YPR078C,5
YCR075C,599.999998
YFL062W,918.7850077
YNL197C,3830.872678
YLR439W,1414.999997
YCR020C,16
YDR450W,71814.84503
YCL051W,581.999989
YCR097W,899.995697
YDR235W,1116.99999
YGL194C-A,156.999992
YER038C,296.999985
YPR125W,3229.999955
YHR049W,8871.999895
YBR007C,880.999974
YPL001W,1671.99992
YJL038C,12
YOR158W,1310.99999
YPR178W,593.999995
YNL159C,702.999995
YAL014C,402
YCR020W-B,310.99999
YBR243C,2984.999951
YLR181C,1161.999638
YBL056W,5318.999995
YNL075W,3220.999994
YPL150W,1063.999996
YJL012C,11084.99983
YJL065C,549.999999
YKR020W,448.999979
YMR053C,125.999988
YMR004W,1992.999982
YER083C,3835.999998
YPL176C,2903.999201
YHR172W,1274.999857
YLR263W,1.999999
YDL240W,1235.999971
YFR013W,2610.999926
YHR013C,5144.999991
YOL040C,100193.9995
YGR072W,824.999937
YCL035C,2979.999998
YIL023C,1583.999278
YNR073C,49.13676949
YPR200C,18
YIL072W,21
YLR327C,251
YBR229C,6187.999948
YMR100W,1153.999995
YML133C,975.3255282
YFL002W-B,2237.384685
YNL247W,21876.99997
YOR054C,717.2687441
YGL007C-A,0
YFR028C,3253.999992
YBR152W,283.999996
YDR292C,3899.999971
YOR161C-C,0
YHR126C,31.63979002
YMR194W,25153.33707
YMR167W,890.999983
YOR249C,671.999841
YER117W,60246.28997
YOR301W,2029.999994
YKL218C,310.999995
YBR039W,6917.999999
YDR391C,392.984951
YLL063C,269
YOR276W,11017.99998
YMR309C,31630.99957
YOR089C,2691.999999
YGR258C,772.999621
YNL146C-A,0
YMR180C,182
YGL163C,1005.930385
YOL131W,0
YOR011W-A,0
YDL056W,1329.000418
YBL021C,609.999988
YHR215W,1701.005449
YLL045C,146577.8137
YOR209C,9359.997988
YLR007W,431
YNL261W,1097.999966
YMR054W,4196.999373
YDR065W,236.999968
YNL305C,1558
YJL046W,530.999985
YKR078W,532.999988
YOR191W,1889.989763
YOL166W-A,0
YDR272W,2905.06411
YGR289C,28
YML020W,450.999983
YLR103C,940.999611
YOR294W,3662.999986
YEL062W,581.999995
YPR031W,721.999999
YLR038C,1532
YNL096C,50024.95755
YDR038C,4226.975036
YBR024W,544.999947
YER171W,1877.999955
YDL047W,2938.999996
YML046W,1632.999979
YGL124C,636.999999
YMR276W,16853.9994
YMR149W,7267.999991
YLR165C,68.999999
YCR069W,2979.999998
YGR146C-A,0
YKL027W,2665.999229
YJL173C,1427.999998
YDR152W,2610.999991
YKL127W,9909.99405
YDR309C,4828.999979
YLR386W,2424.999959
YLR371W,1878.019512
YDL169C,41.999996
YLR092W,236.999996
YLR423C,261.999761
YMR072W,8925
YJR033C,2281.999584
YKR056W,4405.99998
YGL011C,6752.999992
YIR036C,1562.999993
YMR123W,3592.999993
YGR209C,12996.07702
YNL050C,939.999987
YLR240W,1453.999977
YOR039W,2662.999974
YDL234C,1502.999995
YGL080W,1464.999999
YNL136W,587.999995
YKL049C,638.999999
YBL002W,24235.30553
YNR038W,4395.990613
YGL140C,4124.999954
YCL029C,903
YFL038C,13639.00328
YJR131W,2661.999992
YNR012W,1798.999986
YNL110C,4387
YAL068C,161.5160119
YDR367W,1512.999985
YHR072W,3532.999979
YPL059W,1822.999998
YGL253W,149979.7914
YHL032C,202.999988
YAR002C-A,8262.999981
YDR444W,553.999997
YOR337W,942.999937
YMR010W,1851.999982
YOR097C,276
YHR118C,920.999983
YGL075C,283
YOL023W,462.999997
YPL253C,792.999952
YOR259C,8407.894712
YER154W,2707.999871
YEL036C,5919.859031
YBR260C,2364.99996
YPL124W,336.999998
YAL042W,10046
YAL035W,34475.09522
YBR235W,2094.99999
YDR001C,3286.995758
YIL162W,3064.999981
YOL141W,1338.999963
YBR195C,1317.999997
YIL039W,5943.999979
YGR122W,679.999999
YPL092W,2648.999989
YGR161C-C,17588.56147
YGR161C-D,22343.48378
YMR315W,5141.999985
YGR213C,58.999999
YDR384C,7884
YML007W,2902.99999
YER063W,2592.999915
YDR481C,4118.999996
YER014W,1509.999993
YPR041W,21801.99725
YNL213C,152.999998
YKL006C-A,373.999998
YDL159W-A,0
YBR058C,4027.999947
YLR024C,1977.999987
YLR071C,3609.999961
YHR092C,1313.367699
YDL199C,263.999997
YHL007C,4946.99867
YBR297W,284.206957
YDL064W,2101.973793
YDL031W,7669.999977
YMR257C,236
YDR046C,6140.125868
YOR253W,3236.999999
YOR202W,1880.986685
YGL245W,70146.99908
YGR006W,329.999988
YGR079W,2892.999984
YDL119C,516.99999
YKL151C,737.999997
YGL198W,1715.99705
YKL104C,15698.9994
YBL091C-A,249.999984
YLR361C-A,344.222835
YIL019W,1156.999983
YML069W,6769.997355
YKR019C,425
YGR279C,82170.54906
YCR073C,388.7440583
YLL015W,5175.998554
YNL195C,60.999999
YFL060C,31.6394133
YDR173C,391.5410085
YBR208C,2047.999934
YCL057W,9537.999957
YBR072W,1227.999999
YBR005W,418.999991
YDL173W,1753.363704
YJR047C,5497.944746
YMR006C,7372.198771
YAL016W,8845.99993
YHR011W,350.998359
YPL152W,974
YLR183C,2383.997157
YNL077W,696.999988
YBR109C,9129.999989
YBR172C,3718.999969
YDR346C,11876.99998
YJL010C,5548.999951
YOL077W-A,926
YPL029W,822.999984
YBR236C,1626.999997
YNL019C,20.5
YIL070C,3286.999998
YER085C,5.999998
YJL225C,986.9785101
YKL064W,1462.999991
YLR265C,456.999996
YKR022C,229.999997
YLR287C,2768.999978
YPL174C,157
YOR070C,1213.999957
YDR403W,48.999972
YOL093W,1644.999985
YOL042W,837.999954
YBR189W,124357.3333
YCL037C,24874.99996
YNR071C,5
YML131W,829
YNL245C,392.999995
YNR024W,371.99999
YOL108C,147
YLR329W,25
YPL043W,6039.995882
YKL002W,672
YDR328C,4665.999995
YIR009W,266
YBR154C,7504.999923
YLR001C,1653.999996
YAR035C-A,0
YKR101W,406.999849
YMR230W-A,0
YER115C,105
YHR124W,18
YER148W,3899.999833
YCR050C,0
YGL033W,9.999997
YOR303W,2259.999996
YIL087C,323
YMR192W,1624.999992
YMR229C,37904.98696
YLL038C,627.999998
YOR056C,4351.999938
YOR270C,36062.99207
YDR106W,55
YOL068C,1066.999991
YMR182C,45
YBR201W,405
YLL043W,3101.113786
YDR415C,2063.999981
YGL161C,2292
YOL133W,960.995491
YNL263C,4261.999993
YDR128W,1564.998372
YOR193W,169.999996
YER028C,232.999996
YMR052W,248
YMR203W,20491.99999
YKR076W,309.999983
YDR225W,25434.71547
YDR270W,2157.99998
YOR181W,2901.901165
YGR230W,247
YPR062W,3851.999977
YDR528W,655
YER173W,338.999989
YBR026C,3437.999967
YDL185W,125959.9979
YBR091C,626
YNL094W,526.999837
YGL056C,3606.999986
YPL227C,2313.999986
YDL010W,1308.999998
YML019W,2143.999988
YDL045C,873.999999
YLR163C,2814.999946
YLR178C,409.999999
YBL079W,8496.999926
YNL056W,648
YFL001W,1525.999967
YDR150W,14776.76827
YKL125W,2509.999713
YKL170W,636.999966
YPR157W,171
YPR137C-B,25362.44888
YPR137C-A,30924.81506
YLR384C,15233.998
YPL060W,306.999652
YML099C,721.999997
YLR421C,2697
YLR090W,1235.999998
