ORF,WT_Ribo,ncs2_Ribo,uba4_Ribo,ncs2_RNA,uba4_RNA,WT_RNA
YLR085C,108,80,145,722,530,609
YLR086W,178,152,218,2584,1740,1941
YLR087C,144,152,235,5479,3624,3800
YLR088W,155,131,216,1653,1202,1231
YLR089C,507,569,724,3816,2643,2974
YLR090W,322,362,437,2579,1599,1815
YLR091W,17,18,28,370,306,325
YLR092W,1008,963,1217,8929,5695,6528
YLR093C,84,95,138,855,695,659
YLR094C,36,36,47,564,471,559
YLR095C,206,117,240,1620,1190,1479
YLR096W,158,139,163,1758,1265,1520
YLR097C,28,37,55,680,468,480
YLR098C,43,14,33,706,460,548
YLR099C,139,85,104,1062,694,943
YLR099W-A,31,31,48,909,648,781
YLR100W,307,311,484,3193,2517,2681
YLR102C,77,57,105,445,377,329
YLR103C,108,100,134,1302,875,806
YLR104W,41,33,30,266,194,207
YLR105C,46,41,44,651,356,536
YLR106C,1247,1189,1642,24789,16212,18226
YLR107W,84,89,141,1017,635,696
YLR108C,48,58,85,1008,664,590
YLR109W,2961,2008,2997,12629,8231,10264
YLR110C,21590,15013,21013,137953,98816,113995
YLR113W,564,575,734,3199,2142,2484
YLR114C,207,207,230,2994,2075,2501
YLR115W,157,141,212,2338,1584,1702
YLR116W,72,79,94,1132,729,802
YLR117C,113,124,156,1590,1110,1166
YLR118C,100,77,103,803,579,687
YLR119W,19,35,22,198,140,177
YLR120C,464,358,529,2987,2166,2592
YLR121C,100,90,102,600,450,703
YLR125W,0,0,0,193,152,189
YLR126C,68,51,110,683,494,521
YLR127C,44,46,62,704,435,517
YLR128W,30,39,35,440,239,262
YLR129W,510,483,629,6036,3713,4577
YLR130C,62,57,70,1431,917,1344
YLR131C,66,73,108,1407,902,1093
YLR132C,18,31,28,619,382,413
YLR133W,283,345,470,3096,2026,2299
YLR134W,2047,1499,2118,29235,20475,18708
YLR135W,29,25,28,503,381,343
YLR136C,0,5,9,62,57,20
YLR137W,31,40,69,524,375,358
YLR138W,228,182,242,3584,2548,2838
YLR139C,179,183,231,1191,793,885
YLR141W,54,80,82,719,595,456
YLR142W,230,277,354,1883,1247,1386
YLR143W,1551,1447,1707,517738,329943,323653
YLR144C,118,94,154,1081,677,720
YLR145W,71,38,73,422,268,343
YLR146C,105,107,118,699,484,503
YLR146W-A,81,83,108,541,407,491
YLR147C,51,50,71,446,283,331
YLR148W,160,136,194,1453,1034,1193
YLR149C,61,63,111,744,526,503
YLR150W,7547,5897,7183,50762,32390,41529
YLR151C,60,64,81,418,321,304
YLR152C,54,79,76,866,697,687
YLR153C,5258,4843,5811,27111,17296,19905
YLR154C,50,34,62,388,239,272
YLR154C-G,2,0,0,64,59,85
YLR154C-H,19,15,17,11184,6292,4557
YLR154W-C,0,0,0,7,12,4
YLR155C,15,2,11,7042,5050,7042
YLR156C-A,0,1,0,69,77,48
YLR156W,0,0,0,207,211,177
YLR157C,15,2,11,7041,5053,7044
YLR157C-C,1,0,2,1491,1162,2963
YLR157W-D,1,2,0,900,731,665
YLR157W-E,0,3,0,188,161,153
YLR158C,15,2,11,7041,5056,7049
YLR159C-A,0,1,0,68,79,48
YLR159W,0,0,0,227,239,185
YLR160C,15,2,11,7041,5058,7043
YLR161W,1,1,0,197,197,152
YLR162W,1,17,6,2,4,5
YLR162W-A,0,0,0,27,9,26
YLR163C,779,517,636,3442,2336,3144
YLR164W,0,1,2,81,57,103
YLR165C,6,10,6,174,99,138
YLR166C,111,111,131,1434,965,1049
YLR167W,4899,4820,6835,85872,58112,67873
YLR168C,575,438,666,4419,3420,3847
YLR170C,96,60,85,1230,872,907
YLR172C,494,389,564,3845,2460,2862
YLR173W,125,93,103,1041,643,968
YLR174W,67,50,90,696,649,839
YLR175W,1586,1349,1631,11826,7464,9960
YLR176C,48,42,51,468,322,390
YLR177W,22,19,40,1251,962,1030
YLR178C,46,41,86,636,499,574
YLR179C,1475,1120,1666,10227,6898,8922
YLR180W,10378,10019,13549,53677,35526,35315
YLR181C,112,68,134,923,598,819
YLR182W,133,133,206,1450,1058,1184
YLR183C,119,117,178,1212,771,947
YLR185W,7235,7076,7550,13807,8606,9692
YLR186W,280,304,422,2193,1429,1424
YLR187W,161,169,271,2029,1434,1370
YLR188W,156,160,232,3071,2148,2228
YLR189C,101,84,122,1882,1408,1439
YLR190W,213,129,202,2512,1946,2346
YLR191W,103,100,135,778,606,622
YLR192C,677,483,776,5157,3679,3974
YLR193C,115,97,142,842,628,721
YLR194C,320,187,200,1365,849,1273
YLR195C,274,294,485,2319,1595,1446
YLR196W,439,415,534,3411,2372,2611
YLR197W,1160,1147,1388,9594,6087,7943
YLR199C,229,248,340,2083,1576,1382
YLR200W,81,80,90,593,275,362
YLR201C,116,132,172,888,614,643
YLR203C,813,635,858,4048,2978,3678
YLR204W,223,143,191,1137,860,1009
YLR205C,214,268,471,1994,1457,1182
YLR206W,255,175,252,2696,1961,2436
YLR207W,165,169,243,1632,1084,1298
YLR208W,840,1140,1501,4867,3245,3331
YLR209C,193,220,266,1686,1203,1003
YLR210W,64,97,119,953,652,786
YLR211C,15,14,17,307,250,328
YLR212C,198,239,249,2114,1387,1458
YLR213C,3,2,4,57,12,23
YLR214W,20,21,36,386,285,417
YLR215C,111,120,182,830,624,574
YLR216C,855,656,1025,4354,2894,3657
YLR218C,61,35,58,724,414,645
YLR219W,155,117,174,1363,1004,1020
YLR220W,312,287,409,2945,1997,2211
YLR221C,106,76,93,1044,658,779
YLR222C,310,342,416,3298,2240,2243
YLR223C,106,123,116,2341,1348,1385
YLR224W,35,34,59,1136,972,920
YLR225C,121,114,172,803,590,537
YLR226W,96,83,148,890,660,631
YLR227C,9,3,7,138,119,134
YLR228C,69,65,87,1159,882,824
YLR229C,413,283,452,2770,1835,2520
YLR231C,237,303,456,2343,1654,1515
YLR233C,13,10,24,511,377,391
YLR234W,74,45,77,957,569,664
YLR237W,126,89,100,1048,749,796
YLR238W,33,34,54,453,330,417
YLR239C,199,194,266,1488,986,1232
YLR240W,154,143,194,1700,1035,1165
YLR241W,189,208,309,2098,1482,1636
YLR242C,19,12,22,225,191,152
YLR243W,121,130,148,745,455,623
YLR244C,991,968,1182,4596,3171,3251
YLR245C,50,41,59,485,322,292
YLR246W,13,13,26,1507,1225,1166
YLR247C,176,207,309,4323,2900,2925
YLR248W,260,225,311,2668,1882,2539
YLR249W,35488,33075,38615,274078,172190,188335
YLR250W,289,201,263,1913,1061,1620
YLR251W,13,1,5,129,158,104
YLR253W,334,262,403,3792,2826,3416
YLR254C,26,39,41,240,180,229
YLR256W,255,210,292,20182,12746,32378
YLR257W,193,194,258,2345,1564,2053
YLR258W,129,84,147,999,867,966
YLR259C,5081,4533,6398,35528,23541,26314
YLR260W,162,163,256,2005,1262,1126
YLR261C,103,91,194,1187,769,796
YLR262C,107,94,207,1406,924,950
YLR262C-A,136,82,171,1347,1025,1176
YLR263W,0,0,0,229,115,171
YLR264C-A,2,0,1,0,1,0
YLR264W,663,439,635,7759,5987,5875
YLR265C,12,17,24,264,199,190
YLR266C,15,20,37,714,504,626
YLR267W,2,0,2,81,33,76
YLR268W,115,112,162,1348,1058,1103
YLR270W,479,462,653,2446,1560,1547
YLR271W,21,21,19,129,130,145
YLR272C,102,92,132,2259,1593,1647
YLR273C,26,34,32,652,462,497
YLR274W,237,219,288,2546,1685,1689
YLR275W,19,23,45,419,250,255
YLR276C,222,208,263,2084,1353,1652
YLR277C,121,151,192,1315,836,853
YLR278C,58,48,79,1435,982,1102
YLR281C,23,19,40,242,151,237
YLR283W,28,16,43,608,458,482
YLR284C,20,14,35,184,132,133
YLR285C-A,156,225,308,1577,1147,838
YLR285W,262,271,383,1894,1368,1323
YLR286C,1759,2075,2948,14296,9898,8926
YLR287C,130,134,149,1098,795,867
YLR287C-A,1717,1558,2200,18766,12133,14367
YLR288C,23,25,29,448,397,399
YLR289W,63,81,93,723,601,617
YLR290C,37,19,40,320,175,262
YLR291C,266,281,411,2404,1677,1744
YLR292C,166,138,204,885,696,797
YLR293C,2855,2329,3683,10422,7639,8055
YLR295C,1182,840,1119,6926,4845,7459
YLR297W,20,9,21,95,92,102
YLR298C,32,27,48,400,277,385
YLR299W,326,378,494,2826,2122,1817
YLR300W,2675,2656,3575,17335,11944,11877
YLR301W,646,513,805,3435,2360,2553
YLR303W,13197,10071,14366,42568,29252,36699
YLR304C,9079,7402,10552,54285,38435,43728
YLR305C,340,320,452,4691,3281,3689
YLR306W,37,23,60,335,246,366
YLR307C-A,1,0,0,6,4,25
YLR307W,10,6,10,41,19,33
YLR308W,0,0,0,4,1,1
YLR309C,274,198,231,2382,1551,2067
YLR310C,254,197,268,4338,3200,3437
YLR312C,33,26,41,418,324,188
YLR312W-A,290,322,504,2171,1563,1620
YLR313C,59,42,73,599,534,480
YLR314C,585,623,803,5862,3912,4191
YLR315W,23,15,29,164,118,139
YLR316C,71,46,92,776,584,475
YLR318W,11,9,8,192,119,125
YLR319C,112,106,148,1201,767,902
YLR320W,13,22,11,891,613,678
YLR321C,190,183,207,1143,800,876
YLR323C,48,54,72,440,361,320
YLR324W,131,151,192,1578,988,947
YLR325C,1808,1152,1920,23543,16164,18600
YLR326W,85,115,117,415,274,318
YLR327C,208,168,368,1417,1537,859
YLR328W,120,178,206,1640,1126,1132
YLR329W,1,0,0,143,46,79
YLR330W,651,694,982,5370,3722,4419
YLR332W,118,124,140,1059,745,693
YLR333C,1020,942,1478,8798,6550,6748
YLR335W,6677,6587,6280,1261473,811322,607433
YLR336C,167,185,276,2190,1473,1524
YLR337C,166,136,210,1499,1019,1088
YLR340W,12437,10617,13885,102535,66042,74651
YLR341W,1,1,0,20,4,8
YLR342W,5261,5540,7607,71517,48435,48463
YLR342W-A,98,70,145,3163,2235,1896
YLR343W,0,0,4,172,172,125
YLR344W,1320,1014,1495,10642,7296,8187
YLR345W,159,148,254,1451,1230,1368
YLR346C,8,2,3,32,11,47
YLR347C,566,608,853,5593,3642,3940
YLR348C,165,108,182,1265,1174,1326
YLR350W,305,214,364,1300,866,933
YLR351C,294,349,453,3016,2318,2105
YLR352W,111,93,129,1042,669,728
YLR353W,61,78,78,1083,797,1118
YLR354C,2773,2201,3139,21613,14734,18751
YLR355C,18996,14922,18289,111078,68583,92113
YLR356W,80,52,99,395,326,375
YLR357W,192,188,269,1996,1405,1409
YLR358C,0,0,1,4,0,9
YLR359W,3643,3186,4067,14542,9856,11458
YLR360W,13,12,18,317,242,283
YLR361C,125,125,160,1582,989,1219
YLR361C-A,31,22,31,254,192,223
YLR362W,81,82,122,844,579,658
YLR363C,38,28,50,460,353,345
YLR363W-A,58,61,78,556,383,534
YLR364W,115,77,123,853,602,678
YLR367W,1629,1254,1829,10628,7316,9617
YLR368W,64,47,69,1038,631,779
YLR369W,143,111,188,1176,800,840
YLR370C,185,167,258,1316,970,1075
YLR371W,106,105,108,2448,1677,2050
YLR372W,580,524,835,6067,4146,4684
YLR373C,229,276,345,2095,1526,1678
YLR375W,63,42,71,1156,777,940
YLR376C,9,6,9,115,84,129
YLR377C,0,2,1,46,25,78
YLR378C,1139,1055,1579,9195,6083,7133
YLR380W,491,364,509,2786,1784,2376
YLR381W,32,42,39,711,455,588
YLR382C,345,392,543,3904,2597,2742
YLR383W,117,118,135,1848,1185,1454
YLR384C,727,724,931,9836,6706,7156
YLR385C,36,25,37,506,355,335
YLR386W,188,171,263,2071,1410,1604
YLR387C,312,387,463,3748,2542,2278
YLR388W,870,657,1241,7868,5793,6117
YLR389C,333,343,424,4120,2755,2780
YLR390W,60,43,63,456,362,341
YLR390W-A,1101,979,1249,4658,3160,3489
YLR392C,50,44,69,542,336,423
YLR393W,78,78,103,862,676,629
YLR394W,28,30,39,566,439,418
YLR395C,375,253,501,5930,5058,4833
YLR396C,147,162,183,1752,1175,1161
YLR397C,272,280,359,2148,1433,1372
YLR398C,452,429,560,5313,3359,3879
YLR399C,368,355,502,5749,4066,4311
YLR401C,249,264,335,2811,1655,1768
YLR403W,111,111,169,2106,1525,1567
YLR404W,37,30,47,263,226,297
YLR405W,89,91,125,1132,868,913
YLR406C,836,666,997,10072,7555,8865
YLR406C-A,0,0,1,1,9,5
YLR407W,84,51,91,854,565,576
YLR408C,25,14,27,331,166,265
YLR409C,370,408,539,3996,2477,2509
YLR410W,325,308,429,3915,2513,3601
YLR411W,5,12,9,3865,2143,5856
YLR412C-A,0,0,0,6,8,13
YLR412W,32,26,52,856,697,659
YLR413W,120,132,125,1127,562,643
YLR414C,249,208,322,1732,1079,1452
YLR415C,10,7,26,376,268,308
YLR417W,116,88,99,1019,744,778
YLR418C,292,204,255,1724,1106,1535
YLR419W,220,253,253,2742,1811,2036
YLR420W,363,289,339,2048,1273,1888
YLR421C,206,189,309,1937,1504,1680
YLR422W,258,236,342,4117,2995,3144
YLR423C,25,25,38,288,182,212
YLR424W,37,64,69,562,392,374
YLR425W,35,42,62,1108,893,837
YLR426W,84,80,113,1212,765,807
YLR427W,105,136,152,1585,970,1060
YLR429W,534,494,686,4781,3334,3405
YLR430W,303,310,405,6372,4238,4527
YLR431C,38,12,29,338,223,272
YLR432W,2363,2416,3199,15084,9606,9710
YLR433C,284,212,305,1362,886,976
YLR435W,237,212,225,1113,750,914
YLR436C,143,129,187,1917,1454,1403
YLR437C,59,69,79,648,437,466
YLR438C-A,141,134,188,1321,859,955
YLR438W,83,73,95,289,261,358
YLR439W,588,530,740,2977,2166,2308
YLR440C,168,152,196,2240,1608,2232
YLR441C,7187,6326,8465,57299,38227,46194
YLR442C,121,140,159,1164,806,864
YLR443W,49,55,65,905,638,725
YLR445W,1,2,1,27,3,8
YLR446W,23,16,23,241,124,199
YLR447C,1056,956,1238,7685,5431,5324
YLR448W,3319,3626,4663,22450,16057,19669
YLR449W,459,297,414,2403,1339,2526
YLR450W,178,175,196,2145,1462,1660
YLR451W,111,128,135,1516,951,1044
YLR452C,192,199,262,2554,1683,1738
YLR453C,9,8,5,250,191,240
YLR454W,281,248,319,5973,4159,4286
YLR455W,77,59,84,855,663,543
YLR456W,6,10,10,152,74,111
YLR457C,9,15,19,216,140,198
YLR459W,135,107,141,1218,908,1069
YLR460C,27,50,68,585,433,266
YLR461W,0,0,0,110,56,43
YLR462W,8,3,4,547,409,364
YLR464W,19,18,33,835,572,698
YLR466W,32,38,55,2452,2182,2374
YLR467W,69,57,89,3107,2671,3092
YML001W,290,372,481,2234,1686,1646
YML002W,1,4,4,245,213,214
YML003W,9,9,19,241,169,183
YML004C,688,764,1033,4863,3199,2916
YML005W,66,41,79,585,400,404
YML006C,82,79,90,990,762,771
YML007C-A,18,9,19,539,378,391
YML007W,222,260,382,4424,3000,2989
YML008C,3388,2960,4057,17790,12108,13200
YML009C,135,118,183,1355,1261,1329
YML010W,593,621,859,6304,4179,4437
YML011C,27,19,40,504,322,363
YML012W,825,649,1001,5824,4343,4811
YML013W,324,258,315,2497,1600,1903
YML014W,127,133,209,1189,853,906
YML015C,50,44,105,506,404,387
YML016C,153,132,173,1529,1145,1031
YML017W,259,285,329,2808,1780,1992
YML018C,241,184,230,2686,1692,2067
YML019W,62,57,109,714,571,564
YML020W,40,35,52,725,431,487
YML021C,72,80,122,910,551,534
YML022W,463,332,414,2214,1495,1622
YML023C,13,27,22,607,420,444
YML024W,4370,3555,5192,37093,25693,28941
YML025C,357,267,372,2080,1331,1544
YML026C,4798,3405,5445,22973,16459,19521
YML027W,62,44,63,439,339,333
YML028W,6732,5184,6761,21511,15266,17163
YML029W,225,221,261,1714,1209,1356
YML030W,161,111,169,1644,1165,1307
YML031W,271,261,333,2538,1612,1736
YML032C,140,134,218,2072,1459,1327
YML034W,241,251,347,2842,1995,2217
YML035C,383,358,459,3379,2105,2478
YML036W,51,58,62,457,309,384
YML037C,11,22,17,407,252,291
YML038C,94,58,109,1725,988,1292
YML041C,15,16,31,318,185,211
YML042W,27,27,48,275,248,246
YML043C,26,24,30,1184,1055,1040
YML046W,81,72,112,1247,793,867
YML047C,0,0,0,2,0,0
YML048W,1133,993,1368,5735,4251,3989
YML049C,280,321,469,4199,2863,2731
YML050W,49,22,63,366,239,239
YML051W,31,29,36,1067,834,1032
YML052W,749,732,965,3746,2523,2322
YML053C,28,25,50,281,295,219
YML054C,781,641,1270,5099,4339,3798
YML054C-A,0,0,0,3,7,0
YML055W,101,94,164,795,575,675
YML056C,740,690,875,5767,3879,4610
YML057W,437,414,544,2923,2187,2142
YML058W,376,330,402,3782,2539,3133
YML058W-A,0,0,2,5,7,12
YML059C,240,297,293,4390,2794,2827
YML060W,122,129,135,761,431,613
YML061C,105,86,106,1314,822,1000
YML062C,97,82,137,814,538,669
YML063W,5151,4128,5927,47787,33338,37551
YML064C,43,50,78,735,498,479
YML065W,171,141,168,2068,1400,1409
YML066C,0,0,1,117,58,84
YML067C,106,134,198,1250,735,816
YML068W,20,16,35,554,390,417
YML069W,390,375,556,3474,2319,2558
YML070W,523,598,782,3798,2364,2559
YML071C,75,92,135,1117,749,874
YML072C,896,851,1271,13112,8853,10537
YML073C,2446,1948,2716,22311,16172,17908
YML074C,941,608,847,4013,2631,4377
YML075C,816,752,897,9138,5924,7243
YML076C,32,76,87,878,616,627
YML077W,36,39,70,559,461,435
YML078W,927,943,1480,5609,3924,3704
YML079W,248,224,291,1745,1199,1387
YML080W,258,220,347,1776,1243,1157
YML081C-A,324,269,513,4102,3408,3441
YML081W,106,102,146,3498,2321,2402
YML082W,97,106,175,1522,992,1032
YML083C,0,0,0,8,1,1
YML085C,1479,1389,1868,9507,6298,7039
YML086C,536,567,788,3407,2364,2250
YML087C,47,53,91,574,435,315
YML088W,133,160,193,2174,1390,1327
YML091C,574,570,880,10542,7728,7629
YML092C,597,615,759,2697,2049,1910
YML093W,231,274,334,3193,2030,2321
YML094W,105,63,69,604,352,653
YML095C,17,34,31,365,195,318
YML096W,59,52,73,775,677,662
YML097C,96,120,168,944,658,661
YML098W,37,34,106,1187,784,944
YML099C,85,122,153,1707,1166,1107
YML100W,224,230,343,2741,2251,1957
YML100W-A,0,0,0,20,6,21
YML101C,95,116,171,926,760,713
YML102W,182,216,277,1797,1178,1240
YML103C,429,499,667,6359,4081,4154
YML104C,37,34,58,1399,1047,1079
YML105C,222,220,317,1659,1134,1150
YML106W,565,388,560,4785,3681,5130
YML107C,32,32,44,383,382,414
YML108W,58,61,88,588,427,469
YML109W,121,96,128,1958,1343,1440
YML110C,585,469,623,4201,2909,3703
YML111W,101,74,129,1552,1108,1245
YML112W,99,95,128,764,404,567
YML113W,39,55,60,651,484,459
YML114C,91,73,123,1405,906,1021
YML115C,349,370,522,2133,1603,1584
YML116W,172,485,589,3947,2815,1371
YML117W,202,237,240,3370,2412,2981
YML118W,12,3,3,225,184,242
YML119W,38,23,43,381,249,258
YML120C,1274,1492,2349,10157,7728,6663
YML121W,126,153,172,1639,1205,1347
YML123C,4363,843,1573,6548,5482,20641
YML124C,466,493,688,4514,3301,2955
YML125C,866,937,1276,8339,5470,5381
YML126C,2202,1810,2622,17430,11425,11147
YML127W,306,310,384,2636,1603,1763
YML128C,77,80,145,856,674,592
YML129C,192,169,258,1588,1109,1255
YML130C,385,299,423,2956,1755,2068
YML131W,156,324,629,2591,2508,827
YML132W,196,209,279,1628,1247,1237
YML133C,19,15,27,1323,1117,1183
YMR001C,144,129,207,1312,937,1098
YMR001C-A,2,0,1,100,92,115
YMR002W,1392,1485,2181,11930,8398,8605
YMR003W,41,36,35,413,258,318
YMR004W,178,158,243,1730,1292,1529
YMR005W,141,104,187,1415,1161,1135
YMR006C,385,134,228,1246,999,1833
YMR008C,555,358,480,2314,1744,2500
YMR009W,444,390,561,2825,1794,2032
YMR010W,109,100,153,1371,940,1123
YMR011W,4295,4064,5191,29742,17565,19562
YMR012W,2247,2057,2653,23022,15462,16712
YMR013C,35,57,49,586,413,570
YMR014W,277,239,349,6255,4421,3923
YMR015C,1095,1089,1529,8025,5550,5564
YMR016C,119,90,163,1191,776,1016
YMR017W,5,10,3,82,42,73
YMR018W,0,0,0,52,32,58
YMR019W,54,80,106,1413,903,1110
YMR020W,48,32,57,546,381,417
YMR021C,53,43,70,577,405,462
YMR022W,104,125,196,761,538,617
YMR023C,400,339,364,374419,258328,253822
YMR024W,451,408,670,3722,2702,3017
YMR025W,28,24,38,524,406,400
YMR026C,45,27,44,723,480,592
YMR027W,414,384,516,2740,1921,2235
YMR028W,73,61,100,438,344,424
YMR029C,165,177,282,2022,1266,1444
YMR030W,31,21,43,363,236,288
YMR030W-A,14,5,12,254,204,158
YMR031C,514,452,592,3569,2321,2733
YMR032W,126,106,160,1193,908,977
YMR033W,186,195,283,1703,1323,1333
YMR034C,16,14,17,126,135,168
YMR035W,20,11,15,245,172,189
YMR036C,43,36,67,522,334,405
YMR037C,82,128,169,1889,1344,1132
YMR038C,382,346,435,2032,1354,1249
YMR039C,138,167,234,993,648,824
YMR040W,3,9,14,99,51,63
YMR041C,82,54,83,640,371,557
YMR042W,14,24,23,304,230,279
YMR043W,96,58,75,627,416,578
YMR044W,123,77,136,1807,1347,1452
YMR047C,317,283,445,3833,2537,2874
YMR048W,68,43,64,427,300,313
YMR049C,578,595,703,5073,3210,3808
YMR052W,26,12,21,193,107,114
YMR053C,24,5,13,339,209,244
YMR054W,364,353,545,4627,3280,2828
YMR055C,48,59,65,358,284,333
YMR056C,24,30,50,937,716,528
YMR058W,376,690,1406,5720,5830,2172
YMR059W,17,16,29,193,197,127
YMR060C,76,68,85,698,465,677
YMR061W,196,169,193,1349,1059,1262
YMR062C,557,1042,1397,8042,5469,3415
YMR063W,33,13,37,357,253,301
YMR064W,53,32,54,665,458,631
YMR065W,0,2,0,279,170,228
YMR066W,58,56,86,773,607,671
YMR067C,143,212,322,1291,941,798
YMR068W,35,36,55,536,338,341
YMR069W,19,7,19,338,231,262
YMR070W,80,86,150,1276,897,842
YMR071C,69,70,111,597,404,363
YMR072W,396,235,416,1893,1405,1869
YMR073C,96,107,135,933,604,617
YMR074C,94,80,127,1030,750,786
YMR075W,44,56,58,782,414,623
YMR076C,253,253,341,2837,1748,2279
YMR077C,37,28,45,615,312,401
YMR078C,104,79,121,1349,984,1174
YMR079W,703,658,942,5227,3804,3818
YMR080C,565,607,745,5788,3692,4141
YMR081C,5,3,4,48,54,59
YMR083W,1960,1390,1933,10668,6809,9201
YMR084W,2,2,0,81,58,69
YMR085W,2,3,3,119,64,107
YMR086W,134,144,224,1687,1134,1130
YMR087W,24,25,35,354,311,306
YMR088C,185,138,179,2025,1460,1544
YMR089C,621,576,786,7232,5127,5873
YMR090W,9,25,27,337,284,228
YMR091C,209,237,352,2316,1528,1544
YMR092C,517,605,851,4253,2990,3137
YMR093W,282,252,340,2156,1460,1460
YMR094W,29,10,24,497,362,348
YMR095C,0,1,4,7,9,17
YMR096W,28,13,19,453,303,385
YMR097C,56,78,60,880,536,648
YMR098C,210,208,249,2124,1509,1804
YMR099C,639,504,687,2487,1715,2233
YMR100W,101,120,143,1318,896,1028
YMR101C,0,0,0,8,12,14
YMR102C,112,96,126,1817,1319,1616
YMR104C,49,68,95,911,721,627
YMR105C,97,82,176,1088,990,969
YMR105W-A,0,0,0,0,7,2
YMR106C,75,44,62,602,409,526
YMR107W,0,2,2,30,7,8
YMR108W,3137,3380,4480,23220,14196,13823
YMR109W,432,329,511,4483,3343,3271
YMR110C,399,427,515,2304,1555,1654
YMR111C,44,35,37,419,231,350
YMR112C,24,16,31,276,177,217
YMR113W,76,71,128,750,578,550
YMR114C,29,23,42,345,290,334
YMR115W,128,75,150,887,651,785
YMR116C,15757,12822,16465,83972,58457,68564
YMR117C,25,26,49,302,244,286
YMR118C,0,0,1,0,1,13
YMR119W,100,94,114,1357,997,1016
YMR120C,5218,4992,6771,31726,20270,21759
YMR121C,959,814,1271,8414,5908,6124
YMR122W-A,357,231,444,3127,2457,2697
YMR123W,271,195,318,1250,815,1102
YMR124W,103,85,118,1526,1023,1315
YMR125W,481,503,640,5571,3490,3814
YMR126C,21,21,22,455,367,363
YMR127C,19,13,33,529,361,489
YMR128W,210,150,245,2163,1449,1860
YMR129W,447,462,615,4693,3166,3245
YMR130W,103,93,158,1420,938,994
YMR131C,448,395,477,3825,2611,3410
YMR132C,48,34,61,276,222,202
YMR133W,5,18,13,161,164,147
YMR134W,164,168,270,1236,858,850
YMR135C,100,129,197,1582,1154,801
YMR136W,99,84,111,586,406,561
YMR137C,17,16,22,268,204,164
YMR138W,22,29,43,566,317,477
YMR139W,187,165,229,1208,792,925
YMR140W,129,112,137,905,667,815
YMR142C,8886,7051,9656,57322,38332,47072
YMR143W,2777,2046,2734,17511,12151,13528
YMR144W,67,77,102,833,493,563
YMR145C,4199,3760,5128,27388,20369,20105
YMR146C,894,641,1072,6915,5121,5895
YMR147W,21,10,16,172,91,127
YMR148W,59,39,71,358,359,295
YMR149W,437,350,512,2479,1699,1879
YMR150C,79,50,110,931,603,917
YMR152W,180,172,259,1550,1054,1171
YMR153W,133,130,146,1424,1165,1277
YMR154C,47,46,57,585,461,428
YMR155W,31,31,62,454,307,361
YMR156C,8,13,15,152,76,87
YMR157C,240,205,325,1526,1062,1182
YMR158C-A,0,0,1,141,88,77
YMR158W,184,125,230,1146,820,1002
YMR159C,6,2,6,119,58,66
YMR160W,32,42,82,696,648,664
YMR161W,135,157,190,890,600,614
YMR162C,185,188,240,3771,2625,2739
YMR163C,26,25,37,644,439,528
YMR164C,34,30,36,590,369,407
YMR165C,163,170,168,2123,1520,1457
YMR166C,152,132,146,1248,896,1051
YMR167W,79,76,109,799,650,722
YMR168C,45,52,58,631,499,435
YMR169C,97,68,87,706,554,536
YMR170C,138,93,135,965,643,668
YMR171C,56,58,104,1083,791,821
YMR172W,83,62,107,645,524,679
YMR173W,551,456,664,3458,2360,2878
YMR174C,7,11,19,167,159,113
YMR175W,2,0,1,38,25,23
YMR175W-A,2,0,1,92,55,60
YMR176W,82,89,123,2280,1526,1913
YMR177W,82,73,83,599,457,517
YMR178W,181,180,290,1718,1217,1117
YMR179W,40,44,72,753,604,569
YMR180C,14,16,16,390,311,280
YMR181C,2,7,8,191,139,138
YMR182C,7,5,0,242,159,207
YMR182W-A,0,0,0,57,53,60
YMR183C,258,243,357,2491,1567,2103
YMR184W,66,51,106,734,509,656
YMR185W,125,88,153,1421,993,1026
YMR186W,13270,13651,17674,100346,63899,66161
YMR187C,49,35,69,598,461,406
YMR188C,202,199,364,2399,1819,1823
YMR189W,3062,2882,2758,18583,12546,15536
YMR190C,101,120,139,2996,2058,2234
YMR191W,114,106,130,1458,962,980
YMR192W,74,61,93,769,518,672
YMR193W,221,162,249,1442,971,1238
YMR194C-B,9,4,11,163,117,111
YMR194W,1917,1312,1909,17177,11477,12341
YMR195W,64,45,59,477,401,451
YMR196W,251,230,400,2382,1859,1526
YMR197C,224,195,247,1604,1116,1446
YMR198W,58,51,52,790,582,638
YMR199W,96,92,131,756,499,791
YMR200W,374,384,442,2412,1619,1567
YMR201C,79,47,81,511,474,399
YMR202W,1599,1186,1623,7898,5444,6354
YMR203W,1269,1153,1671,7041,4877,5305
YMR204C,13,14,39,251,221,234
YMR205C,4609,4021,5154,31865,19979,23717
YMR206W,1,2,8,39,52,37
YMR207C,120,115,154,3621,2296,2574
