Genes	WT_1	WT_2	WT_3	ncs2_1	ncs2_2	ncs2_3	uba4_1	uba4_2	uba4_3
YLL064C	0	0	0	0	0	0	0	0	0
YLL066C	3	8	2	6	0	0	11	1	3
YLL066W-B	0	0	0	0	0	0	0	0	0
YLL067C	5	7	2	9	4	1	4	2	4
YLR001C	36	61	17	58	36	9	64	40	33
YLR002C	72	104	29	138	57	19	114	68	52
YLR003C	28	22	6	33	14	4	35	18	22
YLR004C	1	2	1	5	2	0	2	0	4
YLR005W	34	38	7	45	17	18	36	34	27
YLR006C	24	21	8	26	25	2	50	24	28
YLR007W	11	15	6	25	16	4	28	13	6
YLR008C	68	94	22	127	40	12	140	48	66
YLR009W	131	149	25	175	82	27	186	73	82
YLR010C	123	211	74	123	238	22	273	113	69
YLR011W	9	11	1	18	7	2	16	5	5
YLR012C	0	1	0	0	0	0	0	0	1
YLR013W	0	0	0	1	0	0	0	0	0
YLR014C	13	11	1	21	6	1	18	16	9
YLR015W	37	31	8	40	35	2	44	30	41
YLR016C	8	27	2	26	16	8	34	14	11
YLR017W	129	128	31	173	62	42	198	100	96
YLR018C	15	28	4	52	16	1	35	21	30
YLR019W	14	37	4	54	27	8	47	29	25
YLR020C	45	58	18	67	25	12	61	36	44
YLR021W	19	31	13	33	21	13	61	43	31
YLR022C	43	54	18	50	40	15	81	41	52
YLR023C	97	147	44	165	81	35	170	107	83
YLR024C	42	88	19	64	28	16	101	47	44
YLR025W	55	44	14	89	54	18	87	68	65
YLR026C	35	57	6	67	15	6	66	34	31
YLR027C	810	1233	328	1291	722	251	1501	1011	700
YLR028C	178	246	70	343	132	48	341	251	196
YLR029C	2071	3075	708	2909	1560	536	3452	1730	2155
YLR030W	1	10	0	5	0	0	2	3	4
YLR031W	0	3	0	1	0	0	2	0	1
YLR032W	34	54	15	52	31	6	64	34	37
YLR033W	56	73	31	102	37	15	85	44	45
YLR034C	99	131	35	103	91	25	172	110	85
YLR035C	9	14	1	7	4	4	12	5	8
YLR036C	3	0	0	0	0	1	2	2	3
YLR037C	0	1	0	1	0	0	0	0	0
YLR038C	361	508	200	698	311	171	906	637	551
YLR039C	42	56	18	87	29	12	85	53	39
YLR040C	7	2	2	3	0	2	7	2	1
YLR042C	9	8	2	2	1	0	0	7	4
YLR043C	257	547	90	387	150	61	454	293	260
YLR044C	21531	30172	9053	28981	17203	6446	30759	19419	15339
YLR045C	75	100	20	124	43	19	122	60	52
YLR046C	2	5	1	1	2	0	1	2	3
YLR047C	16	17	11	15	7	4	13	5	11
YLR048W	2390	3820	1024	3607	1912	727	3778	2588	2215
YLR049C	36	76	16	78	46	15	64	56	37
YLR050C	31	30	8	50	39	14	48	36	37
YLR051C	28	26	12	58	18	10	76	29	22
YLR052W	29	22	9	43	19	4	66	35	28
YLR053C	1	3	0	1	0	0	1	3	0
YLR054C	0	0	0	3	0	0	2	4	0
YLR055C	70	87	34	122	61	31	137	85	54
YLR056W	661	881	314	1259	539	226	1150	602	635
YLR057W	38	44	13	50	32	3	59	46	42
YLR058C	3611	5448	1367	5552	3177	1016	6446	3981	2819
YLR059C	46	79	39	77	53	15	80	60	42
YLR060W	653	858	238	963	501	217	1032	726	504
YLR061W	1942	3831	1038	2146	1609	703	2391	1853	1054
YLR063W	164	353	64	286	94	45	282	116	134
YLR064W	24	24	5	30	12	7	46	17	21
YLR065C	30	43	5	33	11	6	34	27	13
YLR066W	107	171	34	132	98	25	149	119	98
YLR067C	27	38	10	47	34	8	37	29	34
YLR068W	13	27	4	31	10	9	22	17	26
YLR069C	368	515	147	492	309	112	585	401	351
YLR070C	14	27	4	19	24	4	22	18	14
YLR071C	77	94	21	149	75	21	182	90	74
YLR072W	52	54	19	70	43	18	83	42	37
YLR073C	14	18	5	18	9	6	28	15	12
YLR074C	77	92	43	178	75	36	185	95	76
YLR075W	3593	5309	1398	4950	2611	1030	5315	3601	3119
YLR077W	63	93	29	81	47	9	87	80	46
YLR078C	25	44	9	37	25	5	58	27	23
YLR079W	31	36	7	41	15	2	60	25	34
YLR080W	4	3	1	12	8	3	6	8	7
YLR081W	5	5	4	7	8	0	5	3	2
YLR082C	9	23	7	22	12	1	18	11	6
YLR083C	177	245	87	264	155	67	327	183	178
YLR084C	59	122	50	113	67	28	134	73	58
YLR085C	51	46	11	44	29	7	77	46	22
YLR086W	64	82	32	105	31	16	92	69	57
YLR087C	47	73	24	79	60	13	109	67	59
YLR088W	49	82	24	53	61	17	105	66	45
YLR089C	196	241	70	318	192	59	345	211	168
YLR090W	107	154	61	190	127	45	218	130	89
YLR091W	10	3	4	10	7	1	8	13	7
YLR092W	362	503	143	547	299	117	588	347	282
YLR093C	24	47	13	57	29	9	49	44	45
YLR094C	15	16	5	24	11	1	24	11	12
YLR095C	73	97	36	66	40	11	117	58	65
YLR096W	67	70	21	84	42	13	88	43	32
YLR097C	6	20	2	22	10	5	29	10	16
YLR098C	16	24	3	6	3	5	13	8	12
YLR099C	54	64	21	54	19	12	47	35	22
YLR099W-A	14	13	4	13	15	3	21	15	12
YLR100W	116	147	44	190	90	31	226	129	129
YLR102C	28	34	15	32	20	5	44	24	37
YLR103C	47	50	11	59	29	12	59	43	32
YLR104W	14	22	5	19	10	4	18	5	7
YLR105C	9	27	10	24	15	2	22	11	11
YLR106C	422	633	192	675	382	132	760	465	417
YLR107W	36	40	8	66	16	7	71	43	27
YLR108C	13	30	5	34	20	4	42	23	20
YLR109W	1111	1459	391	981	724	303	1369	886	742
YLR110C	8043	10732	2815	7940	5236	1837	9423	7065	4525
YLR113W	174	285	105	347	167	61	348	212	174
YLR114C	79	101	27	130	50	27	121	62	47
YLR115W	58	78	21	75	56	10	98	53	61
YLR116W	17	47	8	49	22	8	48	23	23
YLR117C	44	59	10	77	39	8	77	45	34
YLR118C	27	63	10	45	26	6	49	25	29
YLR119W	7	7	5	24	10	1	9	4	9
YLR120C	165	235	64	194	104	60	224	185	120
YLR121C	31	52	17	47	34	9	45	34	23
YLR125W	0	0	0	0	0	0	0	0	0
YLR126C	29	26	13	30	12	9	44	36	30
YLR127C	17	21	6	24	17	5	24	23	15
YLR128W	6	16	8	25	9	5	13	12	10
YLR129W	198	232	80	272	163	48	299	178	152
YLR130C	21	30	11	36	17	4	33	17	20
YLR131C	25	34	7	48	22	3	47	37	24
YLR132C	4	9	5	17	8	6	13	10	5
YLR133W	108	132	43	210	92	43	213	158	99
YLR134W	839	955	253	718	604	177	849	745	524
YLR135W	14	14	1	16	8	1	9	6	13
YLR136C	0	0	0	5	0	0	2	0	7
YLR137W	13	13	5	19	14	7	40	14	15
YLR138W	74	115	39	120	48	14	124	56	62
YLR139C	71	82	26	105	60	18	102	84	45
YLR141W	32	17	5	46	26	8	37	31	14
YLR142W	79	127	24	180	70	27	175	88	91
YLR143W	483	883	185	600	665	182	840	497	370
YLR144C	43	66	9	54	25	15	73	51	30
YLR145W	31	29	11	19	17	2	29	23	21
YLR146C	31	52	22	66	38	3	56	31	31
YLR146W-A	24	51	6	60	13	10	56	30	22
YLR147C	21	24	6	37	10	3	31	20	20
YLR148W	51	83	26	81	40	15	95	44	55
YLR149C	18	36	7	38	18	7	45	33	33
YLR150W	2490	3997	1060	3434	1804	659	3468	2006	1709
YLR151C	17	35	8	50	11	3	43	12	26
YLR152C	20	26	8	44	26	9	37	21	18
YLR153C	1914	2503	841	2565	1618	660	2600	1909	1302
YLR154C	20	20	10	24	9	1	15	29	18
YLR154C-G	0	2	0	0	0	0	0	0	0
YLR154C-H	6	11	2	10	2	3	6	9	2
YLR154W-C	0	0	0	0	0	0	0	0	0
YLR155C	3	10	2	0	0	2	3	5	3
YLR156C-A	0	0	0	1	0	0	0	0	0
YLR156W	0	0	0	0	0	0	0	0	0
YLR157C	3	10	2	0	0	2	3	5	3
YLR157C-C	1	0	0	0	0	0	2	0	0
YLR157W-D	0	1	0	0	2	0	0	0	0
YLR157W-E	0	0	0	1	2	0	0	0	0
YLR158C	3	10	2	0	0	2	3	5	3
YLR159C-A	0	0	0	1	0	0	0	0	0
YLR159W	0	0	0	0	0	0	0	0	0
YLR160C	3	10	2	0	0	2	3	5	3
YLR161W	1	0	0	1	0	0	0	0	0
YLR162W	1	0	0	16	1	0	6	0	0
YLR162W-A	0	0	0	0	0	0	0	0	0
YLR163C	297	357	125	292	165	60	299	199	138
YLR164W	0	0	0	0	0	1	2	0	0
YLR165C	3	2	1	4	3	3	2	3	1
YLR166C	46	53	12	65	27	19	44	48	39
YLR167W	1747	2498	654	3297	1109	414	3228	1601	2006
YLR168C	176	312	87	257	132	49	313	179	174
YLR170C	40	42	14	32	17	11	43	25	17
YLR172C	146	275	73	223	117	49	291	124	149
YLR173W	44	58	23	52	30	11	49	29	25
YLR174W	22	30	15	25	18	7	40	28	22
YLR175W	580	780	226	754	424	171	755	478	398
YLR176C	14	26	8	20	19	3	24	14	13
YLR177W	9	11	2	14	5	0	20	13	7
YLR178C	16	15	15	22	13	6	48	25	13
YLR179C	502	746	227	640	350	130	863	453	350
YLR180W	3633	5201	1544	5540	3247	1232	6183	3987	3379
YLR181C	51	51	10	40	18	10	51	51	32
YLR182W	58	52	23	81	38	14	96	56	54
YLR183C	55	45	19	61	49	7	94	47	37
YLR185W	2590	3732	913	3625	2878	573	3375	2095	2080
YLR186W	94	147	39	160	104	40	198	115	109
YLR187W	66	64	31	96	49	24	112	87	72
YLR188W	50	86	20	101	43	16	106	68	58
YLR189C	43	46	12	41	30	13	59	31	32
YLR190W	70	121	22	70	45	14	106	40	56
YLR191W	31	59	13	62	28	10	66	41	28
YLR192C	231	371	75	287	118	78	337	262	177
YLR193C	39	59	17	60	31	6	54	45	43
YLR194C	96	182	42	99	64	24	92	67	41
YLR195C	88	147	39	167	90	37	205	155	125
YLR196W	154	217	68	256	115	44	254	163	117
YLR197W	431	588	141	756	292	99	668	360	360
YLR199C	102	106	21	146	82	20	180	80	80
YLR200W	26	48	7	44	29	7	46	19	25
YLR201C	41	63	12	81	36	15	74	54	44
YLR203C	279	396	138	373	190	72	381	273	204
YLR204W	89	108	26	86	46	11	91	58	42
YLR205C	86	104	24	128	110	30	195	180	96
YLR206W	79	135	41	113	43	19	135	69	48
YLR207W	61	89	15	91	59	19	130	57	56
YLR208W	304	420	116	752	249	139	702	430	369
YLR209C	62	112	19	123	77	20	121	87	58
YLR210W	28	26	10	60	29	8	48	33	38
YLR211C	7	7	1	10	3	1	4	8	5
YLR212C	68	102	28	138	75	26	132	59	58
YLR213C	1	0	2	0	2	0	1	1	2
YLR214W	5	14	1	13	4	4	18	11	7
YLR215C	35	62	14	61	48	11	66	53	63
YLR216C	348	359	148	384	182	90	465	330	230
YLR218C	14	40	7	18	11	6	26	17	15
YLR219W	62	75	18	63	41	13	68	50	56
YLR220W	111	152	49	173	77	37	195	117	97
YLR221C	34	53	19	55	12	9	46	26	21
YLR222C	88	180	42	188	114	40	210	123	83
YLR223C	37	59	10	70	33	20	55	22	39
YLR224W	12	15	8	20	9	5	32	16	11
YLR225C	36	62	23	62	40	12	90	40	42
YLR226W	42	46	8	50	18	15	75	35	38
YLR227C	4	5	0	3	0	0	3	3	1
YLR228C	24	38	7	41	17	7	42	22	23
YLR229C	142	230	41	135	111	37	186	142	124
YLR231C	82	116	39	191	79	33	199	118	139
YLR233C	3	8	2	3	7	0	13	4	7
YLR234W	26	40	8	24	16	5	39	27	11
YLR237W	48	51	27	46	24	19	40	42	18
YLR238W	12	12	9	25	9	0	28	17	9
YLR239C	89	87	23	109	63	22	121	71	74
YLR240W	59	72	23	76	43	24	113	47	34
YLR241W	67	95	27	123	61	24	138	88	83
YLR242C	11	8	0	7	4	1	14	4	4
YLR243W	43	67	11	77	39	14	80	36	32
YLR244C	387	440	164	543	312	113	573	371	238
YLR245C	16	25	9	18	20	3	22	22	15
YLR246W	2	10	1	12	1	0	8	8	10
YLR247C	44	111	21	115	67	25	143	94	72
YLR248W	83	138	39	135	69	21	151	74	86
YLR249W	12204	18607	4677	19035	10339	3701	17831	11771	9013
YLR250W	97	153	39	111	56	34	134	57	72
YLR251W	3	10	0	0	1	0	3	2	0
YLR253W	114	144	76	161	70	31	167	121	115
YLR254C	11	12	3	24	13	2	21	12	8
YLR256W	117	112	26	127	67	16	137	83	72
YLR257W	64	95	34	110	65	19	141	79	38
YLR258W	38	74	17	53	18	13	72	41	34
YLR259C	1890	2528	663	2607	1445	481	3015	1872	1511
YLR260W	49	87	26	92	50	21	96	73	87
YLR261C	39	51	13	50	31	10	89	43	62
YLR262C	40	54	13	52	32	10	97	46	64
YLR262C-A	29	99	8	53	20	9	104	28	39
YLR263W	0	0	0	0	0	0	0	0	0
YLR264C-A	2	0	0	0	0	0	1	0	0
YLR264W	211	370	82	261	131	47	277	221	137
YLR265C	7	3	2	8	8	1	12	4	8
YLR266C	5	6	4	13	7	0	23	9	5
YLR267W	0	2	0	0	0	0	1	1	0
YLR268W	35	66	14	61	38	13	80	44	38
YLR270W	193	214	72	238	165	59	287	203	163
YLR271W	7	12	2	11	10	0	8	6	5
YLR272C	34	48	20	41	39	12	72	45	15
YLR273C	8	17	1	27	7	0	14	7	11
YLR274W	70	127	40	106	82	31	143	86	59
YLR275W	5	10	4	18	5	0	24	7	14
YLR276C	93	101	28	136	55	17	134	58	71
YLR277C	32	71	18	88	48	15	85	60	47
YLR278C	25	23	10	25	16	7	38	21	20
YLR281C	5	18	0	13	4	2	24	6	10
YLR283W	8	15	5	13	2	1	16	17	10
YLR284C	10	4	6	11	3	0	16	14	5
YLR285C-A	68	71	17	143	66	16	160	93	55
YLR285W	92	122	48	149	89	33	161	130	92
YLR286C	669	833	257	1283	550	242	1460	865	623
YLR287C	46	66	18	82	40	12	64	54	31
YLR287C-A	580	908	229	982	409	167	1052	534	614
YLR288C	10	8	5	14	5	6	8	10	11
YLR289W	21	33	9	50	29	2	50	24	19
YLR290C	19	12	6	14	2	3	16	12	12
YLR291C	83	142	41	166	85	30	214	98	99
YLR292C	60	82	24	81	36	21	102	61	41
YLR293C	1120	1362	373	1301	729	299	1522	1177	984
YLR295C	425	593	164	468	269	103	503	316	300
YLR297W	8	8	4	7	0	2	9	7	5
YLR298C	12	16	4	15	7	5	20	18	10
YLR299W	108	171	47	214	123	41	232	150	112
YLR300W	996	1326	353	1476	835	345	1643	1072	860
YLR301W	215	340	91	311	150	52	416	175	214
YLR303W	4906	6488	1803	5507	3411	1153	6740	4123	3503
YLR304C	3040	4747	1292	4085	2429	888	4642	3476	2434
YLR305C	129	169	42	192	87	41	210	144	98
YLR306W	10	23	4	14	7	2	31	17	12
YLR307C-A	0	1	0	0	0	0	0	0	0
YLR307W	5	2	3	2	3	1	5	5	0
YLR308W	0	0	0	0	0	0	0	0	0
YLR309C	81	158	35	115	60	23	101	65	65
YLR310C	99	109	46	104	64	29	105	92	71
YLR312C	8	23	2	14	10	2	17	12	12
YLR312W-A	96	159	35	167	114	41	237	135	132
YLR313C	21	28	10	21	16	5	28	30	15
YLR314C	196	325	64	366	200	57	386	226	191
YLR315W	7	12	4	7	6	2	17	6	6
YLR316C	38	32	1	30	7	9	50	23	19
YLR318W	6	4	1	4	4	1	3	3	2
YLR319C	47	51	14	66	27	13	72	38	38
YLR320W	4	9	0	14	7	1	5	4	2
YLR321C	56	98	36	105	57	21	103	57	47
YLR323C	11	27	10	36	9	9	39	17	16
YLR324W	31	82	18	92	41	18	83	70	39
YLR325C	588	1023	197	646	377	129	926	519	475
YLR326W	25	43	17	77	18	20	58	31	28
YLR327C	66	113	29	84	71	13	178	90	100
YLR328W	45	55	20	98	55	25	107	47	52
YLR329W	0	1	0	0	0	0	0	0	0
YLR330W	263	297	91	432	195	67	515	257	210
YLR332W	41	61	16	69	37	18	56	54	30
YLR333C	390	491	139	562	263	117	728	377	373
YLR335W	2434	3547	696	1901	4006	680	2839	1953	1488
YLR336C	51	92	24	120	49	16	134	62	80
YLR337C	64	91	11	90	36	10	109	51	50
YLR340W	4323	6437	1677	6183	3203	1231	6564	4066	3255
YLR341W	0	1	0	1	0	0	0	0	0
YLR342W	2060	2413	788	3163	1765	612	3564	2284	1759
YLR342W-A	36	53	9	38	25	7	61	38	46
YLR343W	0	0	0	0	0	0	1	2	1
YLR344W	459	715	146	628	287	99	774	414	307
YLR345W	62	75	22	97	36	15	110	78	66
YLR346C	1	6	1	2	0	0	1	2	0
YLR347C	212	263	91	352	190	66	393	284	176
YLR348C	54	81	30	63	31	14	83	56	43
YLR350W	122	135	48	105	79	30	169	101	94
YLR351C	116	131	47	185	119	45	218	130	105
YLR352W	47	48	16	51	30	12	62	36	31
YLR353W	20	31	10	47	18	13	35	27	16
YLR354C	1041	1365	367	1257	709	235	1427	883	829
YLR355C	6607	9602	2787	8651	4715	1556	8370	5589	4330
YLR356W	23	44	13	23	19	10	51	20	28
YLR357W	79	90	23	108	59	21	143	82	44
YLR358C	0	0	0	0	0	0	0	0	1
YLR359W	1293	1759	591	1825	975	386	1869	1259	939
YLR360W	0	13	0	7	4	1	10	7	1
YLR361C	51	59	15	64	47	14	83	36	41
YLR361C-A	13	15	3	17	4	1	17	7	7
YLR362W	31	43	7	56	21	5	62	29	31
YLR363C	13	23	2	12	12	4	20	17	13
YLR363W-A	21	34	3	44	12	5	42	16	20
YLR364W	40	52	23	49	20	8	63	37	23
YLR367W	566	853	210	797	341	116	932	439	458
YLR368W	26	35	3	20	21	6	34	20	15
YLR369W	52	73	18	55	39	17	84	52	52
YLR370C	59	111	15	83	66	18	130	62	66
YLR371W	37	57	12	63	32	10	48	32	28
YLR372W	189	315	76	312	164	48	355	248	232
YLR373C	98	112	19	184	72	20	193	66	86
YLR375W	15	41	7	26	11	5	32	23	16
YLR376C	1	8	0	5	1	0	5	2	2
YLR377C	0	0	0	2	0	0	0	0	1
YLR378C	406	563	170	566	369	120	707	466	406
YLR380W	170	251	70	177	151	36	234	179	96
YLR381W	7	22	3	28	8	6	20	11	8
YLR382C	123	159	63	221	130	41	249	139	155
YLR383W	47	56	14	71	40	7	57	45	33
YLR384C	244	385	98	374	252	98	454	284	193
YLR385C	13	19	4	12	12	1	20	11	6
YLR386W	75	92	21	104	53	14	120	70	73
YLR387C	116	164	32	234	115	38	229	130	104
YLR388W	325	431	114	409	187	61	578	317	346
YLR389C	109	178	46	212	90	41	215	117	92
YLR390W	21	34	5	32	9	2	35	14	14
YLR390W-A	363	560	178	506	363	110	608	371	270
YLR392C	19	25	6	27	13	4	39	18	12
YLR393W	32	29	17	48	24	6	51	31	21
YLR394W	14	10	4	20	8	2	21	12	6
YLR395C	150	164	61	148	72	33	203	169	129
YLR396C	47	79	21	95	46	21	83	62	38
YLR397C	107	141	24	184	69	27	181	62	116
YLR398C	166	231	55	249	141	39	288	131	141
YLR399C	121	206	41	217	105	33	246	124	132
YLR401C	79	132	38	162	77	25	153	86	96
YLR403W	35	60	16	69	25	17	73	48	48
YLR404W	10	21	6	17	7	6	33	8	6
YLR405W	39	36	14	51	32	8	62	37	26
YLR406C	264	473	99	393	184	89	479	243	275
YLR406C-A	0	0	0	0	0	0	1	0	0
YLR407W	35	35	14	24	18	9	41	23	27
YLR408C	8	13	4	11	2	1	12	7	8
YLR409C	124	189	57	218	137	53	237	157	145
YLR410W	119	153	53	193	98	17	223	95	111
YLR411W	1	0	4	9	2	1	5	3	1
YLR412C-A	0	0	0	0	0	0	0	0	0
YLR412W	17	12	3	22	2	2	26	12	14
YLR413W	50	59	11	83	34	15	57	32	36
YLR414C	84	130	35	151	39	18	181	81	60
YLR415C	2	6	2	6	1	0	17	4	5
YLR417W	33	65	18	61	20	7	41	31	27
YLR418C	91	161	40	104	74	26	106	78	71
YLR419W	80	114	26	164	61	28	125	59	69
YLR420W	138	170	55	153	93	43	159	94	86
YLR421C	76	108	22	124	50	15	161	82	66
YLR422W	96	134	28	149	67	20	169	99	74
YLR423C	13	11	1	15	6	4	13	13	12
YLR424W	13	18	6	43	17	4	29	18	22
YLR425W	12	14	9	24	15	3	29	19	14
YLR426W	21	50	13	44	28	8	56	34	23
YLR427W	31	48	26	83	40	13	87	33	32
YLR429W	199	273	62	297	136	61	329	205	152
YLR430W	97	166	40	176	91	43	200	129	76
YLR431C	13	19	6	9	1	2	14	9	6
YLR432W	829	1210	324	1331	784	301	1384	1025	790
YLR433C	107	134	43	112	78	22	148	86	71
YLR435W	95	92	50	132	62	18	101	72	52
YLR436C	45	74	24	69	46	14	78	63	46
YLR437C	19	33	7	45	20	4	41	20	18
YLR438C-A	38	78	25	87	34	13	89	51	48
YLR438W	32	38	13	50	17	6	45	35	15
YLR439W	199	291	98	289	176	65	324	252	164
YLR440C	57	89	22	80	58	14	82	78	36
YLR441C	2757	3313	1117	3708	1904	714	3904	2681	1880
YLR442C	38	63	20	91	42	7	75	49	35
YLR443W	13	27	9	35	17	3	25	26	14
YLR445W	0	1	0	2	0	0	0	0	1
YLR446W	7	14	2	13	3	0	13	6	4
YLR447C	355	537	164	521	316	119	641	333	264
YLR448W	1168	1682	469	2411	928	287	2227	1137	1299
YLR449W	184	218	57	178	77	42	200	94	120
YLR450W	73	73	32	108	46	21	91	52	53
YLR451W	35	47	29	79	33	16	54	42	39
YLR452C	62	100	30	104	63	32	143	69	50
YLR453C	6	2	1	4	1	3	4	0	1
YLR454W	103	143	35	140	76	32	164	81	74
YLR455W	29	41	7	32	21	6	29	34	21
YLR456W	2	2	2	4	6	0	4	3	3
YLR457C	7	2	0	13	2	0	9	7	3
YLR459W	44	68	23	62	33	12	69	43	29
YLR460C	9	17	1	25	22	3	29	15	24
YLR461W	0	0	0	0	0	0	0	0	0
YLR462W	6	1	1	2	1	0	1	1	2
YLR464W	6	9	4	13	4	1	18	5	10
YLR466W	9	15	8	21	11	6	28	15	12
YLR467W	26	34	9	31	20	6	46	21	22
YML001W	98	147	45	239	107	26	244	114	123
YML002W	0	1	0	3	1	0	0	3	1
YML003W	4	5	0	7	1	1	10	8	1
YML004C	274	316	98	437	243	84	438	343	252
YML005W	24	35	7	28	7	6	35	26	18
YML006C	25	49	8	50	21	8	48	16	26
YML007C-A	6	12	0	4	3	2	14	1	4
YML007W	85	103	34	159	78	23	194	95	93
YML008C	1238	1636	514	1786	826	348	1943	1209	905
YML009C	46	69	20	78	27	13	82	43	58
YML010W	196	299	98	376	177	68	421	250	188
YML011C	16	8	3	10	8	1	13	9	18
YML012W	290	428	107	401	178	70	433	286	282
YML013W	105	163	56	154	75	29	146	87	82
YML014W	45	59	23	53	58	22	105	53	51
YML015C	18	25	7	25	17	2	46	25	34
YML016C	52	85	16	73	49	10	84	49	40
YML017W	85	136	38	183	76	26	167	97	65
YML018C	97	115	29	96	61	27	98	77	55
YML019W	32	24	6	35	18	4	51	31	27
YML020W	14	19	7	17	15	3	31	8	13
YML021C	27	35	10	44	28	8	62	23	37
YML022W	167	232	64	145	140	47	168	158	88
YML023C	2	8	3	17	8	2	12	5	5
YML024W	1408	2372	590	1992	1095	468	2403	1358	1431
YML025C	129	169	59	161	77	29	175	105	92
YML026C	1698	2430	670	1974	1015	416	2380	1354	1711
YML027W	21	33	8	30	11	3	23	17	23
YML028W	2365	3290	1077	2715	1726	743	2972	2191	1598
YML029W	81	110	34	138	62	21	121	87	53
YML030W	48	87	26	55	43	13	75	57	37
YML031W	118	112	41	149	81	31	148	104	81
YML032C	50	74	16	71	49	14	99	55	64
YML034W	75	130	36	155	75	21	168	87	92
YML035C	141	189	53	213	109	36	207	149	103
YML036W	22	24	5	36	15	7	20	31	11
YML037C	1	9	1	13	8	1	11	3	3
YML038C	40	42	12	33	18	7	57	31	21
YML041C	8	6	1	9	5	2	19	4	8
YML042W	8	14	5	14	7	6	18	12	18
YML043C	9	16	1	12	8	4	11	13	6
YML046W	27	41	13	40	27	5	49	31	32
YML047C	0	0	0	0	0	0	0	0	0
YML048W	414	538	181	547	323	123	608	407	353
YML049C	89	148	43	190	102	29	214	150	105
YML050W	12	26	11	13	5	4	25	20	18
YML051W	19	9	3	16	7	6	12	16	8
YML052W	251	393	105	415	230	87	456	295	214
YML053C	12	12	4	14	10	1	22	12	16
YML054C	270	396	115	382	187	72	558	412	300
YML054C-A	0	0	0	0	0	0	0	0	0
YML055W	37	48	16	51	27	16	79	34	51
YML056C	242	382	116	382	229	79	413	261	201
YML057W	154	227	56	241	120	53	236	181	127
YML058W	132	193	51	200	95	35	201	110	91
YML058W-A	0	0	0	0	0	0	2	0	0
YML059C	85	117	38	173	91	33	111	106	76
YML060W	36	55	31	88	24	17	68	30	37
YML061C	31	62	12	47	33	6	48	34	24
YML062C	38	53	6	51	19	12	67	32	38
YML063W	1879	2485	787	2310	1298	520	2767	1793	1367
YML064C	9	24	10	37	8	5	42	19	17
YML065W	53	80	38	91	32	18	71	56	41
YML066C	0	0	0	0	0	0	1	0	0
YML067C	29	62	15	84	35	15	85	49	64
YML068W	6	12	2	11	3	2	17	15	3
YML069W	100	242	48	233	107	35	279	147	130
YML070W	194	258	71	340	184	74	400	196	186
YML071C	32	32	11	59	18	15	63	39	33
YML072C	338	438	120	510	250	91	583	371	317
YML073C	772	1387	287	1178	587	183	1256	740	720
YML074C	334	481	126	353	180	75	389	250	208
YML075C	299	400	117	445	239	68	448	232	217
YML076C	9	17	6	55	11	10	37	32	18
YML077W	18	13	5	23	11	5	32	20	18
YML078W	343	464	120	486	337	120	716	377	387
YML079W	94	125	29	120	78	26	152	81	58
YML080W	94	132	32	141	53	26	177	96	74
YML081C-A	114	156	54	164	75	30	246	127	140
YML081W	36	57	13	60	28	14	71	30	45
YML082W	34	52	11	54	39	13	100	44	31
YML083C	0	0	0	0	0	0	0	0	0
YML085C	521	755	203	835	397	157	901	572	395
YML086C	192	274	70	310	185	72	373	215	200
YML087C	7	24	16	29	15	9	31	29	31
YML088W	54	63	16	97	48	15	91	50	52
YML091C	198	283	93	337	172	61	414	254	212
YML092C	206	309	82	345	191	79	334	241	184
YML093W	86	113	32	177	72	25	168	87	79
YML094W	34	58	13	37	21	5	33	18	18
YML095C	6	7	4	17	10	7	12	6	13
YML096W	32	24	3	31	18	3	36	18	19
YML097C	36	51	9	76	27	17	88	46	34
YML098W	9	24	4	16	12	6	59	26	21
YML099C	36	40	9	62	47	13	60	52	41
YML100W	67	125	32	139	72	19	176	98	69
YML100W-A	0	0	0	0	0	0	0	0	0
YML101C	36	35	24	58	48	10	75	51	45
YML102W	74	91	17	130	68	18	137	74	66
YML103C	158	189	82	314	152	33	311	209	147
YML104C	12	19	6	19	12	3	22	25	11
YML105C	84	113	25	132	63	25	164	84	69
YML106W	231	271	63	217	139	32	235	151	174
YML107C	13	17	2	26	5	1	17	14	13
YML108W	19	34	5	37	18	6	41	16	31
YML109W	42	63	16	60	29	7	49	32	47
YML110C	239	253	93	275	131	63	274	194	155
YML111W	35	53	13	49	18	7	63	33	33
YML112W	36	52	11	65	22	8	69	33	26
YML113W	14	18	7	32	16	7	41	8	11
YML114C	28	49	14	40	21	12	73	28	22
YML115C	132	163	54	235	95	40	244	146	132
YML116W	51	85	36	305	135	45	319	161	109
YML117W	77	106	19	131	81	25	126	61	53
YML118W	7	5	0	0	2	1	1	2	0
YML119W	10	21	7	10	8	5	23	10	10
YML120C	427	654	193	866	488	138	1111	666	572
YML121W	44	67	15	96	45	12	85	46	41
YML123C	1542	2304	517	466	290	87	769	437	367
YML124C	157	221	88	285	157	51	301	207	180
YML125C	291	439	136	460	347	130	638	402	236
YML126C	801	1075	326	1035	589	186	1187	850	585
YML127W	102	164	40	172	98	40	179	97	108
YML128C	37	32	8	43	24	13	57	52	36
YML129C	67	96	29	110	42	17	127	65	66
YML130C	162	184	39	151	112	36	200	117	106
YML131W	54	89	13	195	90	39	275	196	158
YML132W	71	96	29	139	49	21	137	90	52
YML133C	10	8	1	11	3	1	10	9	8
