ORF,Ribo_Prints
YBL101C,1454
YBL102W,1048
YBL103C,739
YBL104C,921
YBL105C,1926
YBL106C,645
YBL107C,260
YBR001C,1746
YBR002C,310
YBR003W,1145
YBR004C,612
YBR005W,410
YBR006W,1291
YBR007C,584
YBR008C,8
YBR011C,30767
YBR013C,307
YBR014C,1814
YBR015C,4281
YBR016W,1671
YBR017C,3257
YBR018C,132648
YBR019C,355879
YBR020W,487262
YBR021W,397
YBR022W,529
YBR023C,2201
YBR024W,593
YBR025C,18297
YBR026C,4401
YBR028C,851
YBR029C,7011
YBR030W,295
YBR033W,1098
YBR034C,1892
YBR035C,4181
YBR036C,4594
YBR037C,1026
YBR038W,4307
YBR039W,25925
YBR040W,12
YBR041W,2310
YBR042C,622
YBR043C,305
YBR044C,564
YBR045C,27
YBR046C,1601
YBR047W,92
YBR049C,2984
YBR050C,121
YBR052C,3090
YBR053C,2803
YBR054W,6803
YBR055C,634
YBR056W,2947
YBR057C,741
YBR058C,1824
YBR058C-A,949
YBR059C,2741
YBR060C,652
YBR061C,945
YBR062C,705
YBR063C,5
YBR065C,319
YBR066C,693
YBR067C,15127
YBR068C,7558
YBR069C,4813
YBR070C,351
YBR071W,1355
YBR072C-A,0
YBR072W,14810
YBR073W,1509
YBR074W,2510
YBR076W,12
YBR077C,606
YBR078W,58444
YBR079C,11703
YBR080C,4238
YBR081C,1455
YBR082C,7431
YBR083W,1648
YBR084W,4835
YBR085C-A,4257
YBR085W,24
YBR086C,7612
YBR087W,1031
YBR088C,4795
YBR091C,279
YBR094W,1506
YBR095C,726
YBR096W,2305
YBR097W,1096
YBR098W,247
YBR101C,2123
YBR102C,913
YBR103W,750
YBR104W,264
YBR105C,201
YBR106W,7458
YBR107C,77
YBR108W,1250
YBR109C,5555
YBR110W,1282
YBR111C,2742
YBR111W-A,463
YBR112C,5665
YBR114W,413
YBR115C,15626
YBR117C,403
YBR119W,529
YBR120C,841
YBR121C,19582
YBR122C,1135
YBR123C,807
YBR125C,893
YBR126C,10572
YBR127C,25515
YBR128C,98
YBR129C,572
YBR130C,1055
YBR131W,331
YBR132C,1818
YBR133C,981
YBR135W,803
YBR136W,1107
YBR137W,1100
YBR138C,606
YBR139W,5445
YBR140C,4337
YBR141C,163
YBR142W,1233
YBR143C,7680
YBR145W,849
YBR146W,1519
YBR147W,580
YBR148W,32
YBR149W,9358
YBR150C,1192
YBR151W,1297
YBR152W,187
YBR153W,271
YBR154C,2621
YBR155W,621
YBR156C,375
YBR157C,216
YBR158W,2337
YBR159W,4755
YBR160W,1341
YBR161W,604
YBR162C,25047
YBR162W-A,1231
YBR163W,231
YBR164C,1794
YBR165W,484
YBR166C,1357
YBR167C,164
YBR168W,280
YBR169C,2878
YBR170C,1287
YBR171W,1510
YBR172C,2208
YBR173C,1780
YBR175W,228
YBR176W,724
YBR177C,8707
YBR179C,1530
YBR180W,0
YBR182C,182
YBR182C-A,4
YBR183W,449
YBR184W,127
YBR185C,1353
YBR186W,25
YBR187W,1579
YBR188C,303
YBR189W,36630
YBR192W,699
YBR193C,501
YBR194W,148
YBR195C,543
YBR196C,68998
YBR196C-A,2
YBR196C-B,0
YBR197C,201
YBR198C,1802
YBR199W,3338
YBR200W,957
YBR200W-A,0
YBR201C-A,54
YBR201W,286
YBR202W,2740
YBR203W,788
YBR204C,648
YBR205W,3033
YBR207W,1834
YBR208C,1408
YBR210W,357
YBR211C,425
YBR212W,2316
YBR213W,271
YBR214W,2104
YBR215W,694
YBR216C,1245
YBR217W,85
YBR220C,1034
YBR221C,13960
YBR221W-A,0
YBR222C,3289
YBR223C,195
YBR225W,972
YBR227C,843
YBR228W,124
YBR229C,3440
YBR230C,4685
YBR230W-A,383
YBR231C,217
YBR233W,738
YBR233W-A,326
YBR234C,4503
YBR235W,999
YBR236C,914
YBR237W,338
YBR238C,711
YBR239C,244
YBR240C,76
YBR241C,1052
YBR242W,477
YBR243C,1476
YBR244W,1079
YBR245C,2715
YBR246W,557
YBR247C,1228
YBR248C,3062
YBR249C,13213
YBR250W,6
YBR251W,1514
YBR252W,874
YBR253W,250
YBR254C,339
YBR255C-A,517
YBR255W,352
YBR256C,1573
YBR257W,326
YBR258C,152
YBR259W,205
YBR260C,1241
YBR261C,734
YBR262C,687
YBR263W,7605
YBR264C,309
YBR265W,1281
YBR267W,680
YBR268W,630
YBR269C,1372
YBR270C,81
YBR271W,293
YBR272C,890
YBR273C,1313
YBR274W,464
YBR275C,1178
YBR276C,455
YBR278W,282
YBR279W,1611
YBR280C,715
YBR281C,1394
YBR282W,783
YBR283C,8884
YBR284W,137
YBR285W,423
YBR286W,19260
YBR287W,2458
YBR288C,1354
YBR289W,1673
YBR290W,850
YBR291C,2109
YBR293W,144
YBR294W,214
YBR295W,133
YBR296C,294
YBR296C-A,0
YBR297W,1080
YBR298C,25
YBR298C-A,0
YCL001W,2208
YCL001W-A,2
YCL001W-B,1
YCL002C,145
YCL004W,238
YCL005W,317
YCL005W-A,1787
YCL008C,584
YCL009C,6905
YCL010C,395
YCL011C,1720
YCL012C,471
YCL014W,1955
YCL016C,351
YCL017C,3274
YCL018W,0
YCL021W-A,11
YCL024W,828
YCL025C,6611
YCL026C-A,10
YCL026C-B,2207
YCL027W,270
YCL028W,5571
YCL029C,402
YCL030C,3328
YCL031C,1327
YCL032W,448
YCL033C,700
YCL034W,1075
YCL035C,3901
YCL036W,225
YCL037C,6145
YCL038C,539
YCL039W,895
YCL040W,30435
YCL043C,20560
YCL044C,873
YCL045C,5545
YCL047C,447
YCL048W,9
YCL048W-A,7
YCL049C,847
YCL050C,4974
YCL051W,414
YCL052C,746
YCL054W,1654
YCL055W,597
YCL056C,167
YCL057C-A,3597
YCL057W,5096
YCL058C,2
YCL058W-A,184
YCL059C,1309
YCL061C,824
YCL063W,578
YCL064C,58
YCL074W,0
YCL075W,0
YCR002C,2964
YCR003W,939
YCR004C,6303
YCR005C,7942
YCR007C,522
YCR008W,1072
YCR009C,3702
YCR010C,40
YCR011C,2967
YCR012W,167450
YCR014C,6
YCR015C,317
YCR016W,839
YCR017C,5390
YCR018C,210
YCR019W,225
YCR020C,46
YCR020C-A,388
YCR020W-B,249
YCR021C,3442
YCR023C,783
YCR024C,492
YCR024C-A,6394
YCR024C-B,35
YCR026C,1266
YCR027C,300
YCR028C,711
YCR028C-A,5586
YCR030C,3434
YCR031C,26652
YCR032W,1079
YCR033W,1150
YCR034W,6810
YCR035C,901
YCR036W,1071
YCR037C,1749
YCR042C,1754
YCR043C,587
YCR044C,1072
YCR045C,7
YCR046C,978
YCR047C,557
YCR048W,558
YCR050C,0
YCR051W,720
YCR052W,1058
YCR053W,14651
YCR054C,727
YCR057C,1789
YCR059C,407
YCR060W,250
YCR061W,1950
YCR063W,162
YCR065W,1256
YCR066W,306
YCR067C,2871
YCR068W,555
YCR069W,1797
YCR071C,606
YCR072C,971
YCR073C,186
YCR073W-A,1295
YCR075C,364
YCR075W-A,290
YCR076C,543
YCR077C,3726
YCR079W,204
YCR081W,1027
YCR082W,825
YCR083W,872
YCR084C,5477
YCR086W,381
YCR087C-A,473
YCR088W,14304
YCR090C,683
YCR091W,706
YCR092C,797
YCR093W,7225
YCR094W,940
YCR095C,428
YCR095W-A,0
YCR097W,0
YCR098C,20
YCR099C,11
YCR101C,21
YCR105W,25
YCR106W,166
YCR108C,4
YDL001W,567
YDL002C,592
YDL003W,2155
YDL004W,11499
YDL005C,1055
YDL006W,454
YDL007C-A,0
YDL007W,4260
YDL008W,358
YDL010W,1134
YDL012C,1380
YDL013W,402
YDL014W,8693
YDL015C,5668
YDL017W,390
YDL018C,851
YDL019C,2894
YDL020C,1927
YDL021W,928
YDL022W,10160
YDL024C,63
YDL025C,943
YDL027C,911
YDL028C,633
YDL029W,5636
YDL030W,343
YDL031W,2000
YDL033C,188
YDL035C,1351
YDL036C,420
YDL039C,22
YDL040C,5346
YDL042C,455
YDL043C,388
YDL044C,626
YDL045C,647
YDL045W-A,796
YDL046W,2898
YDL047W,1704
YDL048C,1100
YDL049C,532
YDL051W,2197
YDL052C,2787
YDL053C,1287
YDL054C,1095
YDL055C,51653
YDL056W,880
YDL057W,289
YDL058W,2642
YDL059C,133
YDL060W,1724
YDL061C,8969
YDL063C,913
YDL064W,1306
YDL065C,1208
YDL066W,15913
YDL067C,4641
YDL069C,252
YDL070W,1799
YDL072C,3660
YDL073W,559
YDL074C,1566
YDL075W,18957
YDL076C,624
YDL077C,941
YDL078C,4553
YDL079C,1935
YDL080C,282
YDL081C,14606
YDL083C,17523
YDL084W,15675
YDL085C-A,302
YDL085W,207
YDL086W,1817
YDL087C,157
YDL088C,1055
YDL089W,716
YDL090C,488
YDL091C,799
YDL092W,954
YDL093W,1178
YDL095W,10231
YDL097C,3716
YDL098C,205
YDL099W,1391
YDL100C,6876
YDL101C,804
YDL102W,1670
YDL103C,2809
YDL104C,252
YDL105W,221
YDL106C,1013
YDL107W,343
YDL108W,431
YDL109C,47
YDL110C,1586
YDL111C,615
YDL112W,2988
YDL113C,787
YDL114W,2
YDL115C,493
YDL116W,2087
YDL117W,860
YDL118W,0
YDL119C,303
YDL120W,1071
YDL121C,1201
YDL122W,2289
YDL123W,373
YDL124W,8705
YDL125C,4039
YDL126C,26494
YDL127W,498
YDL128W,5034
YDL129W,193
YDL130W,18151
YDL130W-A,2558
YDL132W,2609
YDL133W,270
YDL135C,1723
YDL137W,7548
YDL138W,146
YDL139C,138
YDL140C,14545
YDL141W,1622
YDL142C,453
YDL143W,4423
YDL144C,999
YDL145C,14053
YDL146W,335
YDL147W,4369
YDL148C,2004
YDL149W,634
YDL150W,710
YDL153C,1450
YDL154W,30
YDL155W,623
YDL156W,381
YDL157C,1117
YDL159W,536
YDL159W-A,0
YDL160C,8416
YDL160C-A,180
YDL161W,1543
YDL164C,1349
YDL165W,878
YDL166C,684
YDL167C,1039
YDL168W,3130
YDL169C,208
YDL170W,341
YDL171C,21451
YDL173W,1551
YDL174C,2583
YDL175C,558
YDL176W,377
YDL177C,74
YDL178W,2539
YDL179W,723
YDL180W,930
YDL181W,4352
YDL183C,136
YDL185W,49326
YDL186W,0
YDL189W,625
YDL190C,3055
YDL192W,12359
YDL193W,1266
YDL194W,524
YDL195W,13480
YDL197C,161
YDL198C,3339
YDL199C,496
YDL200C,399
YDL201W,1076
YDL202W,1091
YDL203C,572
YDL204W,1400
YDL205C,2153
YDL206W,230
YDL207W,581
YDL208W,2385
YDL209C,266
YDL210W,51
YDL211C,160
YDL212W,3089
YDL213C,1002
YDL214C,120
YDL215C,5690
YDL216C,260
YDL217C,755
YDL218W,10
YDL219W,777
YDL220C,383
YDL222C,1028
YDL223C,1543
YDL224C,1817
YDL225W,2371
YDL226C,2585
YDL227C,4257
YDL230W,335
YDL231C,88
YDL232W,407
YDL233W,519
YDL234C,2804
YDL235C,980
YDL236W,2868
YDL237W,2640
YDL238C,246
YDL239C,11
YDL240W,999
YDL241W,77
YDR001C,4628
YDR002W,6839
YDR003W,516
YDR003W-A,1
YDR004W,208
YDR005C,849
YDR006C,1723
YDR007W,795
YDR009W,10002
YDR011W,5663
YDR013W,267
YDR014W,227
YDR014W-A,18
YDR016C,268
YDR017C,1398
YDR018C,251
YDR019C,413
YDR020C,245
YDR021W,473
YDR022C,192
YDR023W,18516
YDR026C,197
YDR027C,966
YDR028C,3084
YDR030C,168
YDR031W,628
YDR032C,10762
YDR033W,41094
YDR034C,549
YDR034C-A,151
YDR034W-B,135
YDR035W,5504
YDR036C,2038
YDR037W,15260
YDR041W,1297
YDR042C,13
YDR043C,717
YDR044W,2093
YDR045C,470
YDR046C,4367
YDR047W,1661
YDR049W,660
YDR050C,73321
YDR051C,919
YDR052C,895
YDR054C,1772
YDR055W,7327
YDR056C,1925
YDR057W,953
YDR058C,338
YDR059C,925
YDR060W,3462
YDR061W,1041
YDR062W,4709
YDR063W,976
YDR064W,32488
YDR065W,199
YDR066C,184
YDR067C,318
YDR068W,826
YDR069C,849
YDR070C,296
YDR071C,3804
YDR072C,2284
YDR073W,368
YDR074W,10739
YDR075W,512
YDR076W,203
YDR078C,118
YDR079C-A,213
YDR079W,792
YDR080W,957
YDR081C,1198
YDR082W,85
YDR083W,757
YDR084C,1334
YDR085C,740
YDR086C,2597
YDR087C,1061
YDR088C,477
YDR089W,976
YDR090C,588
YDR091C,6166
YDR092W,1425
YDR093W,2416
YDR096W,2038
YDR097C,2285
YDR098C,2882
YDR099W,16890
YDR100W,1857
YDR101C,2787
YDR103W,1320
YDR104C,483
YDR105C,1438
YDR106W,42
YDR107C,1296
YDR108W,623
YDR109C,456
YDR110W,513
YDR111C,888
YDR113C,541
YDR115W,800
YDR116C,1262
YDR117C,1091
YDR118W,419
YDR119W,2465
YDR119W-A,1754
YDR120C,2220
YDR121W,473
YDR122W,2157
YDR123C,459
YDR124W,14
YDR125C,151
YDR126W,213
YDR127W,19851
YDR128W,960
YDR129C,15498
YDR130C,437
YDR131C,426
YDR132C,380
YDR134C,6778
YDR135C,5630
YDR137W,803
YDR138W,1033
YDR139C,403
YDR140W,261
YDR141C,2940
YDR142C,414
YDR143C,1118
YDR144C,1334
YDR145W,1526
YDR146C,2394
YDR147W,664
YDR148C,22705
YDR151C,731
YDR152W,1135
YDR153C,1896
YDR155C,34517
YDR156W,743
YDR158W,16208
YDR159W,905
YDR160W,253
YDR161W,1045
YDR162C,486
YDR163W,330
YDR164C,1400
YDR165W,1738
YDR166C,1516
YDR167W,691
YDR168W,3754
YDR169C,1013
YDR169C-A,0
YDR170C,9206
YDR171W,4709
YDR172W,9948
YDR173C,430
YDR174W,4339
YDR175C,1203
YDR176W,881
YDR177W,3254
YDR178W,10334
YDR179C,264
YDR179W-A,145
YDR180W,877
YDR181C,384
YDR182W,2092
YDR182W-A,2
YDR183W,318
YDR184C,306
YDR185C,157
YDR186C,1323
YDR188W,5040
YDR189W,2634
YDR190C,3636
YDR191W,285
YDR192C,619
YDR194C,2959
YDR194W-A,0
YDR195W,726
YDR196C,532
YDR197W,410
YDR198C,381
YDR200C,517
YDR201W,317
YDR202C,571
YDR204W,1122
YDR205W,1011
YDR206W,979
YDR207C,822
YDR208W,1456
YDR210W,985
YDR211W,3174
YDR212W,5819
YDR213W,582
YDR214W,4994
YDR216W,8408
YDR217C,731
YDR218C,15
YDR219C,871
YDR221W,1250
YDR222W,128
YDR223W,16
YDR224C,13824
YDR225W,14686
YDR226W,17755
YDR227W,849
YDR228C,904
YDR229W,845
YDR231C,1037
YDR232W,5885
YDR233C,14025
YDR234W,10002
YDR235W,693
YDR236C,476
YDR237W,1300
YDR238C,9756
YDR239C,569
YDR240C,456
YDR242W,74
YDR243C,385
YDR244W,1057
YDR245W,1727
YDR246W,605
YDR246W-A,3
YDR247W,921
YDR248C,597
YDR249C,143
YDR251W,2357
YDR252W,199
YDR253C,71
YDR254W,274
YDR255C,522
YDR256C,54
YDR257C,713
YDR258C,6936
YDR259C,157
YDR260C,296
YDR261C,1010
YDR262W,1307
YDR263C,64
YDR264C,2227
YDR265W,200
YDR266C,1528
YDR267C,602
YDR268W,717
YDR270W,848
YDR272W,2363
YDR273W,12
YDR275W,203
YDR276C,4940
YDR277C,1657
YDR279W,519
YDR280W,806
YDR281C,12
YDR282C,341
YDR283C,1669
YDR284C,1685
YDR285W,47
YDR286C,202
YDR287W,594
YDR288W,286
YDR289C,971
YDR291W,507
YDR292C,1752
YDR293C,5271
YDR294C,2805
YDR295C,849
YDR296W,1411
YDR297W,2902
YDR298C,13462
YDR299W,1234
YDR300C,2149
YDR301W,1352
YDR302W,795
YDR303C,2005
YDR304C,6222
YDR305C,558
YDR306C,505
YDR307W,1887
YDR308C,543
YDR309C,3643
YDR310C,1385
YDR311W,699
YDR313C,299
YDR314C,217
YDR315C,180
YDR316W,767
YDR317W,48
YDR318W,167
YDR319C,439
YDR320C,1051
YDR320C-A,484
YDR321W,3459
YDR322C-A,4680
YDR322W,1664
YDR323C,192
YDR324C,2115
YDR325W,918
YDR326C,2007
YDR328C,2063
YDR329C,878
YDR330W,842
YDR331W,1075
YDR332W,177
YDR333C,1267
YDR334W,851
YDR335W,3409
YDR336W,133
YDR337W,1329
YDR338C,573
YDR339C,938
YDR341C,13083
YDR346C,3198
YDR347W,1427
YDR348C,1356
YDR349C,1146
YDR350C,326
YDR351W,1002
YDR352W,681
YDR353W,9734
YDR354W,1505
YDR356W,1125
YDR357C,427
YDR358W,1482
YDR359C,723
YDR361C,1035
YDR362C,576
YDR363W,206
YDR363W-A,1291
YDR364C,259
YDR365C,1130
YDR366C,58
YDR367W,888
YDR368W,5182
YDR369C,252
YDR370C,319
YDR371W,412
YDR372C,2101
YDR373W,1025
YDR374C,10
YDR374W-A,227
YDR375C,660
YDR376W,820
YDR377W,9024
YDR378C,762
YDR379C-A,370
YDR379W,904
YDR380W,4648
YDR381C-A,259
YDR381W,6698
YDR382W,15963
YDR383C,176
YDR384C,797
YDR386W,265
YDR387C,362
YDR388W,5824
YDR389W,1177
YDR390C,1697
YDR391C,464
YDR392W,586
YDR393W,459
YDR394W,3626
YDR395W,5030
YDR397C,647
YDR398W,1265
YDR399W,911
YDR400W,829
YDR402C,8
YDR403W,41
YDR404C,985
YDR405W,972
YDR406W,905
YDR407C,1370
YDR408C,453
YDR409W,545
YDR410C,542
YDR411C,1481
YDR412W,630
YDR414C,312
YDR415C,1080
YDR416W,815
YDR419W,344
YDR421W,539
YDR422C,993
YDR423C,580
YDR424C,634
YDR425W,755
YDR427W,4056
YDR428C,601
YDR429C,3951
YDR430C,2672
YDR432W,8484
YDR434W,1695
YDR435C,624
YDR436W,601
YDR437W,182
YDR438W,20
YDR439W,237
YDR440W,423
YDR441C,467
YDR443C,775
YDR444W,384
YDR446W,9
YDR448W,698
YDR449C,1034
YDR451C,1458
YDR452W,2536
YDR453C,465
YDR454C,4571
YDR456W,2352
YDR457W,6677
YDR458C,1076
YDR459C,115
YDR460W,472
YDR461C-A,224
YDR461W,2
YDR462W,794
YDR463W,1903
YDR464W,1028
YDR465C,905
YDR466W,765
YDR468C,622
YDR469W,419
YDR470C,956
YDR471W,11345
YDR472W,691
YDR473C,439
YDR475C,770
YDR476C,546
YDR477W,2896
YDR478W,198
YDR479C,662
YDR480W,258
YDR481C,2150
YDR482C,131
YDR483W,6798
YDR484W,816
YDR485C,718
YDR486C,1100
YDR487C,1989
YDR488C,179
YDR489W,274
YDR490C,921
YDR492W,1040
YDR493W,486
YDR494W,1084
YDR495C,725
YDR496C,2351
YDR497C,27853
YDR498C,485
YDR499W,357
YDR500C,10516
YDR501W,197
YDR502C,37179
YDR503C,435
YDR505C,2890
YDR506C,504
YDR507C,2972
YDR508C,11213
YDR510W,3370
YDR511W,593
YDR512C,766
YDR513W,4246
YDR514C,618
YDR515W,1010
YDR516C,7454
YDR517W,2021
YDR518W,1366
YDR519W,1286
YDR520C,419
YDR522C,1
YDR523C,7
YDR524C,617
YDR524C-B,35001
YDR524W-C,1
YDR525W-A,1484
YDR527W,513
YDR528W,412
YDR529C,10087
YDR530C,524
YDR531W,1056
YDR532C,381
YDR533C,1591
YDR536W,672
YDR538W,107
YDR539W,1174
YDR540C,30
YDR541C,122
YEL001C,3458
YEL002C,5230
YEL003W,882
YEL004W,575
YEL005C,214
YEL006W,384
YEL007W,2607
YEL009C,1804
YEL011W,5728
YEL012W,894
YEL013W,3896
YEL015W,1783
YEL016C,369
YEL017C-A,3705
YEL017W,1128
YEL018W,336
YEL019C,200
YEL020C,517
YEL020W-A,934
YEL021W,15062
YEL022W,2571
YEL023C,8
YEL024W,10462
YEL025C,279
YEL026W,4607
YEL027W,14816
YEL029C,360
YEL031W,10021
YEL032W,2246
YEL033W,189
YEL034W,33015
YEL035C,0
YEL036C,1965
YEL037C,3174
YEL038W,890
YEL039C,461
YEL040W,6794
YEL041W,300
YEL042W,5063
YEL043W,1168
YEL044W,542
YEL046C,9755
YEL047C,3863
YEL048C,180
YEL050C,1641
YEL051W,4121
YEL052W,1395
YEL053C,687
YEL055C,2937
YEL056W,901
YEL057C,198
YEL058W,2726
YEL059C-A,190
YEL060C,20764
YEL061C,956
YEL062W,476
YEL063C,0
YEL064C,314
YEL065W,2855
YEL066W,855
YEL067C,7
YEL071W,6266
YEL072W,69
YEL073C,470
YER001W,3236
YER002W,1182
YER003C,10156
YER004W,1732
YER005W,378
YER006W,3121
YER007C-A,1823
YER007W,195
YER008C,1471
YER009W,7896
YER010C,702
YER012W,2651
YER013W,725
YER014C-A,0
YER014W,662
YER015W,773
YER016W,737
YER017C,2009
YER018C,348
YER019C-A,1816
YER019W,794
YER020W,1326
YER021W,5531
YER022W,1061
YER023W,6977
YER024W,1441
YER025W,9857
YER026C,10716
YER027C,1463
YER028C,1
YER029C,544
YER030W,1368
YER031C,2780
YER032W,886
YER033C,522
YER034W,339
YER035W,899
YER036C,9019
YER037W,158
YER038C,97
YER039C-A,45
YER040W,659
YER041W,143
YER042W,1851
YER043C,74840
YER044C,958
YER044C-A,6
YER045C,215
YER046W,128
YER047C,748
YER048C,3164
YER048W-A,715
YER049W,2203
YER050C,1094
YER051W,236
YER052C,4802
YER053C,1322
YER053C-A,287
YER054C,382
YER055C,2334
YER056C,4487
YER057C,2984
YER058W,160
YER059W,673
YER060W,216
YER061C,347
YER062C,2181
YER063W,1645
YER064C,1926
YER065C,522
YER067W,6110
YER068W,2876
YER069W,9796
YER070W,18521
YER071C,525
YER072W,2825
YER073W,3049
YER074W-A,863
YER075C,1005
YER076C,70
YER077C,445
YER078C,665
YER078W-A,0
YER079W,827
YER080W,3822
YER082C,1341
YER083C,1713
YER085C,1
YER086W,5588
YER087C-B,835
YER087W,873
YER088C,2599
YER089C,2516
YER090W,5513
YER091C,79653
YER092W,555
YER093C,713
YER093C-A,209
YER094C,2602
YER095W,962
YER096W,43
YER098W,437
YER099C,1086
YER100W,1713
YER101C,707
YER103W,5976
YER104W,158
YER105C,3014
YER106W,9
YER107C,1021
YER109C,124
YER110C,20034
YER111C,1342
YER112W,1512
YER113C,950
YER114C,1836
YER115C,84
YER116C,254
YER118C,1134
YER119C,1159
YER120W,6433
YER121W,60
YER122C,3513
YER123W,1119
YER124C,9375
YER125W,6397
YER126C,1585
YER127W,782
YER128W,255
YER129W,681
YER130C,1011
YER131W,9133
YER132C,747
YER133W,7395
YER134C,861
YER136W,5694
YER137C,68
YER139C,294
YER140W,360
YER141W,3685
YER142C,223
YER143W,1441
YER144C,530
YER145C,5523
YER146W,848
YER147C,322
YER148W,1621
YER149C,558
YER150W,3073
YER151C,2916
YER152C,983
YER153C,94
YER154W,1591
YER155C,4783
YER156C,2416
YER157W,973
YER158C,627
YER159C,879
YER161C,438
YER162C,400
YER163C,533
YER164W,2239
YER165W,26687
YER166W,3664
YER167W,877
YER168C,1328
YER169W,622
YER170W,452
YER171W,966
YER172C,2118
YER173W,207
YER174C,983
YER175C,958
YER175W-A,1
YER176W,862
YER177W,26331
YER178W,16761
YER179W,26
YER180C,2
YER180C-A,100
YER182W,936
YER183C,487
YER184C,162
YER185W,283
YER186C,30
YER187W,0
YFL001W,563
YFL002C,1061
YFL003C,22
YFL004W,4272
YFL005W,3842
YFL007W,3775
YFL008W,1742
YFL009W,1434
YFL010C,4420
YFL010W-A,0
YFL011W,517
YFL012W,11
YFL013C,1130
YFL014W,3767
YFL016C,2653
YFL017C,728
YFL017W-A,536
YFL018C,22538
YFL021W,1436
YFL022C,8830
YFL023W,678
YFL024C,790
YFL025C,854
YFL026W,37
YFL027C,522
YFL028C,1061
YFL029C,416
YFL030W,2313
YFL031W,374
YFL033C,1110
YFL034C-A,1915
YFL034C-B,711
YFL034W,917
YFL036W,3583
YFL037W,11196
YFL038C,7522
YFL039C,86736
YFL040W,1
YFL041W,2312
YFL041W-A,0
YFL042C,832
YFL044C,793
YFL045C,12887
YFL046W,580
YFL047W,1171
YFL048C,3267
YFL049W,730
YFL051C,0
YFL052W,648
YFL053W,11
YFL054C,47
YFL055W,82
YFL056C,19
YFR001W,827
YFR002W,2878
YFR003C,589
YFR004W,2881
YFR005C,536
YFR006W,3704
YFR007W,421
YFR008W,320
YFR009W,4520
YFR010W,3936
YFR011C,2389
YFR012W,3
YFR012W-A,0
YFR013W,1120
YFR014C,1897
YFR015C,4707
YFR016C,2286
YFR017C,810
YFR018C,490
YFR019W,1747
YFR021W,583
YFR022W,358
YFR023W,24
YFR024C-A,2873
YFR025C,855
YFR026C,9
YFR027W,174
YFR028C,1355
YFR029W,376
YFR030W,3494
YFR031C,725
YFR032C,4
YFR032C-A,12539
YFR032C-B,20
YFR033C,6122
YFR034C,710
YFR035C,5
YFR036W,203
YFR037C,2622
YFR038W,711
YFR039C,985
YFR040W,2839
YFR041C,1199
YFR042W,619
YFR043C,384
YFR044C,12055
