ORF,Ribo_Prints,RNA_Prints
YAL001C,62.55468,120.19833
YAL002W,20.54025,75.62025
YAL003W,4234.22019,2588.30937
YAL007C,126.33408,125.1612
YAL008W,51.18081,26.66202
YAL009W,13.6344,24.219
YAL010C,15.20532,22.05216
YAL011W,19.4373,30.53628
YAL012W,1307.1498,614.1381
YAL013W,48.93924,28.73262
YAL014C,21.56544,43.84512
YAL015C,16.236,24.924
YAL016W,295.22484,250.46316
YAL017W,81.86781,188.24304
YAL019W,120.11652,226.30944
YAL020C,12.9759,23.42676
YAL021C,148.8288,210.06984
YAL022C,54.49878,83.57412
YAL023C,500.232,713.8224
YAL024C,33.68856,99.2994
YAL025C,119.87736,48.64722
YAL026C,125.9046,305.87292
YAL027W,10.4538,12.89826
YAL028W,3.99924,10.93443
YAL029C,88.58496,318.21696
YAL030W,46.0377,41.72598
YAL031C,25.95771,53.4222
YAL032C,21.4548,25.6956
YAL033W,27.88002,31.66974
YAL034C,3.15468,20.9277
YAL034W-A,13.4937,11.8059
YAL035W,1233.75018,1111.31397
YAL036C,189.6879,145.8207
YAL038W,23549.96592,15091.93863
YAL039C,31.6386,16.0542
YAL040C,17.98776,55.34025
YAL041W,69.99885,126.6597
YAL042W,205.47072,298.3344
YAL043C,68.64138,119.10258
YAL044C,355.89888,224.81712
YAL044W-A,40.60269,35.77419
YAL046C,38.83089,35.35371
YAL047C,16.54065,28.44618
YAL048C,19.05462,34.25058
YAL049C,86.97858,63.16284
YAL051W,50.36688,91.58472
YAL053W,108.05088,139.09728
YAL054C,2.05632,26.81784
YAL055W,12.0546,11.35956
YAL056W,20.93256,93.24504
YAL058W,33.09237,60.07329
YAL059W,61.36317,52.56414
YAL060W,191.58426,191.4234
YAL061W,33.21846,26.57226
YAR002C-A,239.7054,198.9768
YAR002W,119.0052,105.462
YAR003W,18.72822,40.53084
YAR007C,184.0809,138.06534
YAR008W,20.29428,21.51972
YAR014C,85.7751,134.1261
YAR015W,243.35583,171.35205
YAR018C,20.23476,40.49568
YAR019C,14.625,41.301
YAR027W,50.4096,43.37208
YAR028W,23.5188,24.10395
YAR035W,2.72448,12.7968
YAR042W,91.24386,200.96478
YBL001C,124.2738,84.21525
YBL002W,725.60268,362.24496
YBL004W,304.96632,1009.17216
YBL005W,23.27214,83.68005
YBL006C,44.0916,51.12345
YBL007C,467.06175,640.7766
YBL008W,34.26234,69.78618
YBL009W,49.08927,60.1176
YBL010C,17.77044,17.60184
YBL011W,71.1588,178.3188
YBL013W,9.41886,12.88008
YBL014C,14.41845,87.2625
YBL015W,54.32316,45.97548
YBL016W,50.1795,47.29086
YBL017C,331.7526,519.741
YBL018C,33.969,36.73476
YBL019W,9.09666,15.98949
YBL020W,33.948,83.7315
YBL021C,24.8037,16.25595
YBL022C,288.1494,488.187
YBL023C,98.15355,107.38233
YBL024W,349.2267,322.3062
YBL026W,79.66944,55.34784
YBL028C,90.73065,53.37267
YBL030C,738.88056,418.44825
YBL031W,10.70901,21.55023
YBL032W,223.72212,202.50966
YBL033C,57.21456,44.20842
YBL034C,55.77576,120.363
YBL035C,56.63532,71.44014
YBL036C,137.85714,82.99602
YBL037W,60.82128,102.37428
YBL038W,51.08292,39.75912
YBL039C,523.4616,477.0732
YBL040C,98.5776,79.002
YBL041W,279.6189,193.13778
YBL042C,95.808,137.5488
YBL045C,169.90884,151.6896
YBL046W,37.18104,30.88254
YBL047C,554.19582,645.69804
YBL050W,182.3046,115.4127
YBL051C,153.01368,177.73992
YBL052C,13.17888,87.26016
YBL054W,46.1565,46.81926
YBL055C,33.08424,51.31074
YBL056W,164.02806,276.93981
YBL057C,52.00965,62.23602
YBL058W,246.85704,200.60712
YBL059C-A,37.1448,29.9112
YBL059W,11.13948,14.55
YBL060W,21.0528,33.37488
YBL061C,81.36081,130.98024
YBL063W,28.62288,75.49368
YBL064C,102.60444,82.90728
YBL066C,16.71795,56.59974
YBL067C,38.84364,142.98768
YBL068W,85.31757,88.37829
YBL069W,63.5325,52.8126
YBL071W-A,35.77383,23.26656
YBL074C,19.15992,27.768
YBL075C,0.7995,39.1365
YBL076C,1527.99492,2284.68525
YBL079W,150.64569,422.31294
YBL080C,13.39824,24.50382
YBL082C,40.2084,69.57981
