,ORF,RNA_Prints,Ribo_Prints
226,YBL019W,23.6974245,10.89134349
227,YBL016W,53.743041000000005,84.6729414
228,YBL015W,35.7124185,50.0348556
229,YBL017C,107.03394,230.37348
230,YBL027W,1626.7628999999997,2332.2747
231,YBL014C,40.3891125,13.6844247
232,YBL013W,5.1133073399999995,9.563230260000001
233,YBL010C,14.0864457,14.419936499999999
234,YBL008W-A,0.6410712,0.0
235,YBL009W,48.006747,55.881137100000004
236,YBL012C,7.4585874,3.7270987800000004
237,YBL011W,96.99712799999999,78.46779599999999
238,YBL008W,34.100868,32.4536013
239,YBL005W,48.1498818,16.81728663
240,YBL006C,30.8245353,27.3838158
241,YBL006W-A,4.20888,0.0054180899999999995
242,YBL007C,151.24957199999997,204.2637885
243,YBL005W-A,2.4157979999999997,1.8110017799999998
244,YBL005W-B,4.6991666279999995,3.254380752
245,YBL004W,204.8362104,329.39505
246,YBL001C,22.5155385,51.33177
247,YBR001C,17.92666788,30.288195299999998
248,YBL003C,286.944042,271.09855500000003
249,YBL002W,216.45676800000004,316.943352
250,YBR002C,22.9917135,31.337903100000002
251,YBR003W,41.804666999999995,52.481611799999996
252,YBR004C,31.439394,31.546158
253,YBR005W,24.083025000000003,18.6764862
254,YBR006W,14.8086774,12.8320407
255,YBR007C,23.919040199999998,20.29784229
256,YBR008C,29.2195917,5.3718552
257,YBR009C,78.81432000000001,224.8194
258,YBR012C,0.0,0.0
259,YBR012W-A,0.0,0.0
260,YBR012W-B,0.0,0.0
261,YBR013C,0.0,0.0
262,YBR014C,28.891602,72.45896400000001
263,YBR010W,688.49898,468.4701299999999
264,YBR016W,10.8782604,45.918324
265,YBR015C,131.017614,264.91998
266,YBR011C,399.494592,1319.3971199999999
267,YBR017C,89.0155347,208.3577937
268,YBR018C,4.07644149,0.277810926
269,YBR019C,6.6741779999999995,1.9213404
270,YBR021W,16.2475497,40.1289666
271,YBR020W,12.13445592,0.413483328
272,YBR022W,17.957298599999998,20.559801
273,YBR024W,7.495265519999999,16.9004334
274,YBR023C,89.6278548,141.8411016
275,YBR026C,40.028088600000004,90.4815945
276,YBR027C,4.3315308,0.29519417700000006
277,YBR028C,35.5979442,34.5982812
278,YBR029C,58.983896400000006,128.530143
279,YBR030W,53.5818843,28.5085878
280,YBR025C,375.51820499999997,1109.9302500000001
281,YBR032W,0.6243315,0.0
282,YBR033W,11.012096399999999,1.36806024
283,YBR031W,190.830915,429.8947289999999
284,YBR035C,71.21029800000001,128.23816800000003
285,YBR034C,150.327213,196.115664
286,YBR037C,20.7421704,32.145156
287,YBR036C,64.8130149,170.25017400000002
288,YBR038W,60.8826732,182.82587759999998
289,YBR040W,2.2258516800000003,0.27943344
290,YBR039W,129.51525600000002,267.067008
291,YBR041W,44.559287999999995,84.72632399999999
292,YBR042C,36.0339648,45.4706244
293,YBR044C,31.0454838,22.8486042
294,YBR043C,37.981188,11.5302519
295,YBR046C,8.873356049999998,29.519965499999998
296,YBR045C,14.8627392,4.259673599999999
297,YBR047W,6.4686336,6.1431744
298,YBR052C,33.2390199,68.240565
299,YBR049C,61.796983499999996,140.6894415
300,YBR050C,2.9037689099999993,1.3591798199999998
301,YBR051W,0.138106215,0.32847843600000004
302,YBR053C,19.927730999999998,38.3597244
303,YBR054W,45.0306765,87.23580299999999
304,YBR055C,52.77798,28.872450000000004
305,YBR048W,678.5508600000001,915.11061
306,YBR056W,37.5945792,58.218345600000006
307,YBR056W-A,6.410794500000001,8.3123148
308,YBR056C-B,0.034347498,1.11889095e-05
309,YBR057C,44.375034299999996,29.8647351
310,YBR058C-A,13.56912,41.984082
311,YBR059C,48.324675,89.7281919
312,YBR058C,65.27041200000001,91.5484272
313,YBR060C,47.1437739,30.7933407
314,YBR062C,10.764757800000002,20.5413642
315,YBR061C,51.7174962,62.9357949
316,YBR063C,18.6076035,0.5542939350000001
317,YBR064W,1.19552433,0.0
318,YBR065C,17.8223295,18.1992285
319,YBR066C,22.272026399999998,13.987576200000001
320,YBR067C,42.2610423,284.996856
321,YBR070C,19.3691064,15.3532134
322,YBR071W,40.115700000000004,41.6151336
323,YBR068C,307.26615000000004,298.39065000000005
324,YBR072C-A,0.13670127,0.0
325,YBR069C,216.70488,236.17908
326,YBR072W,37.71831,70.163745
327,YBR073W,67.0775427,96.40884539999999
328,YBR076W,3.3805443,1.390251
329,YBR076C-A,7.8469698,0.7547208900000001
330,YBR074W,95.8410621,152.4495168
331,YBR077C,30.9208392,25.3978776
332,YBR080C,68.74240230000001,176.0335038
333,YBR081C,29.61767373,69.6913728
334,YBR082C,86.50746300000002,468.9611100000001
335,YBR083W,32.986311900000004,54.800795099999995
336,YBR078W,618.70335,3093.3813
337,YBR079C,365.4069,1131.9507899999999
338,YBR084W,245.6808672,481.28121600000003
339,YBR085W,7.13958168,9.6315912
340,YBR085C-A,29.607564,44.707014
341,YBR087W,90.4586505,71.876211
342,YBR086C,168.45993600000003,329.198034
343,YBR088C,69.5833803,121.95403500000002
344,YBR089W,11.415659999999999,50.44002
345,YBR091C,15.110733000000002,24.225696
346,YBR089C-A,20.64432,81.20909999999999
347,YBR090C,9.4262157,12.9082104
348,YBR084C-A,957.2066999999998,1572.3050999999998
349,YBR093C,52.587522,44.06805
350,YBR094W,59.665905,90.217608
351,YBR092C,162.628128,307.647288
352,YBR095C,38.9860188,29.3367477
353,YBR097W,46.286460000000005,32.849069400000005
354,YBR096W,65.1543354,86.73102899999999
355,YBR098W,23.272375200000003,8.510063760000001
356,YBR099C,2.29795968,3.8807808e-05
357,YBR101C,64.37117880000001,121.379301
358,YBR102C,33.569211,41.269737600000006
359,YBR103W,15.597857280000001,33.8979264
360,YBR103C-A,1.26245232,0.0
361,YBR104W,23.594472,57.672054
362,YBR105C,10.368739259999998,10.837684439999999
363,YBR107C,16.9849962,3.65747634
364,YBR108W,12.49960752,29.6779932
365,YBR106W,314.57897099999997,651.29589
366,YBR109W-A,1.55191275,0.30847725000000004
367,YBR109C,128.91096,241.802844
368,YBR110W,29.908440000000002,49.35681
369,YBR111W-A,14.7949347,18.990718199999996
370,YBR111C,45.39896639999999,81.074952
371,YBR114W,21.715584030000006,16.443608580000003
372,YBR112C,81.83488919999999,169.75230509999997
373,YBR113W,10.3836306,14.154314999999999
374,YBR116C,5.7939552,2.13545376
375,YBR117C,21.3686286,20.8747242
376,YBR115C,154.56073290000003,333.3550689
377,YBR119W,24.2500362,21.6560916
378,YBR120C,17.204976,20.662695
379,YBR118W,336.390084,705.501819
380,YBR122C,50.160756,39.69184620000001
381,YBR125C,29.531679,51.721246799999996
382,YBR123C,28.560869999999998,34.82856
383,YBR124W,2.4650352,2.2690404
384,YBR121C,323.20512,1098.055728
385,YBR121C-A,0.0074535066,1.9689606e-05
386,YBR126C,76.1315856,195.11697600000002
387,YBR126W-A,60.49988999999999,69.873678
388,YBR126W-B,11.479017599999999,7.769116799999999
389,YBR128C,8.866141199999998,1.39131945
390,YBR129C,48.3611247,14.6282283
391,YBR130C,43.0579926,56.8890198
392,YBR132C,10.61085114,15.956090639999998
393,YBR127C,353.41845,1203.686442
394,YBR131W,24.392929500000005,18.9371601
395,YBR131C-A,5.0424569999999995e-06,3.379707e-06
396,YBR135W,18.4954011,43.2513981
397,YBR137W,23.09121,44.804826000000006
398,YBR136W,39.56139978,28.418050200000003
399,YBR133C,88.3007352,60.15254399999999
400,YBR134W,4.031818800000001,1.56945222
401,YBR138C,29.011027499999997,16.2658125
402,YBR139W,42.326454899999995,118.3380717
403,YBR140C,59.34532914,79.60723191
404,YBR141C,20.8530114,17.958041400000003
405,YBR141W-A,0.5324716800000001,0.00012136608000000001
406,YBR142W,88.148925,143.6444928
407,YBR144C,0.12439507500000001,0.296715195
408,YBR145W,20.0546016,7.787186880000001
409,YBR143C,234.414972,488.17728
410,YBR147W,3.51525339,1.25771778
411,YBR146W,77.4942309,57.413680199999995
412,YBR148W,4.2659862,2.3376237
413,YBR149W,79.44535799999998,122.71477499999999
414,YBR150C,16.9498116,16.3904418
415,YBR151W,56.014660799999994,110.31885299999998
416,YBR152W,10.7859252,10.7663028
417,YBR153W,25.953364499999996,17.446107
418,YBR155W,12.4466472,59.5156416
419,YBR156C,19.907869499999997,16.33170861
420,YBR154C,97.833744,169.57447200000001
421,YBR157C,44.2829568,11.7987072
422,YBR161W,21.4159374,24.2920704
423,YBR159W,64.9642572,199.46872800000003
424,YBR160W,44.5170336,74.3293668
425,YBR158W,231.78539999999998,96.27700499999999
426,YBR162W-A,12.9183318,66.50087400000001
427,YBR163W,32.1879252,10.59463974
428,YBR162C,137.332152,1207.4624640000002
429,YBR164C,22.586349600000002,88.508232
430,YBR165W,41.570146199999996,22.5481074
431,YBR166C,38.2495986,88.885395
432,YBR167C,14.572773,12.3107805
433,YBR168W,20.3233428,8.587250099999999
434,YBR169C,17.0326338,31.4313294
435,YBR170C,46.8462624,66.3286449
436,YBR171W,37.307817,80.62877700000001
437,YBR173C,26.0127627,65.07738900000001
438,YBR172C,75.89210849999999,92.97964259999999
439,YBR176W,20.1214554,29.717753699999996
440,YBR174C,2.8721196,2.9115450000000003
441,YBR175W,36.1277112,13.442355599999999
442,YBR179C,41.55588960000001,49.971739199999995
443,YBR180W,6.57838953,2.89048131
444,YBR177C,95.6900724,151.394688
445,YBR178W,8.1441375,7.8698625
446,YBR182C-A,1.4536119,0.0
447,YBR182C,23.5293183,5.66765514
448,YBR183W,64.7852583,16.3176384
449,YBR181C,241.80043499999996,303.030333
450,YBR184W,14.7949566,3.8598259199999996
451,YBR185C,29.9409129,42.290094599999996
452,YBR186W,13.85243835,1.51441131
453,YBR188C,10.4438277,8.5451499
454,YBR187W,92.031153,109.059753
455,YBR189W,1644.02448,2612.1076799999996
456,YBR191W-A,117.954,0.0
457,YBR192W,18.1557936,39.2810796
458,YBR193C,22.732752,17.6508864
459,YBR194W,9.5631528,8.33466
460,YBR195C,40.394934899999996,28.241214299999996
461,YBR196C-A,0.41689649999999995,0.0
462,YBR196C-B,3.0738855,0.1833006
463,YBR190W,60.63595199999999,1.3364426399999998
464,YBR191W,1388.01159,1367.47443
465,YBR197C,20.1515712,12.723569999999999
466,YBR198C,40.209435299999996,97.41695639999999
467,YBR199W,41.3571465,92.8449225
468,YBR200W,45.7307712,42.282151199999994
469,YBR200W-A,0.13619694000000002,0.0
470,YBR201W,11.749845599999999,15.9949548
471,YBR201C-A,1.18079688,2.8165055999999997
472,YBR196C,907.1419500000001,2652.1119
473,YBR203W,19.4995365,13.679862
474,YBR204C,18.507434399999998,21.37842
475,YBR202W,123.5356272,113.78564639999999
476,YBR207W,27.2226948,75.5714064
477,YBR208C,34.1272926,30.491902440000004
478,YBR209W,1.7399688,3.2609310000000002
479,YBR205W,74.00722950000001,153.18477
480,YBR206W,15.1433388,8.0731728
481,YBR210W,12.010884599999999,19.9675905
482,YBR211C,26.292434999999998,13.936552500000001
483,YBR212W,22.911611999999998,66.5961093
484,YBR213W,18.3258075,13.16964
485,YBR214W,15.60195648,37.766044799999996
486,YBR215W,19.016627999999997,29.415114
487,YBR216C,35.3445525,12.7694475
488,YBR217W,11.224039200000002,3.84494814
489,YBR219C,1.98048,4.4792832000000003e-05
490,YBR220C,35.305469099999996,44.611449300000004
491,YBR221W-A,0.46108334999999995,0.0
492,YBR218C,209.45365680000003,516.937872
493,YBR221C,135.10481099999998,497.559516
494,YBR222C,33.0359232,73.01339519999999
495,YBR227C,13.293705749999999,56.1110748
496,YBR228W,10.771105499999999,7.12114305
497,YBR230C,18.1504395,40.678605000000005
498,YBR229C,51.94416900000001,119.79796950000002
499,YBR230W-A,1.8410615100000003,7.057632600000001
500,YBR223C,16.910478,8.12439675
501,YBR226C,5.953293899999999,1.55168118e-13
502,YBR223W-A,0.0004415196,0.1058952
503,YBR224W,1.8703710000000002,1.9197418800000001
504,YBR225W,24.44706726,22.44092769
505,YBR231C,5.26902528,16.8969888
506,YBR233W-A,4.2722925,9.441252
507,YBR234C,75.149844,149.977905
508,YBR232C,0.5355215999999999,5.2907399999999996
509,YBR233W,15.4044018,28.796763600000002
510,YBR235W,23.70218859,47.2498137
511,YBR236C,41.990412299999996,48.2805903
512,YBR237W,8.6103045,17.388730499999998
513,YBR238C,36.916736400000005,83.80441080000001
514,YBR239C,22.996965,14.4714486
515,YBR240C,6.60736197,1.6589809500000001
516,YBR241C,13.656449700000001,12.974470740000001
517,YBR242W,33.181756199999995,61.120808399999994
518,YBR243C,23.185911,59.0373936
519,YBR244W,9.2642028,14.0621241
520,YBR245C,73.964376,157.580421
521,YBR246W,43.964862,37.0366176
522,YBR247C,54.8680308,158.07052799999997
523,YBR248C,46.768703099999996,144.7467546
524,YBR250W,3.8143322400000006,0.689254404
525,YBR251W,36.283077600000006,50.8101132
526,YBR252W,49.627656,65.106384
527,YBR253W,18.5374608,11.1273882
528,YBR254C,24.556751999999996,19.429555200000003
529,YBR255W,8.1709065,12.62715615
530,YBR249C,367.59384900000003,705.5852370000001
531,YBR255C-A,2.21124354,4.688362799999999
532,YBR257W,21.954072,20.442408
533,YBR256C,71.795361,47.882693999999994
534,YBR258C,6.1874241,8.3921838
535,YBR259W,31.881821400000003,11.53047012
536,YBR260C,43.525752,52.0474107
537,YBR261C,34.752462599999994,66.11764109999999
538,YBR262C,18.5019264,17.9193435
539,YBR264C,10.710659999999999,20.72202
540,YBR263W,174.395835,462.07568100000003
541,YBR265W,54.70803,73.19320019999999
542,YBR268W,10.3155384,29.9413218
543,YBR269C,17.261673299999998,22.761444599999997
544,YBR267W,63.8298912,97.34136419999999
545,YBR266C,0.00034977942000000004,6.162249600000001e-05
546,YBR270C,9.70225074,1.515277764
547,YBR271W,19.15578,31.153374000000003
548,YBR272C,22.111954800000003,40.316409900000004
549,YBR273C,31.8987276,50.2173306
550,YBR274W,32.128430400000006,17.0912016
551,YBR275C,28.07206875,56.615892030000005
552,YBR276C,36.987816,14.110637279999999
553,YBR279W,29.566053600000004,90.71185080000001
554,YBR277C,2.57468136,1.5784731
555,YBR278W,14.616114,10.517917800000001
556,YBR280C,8.987187,12.504793620000001
557,YBR281C,34.428935700000004,71.03550600000001
558,YBR282W,16.348134599999998,44.91585
559,YBR285W,1.2120796500000002,1.7346799499999999
560,YBR284W,6.54847578,3.4254070199999997
561,YBR283C,145.1174559,453.24357299999997
562,YBR287W,82.2776928,85.94762159999999
563,YBR289W,22.371803640000003,44.8793442
564,YBR288C,59.2667196,65.299344
565,YBR286W,262.604256,876.6037500000001
566,YBR290W,15.662820599999998,33.1779462
567,YBR292C,1.8390675600000002,0.0
568,YBR291C,25.65315,25.28613
569,YBR293W,25.59129,3.1763820000000007
570,YBR294W,22.728355199999996,0.95831262
571,YBR296C,5.770194,3.4408575
572,YBR295W,33.18448665,6.14123757
573,YBR296C-A,0.0,0.0
574,YBR297W,7.06543341,9.3934134
575,YBR298C-A,0.0,0.0
576,YBR298C,4.4960251499999995,0.412470045
577,YBR299W,0.5768597249999999,0.275192775
578,YBR302C,0.0,0.0
579,YCL076W,0.0,0.0
580,YCL073C,0.0,0.0
581,YBR300C,0.120185826,0.0
582,YBR301W,0.36853938,0.0
583,YCL069W,0.0,0.0
584,YCL067C,0.0,0.0
585,YCL068C,0.35307114300000003,0.280721943
586,YCL066W,0.0,0.0
587,YCL065W,0.0,0.0
588,YCL064C,70.6107336,120.48266699999999
589,YCL061C,14.77359519,37.4242647
590,YCL063W,37.4910552,47.620118399999996
591,YCL059C,52.0386249,121.197342
592,YCL057C-A,26.8030686,40.480565999999996
593,YCL056C,6.5452275,4.62579
594,YCL058C,11.595212100000001,33.558867
595,YCL058W-A,2.06056368e-06,0.0049123512
596,YCL057W,73.8586005,166.56756629999998
597,YCL055W,41.9114304,31.4668368
598,YCL054W,38.348468999999994,235.7990688
599,YCL052C,35.879305499999994,38.774870099999994
600,YCL051W,26.9977944,14.8608144
601,YCL048W-A,0.38464319999999996,0.0
602,YCL049C,33.808695,32.647715399999996
603,YCL050C,81.8208762,381.26764199999997
604,YCL048W,1.62191664,1.1053440479999999
605,YCL047C,24.3687402,22.744887900000002
606,YCL044C,10.798056059999999,51.650880599999994
607,YCL045C,90.77596109999999,233.518938
608,YCL046W,4.6278864,15.4840896
609,YCL038C,12.3655866,13.09365459
610,YCL039W,23.455582800000002,32.910461399999996
611,YCL036W,70.2970569,30.424086
612,YCL037C,87.35317649999999,478.97936999999996
613,YCL035C,30.691877400000003,81.32592600000001
614,YCL034W,35.437449,68.261601
615,YCL033C,27.7341675,34.3653726
616,YCL032W,9.44795985,24.4833831
617,YCL031C,87.2860476,84.9569094
618,YCL043C,351.297531,1100.855901
619,YCL041C,16.0261695,20.423056499999998
620,YCL042W,4.0914719999999996,7.887564
621,YCL040W,148.79173949999998,159.51339
622,YCL030C,74.214,73.5756
623,YCL029C,20.411243999999996,26.5560498
624,YCL027W,10.29103137,13.51454382
625,YCL028W,37.0630092,164.61635399999997
626,YCL026C-B,2.50285608,9.6656814
627,YCL026C-A,1.7877526799999999,1.84784418
628,YCL025C,73.7477676,100.87199939999999
629,YCL021W-A,4.2857639999999995,0.292075308
630,YCL020W,1.35789285,4.15387068
631,YCL019W,0.604066848,0.540480864
632,YCL023C,1.3481519999999998,1.0305428399999998
633,YCL022C,0.0016314372,4.69336572e-05
634,YCL024W,18.56756754,27.465386579999997
635,YCL018W,74.2016895,26.117939999999997
636,YCL017C,76.1258736,181.166922
637,YCL016C,29.206507499999997,23.314228200000002
638,YCL014W,40.31528298,89.21568149999999
639,YCL012C,10.5979185,16.416675
640,YCL011C,46.5351132,117.50320560000002
641,YCL010C,21.422622,22.74168
642,YCL008C,12.911931599999999,25.665332999999997
643,YCL009C,194.36907000000002,451.06023
644,YCL007C,8.9823294,0.83054262
645,YCL005W-A,33.484038000000005,122.277378
646,YCL005W,20.8429827,11.3756424
647,YCL002C,27.881092800000005,11.645172
648,YCL004W,14.680373040000001,6.341579640000001
649,YCL001W,42.84291689999999,75.00672899999999
650,YCL001W-B,0.5089953,0.15176121
651,YCL001W-A,2.53540518,0.0
652,YCR001W,2.8610883,0.44507295
653,YCR002C,46.8674292,130.88767499999997
654,YCR003W,28.8006,33.20832
