ORF,RNA_Prints,Ribo_Prints
YBR107C,508,78
YBR108W,876,1614
YBR109C,3594,11551
YBR110W,1571,1119
YBR111C,3522,5109
YBR111W-A,656,999
YBR112C,3703,9106
YBR114W,1370,602
YBR115C,8315,12927
YBR117C,48,36
YBR118W,8147,21894
YBR119W,1213,800
YBR120C,585,1233
YBR121C,14160,28502
YBR122C,1572,1724
YBR123C,1842,1283
YBR125C,1570,1402
YBR126C,4822,5378
YBR127C,13647,36635
YBR128C,374,63
YBR129C,1738,837
YBR130C,1739,2893
YBR131W,1188,378
YBR132C,317,473
YBR133C,2448,1114
YBR135W,642,1334
YBR136W,990,659
YBR137W,1082,1329
YBR138C,750,672
YBR139W,893,1365
YBR140C,2569,1628
YBR141C,970,567
YBR142W,3941,5400
YBR143C,11347,17847
YBR145W,1374,772
YBR146W,1064,2689
YBR147W,275,72
YBR148W,155,59
YBR149W,2355,5385
YBR150C,1121,645
YBR151W,2108,1651
YBR152W,541,488
YBR153W,1735,511
YBR154C,6351,9077
YBR155W,2007,3558
YBR156C,1015,907
YBR157C,218,9
YBR158W,2582,442
YBR159W,4445,5053
YBR160W,2423,2011
YBR161W,1048,354
YBR162C,8675,8223
YBR162W-A,3236,3159
YBR163W,1449,413
YBR164C,2752,2909
YBR165W,1277,820
YBR166C,3682,2289
YBR167C,771,640
YBR168W,844,193
YBR169C,415,647
YBR170C,2347,3220
YBR171W,1832,3047
YBR172C,5176,4798
YBR173C,1668,5069
YBR175W,2136,534
YBR176W,809,866
YBR177C,1951,3116
YBR179C,1418,1382
YBR180W,75,21
YBR181C,4669,10106
YBR182C,707,112
YBR182C-A,20,4
YBR183W,2891,187
YBR184W,450,150
YBR185C,775,1191
YBR186W,115,3
YBR187W,5908,3495
YBR188C,673,701
YBR189W,42311,86808
YBR191W,14712,47074
YBR192W,1845,1684
YBR193C,794,929
YBR194W,443,360
YBR195C,1330,1080
YBR196C,23394,111148
YBR196C-A,73,0
YBR196C-B,48,0
YBR197C,850,437
YBR198C,3902,4267
YBR199W,3450,2392
YBR200W,2433,1622
YBR200W-A,1,1
YBR201C-A,178,69
YBR201W,888,317
YBR202W,4022,3547
YBR203W,835,184
YBR204C,937,543
YBR205W,2307,2934
YBR207W,1592,1007
YBR208C,1307,617
YBR210W,771,505
YBR211C,1361,673
YBR212W,2371,4704
YBR213W,481,420
YBR214W,920,975
YBR215W,1255,1927
YBR216C,1651,687
YBR217W,671,146
YBR218C,6163,8859
YBR219C,385,97
YBR220C,1576,847
YBR221C,4423,15250
YBR221W-A,1,0
YBR222C,1022,2784
YBR223C,653,215
YBR225W,884,620
YBR227C,1546,1663
YBR228W,853,145
YBR229C,1545,2338
YBR230C,288,1343
YBR230W-A,242,247
YBR231C,1595,869
YBR233W,1068,1630
YBR233W-A,569,337
YBR234C,3725,5473
YBR235W,1235,712
YBR236C,1801,1621
YBR237W,1631,511
YBR238C,2036,1970
YBR239C,1256,508
YBR240C,220,57
YBR241C,444,233
YBR242W,3413,2093
YBR243C,1062,829
YBR244W,641,1557
YBR245C,3679,6172
YBR246W,2282,1113
YBR247C,4379,5374
YBR248C,6328,3370
YBR249C,12647,36827
YBR250W,199,11
YBR251W,1358,1744
YBR252W,2273,3844
YBR253W,1417,329
YBR254C,1299,760
YBR255C-A,454,326
YBR255W,1548,420
YBR256C,6266,2493
YBR257W,1404,1059
YBR258C,599,314
YBR259W,1391,223
YBR260C,1487,2107
YBR261C,1449,2703
YBR262C,1301,592
YBR263W,4059,12434
YBR264C,1081,554
YBR265W,2360,1895
YBR267W,4585,4565
YBR268W,1320,1278
YBR269C,268,622
YBR270C,886,45
YBR271W,1679,915
YBR272C,1492,920
YBR273C,1686,1984
YBR274W,1363,605
YBR275C,2286,1722
YBR276C,2396,616
YBR278W,1100,584
YBR279W,3139,3265
YBR280C,725,345
YBR281C,1628,2004
YBR282W,944,1466
YBR283C,6904,12314
YBR284W,295,111
YBR285W,34,23
YBR286W,8089,25867
YBR287W,3661,1265
YBR288C,2475,2019
YBR289W,2776,2216
YBR290W,3002,1534
YBR291C,1960,1065
YBR293W,1464,61
YBR294W,335,33
YBR295W,1735,150
YBR296C,40,23
YBR296C-A,12,0
YBR297W,3356,954
YBR298C,106,3
YBR298C-A,0,0
YBR299W,1,0
YBR301W,0,0
YBR302C,2348,1508
YCL001W,2498,3107
YCL001W-A,20,3
YCL001W-B,10,1
YCL002C,1534,198
YCL004W,645,203
YCL005W,746,264
YCL005W-A,1559,2323
YCL008C,982,974
YCL009C,4575,9864
YCL010C,1093,673
YCL011C,8241,5064
YCL012C,346,276
YCL014W,1785,1681
YCL016C,886,319
YCL017C,1682,3956
YCL024W,1925,890
YCL025C,1280,1817
YCL026C-A,13,19
YCL026C-B,47,606
YCL027W,1461,778
YCL028W,1922,9050
YCL029C,1237,1252
YCL030C,6657,5993
YCL031C,4343,3202
YCL032W,1430,683
YCL033C,828,705
YCL034W,2420,1675
YCL035C,2058,3710
YCL036W,2842,481
YCL037C,5727,22287
YCL038C,905,342
YCL039W,2393,571
YCL040W,5145,8327
YCL042W,350,778
YCL043C,11278,41254
YCL044C,625,1293
YCL045C,2771,7115
YCL047C,1285,888
YCL048W,35,4
YCL048W-A,5,2
YCL049C,449,195
YCL050C,3172,16006
YCL051W,1243,757
YCL052C,1801,760
YCL054W,8113,8257
YCL055W,2348,1386
YCL056C,1369,265
YCL057C-A,1373,2224
YCL057W,3222,6145
YCL058W-A,1685,706
YCL059C,4818,6085
YCL061C,1827,2086
YCL063W,1598,1675
YCL064C,1304,11462
YCL066W,0,0
YCL067C,0,0
YCL068C,1,0
YCL069W,4,2
YCL073C,0,1
YCL074W,12,5
YCL075W,3,1
YCR002C,3005,3709
YCR003W,1235,1882
YCR004C,1823,5667
YCR005C,33392,2101
YCR007C,641,49
YCR008W,4513,1789
YCR009C,3270,4626
YCR010C,34,14
YCR011C,3233,2356
YCR012W,48105,375081
YCR014C,1453,14
YCR015C,755,347
YCR016W,2893,3030
YCR017C,3721,3236
YCR018C,1691,256
YCR019W,860,397
YCR020C,453,43
YCR020C-A,883,496
YCR020W-B,929,755
YCR021C,2897,42
YCR023C,2774,941
YCR024C,499,432
YCR024C-A,3298,6901
YCR024C-B,11982,22
YCR026C,2427,1252
YCR027C,1176,557
YCR028C,2027,748
YCR028C-A,2077,6922
YCR030C,1659,3935
YCR031C,17381,49333
YCR032W,1932,570
YCR033W,3999,2012
YCR034W,4384,8684
YCR035C,3842,2278
YCR036W,2693,1457
YCR037C,2636,1514
YCR038C,302,94
YCR039C,0,0
YCR040W,0,4
YCR042C,4084,1886
YCR043C,1311,1493
YCR044C,1724,670
YCR045C,60,5
YCR046C,849,1149
YCR047C,3105,1657
YCR048W,2186,1295
YCR050C,10,0
YCR051W,2965,2620
YCR052W,2280,2504
YCR053W,6235,28902
YCR054C,2253,935
YCR057C,6249,5073
YCR059C,1419,818
YCR060W,925,565
YCR061W,1223,2715
YCR063W,336,424
YCR065W,2199,1242
YCR066W,1100,519
YCR067C,2492,3233
YCR068W,519,338
YCR069W,1501,1912
YCR071C,668,1069
YCR072C,3973,3621
YCR073C,1620,257
YCR073W-A,990,1614
YCR075C,732,222
YCR075W-A,278,477
YCR076C,1018,464
YCR077C,4098,8666
YCR079W,481,123
YCR081W,1097,918
YCR082W,1941,1257
YCR083W,433,854
YCR084C,5637,9803
YCR086W,578,632
YCR087C-A,2710,1992
YCR088W,2154,13901
YCR089W,873,122
YCR090C,1625,1181
YCR091W,275,224
YCR092C,1769,1059
YCR093W,3700,10818
YCR094W,1043,1274
YCR095C,1612,644
YCR095W-A,44,2
YCR096C,0,0
YCR097W,1689,810
YCR098C,636,29
YCR099C,466,7
YCR100C,513,5
YCR101C,314,57
YCR102C,58,9
YCR104W,4,1
YCR105W,105,38
YCR106W,903,185
YCR107W,255,0
YCR108C,0,0
YDL001W,1750,953
YDL002C,1769,981
YDL003W,2031,2883
YDL004W,1165,4478
YDL005C,1581,1889
YDL006W,1815,926
YDL007C-A,12,1
YDL007W,8959,10878
YDL008W,994,453
YDL010W,1394,1020
YDL012C,741,1545
YDL013W,2535,661
YDL014W,14109,32728
YDL015C,3712,7344
YDL017W,1372,627
YDL018C,999,948
YDL019C,2392,3306
YDL020C,2619,3218
YDL021W,334,155
YDL022W,2159,7207
YDL024C,92,10
YDL025C,1475,680
YDL027C,769,433
YDL028C,1519,921
YDL029W,4237,4973
YDL030W,1678,788
YDL031W,7120,7437
YDL033C,802,277
YDL035C,2097,795
YDL036C,1199,742
YDL037C,123,5
YDL039C,643,52
YDL040C,4441,8897
YDL042C,1063,2614
YDL043C,1081,877
YDL044C,1784,794
YDL045C,894,533
YDL045W-A,377,1209
YDL046W,1360,2680
YDL047W,1846,2182
YDL048C,1866,366
YDL049C,186,34
YDL051W,4087,7961
YDL052C,1599,2206
YDL053C,1261,2017
YDL054C,1066,724
YDL055C,22485,58255
YDL056W,2100,1666
YDL057W,475,296
YDL058W,3590,5186
YDL059C,545,178
YDL060W,6298,5250
YDL061C,7361,21779
YDL063C,4328,3411
YDL064W,766,2068
YDL065C,2759,1885
YDL066W,3963,10217
YDL067C,1113,2741
YDL069C,517,192
YDL070W,6763,4044
YDL072C,2600,2137
YDL073W,3431,765
YDL074C,5672,4047
YDL075W,30347,73977
YDL076C,1965,845
YDL077C,1868,752
YDL078C,3094,4790
YDL079C,150,479
YDL080C,1899,471
YDL081C,22863,56136
YDL082W,12766,41016
YDL083C,14535,36121
YDL084W,10763,31914
YDL085C-A,688,727
YDL085W,67,17
YDL086W,5314,4489
YDL087C,551,446
YDL088C,2937,2866
YDL089W,725,528
YDL090C,1875,745
YDL091C,881,538
YDL092W,2246,2658
YDL093W,1370,963
YDL095W,5979,9677
YDL097C,5681,9607
YDL098C,677,393
YDL099W,3480,3391
YDL100C,7126,14883
YDL101C,1453,1607
YDL102W,1911,3026
YDL103C,2245,5328
YDL104C,1085,302
YDL105W,767,484
YDL106C,1114,1243
YDL107W,743,325
YDL108W,1332,868
YDL109C,806,49
YDL110C,1590,1290
YDL111C,2253,1958
YDL112W,4460,4614
YDL113C,1189,779
YDL114W,32,3
YDL115C,2131,1001
YDL116W,3384,2363
YDL117W,2505,1494
YDL118W,4,1
YDL119C,768,466
YDL120W,852,1671
YDL121C,1524,1631
YDL122W,6593,3799
YDL123W,722,526
YDL124W,872,1128
YDL125C,1972,5817
YDL126C,20677,54316
YDL127W,838,471
YDL128W,2197,2284
YDL129W,843,272
YDL130W,17573,27170
YDL130W-A,261,569
YDL131W,3304,6563
YDL132W,3455,3875
YDL133C-A,4289,0
YDL133W,2502,400
YDL134C,3422,1869
YDL135C,1970,4303
YDL136W,925,1440
YDL137W,3523,4204
YDL138W,1447,169
YDL139C,629,283
YDL140C,6879,13648
YDL141W,1273,1922
YDL142C,990,535
YDL143W,8223,12740
YDL144C,1171,1020
YDL145C,7046,12013
YDL146W,761,230
YDL147W,9251,14052
YDL148C,4882,6056
YDL149W,397,357
YDL150W,3580,2752
YDL153C,6642,4585
YDL154W,543,20
YDL155W,2441,1110
YDL156W,542,621
YDL157C,1702,2304
YDL159W,782,887
YDL159W-A,0,0
YDL160C,2098,12005
YDL160C-A,560,231
YDL161W,2616,2917
YDL164C,1564,1840
YDL165W,1464,1553
YDL166C,2411,2124
YDL167C,5296,2932
YDL168W,2126,5747
YDL169C,58,27
YDL170W,1979,644
YDL171C,10901,23839
YDL173W,3324,2339
YDL174C,3021,1575
YDL175C,1169,1043
YDL176W,1939,250
YDL177C,897,235
YDL178W,4205,2838
YDL179W,1423,705
YDL180W,1912,473
YDL181W,176,673
YDL182W,1165,3357
YDL183C,350,138
YDL184C,4417,0
YDL185W,16807,67889
YDL186W,29,4
YDL188C,1138,1302
YDL189W,1982,1662
YDL190C,2958,3238
YDL191W,2530,2790
YDL192W,11261,15515
YDL193W,1218,1825
YDL194W,398,169
YDL195W,4702,21975
YDL197C,893,249
YDL198C,2868,4180
YDL199C,274,104
YDL200C,595,212
YDL201W,2175,3207
YDL202W,1130,1467
YDL203C,1412,1116
YDL204W,529,18
YDL205C,2913,2300
YDL206W,800,126
YDL207W,2345,1106
YDL208W,5977,8621
YDL209C,1355,428
YDL210W,74,26
YDL211C,429,189
YDL212W,4956,4542
YDL213C,4104,3998
YDL214C,121,9
YDL215C,2949,1133
YDL216C,721,220
YDL217C,1122,1082
YDL218W,64,3
YDL219W,1171,1138
YDL220C,841,395
YDL222C,145,7
YDL223C,630,114
YDL224C,2408,2027
YDL225W,3021,4030
YDL226C,2953,5860
YDL227C,4150,1717
YDL229W,22827,60008
YDL230W,692,426
YDL231C,2791,75
YDL232W,282,398
YDL233W,922,655
YDL234C,3919,860
YDL235C,1431,2333
YDL236W,4855,4304
YDL237W,1072,1159
YDL238C,318,124
YDL239C,503,18
YDL240W,954,591
YDL241W,1413,743
YDL243C,159,1
YDL244W,9,3
YDL245C,0,0
YDR001C,2824,1801
YDR002W,9686,21626
YDR003W,988,337
YDR003W-A,171,3
YDR004W,2218,254
YDR005C,1730,928
YDR006C,3015,2475
YDR007W,14,284
YDR009W,367,116
YDR011W,4453,7636
YDR012W,5261,9575
YDR013W,1378,718
YDR014W,1243,493
YDR014W-A,18,10
YDR016C,654,342
YDR017C,3323,2359
YDR018C,154,20
YDR019C,3722,882
YDR020C,1213,755
YDR021W,2347,1252
YDR022C,380,161
YDR023W,12228,38350
YDR025W,10665,43092
YDR026C,3590,1178
YDR027C,2642,1245
YDR028C,4106,5079
YDR030C,815,184
YDR031W,479,448
YDR032C,2412,6138
YDR033W,5088,9587
YDR034C,3247,1495
YDR034C-A,4,0
YDR034W-B,44,5
YDR035W,8015,8512
YDR036C,559,1115
YDR037W,15685,49086
YDR040C,2785,2257
YDR041W,1371,1307
YDR042C,154,22
YDR043C,3738,403
YDR044W,4575,1916
YDR045C,1768,993
YDR046C,6083,3884
YDR047W,4443,2043
YDR049W,2217,1526
YDR050C,67749,150068
YDR051C,3611,1566
YDR052C,2433,1983
YDR054C,3491,2692
YDR055W,8665,4506
YDR056C,1611,1264
YDR057W,1655,779
YDR058C,810,263
YDR059C,279,340
YDR060W,9982,12287
YDR061W,2143,911
YDR062W,5950,4959
YDR063W,1251,1370
YDR064W,26234,92877
YDR065W,922,295
YDR066C,384,150
YDR067C,1790,426
YDR068W,2600,1632
YDR069C,1074,762
YDR070C,35,14
YDR071C,3384,6117
YDR072C,5417,2181
YDR073W,847,419
YDR074W,3941,3549
YDR075W,1317,691
YDR076W,612,198
YDR077W,30550,99132
YDR078C,434,130
YDR079C-A,476,397
YDR079W,660,541
YDR080W,2428,1237
YDR081C,2292,1504
YDR082W,1647,26
YDR083W,4665,3674
YDR084C,990,1139
YDR085C,827,203
YDR086C,4566,7840
YDR087C,4848,4548
YDR088C,1607,811
YDR089W,2489,1129
YDR090C,1271,537
YDR091C,7380,15734
YDR092W,1701,2843
YDR093W,3243,3248
YDR096W,1009,1513
YDR097C,2621,3118
YDR098C,3689,6520
YDR099W,3654,21615
YDR100W,497,729
YDR101C,6129,7684
YDR103W,3316,737
YDR104C,1384,301
YDR105C,1392,1075
YDR106W,76,41
YDR107C,258,286
YDR108W,1645,566
YDR109C,1474,473
YDR110W,2668,1434
YDR111C,848,689
YDR113C,1099,1410
YDR114C,17,0
YDR115W,766,1057
YDR116C,940,1897
YDR117C,1432,1887
YDR118W,1358,558
YDR119W,6530,4180
YDR119W-A,421,153
YDR120C,4756,5462
YDR121W,1703,1686
YDR122W,2385,1954
YDR123C,1123,570
YDR124W,588,210
YDR125C,236,70
YDR126W,513,119
YDR127W,8332,22064
YDR128W,2108,762
YDR129C,9873,15849
YDR130C,1239,777
YDR131C,1127,403
YDR132C,849,409
YDR134C,10285,13927
YDR135C,4287,5618
YDR137W,2450,832
YDR138W,2116,1163
YDR139C,1118,947
YDR140W,1366,804
YDR141C,2980,2399
YDR142C,762,268
YDR143C,1652,2537
YDR144C,2670,2752
YDR145W,4029,4184
YDR146C,2359,1965
YDR147W,2272,876
YDR148C,1432,5769
YDR150W,2047,4443
YDR151C,1002,2169
YDR152W,3384,2617
YDR153C,3606,4339
YDR155C,12381,67046
YDR156W,1369,2379
YDR158W,17662,30203
YDR159W,2208,1161
YDR160W,1368,227
YDR161W,2933,3497
YDR162C,1778,1087
YDR163W,1077,802
YDR164C,1651,1231
YDR165W,4301,4982
YDR166C,1739,2184
YDR167W,1897,1871
YDR168W,3841,9155
YDR169C,1323,1496
YDR169C-A,6,2
YDR170C,4894,10818
YDR170W-A,309,1901
YDR171W,934,898
YDR172W,10091,27697
YDR173C,698,434
YDR174W,4847,5188
YDR175C,1652,2066
YDR176W,2057,1652
YDR177W,3649,6163
YDR178W,594,1456
YDR179C,692,413
YDR179W-A,1337,358
YDR180W,1293,1315
YDR181C,1429,507
YDR182W,1821,1752
YDR182W-A,45,1
YDR183W,802,611
YDR184C,1662,1455
YDR185C,244,110
YDR186C,2969,1870
YDR188W,8936,11594
YDR189W,2721,3821
YDR190C,7466,8439
YDR191W,871,237
YDR192C,843,1612
YDR194C,4647,6046
YDR194W-A,3,1
YDR195W,1547,1951
YDR196C,1901,1117
YDR197W,1380,452
YDR198C,2003,590
YDR200C,1068,739
YDR201W,696,570
YDR202C,841,600
YDR204W,960,825
YDR205W,1430,626
YDR206W,3854,1604
YDR207C,1489,1748
YDR208W,2708,2797
YDR210W,1869,2063
YDR211W,6832,5553
YDR212W,7334,15418
YDR213W,1431,917
YDR214W,2908,8070
YDR216W,317,170
YDR217C,2164,1624
YDR218C,147,33
YDR219C,1459,1152
YDR221W,1688,1230
YDR222W,505,660
YDR223W,473,19
YDR224C,11092,20088
YDR225W,15717,17115
YDR226W,8796,31198
YDR227W,1885,1442
YDR228C,2314,1713
YDR229W,2012,1013
YDR231C,788,602
YDR232W,3707,8999
YDR233C,9189,24239
YDR234W,5999,6651
YDR235W,2303,712
YDR236C,1200,576
YDR237W,844,1648
YDR238C,7630,15483
YDR239C,1514,1302
YDR240C,1581,737
YDR242W,1076,34
YDR243C,1255,782
YDR244W,1872,1875
YDR245W,4673,2131
YDR246W,800,837
YDR246W-A,15,3
YDR247W,803,264
YDR248C,476,277
YDR249C,1038,156
YDR251W,3475,2124
YDR252W,312,376
YDR253C,171,53
YDR254W,729,344
YDR255C,287,254
YDR256C,243,11
YDR257C,2798,1518
YDR258C,1584,5674
YDR259C,701,291
YDR260C,871,617
YDR261C,1723,1774
YDR261C-C,0,0
YDR261W-A,0,0
YDR262W,2207,1009
YDR263C,290,20
YDR264C,3613,3773
YDR265W,1512,212
YDR266C,2701,3831
YDR267C,2657,853
YDR268W,988,626
YDR270W,1226,1444
YDR272W,1845,2258
YDR273W,311,26
YDR275W,1735,242
YDR276C,3480,11047
YDR277C,111,378
YDR279W,1427,817
YDR280W,3631,1809
YDR281C,60,81
YDR282C,662,267
YDR283C,2349,1243
YDR284C,2488,1212
YDR285W,917,220
YDR286C,328,306
YDR287W,826,573
YDR288W,1755,622
YDR289C,1798,1882
YDR291W,2082,726
YDR292C,3156,3049
YDR293C,6724,6406
YDR294C,4811,2788
YDR295C,1916,1152
YDR296W,1180,1295
YDR297W,2467,2488
YDR298C,1942,5083
YDR299W,5065,5344
YDR300C,3244,3117
YDR301W,1669,1687
YDR302W,1693,1325
YDR303C,2225,2739
YDR304C,3576,6405
YDR305C,1167,727
YDR306C,1811,544
YDR307W,1419,1327
YDR308C,1248,954
YDR309C,3010,2414
YDR310C,4233,2373
YDR311W,2919,1895
YDR312W,1725,1104
YDR313C,606,272
YDR314C,528,198
YDR315C,384,166
YDR316W,1460,688
YDR317W,58,31
YDR318W,1257,286
YDR319C,1333,320
YDR320C,1309,2231
YDR320C-A,683,685
YDR321W,3973,7747
YDR322C-A,1337,1793
YDR322W,1346,2137
YDR323C,1156,349
YDR324C,6730,6926
YDR325W,2488,1094
YDR326C,3249,2692
YDR328C,3443,5115
YDR329C,1483,746
YDR330W,986,1595
YDR331W,1558,1578
YDR332W,1047,194
YDR333C,3399,1960
YDR334W,2380,1138
YDR335W,4897,3293
YDR336W,1535,216
YDR337W,1658,1874
YDR338C,1663,537
YDR339C,3358,2592
YDR341C,10736,23031
YDR342C,4,8
YDR343C,1014,963
YDR345C,6203,11553
YDR346C,6593,6623
YDR347W,786,1852
YDR348C,2994,2816
YDR349C,2499,1494
YDR350C,1662,212
YDR351W,2725,1709
YDR352W,1954,1045
YDR353W,3785,12086
YDR354W,2507,2740
YDR356W,2372,2677
YDR357C,650,277
YDR358W,748,1914
YDR359C,2658,985
YDR361C,3433,4212
YDR362C,1936,878
YDR363W,949,526
YDR363W-A,3250,5014
YDR364C,1678,589
YDR365C,6049,8200
YDR366C,8,0
YDR367W,1861,1149
YDR368W,2300,5508
YDR369C,1047,617
YDR370C,2048,483
YDR371W,933,392
YDR372C,4586,3289
YDR373W,2094,2008
YDR374C,77,22
YDR374W-A,513,210
YDR375C,958,857
YDR376W,1491,895
YDR377W,1326,3570
YDR378C,1593,1710
YDR379C-A,139,112
YDR379W,2627,1460
YDR380W,3672,371
YDR381C-A,746,207
YDR381W,6542,15010
