ORF,WT_Ribo,WT_RNA,elp3_Ribo,elp3_RNA,ncs2_Ribo,ncs2_RNA,ncs6_Ribo,ncs6_RNA,uba4_Ribo,uba4_RNA
YKR059W,4039,1313,1707,393,1534,411,3231,1079,3359,1175
YNL202W,92,113,70,47,43,48,79,125,105,106
YJL186W,2923,1585,1148,696,899,719,2279,1466,2519,1515
YER023W,6497,3781,3126,639,2981,626,6216,3760,6928,4190
YDR399W,3497,5288,984,897,886,950,2637,3254,2668,3627
YML016C,1052,1027,499,416,351,403,986,1017,1150,1022
YOR388C,1,5,1,2,1,1,0,5,2,5
YLR133W,1157,345,694,120,520,106,1131,311,1281,309
YDL017W,318,540,209,174,153,191,340,509,407,552
YJR142W,913,818,464,176,387,189,806,687,856,758
YGL263W,31,121,43,130,18,71,45,149,43,143
YKL183C-A,0,13,1,1,0,0,2,2,0,6
YGR282C,20034,4692,9719,2103,7643,2040,18920,4462,20026,4661
YJL005W,2032,1279,701,419,620,463,1430,1174,1735,1145
YJL050W,5285,3037,2443,927,1879,925,4561,3093,4920,3407
YDR170W-A,46,14,23,4,24,6,55,16,54,17
YDR248C,595,787,205,296,194,311,406,622,478,673
YDL202W,874,854,385,158,394,152,778,702,808,801
YML083C,10,12,9,2,4,3,9,22,16,26
YLR216C,14124,2985,7210,901,6890,951,12853,3243,15269,3023
YMR017W,19,58,17,18,12,20,23,67,19,61
YER090W,5868,1846,4209,452,3465,456,7601,2120,8199,2408
YLR159W,0,0,0,0,0,0,0,0,0,0
YCR015C,293,505,137,215,98,211,223,465,269,388
YDR159W,690,771,313,221,250,237,627,885,773,764
YGL185C,485,682,239,167,247,229,518,708,585,795
YOR165W,3232,1525,1616,488,1233,492,3044,1340,3167,1303
YAL005C,39684,4445,22189,1349,19761,1528,40384,4701,44228,4880
YPR105C,807,903,331,278,293,340,714,820,894,778
YNL331C,16,222,15,111,24,97,39,258,36,257
YPL083C,464,587,184,164,143,153,409,494,423,478
YDR357C,477,707,240,288,187,299,371,705,444,768
YJR021C,173,704,77,97,66,138,143,703,177,787
YGL089C,7614,2701,276,32,1002,197,2546,937,2531,1188
YDR097C,2075,1061,1195,491,873,483,2268,1131,2591,1156
YGR170W,477,890,225,316,186,378,513,929,648,929
YOL148C,658,744,301,209,260,250,603,797,692,820
YPR082C,437,577,253,115,214,130,422,699,428,704
YJR129C,180,255,65,65,61,83,114,236,133,233
YDR281C,483,625,142,131,125,135,282,376,243,374
YGL203C,1501,1371,530,265,596,328,1344,1309,1653,1421
YBR127C,31652,6268,18048,2037,15058,2097,29694,6210,31735,6685
YOR047C,892,655,342,238,307,241,644,664,790,710
YGL009C,38719,7661,23915,3451,16899,3260,35908,7843,39981,7797
YIL130W,1253,663,599,209,551,223,1255,675,1506,740
YDR368W,4086,1475,2592,706,2059,694,4059,1474,4647,1450
YMR299C,236,725,97,291,100,311,230,663,280,690
YLR234W,167,104,88,43,74,41,168,107,190,109
YLR192C,5638,2412,2867,452,2430,436,4998,2468,5239,2757
YBR149W,4568,1256,2382,414,1968,475,4220,1303,5025,1376
YDR088C,507,732,245,211,218,278,447,792,579,865
YCR020C-A,543,519,303,274,251,236,565,544,550,610
YKL042W,916,412,397,81,293,120,738,412,881,447
YNL066W,6764,1452,2242,535,2040,607,5046,1470,5384,1679
YPL112C,938,924,527,266,477,303,1000,1060,1180,1066
YKL013C,2533,1245,1071,296,1005,329,1971,1044,2206,1144
YLR159C-A,0,0,0,0,0,0,0,0,0,0
YIL016W,899,1345,349,247,341,223,751,1268,838,1451
YOL028C,402,330,177,65,146,69,348,257,342,314
YNR057C,70,286,38,79,24,66,86,284,82,302
YDR186C,1069,919,472,300,376,341,1062,982,1193,1035
YML117W,2299,1705,903,658,900,677,2100,1894,2565,1899
YHR206W,1259,314,519,145,448,128,1140,308,1273,337
YOL122C,1032,1205,669,582,548,545,1045,1150,1327,1123
YNL223W,234,516,119,181,124,184,248,587,317,528
YOL053W,378,978,189,403,178,420,351,912,429,938
YFR055W,2108,1625,869,779,699,806,2298,1852,2454,1813
YGR027W-A,0,0,0,0,0,0,0,0,0,0
YGR027W-B,0,0,0,0,0,0,0,0,0,0
YLR442C,736,777,347,283,324,309,686,863,865,863
YJR103W,1209,1379,957,621,858,579,1753,1855,2110,2093
YLR343W,4,60,3,49,3,37,4,110,12,87
YOR021C,2507,2253,1226,1102,1249,1255,2788,2549,2912,2547
YER133W,5756,5725,2809,3509,2478,3437,5120,5302,5735,5267
YER162C,325,699,169,216,142,265,313,832,393,776
YDL190C,1903,1238,930,536,780,580,1974,1271,2327,1238
YHR102W,876,444,411,175,364,225,892,511,994,525
YMR243C,2652,2335,1089,754,902,763,2358,2017,2835,2244
YGL111W,1754,1627,573,336,479,376,1131,1437,1191,1495
YHR139C,8,29,4,14,1,12,10,32,5,29
YPR188C,1018,724,558,210,481,252,1059,740,1071,747
YNL284C-A,113,33,34,9,28,8,91,34,90,20
YNL284C-B,120,88,37,25,30,31,95,75,97,68
YOR374W,3229,1158,2060,359,1974,398,7278,2152,7500,2496
YLL025W,12,30,3,9,4,8,7,36,8,34
YGL107C,953,505,335,147,247,147,725,455,833,504
YLR281C,118,164,62,58,50,57,106,157,96,176
YBL049W,23,29,17,17,13,26,15,30,20,22
YER057C,3848,1972,1522,379,1321,369,2819,1665,3044,1882
YKR010C,697,796,306,260,278,259,614,714,799,789
YMR034C,59,167,13,39,14,45,40,157,41,139
YLR085C,380,619,173,236,151,255,368,544,442,565
YOR179C,432,689,181,209,157,237,323,534,353,560
YCR081W,693,344,272,146,251,128,664,363,760,382
YCL017C,2932,1029,1284,237,1200,226,2981,1094,3223,1203
YPR004C,2388,1257,979,401,823,434,2159,1116,2319,1180
YGR261C,1697,1366,997,573,816,594,1955,1388,2394,1398
YGR180C,16983,5644,7982,1406,6297,1414,13792,5061,16122,5040
YJL019W,557,222,187,62,151,72,399,183,516,211
YMR116C,78002,35025,31517,8655,25699,8319,63124,29518,66751,31263
YNL047C,374,425,165,125,131,150,369,438,403,431
YDR256C,3,73,5,31,3,26,5,73,8,82
YGL030W,40127,32427,17568,5226,15065,5186,32481,31183,32853,31645
YJL033W,1656,1247,740,358,536,336,1547,1321,1826,1568
YOR182C,12780,8072,5580,1625,4876,1674,10517,7846,12062,8392
YDR050C,122622,42209,52067,10080,49909,11770,103258,38602,112115,42792
YGR061C,12635,5944,4736,1247,3949,1395,12022,4521,13528,5080
YGR035W-A,1,1,2,2,0,1,2,1,3,3
YOR153W,23301,11590,7298,3166,8497,4027,21245,9129,23689,9998
YPL241C,441,282,205,83,175,82,417,241,411,273
YLR145W,227,741,119,155,102,204,224,879,273,948
YPR022C,815,950,412,290,320,382,778,1083,928,1115
YLR110C,139420,68979,54814,13925,47944,12378,124151,70831,131415,85480
YEL071W,11196,8229,3251,1817,3292,1824,7619,5979,7745,6625
YML062C,732,1841,315,586,295,730,562,1950,707,1991
YER138W-A,3,49,2,14,1,10,0,18,3,21
YFL050C,8,386,3,131,4,137,4,357,14,364
YBR106W,9154,6410,3841,1380,3386,1444,8321,5265,9122,5702
YBL093C,954,1556,347,373,421,471,924,1513,1046,1730
YLR390W-A,10141,1326,5275,737,4404,663,10190,1328,10032,1561
YLR064W,1162,891,483,292,416,296,1022,825,1198,883
YNL078W,900,775,294,177,294,238,778,666,880,694
YJL124C,1908,972,726,147,607,164,1303,824,1550,886
YPR131C,860,1168,446,403,375,421,853,1096,984,1185
YKL143W,1652,1339,634,374,543,387,1445,1391,1583,1588
YPL031C,1410,1297,742,272,658,324,1335,1370,1492,1503
YHR061C,472,130,194,46,132,39,371,114,399,132
YDR453C,139,225,61,48,57,40,92,191,102,184
YNL125C,393,458,282,178,209,170,400,444,536,426
YIL014W,479,1260,184,630,162,580,429,1231,471,1225
YNR001C,4443,2460,2871,1285,3183,1368,7065,3194,7524,3358
YNL178W,91207,49202,38726,12944,32443,12703,75342,42730,78445,45284
YDR167W,859,1154,484,340,395,405,950,1382,1012,1421
YJR017C,1448,1266,677,222,531,241,1111,1066,1275,1300
YPL180W,913,563,350,148,295,180,774,597,823,604
YHR057C,816,1387,405,227,295,246,708,1509,663,1665
YJL106W,18,188,8,64,9,72,16,170,18,177
YOR380W,86,333,50,117,60,117,83,332,118,337
YBL100W-A,15,6,3,1,1,1,14,2,7,7
YDL101C,791,567,394,157,313,177,689,484,826,530
YBL100W-C,2,11,1,6,1,5,1,7,3,5
YBL100W-B,26,104,7,17,2,25,18,55,9,66
YMR285C,764,1025,509,282,415,314,1009,1035,1201,1083
YLL018C-A,249,199,95,34,76,42,166,140,197,141
YIL117C,764,1161,375,413,392,532,1118,1331,1207,1446
YAL055W,251,480,128,87,104,89,202,458,242,521
YPL137C,1586,590,764,263,641,299,1623,706,1751,640
YOL103W,630,1552,304,734,276,722,649,1717,785,1674
YHR156C,192,399,96,141,70,164,157,372,192,405
YGR157W,3835,2970,1450,608,1235,615,3165,2335,3679,2341
YGL168W,1,39,0,6,0,5,1,38,1,40
YBR168W,146,560,66,278,63,235,142,556,166,518
YMR306W,35,143,19,56,13,68,27,154,44,164
YMR070W,1056,485,365,139,337,178,811,526,931,543
YHR162W,4072,8783,2422,2812,1992,2974,4108,8598,4436,9393
YLR275W,550,353,253,149,235,171,489,382,554,375
YOR004W,1015,1446,369,451,401,468,1118,1534,1181,1671
YOR138C,806,986,467,328,371,372,806,1182,918,955
YDL227C,2772,2422,736,310,530,278,1572,1432,1685,1699
YGL093W,908,839,484,298,404,330,905,764,1037,762
YKL215C,1777,701,762,240,534,252,1496,633,1672,726
YCL042W,1276,217,644,103,641,117,1240,279,1623,258
YDR334W,541,1307,217,500,209,634,524,1403,575,1339
YBR288C,1218,1424,693,567,596,590,1441,1467,1596,1457
YKR092C,2811,1818,1502,467,1236,527,2868,1888,3019,2250
YMR222C,863,809,403,125,381,142,755,815,850,952
YPL277C,17,47,6,12,5,10,13,30,16,42
YOR211C,1230,885,543,263,456,289,1257,868,1411,921
YDR033W,21991,6080,6365,1714,6032,1624,12845,4381,15407,4034
YGL226W,398,400,239,68,177,81,427,470,436,549
YOR324C,412,468,169,104,162,118,352,506,356,536
YAR020C,0,11,2,5,0,5,0,11,0,5
YOR353C,564,833,200,281,201,343,573,800,665,773
YHL025W,683,2813,334,996,277,1035,608,2598,729,2821
YGR037C,6616,1776,3255,504,2879,589,6591,2007,7117,2081
YNL330C,1436,1610,979,521,661,504,1554,1580,1634,1765
YER143W,1156,648,751,206,677,224,1439,714,1538,748
YOR106W,511,522,162,138,118,141,339,523,450,489
YGR284C,2950,1512,1264,532,1127,514,2756,1331,3072,1353
YCR031C,38300,16026,13957,2006,12135,2029,29202,13735,29717,14996
YPR069C,9482,3476,5476,1187,5008,1301,10426,3994,12333,4265
YLL006W,538,229,208,68,189,75,442,207,530,193
YOR237W,25,131,9,26,8,21,15,128,39,134
YIL049W,318,314,134,90,111,98,262,271,249,308
YMR175W,9,31,6,15,9,13,15,46,18,55
Q0060,5,377,5,201,0,175,9,623,4,637
YLR440C,960,1309,472,362,343,348,819,1286,1014,1323
Q0065,33,951,21,646,17,575,34,1418,33,1422
YLR044C,506435,67421,183754,11416,161076,11820,414536,63740,454352,72342
YBR065C,413,296,220,113,165,127,381,258,423,272
YLR099C,390,839,187,150,156,169,297,751,377,864
YOR149C,205,211,104,99,73,107,216,191,284,196
YOR298C-A,13325,7289,7030,3246,6323,3468,13260,7972,14174,8049
YOL007C,1620,291,564,110,493,138,1404,300,1497,257
YDR429C,7538,6007,2655,1577,2449,1723,5163,5376,5817,5552
YML010W,8843,2869,4721,847,3954,1004,9036,3204,9991,3543
YER074W,10917,10131,5051,1375,4574,1403,9256,9416,9585,10763
YER021W,3932,2647,2492,889,2366,999,5348,3280,6223,3443
YMR208W,1727,812,891,298,813,288,1739,780,1927,866
YEL052W,779,835,371,247,254,218,676,993,794,1072
YJL180C,626,562,210,176,189,222,441,442,533,497
YNL200C,577,525,340,251,252,242,522,579,601,590
YER129W,623,920,291,278,232,286,561,952,647,965
YKR082W,2085,1178,1026,437,887,495,2420,1214,2738,1231
YGR089W,676,986,263,320,235,395,737,1029,788,1077
YLR019W,1079,587,620,213,549,219,1288,688,1546,725
YPL081W,5502,5979,1180,511,827,464,2077,2503,2200,2925
YDR351W,1028,936,475,326,412,375,938,943,1113,1026
YHL028W,805,847,404,363,335,447,593,784,774,803
YDL045W-A,975,432,433,69,414,83,838,387,912,363
YLR210W,486,514,257,202,223,205,467,512,523,560
YDL204W,52,135,31,65,35,69,97,156,129,160
YKR031C,836,1000,352,374,305,423,776,1018,928,1080
YML081W,634,879,341,372,256,355,665,881,757,926
YHR181W,1021,728,566,229,478,255,1144,886,1214,906
YER096W,84,109,47,65,44,58,134,157,140,142
YMR128W,2391,1612,773,351,686,408,1784,1692,2018,1889
YJL029C,754,889,358,279,301,309,757,868,905,931
YGL130W,926,1221,506,427,447,466,1024,1331,1140,1352
YMR157C,589,616,277,217,256,260,564,565,639,586
YCL005W-A,2455,1703,1493,271,1358,251,2474,1991,2567,2286
YCR017C,1682,1417,710,449,591,470,1489,1311,1855,1320
YBL072C,13155,4556,4928,726,4532,743,9412,4205,10520,4560
YGL187C,2301,1423,1536,382,1320,419,2650,1535,2764,1536
YJR082C,457,416,175,82,137,106,297,385,343,382
YMR048W,422,566,243,124,225,129,499,666,490,710
YOR167C,19172,11819,8980,2375,7854,2517,16710,10758,16940,11672
YPR107C,520,838,231,302,214,375,464,834,516,836
YJL167W,8742,2051,3958,568,3446,609,7259,1806,8336,1927
YPL076W,207,202,61,48,72,52,179,138,179,153
YKL011C,289,748,125,244,112,267,250,640,258,603
YAL049C,1374,1069,725,292,686,309,1326,1050,1427,1127
YOR018W,608,485,277,166,245,198,488,453,564,450
YGL201C,1544,986,825,306,757,306,1806,1109,2043,1210
YPR084W,227,335,126,116,79,125,251,338,293,353
YBR121C,15255,6465,6450,1582,5605,1717,12948,5929,14900,6329
YDL146W,257,385,112,121,83,132,221,319,318,258
YMR062C,1373,832,1348,300,901,271,2185,981,2369,1144
YMR015C,2970,1230,1469,497,1315,538,3174,1424,3718,1497
YHL015W-A,0,1,1,1,0,0,1,4,0,3
YAL063C,5,9,2,5,1,4,3,8,3,8
YDR260C,500,456,285,105,227,142,532,487,658,532
YBR147W,72,121,34,82,22,63,57,120,71,137
YNL064C,20348,5838,11962,1295,10568,1467,22232,6390,24005,7232
YNL031C,13128,7377,5940,1833,4906,1787,11287,6404,12508,6762
YIL136W,570,1286,481,357,374,412,796,1911,906,1894
YLR190W,1236,528,549,187,446,172,1054,493,1186,602
YOR023C,623,398,277,147,288,182,755,505,822,562
YOR098C,2985,732,1506,305,1369,331,3395,885,3702,966
YCR030C,2141,587,916,195,823,199,2014,687,2449,684
YIL018W,44881,18252,19419,2963,16789,2975,37377,15911,40431,16864
YHR039C,1870,1399,638,494,625,496,1507,1213,1802,1235
YBR274W,383,608,203,253,166,292,381,562,472,560
YML119W,617,828,355,296,284,318,580,839,671,790
YHR204W,284,735,105,259,83,226,231,661,294,702
YNL225C,494,1002,261,326,258,376,543,944,641,1019
YNR059W,95,574,35,186,37,218,82,470,106,475
YDR180W,537,438,230,161,204,156,537,420,731,426
YOL120C,35520,17926,14162,2957,12220,2824,28762,15406,29684,15773
YIL036W,1740,770,781,235,585,223,1318,761,1581,805
YOL051W,2132,618,744,187,636,190,1655,593,1858,638
YFR057W,4,6,2,4,2,1,2,6,8,3
YOR045W,1746,925,793,313,553,264,1413,758,1484,836
YDR476C,700,272,268,99,285,103,719,260,790,247
YGR268C,283,262,149,71,152,85,325,226,369,301
YPL183W-A,1070,394,564,105,448,105,933,430,1040,455
YIL158W,340,719,152,140,110,156,261,577,316,671
YJR101W,897,1285,374,498,399,511,935,1094,1075,1074
YKR095W-A,594,517,213,89,172,91,441,549,464,490
YLR341W,13,40,15,16,7,15,12,46,23,40
YGR058W,501,174,314,53,204,65,510,169,560,181
YBR053C,1696,1259,491,311,416,338,904,914,945,915
YDL192W,12543,11138,6357,3539,5363,3373,11716,10950,13155,11068
YLR029C,58653,29581,24427,7381,20278,7401,45884,27500,51552,27498
YBR082C,7913,2139,3311,672,3112,853,6950,2118,8054,2347
YER160C,0,0,0,0,0,0,0,0,0,0
YHR104W,3105,557,1415,195,1304,269,2750,598,3139,584
YDL003W,1904,1273,1009,548,849,596,2120,1461,2486,1542
YDR363W-A,2009,2428,1164,848,919,1024,2037,2961,2402,3068
YDL078C,3732,2076,1878,665,1691,732,3662,2052,3996,2072
YOR258W,150,301,70,86,51,94,111,237,134,221
YDR435C,373,407,259,144,197,145,463,412,479,420
YIL098C,474,727,247,176,251,177,462,769,539,794
YLL027W,917,1337,327,250,366,291,963,1114,996,1289
YHL006C,68,210,41,40,21,48,47,143,50,179
YGR198W,710,949,306,320,234,334,541,964,695,957
YAR007C,3429,947,1407,200,1403,237,3009,902,3442,933
YML064C,540,1203,318,333,300,365,550,1336,585,1308
YLR414C,1389,1788,693,499,577,621,1318,1725,1525,1962
YLR087C,421,635,160,219,126,229,395,690,473,721
YMR036C,236,234,115,60,105,93,252,283,267,281
YMR081C,27,18,7,11,8,6,8,12,12,19
YGR218W,6654,2050,2738,682,2262,769,5446,1838,6287,1940
YGR267C,2228,2570,1040,971,866,1060,1816,2535,2023,2552
YDL125C,4887,2482,2817,803,2387,908,5099,2476,5390,2704
YPR006C,354,372,167,174,127,129,256,316,283,341
YMR114C,264,490,136,151,91,130,150,459,212,524
YGL022W,3221,2613,1398,709,1253,749,3088,2555,3797,2765
YJL153C,25,108,13,29,6,48,34,115,24,124
YMR214W,1820,1934,1007,293,828,284,1730,1927,2067,2302
YBR079C,12261,4209,5092,983,4439,1090,10389,4238,11321,4643
YDR500C,13467,14396,5424,1685,4651,1720,11423,15117,12932,15992
YGR063C,1218,1083,746,423,597,426,1166,1232,1391,1314
YPR020W,1298,602,718,161,737,209,1515,850,1623,799
YEL077C,2,62,0,18,0,12,1,53,1,53
YGR245C,1913,1977,958,479,820,487,2268,2250,2421,2546
YPL243W,3041,2370,1375,1077,1196,1317,2705,2295,3180,2472
YDR497C,3179,3036,1838,1138,1382,1050,3470,3306,4041,3611
YDL025C,611,714,195,217,206,295,490,594,557,652
YLR147C,591,510,331,113,295,123,693,535,698,561
YFL056C,2,123,3,63,3,64,11,137,8,161
YBR104W,565,1334,213,527,182,494,439,1191,435,1231
YBL091C,4279,2746,1872,381,1484,450,3081,2538,3569,2801
YPL048W,12355,4874,5885,823,5237,858,10698,4370,12450,4614
YPR133C,2385,2129,876,660,771,751,1584,1973,1702,2153
YJL071W,251,449,117,196,87,226,226,431,254,454
YNL123W,3060,1550,1966,546,1526,602,3537,1738,3921,1877
YPL037C,23192,8846,8892,1754,7581,1691,16303,7802,17174,8062
YKL145W,6560,3965,5226,2061,4492,2255,9075,5582,9418,5771
YOR111W,468,343,301,144,173,146,423,316,498,331
YDR451C,1723,671,727,181,632,215,1550,674,1656,704
YKL198C,400,420,138,124,128,124,318,399,367,396
YNL041C,1168,904,419,306,423,373,991,820,1176,827
YDR522C,13,36,11,12,14,7,18,67,33,19
YJL100W,181,370,97,108,79,105,201,378,221,440
YDR165W,2399,1205,936,378,932,456,2337,1268,2628,1376
YHR055C,0,0,0,0,0,0,0,0,0,0
YHR080C,202,653,69,277,59,320,135,728,180,700
YKL163W,44,89,24,35,23,27,42,67,43,82
YPL015C,454,662,278,190,226,182,516,705,616,755
YOL019W-A,0,3,0,1,0,0,0,9,0,0
YDL107W,292,491,139,185,99,182,294,538,348,483
YNR029C,1181,1406,690,387,646,409,1161,1509,1346,1646
YOL105C,92,297,42,86,40,80,106,233,109,229
YBR253W,452,979,215,154,204,174,369,949,374,993
YIL111W,1893,2570,717,849,672,1043,1245,2127,1521,2163
YDR210C-C,40,41,10,12,13,15,24,44,18,31
YDR210C-D,40,51,10,16,13,18,25,55,18,41
YJL084C,800,263,337,103,260,116,766,315,846,308
YHR154W,1854,1024,866,329,748,352,1742,1146,2015,1064
YPL135W,1891,1541,1216,531,1001,591,2295,1663,2516,1881
YMR304W,1995,620,1123,267,918,270,2088,661,2483,616
YGR041W,644,590,230,162,189,145,406,450,448,589
YPL168W,299,358,131,171,127,207,259,373,304,404
YIL177C,0,0,0,0,0,0,0,0,0,0
YHR160C,11,27,5,8,10,2,7,21,13,15
YHR213W-A,0,0,0,0,0,0,0,0,0,0
YHR213W-B,1,0,0,0,0,0,0,1,0,0
YLR273C,68,91,39,46,34,56,76,101,82,118
YDL225W,2174,1338,785,390,740,407,1763,1100,1977,1177
YCL038C,384,510,195,179,164,183,399,525,474,509
YKL058W,936,1107,524,490,460,503,813,1079,876,1124
YKL085W,4146,1617,1719,480,1617,443,3697,1652,4018,1645
YNR043W,4923,1227,2771,376,2580,465,5794,1467,6400,1561
YHL018W,127,23,46,13,56,11,107,24,113,18
YOL089C,554,415,199,132,184,146,454,352,512,386
YIL064W,740,1197,528,375,399,326,957,1387,1054,1526
YPR158C-D,320,181,37,27,54,43,118,107,122,142
YKL217W,26,75,25,40,24,46,26,91,45,82
YKR094C,12646,6475,5208,1463,4468,1454,10696,5436,11695,5318
YPR158C-C,316,133,36,21,52,39,114,84,114,120
YGR013W,607,764,256,181,260,175,544,807,593,857
YML103C,2802,1827,1578,760,1301,828,3407,1928,3936,1889
YLR306W,284,556,136,148,134,155,296,551,290,611
YPL038W-A,8,89,4,28,2,29,3,75,9,67
YGL220W,1335,1301,797,480,798,527,1387,1499,1362,1664
YOR351C,5,7,4,5,0,4,3,13,7,13
YOR328W,39,376,19,153,11,128,26,372,37,428
YDL115C,537,1128,270,357,236,464,547,1219,572,1244
YHL027W,1625,1234,858,384,738,416,1548,1347,1660,1397
YGR035C,434,747,130,34,131,37,295,573,264,629
YDR539W,1287,968,538,335,306,248,715,704,868,682
YMR177W,486,603,184,222,167,206,373,527,447,526
YCL048W-A,4,3,5,1,0,3,12,11,10,8
YGR286C,893,893,426,380,445,471,1244,1173,1279,1203
YCR037C,248,1182,197,459,135,428,335,982,398,1061
YOR239W,4825,2043,2276,289,2019,316,4077,2257,4694,2372
YOR147W,363,415,128,183,150,228,322,436,386,429
Q0045,20,1331,16,945,12,861,30,1872,24,1909
YLR046C,4,461,2,196,2,192,2,471,2,465
YBR067C,7361,2669,2460,867,2209,901,5056,2524,5845,2610
YDR100W,1204,703,612,220,536,216,1121,668,1274,706
YLL004W,474,636,249,275,221,279,482,600,607,599
YER049W,2985,2132,1566,966,1240,949,3158,2215,3489,2217
YEL054C,24492,8339,10563,1281,9152,1253,20177,7399,22234,8134
YML012W,5030,5745,2285,1880,1983,1972,4306,5139,4924,5534
YOL009C,232,429,117,84,120,90,166,386,264,376
YPR192W,13,50,7,16,4,16,10,40,7,35
YOR217W,2022,1102,1010,447,859,466,1988,1059,2114,1100
YBL035C,1310,437,516,134,506,145,1136,490,1267,491
YNL206C,882,1307,386,426,378,491,827,1277,963,1270
YLR060W,12850,4264,6593,1270,5487,1323,12480,4188,14227,4400
YER076C,146,501,49,128,33,132,98,401,102,457
YBR049C,3803,842,1605,249,1271,269,3025,950,3240,964
YKR080W,2483,4377,1513,738,1444,886,3280,2761,3540,3277
YPR148C,2188,2641,1026,808,745,924,1621,2355,1941,2392
YGR224W,7,21,6,19,3,6,8,30,16,11
YDR071C,4492,2908,2131,933,2035,1063,4488,2816,5073,2820
YPL066W,271,460,96,136,75,145,215,489,275,539
YML124C,2903,1780,1653,650,1449,601,3110,1793,3633,1995
YDR353W,10687,2956,4512,676,3961,736,9006,2593,9585,2850
YJL001W,4043,2799,3519,1489,3099,1822,6066,4048,6841,4102
YHR183W,20093,5158,9591,1380,8582,1393,15777,4436,17678,4486
YDL085C-A,919,624,369,125,348,118,582,563,689,587
YCR099C,2,123,2,26,0,44,2,126,0,143
YML087C,40,104,20,44,21,51,47,136,51,130
YDL206W,79,376,32,141,26,143,101,358,106,350
YHR060W,884,1058,328,229,350,264,724,1063,779,1129
YER094C,2805,3382,2044,1933,1693,2060,3669,4179,4134,4444
YLR173W,235,281,98,88,73,119,189,227,208,254
YKR037C,452,784,258,233,189,239,401,623,465,701
YLR212C,818,463,491,175,415,213,903,516,1031,504
YER101C,407,294,245,138,202,138,406,341,515,347
YMR155W,261,396,141,205,97,200,267,401,323,388
YCR019W,252,525,103,96,121,101,236,484,302,528
YJL027C,0,28,0,2,1,2,2,24,2,32
YLR303W,8809,1041,2861,257,2394,313,5926,771,6282,850
YBL074C,194,162,108,72,95,65,213,157,233,170
YMR260C,9092,7155,4420,988,3648,1194,7568,7031,8171,7289
YOR161C,618,700,399,331,311,366,928,946,1033,940
YML078W,5944,1739,3175,348,2896,383,5853,1898,6268,2047
YMR001C-A,23,61,6,30,8,31,14,53,10,51
YIR018W,328,498,148,130,107,113,257,424,322,396
YPL074W,530,1211,272,596,225,633,503,1276,635,1362
YJR025C,1919,1409,1199,474,640,311,1259,1054,1409,1132
YNL320W,573,408,216,125,181,118,477,359,545,348
YKL046C,1873,2579,963,906,736,825,1827,2599,2106,2868
YBR145W,338,434,194,96,137,100,241,343,242,357
YDR339C,1311,1794,592,419,612,471,1212,1968,1390,2051
YNL310C,968,451,353,89,255,88,585,367,659,468
YGR174C,333,387,148,159,146,170,289,424,314,416
YGL207W,8915,2752,4503,947,3652,1072,8592,3071,9606,3304
YLR454W,978,1148,319,440,270,466,709,1046,974,1068
YER188C-A,1,5,0,2,0,0,0,5,0,1
YKL184W,3292,1374,1715,340,1589,335,3610,1215,3840,1366
