ORF,Ribo_Prints,RNA_Prints
YAL001C,1207,1800
YAL002W,507,1799
YAL003W,101957,58223
YAL005C,40128,14352
YAL007C,3970,3924
YAL008W,931,711
YAL009W,300,902
YAL010C,391,731
YAL011W,418,824
YAL012W,39772,18928
YAL013W,967,1306
YAL014C,667,1439
YAL015C,368,881
YAL016W,9516,6301
YAL017W,1692,2089
YAL018C,4,2
YAL019W,3518,2755
YAL020C,431,1255
YAL021C,4788,2468
YAL022C,2083,2999
YAL023C,14692,15075
YAL024C,637,956
YAL025C,3432,2339
YAL026C,3639,2934
YAL027W,245,466
YAL028W,116,331
YAL029C,2396,3907
YAL030W,1132,749
YAL031C,570,1414
YAL032C,547,645
YAL033W,738,1145
YAL034C,25,443
YAL034W-A,286,412
YAL035W,38061,13406
YAL036C,6326,5998
YAL037C-A,0,4
YAL037W,31,161
YAL038W,586810,223072
YAL039C,785,972
YAL040C,799,1339
YAL041W,2042,2372
YAL042W,5457,8980
YAL043C,2258,2991
YAL044C,5328,4749
YAL044W-A,912,894
YAL046C,803,752
YAL047C,526,530
YAL048C,556,896
YAL049C,1993,2008
YAL051W,1225,1609
YAL053W,3356,3740
YAL054C,89,239
YAL055W,242,295
YAL056W,504,2280
YAL058W,719,1655
YAL059W,2046,1522
YAL060W,2606,3658
YAL061W,265,325
YAL062W,62,399
YAL063C,1,9
YAL063C-A,0,60
YAL064C-A,0,2
YAL064W,0,16
YAL064W-B,3,54
YAL065C,0,3
YAL067C,9,94
YAL068C,0,0
YAR002C-A,6068,7077
YAR002W,3948,3493
YAR003W,659,1645
YAR007C,5075,3927
YAR008W,488,983
YAR009C,31,78
YAR014C,2339,3080
YAR015W,6489,6107
YAR018C,574,832
YAR019C,428,837
YAR020C,1,22
YAR023C,13,165
YAR027W,1074,1615
YAR028W,662,897
YAR029W,3,120
YAR031W,195,274
YAR033W,71,114
YAR035C-A,0,0
YAR035W,89,288
YAR042W,1871,2284
YAR050W,2,52
YAR068W,4,339
YAR071W,56,75
YBL001C,2451,2434
YBL002W,15532,13054
YBL003C,12120,17096
YBL004W,9361,4571
YBL005W,535,1306
YBL005W-B,7,45
YBL006C,1182,1491
YBL007C,15592,6841
YBL008W,931,1360
YBL008W-A,7,17
YBL009W,1898,2332
YBL010C,487,674
YBL011W,2114,3372
YBL013W,257,189
YBL014C,358,1490
YBL015W,1215,1262
YBL016W,1330,1974
YBL017C,9304,3931
YBL018C,665,1195
YBL019W,228,567
YBL020W,1334,2091
YBL021C,361,426
YBL022C,7798,5537
YBL023C,2500,2139
YBL024W,11557,6123
YBL025W,352,451
YBL026W,1596,1233
YBL027W,51638,37243
YBL028C,2382,1296
YBL029C-A,271,366
YBL029W,139,136
YBL030C,15667,8155
YBL031W,381,642
YBL032W,6147,5053
YBL033C,1315,1468
YBL034C,1698,1026
YBL035C,2039,1860
YBL036C,2810,3255
YBL037W,1563,1545
YBL038W,992,1171
YBL039C,19402,11045
YBL039W-B,56,194
YBL040C,2742,4332
YBL041W,7436,5810
YBL042C,3398,4235
YBL043W,9,21
YBL044W,3,23
YBL045C,4700,4039
YBL046W,723,1207
YBL047C,14682,4656
YBL049W,21,15
YBL050W,3640,3016
YBL051C,4974,1749
YBL052C,337,1708
YBL054W,1921,1619
YBL055C,1020,1669
YBL056W,4567,7140
YBL057C,1172,2110
YBL058W,7543,5583
YBL059C-A,587,516
YBL059W,289,251
YBL060W,474,1180
YBL061C,2012,2571
YBL063W,850,732
YBL064C,2059,1963
YBL066C,454,596
YBL067C,1309,2177
YBL068W,3033,3178
YBL069W,1875,1463
YBL071C-B,6,14
