ORF,0_CHX,1_64xCHX,1_16xCHX,1_4xCHX,1xCHX,8xCHX,100xCHX
YAL001C,23.966523000000002,20.605428,39.772377,43.78131,27.731646000000005,31.458455999999998,26.235697499999997
YAL002W,13.253625,8.089875000000001,16.619625,16.60815,15.441525,13.773825,10.455637499999998
YAL003W,2995.679780999999,2923.125867,2087.5188240000007,1772.4780719999999,2127.474585,2183.84586,2549.8002285
YAL007C,102.480552,98.996904,91.39262399999997,100.460088,92.0322,99.33710400000001,85.60760400000001
YAL008W,18.951168000000003,27.802887000000005,21.821544,28.384962,17.271807,21.057981000000005,19.112358
YAL009W,6.78678,8.473139999999999,12.692160000000001,8.7126,6.0528,5.263439999999998,5.69673
YAL010C,9.498137999999999,10.034621999999999,13.281683999999998,14.329458,10.8927,9.3366,7.967973
YAL011W,9.619116000000002,19.76595,15.700079999999998,14.26341,10.729014,10.935594000000002,13.376993999999996
YAL012W,991.6873949999999,686.3057849999999,593.228775,614.17839,796.86747,725.3882699999998,732.3874725000001
YAL013W,22.579284,39.701927999999995,35.804328,28.809354,29.173536000000002,20.252903999999997,28.482321
YAL014C,12.161280000000001,18.684672,21.835008000000002,21.184511999999998,14.256383999999999,15.691008000000002,14.078207999999998
YAL015C,7.4315999999999995,11.282399999999999,12.7908,15.344400000000002,11.0808,9.8832,7.023
YAL016W,191.43345599999998,213.598692,195.020496,224.58495599999998,184.593276,206.485668,191.28272399999997
YAL017W,34.037631000000005,34.835547,49.605135000000004,56.236794,38.544228000000004,43.783605,27.5423505
YAL018C,0.040098,0.0,0.183864,0.0,0.2934,0.0,0.0
YAL019W,87.042876,113.151324,86.43838800000002,81.15760800000001,82.094904,78.79738800000003,87.58283999999999
YAL020C,8.404776,11.48793,8.072112,8.28153,9.964889999999999,6.273522,6.5305349999999995
YAL021C,117.813582,76.930914,113.85654600000001,115.576122,123.505278,106.601142,118.699767
YAL022C,45.028704,32.107194,47.303760000000004,42.543858,47.089307999999996,45.521322000000005,36.804159
YAL023C,370.70292,325.5178800000001,313.66416000000004,293.33796,311.5278,308.37456,263.76864
YAL024C,19.601399999999998,17.141531999999998,23.668152,19.295531999999998,19.851264000000004,18.670872,19.808184
YAL025C,88.332189,102.20336999999999,67.06445699999999,66.58737899999998,60.080513999999994,61.37451899999999,116.1090885
YAL026C,76.46212799999999,96.43193999999998,74.497284,80.46504,69.513984,67.667112,61.733934
YAL027W,5.997966,4.513997999999999,8.704164,11.925977999999999,7.708302000000001,7.549530000000001,6.2561670000000005
YAL028W,1.645719,3.678666,5.287884,4.353141000000001,3.23748,2.2598880000000006,1.6663500000000002
YAL029C,55.17792,62.985408,68.09472,67.065792,58.039488000000006,55.133759999999995,45.721056000000004
YAL030W,14.941986,10.981787999999998,27.389688,27.444912,24.819647999999997,20.825112,21.709757999999997
YAL031C,11.287152,24.720323999999998,18.133868999999997,20.594943000000004,14.485635,16.734389999999998,11.2654635
YAL032C,14.14968,14.03568,18.645839999999996,18.502200000000002,16.4844,15.734279999999998,20.00472
YAL033W,17.431146000000002,37.76826600000001,25.943921999999997,24.880608,21.04965,19.938834000000003,17.549379000000002
YAL034C,0.311742,0.5353020000000001,3.950802,5.507028,1.004778,0.895482,0.601749
YAL034W-A,5.79333,15.02316,11.38221,9.21765,7.00524,6.51369,6.46671
YAL035W,726.4327799999999,944.422794,652.718298,671.4493229999999,667.375137,763.798542,896.4202170000001
YAL036C,155.65751999999998,226.23353999999998,123.41868000000001,132.94248000000002,149.17956000000004,139.13295000000002,171.380115
YAL037W,0.4502400000000001,0.0,1.132032,0.6423960000000001,0.603,0.268536,0.63717
YAL038W,18605.357441999993,11540.588607000003,11836.499247,12651.206409,16679.247911999995,14224.213142999999,14631.091776000001
YAL039C,23.56209,19.66437,25.24689,27.600750000000005,21.972060000000003,27.91989,28.925505
YAL040C,14.264712,20.896827000000002,25.754568,19.249692,16.513182,16.101834,11.170886999999999
YAL041W,40.745025,48.170700000000004,65.64604500000002,57.227714999999996,45.436410000000016,50.563845,38.703285
YAL042W,135.69004800000002,174.52905600000003,116.337312,134.10259200000002,124.046208,125.09203199999999,120.01953599999999
YAL043C,44.335116,79.19814600000001,67.950486,58.608090000000004,56.342051999999995,55.535616000000005,47.484224999999995
YAL044C,141.767037,78.910686,126.157473,172.268991,129.117996,128.023254,134.498853
YAL044W-A,21.72825,19.003311,21.950361,25.530111,20.549763000000002,23.03694,23.591718
YAL046C,15.440607000000004,11.629631999999999,16.517319,16.607997,20.340075000000002,16.997484,21.816448500000003
YAL047C,10.303797000000001,12.486789,16.925663999999998,16.049103,12.683034000000001,14.544558,11.660690999999998
YAL048C,10.684908000000002,19.705023,15.824484,15.402816,14.306876999999998,13.751946,10.62126
YAL049C,38.383059,26.187681,49.063833,37.723569,41.78350800000001,43.25217,41.565654
YAL051W,26.959799999999998,36.115128,40.938024000000006,38.209032,34.062096,31.5972,27.8637
YAL053W,103.09756800000001,81.77904000000001,75.0288,83.587728,70.952784,70.656432,78.232224
YAL054C,1.7307359999999998,2.06703,4.678128000000001,4.2797160000000005,3.59856,3.4550460000000003,2.200905
YAL055W,4.878312,3.62181,7.489598999999999,8.447994000000001,5.336061,6.9221639999999995,6.807862500000001
YAL056W,13.714527,18.937095000000003,15.963719999999999,13.302219000000001,13.984113,12.472316999999995,10.223124
YAL058W,18.931914,18.459597000000002,20.339810999999997,24.554448000000004,19.072251,17.893722,15.720761999999999
YAL059W,54.582101999999985,64.805463,46.79269200000002,53.36097300000001,36.751446,37.38213900000001,86.88387150000001
YAL060W,73.87610400000001,69.58458900000001,73.44178199999999,111.69773699999999,79.469436,80.030148,51.162672
YAL061W,2.220834,4.816614,18.125316,22.010208,11.754996,16.236792,3.858558
YAL062W,2.165424,7.9664519999999985,2.31519,6.978546,2.561136,2.664186,2.509611
YAL063C-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAL064W,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAL067C,0.912384,0.522126,0.700326,0.8945639999999999,0.279774,0.6236999999999999,0.458865
YAL067W-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAR002C-A,145.24686,126.52926000000001,112.88969999999999,139.0851,113.4936,126.74177999999998,125.89401000000001
YAR002W,70.77618,54.061020000000006,78.67692,81.10206,75.63942,77.24484,92.95236
YAR003W,12.406485,17.627841,17.196144,14.799393000000002,11.447016,11.740365,9.781716000000001
YAR007C,102.06833400000001,81.69534600000001,100.336686,102.549762,103.005066,103.309224,98.47535099999999
YAR008W,9.461556,11.762568,11.081952000000001,12.477960000000001,6.4517760000000015,9.902880000000001,9.651168
YAR014C,46.72794,76.99311,58.396080000000005,48.11244,42.355050000000006,44.56599,49.724849999999996
YAR015W,342.549372,120.43456499999999,125.23665899999999,120.078138,129.484311,125.91635700000002,139.038765
YAR018C,11.880564,10.664123999999997,20.742264,14.925588,14.140788,15.15972,11.27823
YAR019C,10.322325,13.767975,14.02245,11.650274999999999,11.199825,10.47735,6.7962375
YAR020C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAR023C,0.30779999999999996,0.0,0.40553999999999996,0.6906599999999999,0.8094600000000001,0.14418,0.25677
YAR027W,26.973384,20.644572,35.192556,36.68926800000001,27.650232,31.511664,26.1252
YAR028W,16.379265,13.19901,16.934805,14.915685,14.142299999999999,16.040865,13.774995
YAR029W,0.064575,0.0,0.0,0.0,0.0,0.0,0.1254375
YAR035W,1.242528,1.552128,2.2559519999999997,2.3653439999999994,4.020672,2.472672,1.167192
YAR042W,47.184276,59.279973,58.44886199999999,62.083635,59.579601,56.044703999999996,43.47637949999999
YBL001C,57.20998500000001,78.64605,70.16814,89.43858,51.6033,67.22856,80.8839675
YBL004W,238.54860600000006,223.11324,198.84911400000001,173.21578200000002,181.835046,192.11531399999998,189.852009
YBL005W,17.298762,14.786895000000001,36.590604000000006,38.589546,27.179163,30.576192000000002,24.8065185
YBL006C,23.865393,19.919955,31.780703999999997,27.068006999999998,22.151685,22.642014,24.09291
YBL007C,289.4774399999999,358.26120000000003,325.29609,331.5447450000001,318.121155,327.2607,320.73378750000006
YBL008W,21.803766000000003,25.638726000000002,25.966716,25.631157,23.214123,19.111725000000003,19.719768
YBL008W-A,0.18431999999999998,0.84432,0.56616,0.7233599999999999,0.45215999999999995,0.40344,0.64488
YBL009W,40.31535000000001,20.718231,47.41978800000002,44.23518,39.403431,40.465644,38.944425
YBL010C,10.414421999999998,13.96851,18.550215,14.363033999999999,12.572502,12.414861,10.759209
YBL011W,46.2384,73.65312000000002,59.76107999999999,60.90336,52.01364,49.220639999999996,40.350300000000004
YBL013W,5.121881999999999,5.906987999999999,5.40288,6.1349219999999995,6.329087999999998,5.003694,3.993669
YBL014C,11.99121,21.482684999999996,13.894875,15.049425000000001,8.632275,8.798745,13.874737500000002
YBL015W,30.239786999999996,18.926150999999997,27.326004000000005,27.627975000000003,24.502337999999998,33.787551,22.6280625
YBL016W,28.618776,20.115342000000002,26.253702,19.099008,26.213346000000005,17.015364,21.217698
YBL017C,178.97292000000002,140.36088,191.48178,203.7489,175.31838,195.0747,188.33679
YBL018C,20.667624,10.595514,24.872544,24.051257999999997,19.568556,15.188766,20.994048
YBL019W,4.406097,9.996948,9.351429,8.415192000000001,6.483324,5.5314570000000005,4.7866875
