ORF,0_CHX,1_64xCHX,1_16xCHX,1_4xCHX,1xCHX,8xCHX,100xCHX
YBL020W,34.9416,28.752299999999998,34.536225,30.758474999999997,30.66705,26.47875,25.024575000000002
YBL021C,9.498225,15.986685,16.512165,17.351280000000006,8.736105,10.694475,11.7208575
YBL022C,176.067108,206.50480199999998,221.191236,211.288014,175.053312,203.164038,177.698367
YBL023C,52.94817,60.94123200000001,54.267312,57.922326000000005,47.874948,54.444588,45.17931
YBL024W,298.85043000000013,266.07729,209.702475,225.91848000000002,240.024,242.15708999999998,325.73188500000003
YBL025W,7.7131799999999995,8.934324,12.626226,11.665254000000003,9.914568,8.38551,10.393302
YBL026W,48.941856,16.971263999999998,60.77404799999999,61.975871999999995,48.544703999999996,44.89056,46.914192
YBL028C,69.632925,65.80820999999999,75.799977,63.334263,54.798873,72.117786,127.40634449999999
YBL029C-A,7.40202,9.104040000000001,11.702955,12.784529999999998,7.72236,7.975155,6.373169999999999
YBL029W,2.911194,1.620723,2.5368330000000006,2.3140259999999997,2.0256209999999997,2.0652060000000003,2.0816055
YBL030C,332.4981660000001,248.01994799999997,302.075136,297.334158,263.827674,315.06354000000005,342.2935395
YBL031W,6.482358,12.561984,19.04841,12.479607,12.582324,10.047960000000002,7.6264829999999995
YBL032W,127.989864,227.150952,155.60388,135.61191,135.854862,137.671272,160.50646799999998
YBL033C,30.43416,21.799038,34.357800000000005,35.48922,27.152004,28.904148,26.943884999999998
YBL034C,36.11344199999999,39.279216,49.644059999999996,43.580490000000005,37.498752,39.33826199999999,37.843944
YBL035C,41.207808,54.788424,53.905218,46.354547999999994,44.719452000000004,43.838364,42.992222999999996
YBL036C,72.71807399999999,96.70665600000001,79.46271,74.302452,70.44174000000001,72.150732,76.711527
YBL037W,37.246878,25.959851999999998,46.256184000000005,43.759926,39.266046,45.480528,35.118441
YBL038W,23.934459,34.480971,35.267345999999996,39.885639000000005,27.247019999999996,27.734222999999997,37.04769900000001
YBL039C,520.9629600000001,407.54802,326.25348,321.1518,386.56536,347.1561,472.51875
YBL039W-B,1.53288,1.1080800000000002,6.31692,5.06376,3.56166,1.58832,0.8681400000000001
YBL040C,70.32894,54.51137999999998,92.0832,90.79686,79.96758,67.91664,58.385909999999996
YBL041W,165.008184,139.928514,179.653056,187.92219599999999,162.01416,168.51839400000003,159.094551
YBL042C,128.0064,140.27328,97.39007999999998,77.3088,83.91552,94.58112000000001,110.36448
YBL043W,0.08204399999999999,0.0,0.75852,0.6462899999999999,0.0,0.0,0.251163
YBL044W,0.0,0.0,0.226566,0.0,0.0,0.0,0.044464500000000004
YBL045C,92.46333,50.987766,98.851056,60.98224200000001,91.47954599999998,96.945318,80.86264800000001
YBL046W,18.150288,25.566606,21.791484,18.863675999999998,18.833178,16.543176,18.196698
YBL047C,309.81814199999997,309.84716399999996,348.61226400000004,391.179246,352.4017079999999,383.036502,362.28784499999995
YBL049W,0.236022,0.0,1.520799,2.2205250000000003,0.34694400000000003,0.928659,0.7335029999999999
YBL050W,91.249869,94.326369,96.262806,106.017069,74.843334,93.310245,90.842013
YBL051C,122.41897200000001,92.773575,170.504685,155.58264,163.961865,153.29666699999999,169.9336935
YBL052C,9.562176,9.746879999999999,16.516032000000003,11.429184,9.756864,9.55968,5.778239999999999
YBL054W,64.31454599999999,70.45612200000001,42.317226000000005,44.75208,42.673854000000006,31.279116,85.86844799999999
YBL055C,33.891234,32.636748,29.245361999999997,35.91123300000001,28.949966999999997,22.24135800000001,34.9577985
YBL056W,99.704241,146.320965,108.447339,127.647261,97.70208,103.733889,93.133551
YBL057C,29.777483999999998,41.013951,30.455271,33.302477999999994,23.227842,25.616712,30.597286500000003
YBL058W,146.129904,221.81263199999995,166.512432,176.77874400000002,157.05765599999998,166.26057600000001,165.59023200000001
YBL059C-A,13.991340000000003,9.88251,23.382810000000003,25.24698,20.88339,20.200290000000003,20.501745
YBL059W,5.801376,4.162464,14.756028,14.266566000000001,9.238668,9.092585999999999,8.061864
YBL060W,10.212672000000001,12.939216,14.924783999999999,15.372671999999996,12.615167999999999,13.35408,10.664688000000003
YBL061C,52.908573000000004,37.755096,56.195625,44.611485,43.779267,45.349608,47.377878
YBL063W,17.854272,10.661856,26.387760000000004,25.667184000000002,19.175327999999993,21.954216,17.417256000000002
YBL064C,31.10044800000001,28.212683999999996,42.953328,53.344248,32.647296000000004,36.667686,26.130963
YBL066C,10.044558,8.620947,15.308126999999999,12.023136000000001,9.372393,10.906308000000001,11.147598
YBL067C,29.573676,44.327976,40.273068,40.926072,33.689172,30.294,31.123158
YBL068W,80.732376,51.546645000000005,68.959395,50.589189000000005,62.868366,53.97658199999999,70.2734445
YBL069W,40.34733,45.37704,42.070769999999996,43.60845,38.6097,41.962410000000006,42.400365
YBL071W-A,23.009841,79.006455,32.014179,42.54563400000001,19.178976,20.645336999999998,27.815043
YBL074C,7.753679999999999,15.757271999999999,15.12288,12.4155,10.333968,7.5294,8.041506
YBL075C,0.56745,1.0374,1.21875,1.6302,0.8346,0.86775,0.332475
YBL076C,1178.3954250000002,1276.745532,1016.344527,1037.6575260000004,1141.5700649999999,1110.1075589999998,939.7307175000001
YBL078C,5.847018,8.92257,14.500548,15.682908,13.237122,12.790374,8.414048999999999
YBL079W,106.601778,108.78413400000001,115.691922,110.90787300000001,109.14034499999998,102.15590399999999,97.9422435
YBL080C,6.49587,8.395037999999996,9.151127999999998,9.741366,7.730003999999999,8.900724,5.388564000000001
YBL081W,25.463214,19.489841999999992,34.675668,29.533652999999997,31.903740000000003,27.161352,34.629174
YBL082C,34.682499,35.578926,31.164264000000003,33.215994,31.578741000000004,30.829652999999997,22.2130755
YBL084C,12.564485999999999,20.087694000000006,19.864548,20.007999000000005,11.451032999999999,14.643387,12.1785345
YBL085W,45.804852,42.311510999999996,66.15864,53.144693999999994,58.99243500000001,58.097763,54.0055215
YBL086C,10.232903999999998,9.546414,22.229667000000003,16.662093000000002,13.352931,16.597647000000002,14.602623
YBL088C,9.07494,10.463364,9.526596,10.2459,9.74406,7.142856000000001,6.21027
YBL089W,13.569540000000002,9.02658,17.626739999999998,15.46842,12.230939999999999,12.30408,11.482289999999999
YBL090W,19.500612,17.572338,31.698773999999997,29.59428,23.047974000000004,26.781702,33.040716
YBL091C,135.444276,134.745444,118.165908,141.878088,129.19150199999999,137.45595,143.806206
YBL091C-A,6.82176,17.89656,14.120832,16.236528,9.023520000000001,10.31184,8.178192
YBL092W,2275.506156,1661.5894589999998,3002.36673,2461.227738,3062.140065,3027.1960770000005,3277.4109240000003
YBL093C,37.327563000000005,63.213735,47.647821,51.845937,34.331466,35.608404,47.1263715
YBL095W,3.5162250000000004,5.0536080000000005,5.6495370000000005,5.132469,3.1585049999999995,3.353625,3.0792375
YBL097W,20.44389,35.549175000000005,24.878760000000007,24.57525,16.147185,20.310255,21.136980000000005
YBL098W,29.181300000000004,10.086218999999998,25.812312000000002,23.046312,23.605044,24.858042,14.774589
YBL099W,505.802934,474.13711800000004,435.313242,477.572004,434.26000799999997,467.26898399999993,449.911098
YBL100W-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBL101C,28.163538,30.457674,42.384498,49.293738,39.15795000000001,38.929877999999995,23.912343
YBL102W,35.064576,43.092648000000004,45.696311999999985,49.398336,36.501191999999996,32.834160000000004,31.779216
YBL103C,18.398373,20.08875,35.101986,32.01051,28.604919000000002,22.607514,25.6471245
YBL104C,23.96973,29.508639000000002,29.006801999999997,30.808428,29.302916999999997,26.257608,26.156305500000002
YBL105C,47.74464,43.61471999999999,65.304576,71.411328,48.767616000000004,65.791872,52.652159999999995
YBL106C,13.126824000000001,24.952491000000002,15.028514999999999,19.92681,15.959646000000001,13.991229,12.535388999999999
YBL107C,9.408719999999999,10.077141,18.884223000000006,22.686717,11.432304,12.321168000000004,11.780698499999998
YBR001C,21.499367999999997,16.461917999999997,38.296335,29.678781,31.417287,28.144116,13.946707499999999
YBR002C,20.365233,41.78863499999999,24.851043,23.234946,14.178948,13.977474000000003,22.8522315
YBR003W,20.557854,19.599426,30.908592000000002,32.983290000000004,24.405786,22.906998,18.358731
YBR004C,24.274487999999998,22.937334000000003,25.580394,33.214020000000005,23.433396000000002,31.98883800000001,26.238555
YBR005W,8.409558,8.166882,10.758636,11.163096,8.593812,8.919306,8.267355
YBR006W,13.257756,13.72239,15.752736,19.898586,15.551046,15.131232,11.888504999999999
YBR007C,16.788123,19.600514999999998,29.404089,30.200049000000003,21.415746,21.566093999999996,20.447328
YBR008C,0.153171,0.0,0.352458,3.294,0.139995,0.250344,0.4553955
YBR011C,1509.8814719999998,924.500736,1169.88192,1323.28944,1421.697312,1375.278048,1344.3598080000002
YBR013C,4.33992,2.6492699999999996,9.549929999999998,11.72808,6.56409,5.85429,4.094415
YBR014C,38.66004,32.964768,30.99229200000001,41.360184,38.15820000000001,36.284256,31.030541999999997
YBR015C,130.36280399999998,86.57485199999999,106.335762,103.528152,121.67984400000002,112.889244,110.25744600000002
YBR016W,60.341426999999996,25.234334999999998,76.38219000000001,68.469975,91.429524,64.888677,92.16637200000001
YBR017C,140.93784,119.57384700000001,126.29265600000001,118.07403899999998,126.61246799999999,124.03743,108.54860400000001
YBR018C,0.07927200000000001,0.0,0.36333000000000004,0.155241,0.145332,0.258735,0.1073475
YBR019C,0.37589999999999996,1.0332000000000003,1.2138,1.3293,0.693,0.4935,0.54705
YBR020W,0.0,0.0,0.0,0.0,0.14124300000000004,0.125373,0.034914
YBR021W,19.944372,15.07335,16.733795999999998,14.995367999999997,17.682894,14.156585999999999,15.379572
YBR022W,11.029770000000001,8.483124,20.116847999999997,15.922278,13.14708,10.423146,14.874303000000001
YBR023C,80.653386,74.52489,82.454856,73.412526,73.874262,75.213996,71.88390000000001
YBR024W,11.285136,9.410622000000002,15.964625999999999,15.178218000000001,11.565995999999998,12.299856,12.93315
YBR025C,807.1971149999999,693.29847,782.4341699999998,680.54313,772.66266,837.69783,843.5647649999997
YBR026C,60.513849000000015,47.492793000000006,79.63166700000001,86.93658,79.942563,76.073508,62.81928
YBR028C,24.424284,21.557058,27.32938200000001,29.884164,26.196377999999996,23.616348,26.713172999999998
YBR029C,91.186884,64.796466,83.17783800000001,83.88956999999999,87.21052800000001,83.87583000000001,86.58398400000002
YBR030W,17.971947,19.914635999999998,17.222078999999997,18.710202000000002,16.283085,12.394389,15.512479500000001
YBR033W,0.29808,1.0211999999999999,1.2006,1.6063200000000002,0.82248,0.9770399999999999,0.8832000000000001
YBR034C,175.54002,127.406289,103.891716,101.54853,109.529811,99.902646,185.02584
YBR035C,108.186699,74.351262,105.724491,131.695839,109.461084,114.98044200000001,115.08520949999999
YBR036C,93.925008,143.094582,102.801375,111.895983,100.203444,95.90274000000001,74.84803199999999
YBR037C,15.273599999999998,23.863224000000002,24.565632,28.848455999999995,25.569072,19.755336,17.820384
YBR038W,100.132608,98.961348,113.75682,109.271328,103.574088,118.21628400000002,90.095922
YBR039W,128.58674399999998,92.079936,144.962064,155.120472,131.74293600000001,143.982072,146.526588
YBR040W,0.040365000000000005,0.0,0.0,0.0,0.0,0.397371,0.12019800000000001
YBR041W,59.96031,33.685590000000005,59.43771000000001,58.17342,52.33638,53.73735,41.250225
YBR042C,34.790772000000004,40.84912800000001,47.584482,45.133199999999995,29.514486,33.51558,33.273795
YBR043C,7.534800000000001,11.385,10.58598,11.380859999999997,8.03988,6.429420000000001,7.7418000000000005
YBR044C,6.776298000000001,8.366373,14.90373,10.901898000000001,7.8437969999999995,7.745814,7.8437969999999995
YBR045C,2.19456,1.03872,2.96256,1.33632,2.36544,1.98528,1.21248
YBR046C,30.979125,33.906690000000005,38.87943,59.356305000000006,40.431149999999995,42.72556500000001,31.3394175
YBR047W,3.4061280000000003,28.554239999999997,12.631343999999999,28.11072,12.205248,10.595904,9.98052
YBR049C,113.341305,76.522716,146.218434,128.05852199999998,123.67425600000001,132.024312,149.4141795
YBR050C,0.9142830000000001,1.092258,1.4654969999999998,1.247859,0.4393440000000001,0.39154500000000003,0.8822475000000001
YBR052C,57.44601599999999,75.44727,68.841915,67.153071,63.136053,61.482023999999996,49.942434
YBR053C,35.376219000000006,32.572788,46.240995000000005,63.261903,42.607197,45.913587,26.334265499999997
YBR054W,14.328539999999998,6.541200000000001,27.604485,26.935875,26.57673,20.9691,10.469542500000001
YBR055C,25.1343,29.149199999999997,36.5283,32.2812,28.0827,28.590300000000003,26.1333
YBR056W,38.137944000000005,35.342808000000005,49.707036,61.922202,41.824632,46.250766,31.872231
YBR056W-A,0.927615,0.9800760000000001,3.615186,4.1988900000000005,3.6752849999999997,4.448733000000001,3.3964980000000002
YBR057C,20.271611999999998,16.791351,34.331382,25.836066000000002,24.665702999999997,23.941245000000002,23.946199500000002
YBR058C,65.730228,61.214178000000004,81.075414,74.342394,66.138432,69.927222,67.232841
YBR058C-A,38.082231,24.268652999999997,58.371759,57.364767,52.22993399999999,47.384513999999996,46.4852925
YBR059C,66.653118,79.71491999999999,98.752014,95.275299,88.538124,91.34278499999999,76.833738
YBR060C,21.862305,23.41791,24.954884999999997,25.713126,23.69736,26.730324,22.9139685
YBR061C,46.42608,60.123453,44.948208,44.899692,41.074392,40.983891,53.814507000000006
YBR062C,16.477878,13.700433,22.120734,24.34812,22.562736,16.244931,18.0175545
YBR063C,0.156735,0.0,0.0,0.30618,0.431325,0.12879,0.2436075
YBR065C,12.745800000000001,17.34261,22.536195,16.717364999999997,11.61357,16.573919999999998,14.9002125
YBR066C,13.554372000000004,65.53357199999999,43.17456000000001,44.391828000000004,21.593247,26.880008999999998,16.301512499999998
YBR067C,241.87752900000004,401.80181400000004,175.73345999999998,301.6878,228.10344899999998,229.57897200000002,228.72980249999998
YBR068C,179.78469,206.29041,201.77031,187.62258,151.95954,169.01331,151.69418999999996
YBR069C,215.2764,150.92969999999997,183.08166,177.33984,179.14218,163.01226,169.30184999999997
YBR070C,13.384643999999998,12.025902,19.58859,25.352712000000004,14.879760000000001,16.00788,12.435381
YBR071W,22.251731999999997,29.217203999999995,46.441991999999985,35.04868799999999,35.531411999999996,34.901772,27.672996
YBR072C-A,0.0,0.0,0.0,0.0,0.0,0.30747599999999997,0.27953100000000003
YBR072W,12.64587,10.490925,13.290225,49.60695,14.20677,15.456135,15.984067500000002
YBR073W,57.393273,48.978048,63.990234,57.269562,59.312231999999995,59.240307,49.5577635
YBR074W,78.665109,49.967687999999995,91.986504,86.939322,83.31074399999999,88.437063,67.95816599999999
YBR076W,0.03940500000000001,0.0,1.0937549999999998,0.931875,0.14590499999999998,0.38978999999999997,0.18957000000000002
YBR077C,16.316952,31.572285,39.029045999999994,32.003583,18.572709000000003,25.735092,23.13948
YBR078W,1848.59451,1343.7917099999995,1421.5877400000002,1528.76094,1734.4372500000002,1718.4606,1857.73545
YBR079C,557.91282,557.01537,457.91373000000004,461.25455999999997,479.177505,525.97518,650.9450924999999
YBR080C,153.31496399999997,167.40503999999999,163.40435100000002,178.161588,163.499985,166.009239,152.7468525
YBR081C,38.798298,47.480127,47.764056000000004,44.432889,43.025241,40.425891,38.386401
YBR082C,267.386907,121.073526,258.5564219999999,245.0512110000001,317.3843039999999,295.96540500000003,264.826491
YBR083W,25.481301,7.930308,34.570182,12.079547999999999,20.816328,21.597963,14.869327499999999
YBR084W,243.01814399999995,237.604272,273.235104,212.039904,219.8928,233.27961599999998,228.96228000000002
YBR085C-A,22.951938,24.928991999999997,50.428163999999995,75.56510399999999,32.310888000000006,53.410385999999995,34.332576
YBR085W,13.791623999999999,13.805484,10.555776,13.880327999999999,7.6922999999999995,10.027248,14.50911
YBR086C,189.653796,122.50392,196.67674800000003,192.151035,188.82138300000003,185.11956,145.101234
YBR087W,39.45399,22.284059999999997,43.195335,42.06856499999999,37.41557999999999,44.408370000000005,33.601814999999995
YBR088C,135.18789900000002,66.694572,115.051167,109.936953,121.120314,102.897333,97.720182
YBR091C,15.63969,26.14359,22.27335,18.566790000000005,10.40985,10.97283,22.392315000000004
YBR094W,46.669584,56.160936000000014,45.787404,49.44732,44.993441999999995,43.45302,39.736554000000005
YBR095C,19.003220999999996,29.356272,31.322925,31.709532000000003,21.445697999999997,21.423717000000007,25.6498875
YBR096W,63.358218,39.710286,67.355442,67.06576799999999,63.822528000000005,63.111509999999996,46.4784705
YBR097W,20.659545,15.622335000000001,25.522155,26.630865,29.43319499999999,20.829780000000003,14.19498
YBR098W,6.441828,11.899632,13.707828,12.709272,9.146856000000003,9.271416,9.412583999999999
YBR101C,61.067223000000006,67.85392499999999,96.05357099999999,83.239677,75.97980899999999,95.67207,61.080318000000005
YBR102C,32.412198000000004,30.914754000000002,40.777074,41.500914,38.78199,33.237828,37.505091
YBR103W,18.007992,23.105352000000003,25.006007999999998,21.897744,20.114472000000003,15.431975999999999,17.313336
YBR104W,39.80592,35.05887000000001,28.47438,30.979080000000003,25.972649999999998,23.558040000000002,38.05263
YBR105C,21.952062,8.676063000000001,30.004128,35.467641,17.139771,16.712882999999998,22.0048785
YBR106W,543.924801,486.11064600000014,485.4347820000001,500.0350320000001,484.00991100000005,516.835809,472.9641839999999
YBR107C,2.40588,3.987414,4.775598,2.278206,3.05163,1.633194,1.736145
YBR108W,26.756352,22.968144,39.710772,37.90483199999999,38.419596,38.413908,26.480484
YBR109C,232.002876,342.60371999999995,205.26785999999998,227.84081999999998,208.23067200000003,235.078464,336.45187799999997
YBR110W,32.413500000000006,52.65539999999999,37.45575,53.624700000000004,34.0497,33.41925,30.121875
YBR111C,93.46027200000002,75.91272000000001,108.77088,104.46820799999998,79.950912,91.919328,89.729712
YBR111W-A,6.609483,8.825448000000002,13.952286000000004,13.083651000000003,11.820129000000001,10.241454000000001,9.999487499999999
YBR112C,106.878642,78.03689999999999,118.531959,107.51106000000001,118.99902,110.403357,109.64184449999999
YBR114W,9.582174,12.854541000000003,15.690275999999999,11.601596999999996,10.329668999999999,10.685619,10.562223000000001
YBR115C,307.95468900000003,200.809308,273.41943299999997,293.54549699999995,288.13787099999996,282.788751,294.30398549999995
YBR117C,0.33963600000000005,1.552914,2.604558,3.844434,1.108932,1.730916,0.5421900000000001
YBR119W,10.454535,6.4817219999999995,21.902946000000007,19.50975,15.625740000000002,15.484910999999999,13.851474
YBR120C,12.125244,3.09537,22.213314,17.681751,13.763394,15.825507,20.227974000000003
YBR121C,858.0186120000001,737.0712000000001,545.2743720000001,634.3742160000002,633.819108,634.290048,602.942478
