ORF,Ribo_Prints,RNA_Prints
YAL008W,1052,142
YBR255W,473,236
YGR131W,75,36
YNL003C,558,346
YBR135W,1383,235
YBR160W,1787,398
YJL082W,1275,262
YPL191C,372,118
YGL215W,1537,844
YKL074C,1099,291
YJL077C,43,41
YKL096W-A,40592,6067
YIL124W,3255,986
YPL039W,336,156
YGL141W,1048,390
YJL179W,1272,206
YOR009W,105,107
YKL029C,7016,1849
YPL166W,243,43
YKL052C,655,302
YHR025W,8479,2472
YOL034W,546,279
YBL008W,956,347
YIL062C,3804,793
YOL116W,439,227
YDR196C,830,286
YBR280C,455,155
YNR032W,498,332
YNR045W,320,188
YML105C,2739,503
YNL288W,1730,459
YIL004C,1046,176
YNR018W,3244,709
YPL144W,851,183
YFR047C,1938,528
YER087C-B,3161,426
YHR078W,576,592
YJR115W,35,40
YLR355C,82147,9198
YGR099W,570,450
YLR300W,15865,3623
YCL028W,8141,824
YJR140C,1357,424
YOR033C,502,434
YOR062C,190,88
YBR043C,363,679
YHR112C,1166,465
YLR011W,398,104
YIL044C,2428,437
YKR084C,3410,821
YER121W,56,4
YCR046C,1564,426
YKL204W,4707,484
YOR266W,420,174
YDR393W,432,238
YGR186W,4313,657
YPR194C,19,131
YGR019W,2273,581
YBL033C,1333,293
YLL057C,46,84
YNL229C,2381,413
YNL277W,485,253
YMR040W,36,23
YDR077W,38945,4892
YMR266W,5325,1327
YKR064W,473,349
YPL089C,610,293
YGR277C,1266,355
YDL139C,252,63
YDR246W,832,188
YOR288C,981,309
YCR028C,997,514
YML054C,37,95
YLR179C,9600,2569
YOR141C,2604,620
YBL106C,616,283
YGL044C,1286,270
YER107C,2181,624
YBR038W,4710,720
YEL047C,5207,1113
YPR016C,5931,1143
YOR208W,389,199
YDL055C,53476,16795
YML009C,941,171
YML072C,16969,2048
YDR142C,264,123
YFL044C,1375,333
YKL019W,1215,737
YJL130C,55067,3339
YBL085W,2702,551
YFL011W,20,9
YDR082W,48,268
YDR348C,2797,534
YKL182W,79806,6827
YDR333C,2025,887
YKL018C-A,394,68
YIR012W,4553,1202
YLR363C,919,293
YDR179C,315,35
YLR431C,183,89
YKR046C,964,599
YJR005W,1426,541
YJL116C,130,62
YER030W,2069,217
YHR041C,868,417
YJR072C,3130,1035
YDR047W,1809,966
YKR039W,508,172
YGL003C,712,305
YPL009C,4768,671
YDR268W,686,286
YGL192W,49,425
YDL117W,1702,524
YMR131C,6831,2265
YMR293C,275,176
YJL214W,80,42
YIL105C,1698,521
YML126C,19588,2272
YLR189C,981,608
YIL150C,665,83
YBR212W,3811,503
YJR109C,5392,609
YLR254C,330,101
YGR085C,7336,1417
YPL105C,3112,1086
YGR145W,3600,698
YGR110W,90,88
YGL154C,162,154
YBR129C,828,338
YDL215C,1857,841
YKL099C,1896,292
YDR315C,209,117
YLR394W,26,178
YNL104C,10319,2087
YNL151C,1738,339
YNR066C,114,63
YLR220W,1566,345
YHR006W,1604,364
YMR232W,62,77
YNL083W,508,269
YER168C,1793,624
YPL265W,8581,1623
YOR227W,1391,552
YOR081C,1296,472
YEL026W,12081,1611
YGR050C,141,44
YDR021W,599,219
YGL063W,100,164
YPL212C,3608,796
YOL157C,,14
YPR095C,780,376
YOR310C,16220,2976
YDR188W,9351,2625
YAL027W,297,144
YGL236C,332,252
YHR133C,3202,1093
YDR541C,213,269
YIL090W,1223,500
YBR183W,342,129
YOL048C,300,216
YCR007C,125,46
YDR540C,78,13
YEL004W,478,163
YPR057W,452,285
YLL032C,1000,291
YDR116C,1408,234
YLR030W,37,62
YDR122W,2506,579
YOL062C,951,845
YNL234W,246,110
YJL194W,930,149
YOL015W,3,78
YDL070W,4181,1043
YOR241W,2472,777
YLR056W,13144,5527
YKL110C,1501,371
YNL255C,11202,1930
YLR204W,981,156
YML097C,1022,283
YKR007W,638,155
YHR193C,25646,3762
YBL099W,18357,1724
YNL305C,1535,599
YMR023C,179,152
YOR119C,1319,329
YNL187W,24,135
YLL014W,1721,431
YCL045C,8287,1722
YCR061W,3051,455
YPR115W,926,636
YHR088W,2268,426
YBR017C,4745,1443
YPR162C,847,309
YGR166W,659,303
YDL161W,2982,401
YKL050C,6,65
YJR055W,352,53
YGL099W,4928,721
YFL030W,72,89
YIL119C,1296,158
YPL193W,760,184
YNL005C,1698,521
YJL144W,125,12
YBR012W-B,17,18
YJR139C,18806,5757
YBR133C,1318,1035
YBR162C,19450,5716
YOR130C,406,220
YJL079C,3480,632
YGL019W,2015,727
YGR201C,137,222
YNL172W,694,321
YNL058C,2130,325
YPL160W,36223,4673
YNL023C,1477,608
YDR214W,6887,1647
YIL126W,4656,446
YLR295C,2162,272
YER175W-A,,19
YHR168W,291,159
YOR064C,201,154
YOL081W,2029,808
YOL036W,1927,536
YGL148W,12211,3838
YOR031W,4,27
YBR282W,1187,144
YDR194C,3913,1016
YOL114C,108,28
YMR244C-A,639,53
YNR030W,2764,703
YML007C-A,39,4
YDR466W,973,386
YFR045W,503,174
YIL002C,668,437
YGR159C,17327,2780
YLR369W,1240,331
YFR032C,,12
YNL118C,4595,1104
YGL228W,4275,998
YJR117W,5607,1364
YBR196C-B,9,5
YLR357W,2781,446
YER127W,2022,422
YJR093C,1234,266
YLR017W,3731,953
YHR110W,934,525
YBR041W,2330,786
YCR044C,1382,499
YDL039C,9,59
YOR264W,2398,614
YBL029C-A,369,73
YGL173C,22652,2589
YNL275W,541,236
YAR015W,5432,1627
YOR384W,260,210
YLL051C,1307,908
YDR427W,5232,1433
YLR079W,1847,302
YLR408C,292,44
YMR093W,2794,1008
YMR042W,312,120
YDR079W,531,102
YMR268C,497,123
YML070W,7348,1278
YPR072W,4864,885
YMR108W,18621,3043
YCR091W,265,91
YER062C,3367,680
YDR244W,1420,329
YDL137W,4348,2110
YGR271W,2038,469
YDR233C,13767,2952
YGR071C,722,308
YCR106W,289,284
YER109C,295,354
YDR489W,582,164
YPR049C,738,306
YDL057W,356,107
YGR257C,542,585
YPL235W,4920,1113
YBL087C,11391,4944
YJL132W,292,182
YGL190C,1705,397
YBR110W,1547,716
YDR144C,4037,1185
YFL046W,565,199
YOR103C,2030,467
YKL137W,980,162
YDR447C,11974,6563
YAL061W,734,333
YPR145W,19190,3673
YJL063C,1270,415
YMR149W,4879,1609
YIR010W,967,334
YDR331W,1815,497
YML056C,10998,4699
YKR044W,303,424
YLR433C,1885,332
YMR068W,185,102
YNL164C,596,246
YER032W,1567,388
YJR070C,10170,2373
YGL005C,569,211
YHR043C,660,233
YDL111C,1742,582
YMR133W,31,54
YPL007C,665,437
YKL159C,400,113
YDR059C,631,79
YBR101C,2941,713
YLR396C,848,390
YBR245C,6036,661
YJL216C,,89
YBR210W,660,189
