ORF,Ribo_Prints
YBR147W,0.297594
YBR148W,4.74519
YBR149W,157.267215
YBR150C,16.87176
YBR151W,42.455493
YBR152W,7.29708
YBR153W,7.17654
YBR154C,136.488888
YBR155W,59.05221
YBR156C,15.236802
YBR157C,11.071488
YBR158W,57.71535
YBR159W,120.79602
YBR160W,47.954517
YBR161W,13.602537
YBR162C,603.428904
YBR162W-A,40.244886
YBR163W,6.713802
YBR164C,59.606616
YBR165W,12.890304
YBR166C,44.141679
YBR167C,5.873778
YBR168W,6.742818
YBR169C,37.967352
YBR170C,53.877873
YBR171W,58.491369
YBR172C,70.584696
YBR173C,75.789297
YBR175W,17.401488
YBR176W,16.978059
YBR177C,70.354704
YBR179C,30.197112
YBR180W,0.139239
YBR182C,3.27519
YBR182C-A,0
YBR183W,4.12734
YBR184W,3.66276
YBR185C,17.528454
YBR186W,0.42036
YBR187W,76.929651
YBR188C,11.056374
YBR192W,22.858038
YBR193C,14.567616
YBR194W,7.036008
YBR195C,15.895494
YBR196C,3047.00661
YBR196C-A,0
YBR196C-B,0
YBR197C,11.99109
YBR198C,68.00289
YBR199W,72.756225
YBR200W,36.362448
YBR200W-A,0
YBR201C-A,2.328864
YBR201W,5.947872
YBR202W,61.797762
YBR203W,2.600175
YBR204C,13.605936
YBR205W,112.984065
YBR207W,64.50372
YBR208C,16.121916
YBR210W,10.492482
YBR211C,14.40465
YBR212W,67.31346
YBR213W,10.057575
YBR214W,29.286576
YBR215W,35.524248
YBR216C,26.78265
YBR217W,3.531495
YBR221C,309.19383
YBR221W-A,0
YBR222C,88.390752
YBR223C,5.48052
YBR225W,17.258655
YBR227C,23.816994
YBR228W,4.738785
YBR229C,85.700745
YBR230C,32.407695
YBR230W-A,3.675285
YBR231C,16.89024
YBR233W,27.689148
YBR233W-A,9.348
YBR234C,137.77533
YBR235W,22.841496
YBR236C,34.130574
YBR237W,11.67135
YBR238C,42.431112
YBR239C,7.32036
YBR240C,3.988644
YBR241C,14.15655
YBR242W,28.052625
YBR243C,42.748392
YBR244W,61.853121
YBR245C,135.37965
YBR246W,26.697504
YBR247C,89.536128
YBR248C,100.508856
YBR249C,449.160054
YBR250W,1.268604
YBR251W,25.738944
YBR252W,45.970872
YBR253W,10.345722
YBR254C,19.040208
YBR255C-A,10.854063
YBR255W,11.63847
YBR256C,34.644723
YBR257W,15.42324
YBR258C,6.192186
YBR259W,5.128227
YBR260C,34.159071
YBR261C,46.796652
YBR262C,8.62206
YBR263W,339.230427
YBR264C,13.2972
YBR265W,43.570935
YBR267W,60.09288
YBR268W,20.204766
YBR269C,32.449689
YBR270C,1.264536
YBR271W,21.63672
YBR272C,24.520899
YBR273C,45.698838
YBR274W,14.221152
YBR275C,39.469113
YBR276C,9.906888
YBR278W,7.267152
YBR279W,40.34739
YBR280C,9.047478
YBR281C,46.756647
YBR282W,20.812995
YBR283C,259.977135
YBR284W,2.066022
YBR285W,0.17139
YBR286W,715.936506
YBR287W,43.346556
YBR288C,45.47664
YBR289W,35.334
YBR290W,27.81114
YBR291C,9.0531
YBR293W,4.966125
YBR294W,0.54954
YBR295W,9.222426
YBR296C,19.884075
YBR296C-A,0
YBR297W,2.840733
YBR298C,0
YBR298C-A,0
YCL001W,64.865934
YCL001W-A,0
YCL001W-B,0
YCL002C,8.776152
YCL004W,4.649454
YCL005W,11.216508
YCL005W-A,54.400878
YCL008C,22.091166
YCL009C,267.68097
YCL010C,12.40746
YCL011C,88.408536
YCL012C,10.11204
YCL014W,62.345145
YCL016C,10.26414
YCL017C,135.440064
YCL018W,0
YCL021W-A,0.358722
YCL024W,22.62321
YCL025C,18.656718
YCL026C-A,0.955644
YCL026C-B,12.1056
YCL027W,3.527388
YCL028W,247.906848
YCL029C,24.116967
YCL030C,254.652
YCL031C,59.708472
YCL032W,11.236554
YCL033C,27.770925
YCL034W,50.663115
YCL035C,46.190097
YCL036W,10.51218
YCL037C,473.73066
YCL038C,14.078277
YCL039W,16.845426
YCL040W,189.610965
YCL042W,98.90496
YCL043C,1031.06835
YCL044C,27.522792
YCL045C,200.867472
YCL047C,14.837592
YCL048W,0.141984
YCL048W-A,0
YCL049C,13.287789
YCL050C,296.355276
YCL051W,15.948456
YCL052C,15.771357
YCL054W,128.56077
YCL055W,25.92072
YCL056C,2.226765
YCL057C-A,35.98413
YCL057W,149.732139
YCL058C,0
YCL058W-A,15.846228
YCL059C,113.657814
YCL061C,33.196317
YCL063W,15.462432
YCL064C,231.808569
YCR002C,86.197395
YCR003W,22.392984
YCR004C,139.139904
YCR005C,124.706493
YCR007C,3.98304
YCR008W,32.67036
YCR009C,72.239748
YCR010C,0.299052
YCR011C,100.27395
YCR012W,12240.70599
YCR014C,0
YCR015C,10.610388
YCR016W,47.226681
YCR017C,93.223926
YCR018C,10.244412
YCR019W,6.825
YCR020C,0.624024
YCR020C-A,9.701712
YCR020W-B,8.67183
YCR021C,3.224772
YCR023C,14.370372
YCR024C,6.5076
YCR024C-A,0
YCR024C-B,0.21093
YCR026C,34.665408
YCR027C,11.76021
YCR028C,30.473739
YCR028C-A,160.065744
YCR030C,59.939607
YCR032W,18.354288
YCR033W,42.305733
YCR034W,186.883308
YCR035C,43.36626
YCR036W,34.583028
YCR037C,30.106692
YCR042C,56.479104
YCR043C,27.289728
YCR044C,38.546934
YCR045C,0.141696
YCR046C,36.75621
YCR047C,39.459168
YCR048W,61.810593
YCR050C,0
YCR051W,51.027306
YCR052W,57.094092
YCR053W,709.873425
YCR054C,19.207584
YCR057C,111.944448
YCR059C,21.801843
YCR060W,15.588384
YCR061W,59.323944
YCR063W,6.353022
YCR065W,46.96167
YCR066W,6.937896
YCR067C,87.286212
YCR068W,10.287666
YCR069W,57.449667
YCR071C,18.765873
YCR072C,79.819524
YCR073C,5.410584
YCR073W-A,35.245692
YCR075C,7.108074
YCR075W-A,13.158564
YCR076C,12.929763
YCR077C,180.764382
YCR079W,4.27938
YCR081W,26.205228
YCR082W,33.441057
YCR083W,24.257664
YCR084C,188.466012
YCR086W,18.217389
YCR087C-A,34.849584
YCR088W,445.732008
YCR089W,1.07709
YCR090C,29.678391
YCR091W,4.56393
YCR092C,23.728434
YCR093W,248.764986
YCR094W,37.917768
YCR095C,15.542208
YCR095W-A,0
YCR097W,17.662398
YCR098C,0.423504
YCR099C,0
YCR100C,0
YCR101C,1.774368
YCR105W,2.469564
YCR106W,4.810575
YDL001W,15.155253
YDL002C,15.137208
YDL003W,44.569602
YDL004W,90.498261
YDL005C,29.732832
YDL006W,15.259302
YDL007C-A,0
YDL007W,169.909398
YDL008W,12.214446
YDL009C,0
YDL010W,24.80196
YDL012C,68.016996
YDL013W,17.28684
YDL014W,535.368816
YDL015C,179.813358
YDL017W,9.88314
YDL018C,18.878232
YDL019C,78.280344
YDL020C,52.774932
YDL021W,6.646536
YDL022C-A,0.220365
YDL022W,173.875128
YDL024C,1.419663
YDL025C,18.818163
YDL027C,9.884238
YDL028C,18.757035
YDL029W,165.483192
YDL030W,17.593092
YDL031W,143.851284
YDL033C,4.15701
YDL035C,31.157256
YDL036C,14.356704
YDL037C,0
YDL039C,0.138402
YDL040C,206.5851
YDL042C,32.109579
YDL043C,20.499993
YDL044C,13.271013
YDL045C,15.094269
YDL045W-A,29.099808
YDL046W,83.218806
YDL047W,57.748392
YDL048C,2.831106
YDL049C,3.613746
YDL051W,170.890092
YDL052C,89.489088
YDL053C,44.036802
YDL054C,23.082339
YDL055C,1694.269686
YDL056W,31.054824
YDL057W,8.366799
YDL058W,111.296322
YDL059C,3.525489
YDL060W,104.126697
YDL061C,262.800324
YDL063C,64.679634
YDL064W,63.531642
YDL065C,37.259061
YDL066W,333.684351
YDL067C,24.93198
YDL069C,4.62852
YDL070W,86.288004
YDL072C,83.09736
YDL073W,17.06808
YDL074C,56.093319
YDL075W,493.731036
YDL076C,22.902915
YDL077C,23.2974
YDL078C,111.304296
YDL079C,0
YDL080C,5.72058
YDL081C,559.294671
YDL084W,814.642749
YDL085C-A,16.587945
YDL085W,0.702702
YDL086W,54.817536
YDL087C,7.405692
YDL088C,43.502844
YDL089W,19.68906
YDL090C,18.154368
YDL091C,11.670408
YDL092W,42.990885
YDL093W,41.707152
YDL095W,360.023886
YDL097C,191.006325
YDL098C,11.456055
YDL099W,50.57154
YDL100C,319.121925
YDL101C,24.968064
YDL102W,74.553102
YDL103C,97.702722
YDL104C,5.602248
YDL105W,7.909278
YDL106C,35.62776
YDL107W,9.471264
YDL108W,20.407518
YDL109C,0.695952
YDL110C,16.420797
YDL111C,42.831054
YDL112W,119.923398
YDL113C,20.454951
YDL114W,0.295713
YDL115C,15.439356
YDL116W,55.992813
YDL117W,34.9527
YDL120W,31.9389
YDL121C,35.61705
YDL122W,71.26461
YDL123W,15.029613
YDL124W,165.797352
YDL125C,177.344784
YDL126C,1009.838676
YDL127W,15.969429
YDL128W,97.024764
YDL129W,7.74384
YDL130W,349.104192
YDL130W-A,13.04478
YDL132W,84.99456
YDL133W,19.418292
YDL135C,81.440961
YDL138W,4.13706
YDL139C,4.804128
YDL140C,490.657842
YDL141W,54.74793
YDL142C,7.771944
YDL143W,238.491186
YDL144C,30.264318
YDL145C,404.456172
YDL146W,8.773344
YDL147W,196.034394
YDL148C,114.044442
YDL149W,9.143676
YDL150W,35.084043
YDL153C,99.900333
YDL154W,1.507242
YDL155W,21.171876
YDL156W,12.963078
YDL157C,56.072562
YDL159W,18.6147
YDL159W-A,0
YDL160C,358.642674
YDL160C-A,8.966457
YDL161W,61.207965
YDL164C,41.53842
YDL165W,36.395136
YDL166C,37.909674
YDL167C,64.87128
YDL168W,143.049132
YDL169C,2.014656
YDL170W,10.136169
YDL171C,324.674778
YDL173W,61.989504
YDL174C,32.86332
YDL175C,15.91623
YDL176W,7.474278
YDL177C,2.78559
YDL178W,57.708018
YDL179W,17.772045
YDL180W,12.7821
YDL181W,5.169804
YDL183C,4.12164
YDL185W,1745.014464
YDL186W,0.299406
YDL189W,45.825648
YDL190C,81.033108
YDL193W,48.634848
YDL194W,4.38606
YDL195W,509.189772
YDL197C,4.083864
YDL198C,64.677375
YDL199C,6.09912
YDL200C,8.008308
YDL201W,59.102484
YDL202W,26.94075
YDL203C,21.043152
YDL204W,1.585062
YDL205C,42.876816
YDL206W,5.10447
YDL207W,19.404
YDL208W,160.772553
YDL209C,12.87036
YDL210W,2.381808
YDL211C,5.070189
YDL212W,98.385291
YDL213C,67.001316
YDL214C,0.4158
YDL215C,42.315495
YDL216C,5.137209
YDL217C,27.804816
YDL218W,0.146916
YDL219W,25.566414
YDL220C,11.90475
YDL222C,1.03509
YDL223C,8.85762
YDL224C,56.31405
YDL225W,89.992008
YDL226C,148.584054
YDL227C,79.43871
YDL230W,11.862144
YDL231C,2.85441
YDL232W,0
YDL233W,15.646851
YDL234C,24.577047
YDL235C,36.20484
YDL236W,99.212862
YDL237W,49.895901
YDL238C,4.9539
YDL239C,0
YDL240W,22.776732
YDL241W,7.757688
YDR001C,66.39408
YDR002W,337.614114
YDR003W,11.436411
YDR003W-A,0
YDR004W,4.692519
YDR005C,23.9976
YDR006C,44.927718
YDR007W,21.989475
YDR009W,1.550496
YDR011W,230.423322
YDR013W,11.300421
YDR014W,9.177624
YDR014W-A,0.663084
YDR016C,10.973925
YDR017C,51.497949
YDR018C,0.432333
YDR019C,43.162437
YDR020C,12.161202
YDR021W,19.5708
YDR022C,8.097882
YDR023W,831.144264
YDR026C,12.888612
YDR027C,25.21548
YDR028C,121.11792
YDR030C,5.788926
YDR031W,5.98959
YDR032C,192.684138
YDR033W,819.759528
YDR034C,29.747928
YDR034C-A,0
YDR034W-B,0.734916
YDR035W,116.674677
YDR036C,57.091455
YDR037W,935.724672
YDR041W,28.855188
YDR042C,0.474561
YDR043C,8.934552
YDR044W,70.751121
YDR045C,30.91905
YDR046C,70.91931
YDR047W,40.526046
YDR049W,27.292428
YDR050C,4016.701917
YDR051C,32.520795
YDR052C,28.52289
YDR054C,50.839776
YDR055W,129.191955
YDR056C,46.112688
YDR057W,21.080889
YDR058C,5.72904
YDR059C,16.215819
YDR060W,202.061466
YDR061W,24.46362
YDR062W,135.043542
YDR063W,22.5576
YDR064W,2556.164544
YDR065W,5.079348
YDR066C,3.651789
YDR067C,9.44595
YDR068W,24.822465
YDR069C,19.703385
YDR070C,0.20445
YDR071C,142.707456
YDR072C,55.89936
YDR073W,11.48622
YDR074W,100.150947
YDR075W,15.526323
YDR076W,3.305247
YDR077W,402.472665
YDR078C,1.859424
YDR079C-A,16.993743
YDR079W,12.020064
YDR080W,33.987411
YDR081C,30.105186
YDR082W,1.697355
YDR083W,56.21472
YDR084C,36.7254
YDR085C,4.879197
YDR086C,199.729233
YDR087C,65.018997
YDR088C,12.136887
YDR089W,37.30995
YDR090C,18.321321
YDR091C,211.562946
YDR092W,57.700104
YDR093W,80.414502
YDR096W,24.39054
YDR097C,75.366819
YDR098C,168.261615
YDR099W,399.708186
YDR100W,35.016192
YDR101C,179.449182
YDR103W,35.727642
YDR104C,8.403024
YDR105C,27.527076
YDR106W,2.53935
YDR107C,24.843795
YDR108W,14.959998
YDR109C,11.068644
YDR110W,24.807384
YDR111C,22.73046
YDR113C,26.502762
YDR114C,0
YDR115W,29.056296
YDR116C,28.221336
YDR117C,48.91938
YDR118W,12.510174
YDR119W,119.966307
YDR119W-A,0
YDR120C,114.176589
YDR121W,13.337688
YDR122W,52.56414
YDR123C,12.29211
YDR124W,0
YDR125C,3.417258
YDR126W,5.123748
YDR127W,464.725296
YDR128W,25.54227
YDR129C,365.692104
YDR130C,14.742204
YDR131C,8.699226
YDR132C,9.334224
YDR135C,175.07526
YDR137W,16.388184
YDR138W,27.053784
YDR139C,23.035896
YDR140W,14.43555
YDR141C,81.80685
YDR142C,6.658584
YDR143C,43.392609
YDR144C,88.579278
YDR145W,67.34502
YDR146C,60.76251
YDR147W,19.133205
YDR148C,117.110352
YDR150W,118.443414
YDR151C,36.587958
YDR152W,52.18122
YDR153C,57.267588
YDR155C,1346.674215
YDR156W,43.829352
YDR158W,509.560938
YDR159W,25.588206
YDR160W,6.177426
YDR161W,78.361644
YDR162C,16.271235
YDR163W,13.66992
YDR164C,35.950575
YDR165W,108.088275
YDR166C,40.159152
YDR167W,31.289706
YDR168W,157.01283
YDR169C,25.532436
YDR169C-A,0
YDR170C,370.22391
YDR171W,13.751448
YDR172W,523.826856
YDR173C,11.206524
YDR174W,154.629657
YDR175C,37.84416
YDR176W,27.834582
YDR177W,82.3608
YDR178W,20.509398
YDR179C,6.467025
YDR179W-A,6.680208
YDR180W,27.927342
YDR181C,10.061268
YDR182W,57.308652
YDR182W-A,0.258672
YDR183W,9.866241
YDR184C,17.548665
YDR185C,2.75238
YDR186C,49.363794
YDR188W,280.670076
YDR189W,102.197073
YDR190C,150.084048
YDR191W,8.406489
YDR192C,31.739271
YDR194C,103.18539
YDR194W-A,0
YDR195W,31.657122
YDR196C,15.298998
YDR197W,7.78869
YDR198C,15.0264
YDR200C,15.49647
YDR201W,12.709458
YDR202C,14.717472
YDR204W,17.426304
YDR205W,21.43245
YDR206W,30.705075
YDR207C,31.324725
YDR208W,60.63408
YDR210W,51.459144
YDR211W,134.647911
YDR212W,240.13248
YDR213W,37.924602
YDR214W,136.5741
YDR216W,40.597812
YDR217C,40.60869
YDR218C,0.143736
YDR219C,22.306488
YDR221W,39.189438
YDR222W,12.906816
YDR223W,1.704456
YDR226W,795.190125
YDR227W,33.806484
YDR228C,27.306477
YDR229W,22.77945
YDR231C,13.062666
YDR232W,137.071575
YDR233C,373.422648
YDR234W,64.296324
YDR235W,13.06692
YDR236C,14.159664
YDR237W,31.5561
YDR238C,321.121956
YDR239C,24.65652
YDR240C,16.128495
YDR242W,0.9834
YDR243C,19.016454
YDR244W,39.200124
YDR245W,63.982842
YDR246W,18.34536
YDR246W-A,0.525012
YDR247W,10.094238
YDR248C,14.654178
YDR249C,4.924458
YDR251W,48.785517
YDR252W,5.76675
YDR253C,1.276992
YDR254W,6.401673
YDR255C,6.302148
YDR256C,0.281736
YDR257C,27.863055
YDR258C,68.78046
YDR259C,3.900672
YDR260C,9.176031
YDR261C,50.757828
YDR262W,26.596206
YDR263C,0.571506
YDR264C,158.19894
YDR265W,5.41476
YDR266C,66.10176
YDR267C,12.322137
YDR268W,16.05006
YDR270W,57.03174
YDR272W,52.088025
YDR273W,2.32227
YDR275W,3.072012
YDR276C,217.05432
YDR277C,4.857762
YDR279W,22.009806
YDR280W,40.267152
YDR281C,10.823085
YDR282C,8.74986
YDR283C,44.96442
YDR284C,36.36774
YDR285W,5.074668
YDR286C,8.359005
YDR287W,12.502896
YDR288W,10.964064
YDR289C,27.42531
YDR291W,17.288964
YDR292C,68.159382
YDR293C,147.721833
YDR294C,72.28326
YDR295C,21.64725
YDR296W,22.110708
YDR297W,71.87985
YDR298C,83.511549
YDR299W,73.857285
YDR300C,90.679446
YDR301W,52.607562
YDR302W,25.80798
YDR303C,63.191292
YDR304C,169.437624
YDR305C,16.433058
YDR306C,13.469001
YDR307W,45.418815
YDR308C,17.275743
YDR309C,72.372096
YDR310C,50.252262
YDR311W,30.190779
YDR313C,5.223687
YDR314C,2.632014
YDR315C,3.889908
YDR316W,9.651456
YDR317W,3.728775
YDR318W,6.090714
YDR319C,14.560425
YDR320C,49.839831
YDR320C-A,12.381165
YDR321W,247.718214
YDR322C-A,20.500077
YDR322W,30.31584
YDR323C,5.359176
YDR324C,125.699175
YDR325W,24.534552
YDR326C,81.025773
YDR328C,98.650305
YDR329C,21.97182
YDR330W,26.567028
YDR331W,39.6138
YDR332W,4.5747
YDR333C,54.482448
YDR334W,24.011235
YDR335W,86.7888
YDR336W,11.507265
YDR337W,25.521762
YDR338C,13.30056
YDR339C,51.03438
YDR341C,417.861984
YDR346C,172.183896
YDR347W,37.080876
YDR348C,54.5565
YDR349C,34.508988
YDR350C,6.101295
YDR351W,39.789135
YDR352W,22.545882
YDR353W,396.99648
YDR354W,50.162841
YDR356W,39.244905
YDR357C,8.866701
YDR358W,24.832116
YDR359C,20.480805
YDR361C,81.005604
YDR362C,14.849745
YDR363W,9.39135
YDR363W-A,49.44483
YDR364C,12.097224
YDR365C,105.03042
YDR367W,33.567066
YDR368W,102.903132
YDR369C,10.980765
YDR370C,11.696529
YDR371W,14.109696
YDR372C,67.295616
YDR373W,37.234113
YDR374C,0.148281
YDR374W-A,4.19013
YDR375C,19.067868
YDR376W,16.691766
YDR377W,63.292122
YDR378C,38.706822
YDR379C-A,3.61824
YDR379W,22.78257
YDR380W,10.997712
YDR381C-A,9.7014
YDR381W,235.794888
YDR382W,547.493292
YDR383C,3.678927
YDR384C,142.833312
YDR386W,7.379514
YDR387C,4.77048
YDR388W,180.659871
YDR389W,35.9988
YDR390C,45.0996
YDR391C,12.468762
YDR392W,18.000528
YDR393W,11.668581
YDR394W,140.882742
YDR395W,195.6717
YDR397C,43.05483
YDR398W,103.362
YDR399W,96.237
YDR400W,34.212189
YDR402C,0
YDR403W,2.530881
YDR404C,29.452764
YDR405W,22.042944
YDR406W,86.70969
YDR407C,39.40434
YDR408C,46.83603
YDR409W,19.447545
YDR410C,23.43816
YDR411C,29.816586
YDR412W,35.791524
YDR414C,15.832971
YDR415C,26.64
YDR416W,16.46814
YDR419W,9.60894
YDR420W,15.053247
YDR421W,12.031101
YDR422C,43.459344
YDR423C,21.82512
YDR424C,15.136308
YDR425W,15.46533
YDR427W,141.945198
YDR428C,22.06695
YDR429C,241.67715
YDR430C,64.98063
YDR432W,526.696005
YDR434W,64.291485
YDR435C,13.79826
YDR436W,15.500511
YDR437W,5.355603
YDR438W,0
YDR439W,7.003152
YDR440W,18.46944
YDR441C,15.826356
YDR443C,22.559796
YDR444W,11.5068
YDR446W,0.444501
YDR448W,21.429405
YDR449C,42.810957
YDR451C,49.950108
YDR452W,60.918075
YDR453C,11.273325
YDR454C,250.939392
YDR456W,50.682594
YDR457W,230.699868
YDR458C,30.971616
YDR459C,4.48875
YDR460W,15.598002
YDR461C-A,10.311462
YDR461W,0
YDR462W,30.6471
YDR463W,87.38964
YDR464W,47.805876
YDR465C,53.811009
YDR466W,21.780972
YDR468C,19.821375
YDR469W,18.063936
YDR470C,23.311032
YDR471W,286.77936
YDR472W,23.31498
YDR473C,13.63047
YDR475C,11.108082
YDR476C,55.593675
YDR477W,82.706568
YDR478W,9.190218
YDR479C,12.912075
YDR480W,12.64572
YDR481C,116.327988
YDR482C,9.086568
YDR483W,213.117111
YDR484W,18.92295
YDR485C,25.057284
YDR486C,39.03123
YDR487C,104.683293
YDR488C,9.849096
YDR489W,13.97946
YDR490C,25.651548
YDR492W,37.591128
YDR493W,15.154536
YDR494W,30.802218
YDR495C,22.372284
YDR496C,176.06943
YDR497C,141.005475
YDR498C,19.211904
YDR499W,9.801792
YDR500C,392.446212
YDR501W,10.005174
YDR502C,220.238865
YDR503C,9.907425
YDR504C,0.356736
YDR505C,64.554456
YDR506C,13.676922
YDR507C,110.468664
YDR508C,241.107696
YDR510W,171.457308
YDR511W,14.57451
YDR512C,40.887744
YDR513W,66.771216
