ORF,RNA_Prints,Ribo_Prints,,,,,,,,,,,,,,,,,,,,,,,,,
YCL044C,19452,20089,,,,,,,,,,,,,,,,,,,,,,,,,
YCL045C,97192,115560,,,,,,,,,,,,,,,,,,,,,,,,,
YCL047C,23972,11342,,,,,,,,,,,,,,,,,,,,,,,,,
YCL048W,213,29,,,,,,,,,,,,,,,,,,,,,,,,,
YCL049C,14784,10638,,,,,,,,,,,,,,,,,,,,,,,,,
YCL050C,114816,219701,,,,,,,,,,,,,,,,,,,,,,,,,
YCL051W,27927,9469,,,,,,,,,,,,,,,,,,,,,,,,,
YCL052C,41862,10902,,,,,,,,,,,,,,,,,,,,,,,,,
YCL054W,41567,51479,,,,,,,,,,,,,,,,,,,,,,,,,
YCL055W,30081,9955,,,,,,,,,,,,,,,,,,,,,,,,,
YCL056C,18615,2274,,,,,,,,,,,,,,,,,,,,,,,,,
YCL057W,93647,76964,,,,,,,,,,,,,,,,,,,,,,,,,
YCL058W-A,13412,10573,,,,,,,,,,,,,,,,,,,,,,,,,
YCL059C,61736,48428,,,,,,,,,,,,,,,,,,,,,,,,,
YCL061C,28465,16937,,,,,,,,,,,,,,,,,,,,,,,,,
YCL063W,16728,9768,,,,,,,,,,,,,,,,,,,,,,,,,
YCL064C,272964,216884,,,,,,,,,,,,,,,,,,,,,,,,,
YCR002C,45747,33272,,,,,,,,,,,,,,,,,,,,,,,,,
YCR003W,18020,7026,,,,,,,,,,,,,,,,,,,,,,,,,
YCR004C,134111,149596,,,,,,,,,,,,,,,,,,,,,,,,,
YCR008W,54687,15253,,,,,,,,,,,,,,,,,,,,,,,,,
YCR009C,61903,50134,,,,,,,,,,,,,,,,,,,,,,,,,
YCR010C,4279,746,,,,,,,,,,,,,,,,,,,,,,,,,
YCR011C,99385,59723,,,,,,,,,,,,,,,,,,,,,,,,,
YCR012W,786448,1388779,,,,,,,,,,,,,,,,,,,,,,,,,
YCR014C,13195,274,,,,,,,,,,,,,,,,,,,,,,,,,
YCR015C,12033,2196,,,,,,,,,,,,,,,,,,,,,,,,,
YCR016W,49647,21526,,,,,,,,,,,,,,,,,,,,,,,,,
YCR017C,80114,55711,,,,,,,,,,,,,,,,,,,,,,,,,
YCR018C,22247,6507,,,,,,,,,,,,,,,,,,,,,,,,,
YCR019W,25839,4789,,,,,,,,,,,,,,,,,,,,,,,,,
YCR020C,8942,514,,,,,,,,,,,,,,,,,,,,,,,,,
YCR021C,5880,1963,,,,,,,,,,,,,,,,,,,,,,,,,
YCR023C,37588,9365,,,,,,,,,,,,,,,,,,,,,,,,,
YCR024C,15587,4015,,,,,,,,,,,,,,,,,,,,,,,,,
YCR026C,40931,17988,,,,,,,,,,,,,,,,,,,,,,,,,
YCR027C,19933,6972,,,,,,,,,,,,,,,,,,,,,,,,,
YCR028C,23245,13274,,,,,,,,,,,,,,,,,,,,,,,,,
YCR028C-A,63134,39404,,,,,,,,,,,,,,,,,,,,,,,,,
YCR030C,46041,56815,,,,,,,,,,,,,,,,,,,,,,,,,
YCR032W,15001,5042,,,,,,,,,,,,,,,,,,,,,,,,,
YCR033W,49515,22910,,,,,,,,,,,,,,,,,,,,,,,,,
YCR034W,65423,52356,,,,,,,,,,,,,,,,,,,,,,,,,
YCR036W,59275,24058,,,,,,,,,,,,,,,,,,,,,,,,,
YCR038C,9092,656,,,,,,,,,,,,,,,,,,,,,,,,,
YCR043C,33364,10860,,,,,,,,,,,,,,,,,,,,,,,,,
YCR044C,29560,18324,,,,,,,,,,,,,,,,,,,,,,,,,
YCR045C,182,52,,,,,,,,,,,,,,,,,,,,,,,,,
YCR046C,40686,31109,,,,,,,,,,,,,,,,,,,,,,,,,
YCR047C,34361,24238,,,,,,,,,,,,,,,,,,,,,,,,,
YCR048W,45835,55721,,,,,,,,,,,,,,,,,,,,,,,,,
YCR051W,82368,52773,,,,,,,,,,,,,,,,,,,,,,,,,
YCR052W,74968,59797,,,,,,,,,,,,,,,,,,,,,,,,,
YCR053W,224346,340132,,,,,,,,,,,,,,,,,,,,,,,,,
YCR054C,24355,10498,,,,,,,,,,,,,,,,,,,,,,,,,
YCR057C,55924,48187,,,,,,,,,,,,,,,,,,,,,,,,,
YCR059C,38136,14536,,,,,,,,,,,,,,,,,,,,,,,,,
YCR060W,23891,14443,,,,,,,,,,,,,,,,,,,,,,,,,
YCR061W,9304,72057,,,,,,,,,,,,,,,,,,,,,,,,,
YCR063W,1187,1713,,,,,,,,,,,,,,,,,,,,,,,,,
YCR065W,16510,30355,,,,,,,,,,,,,,,,,,,,,,,,,
YCR068W,10560,9207,,,,,,,,,,,,,,,,,,,,,,,,,
YCR069W,54066,62749,,,,,,,,,,,,,,,,,,,,,,,,,
YCR071C,21496,11369,,,,,,,,,,,,,,,,,,,,,,,,,
YCR072C,36484,37898,,,,,,,,,,,,,,,,,,,,,,,,,
YCR073W-A,34057,28738,,,,,,,,,,,,,,,,,,,,,,,,,
YCR075C,20560,6810,,,,,,,,,,,,,,,,,,,,,,,,,
YCR076C,20966,11024,,,,,,,,,,,,,,,,,,,,,,,,,
YCR077C,76415,91669,,,,,,,,,,,,,,,,,,,,,,,,,
YCR079W,18908,3419,,,,,,,,,,,,,,,,,,,,,,,,,
YCR081W,14522,8276,,,,,,,,,,,,,,,,,,,,,,,,,
YCR082W,37709,16851,,,,,,,,,,,,,,,,,,,,,,,,,
YCR083W,17236,14472,,,,,,,,,,,,,,,,,,,,,,,,,
YCR084C,73538,93890,,,,,,,,,,,,,,,,,,,,,,,,,
YCR086W,11658,6100,,,,,,,,,,,,,,,,,,,,,,,,,
YCR087C-A,37059,28019,,,,,,,,,,,,,,,,,,,,,,,,,
YCR088W,143867,318279,,,,,,,,,,,,,,,,,,,,,,,,,
YCR090C,40647,13241,,,,,,,,,,,,,,,,,,,,,,,,,
YCR091W,11838,3144,,,,,,,,,,,,,,,,,,,,,,,,,
YCR092C,28999,11332,,,,,,,,,,,,,,,,,,,,,,,,,
YCR093W,54638,76720,,,,,,,,,,,,,,,,,,,,,,,,,
YCR094W,34707,13635,,,,,,,,,,,,,,,,,,,,,,,,,
YCR095C,19836,6556,,,,,,,,,,,,,,,,,,,,,,,,,
YDL001W,21404,11312,,,,,,,,,,,,,,,,,,,,,,,,,
YDL002C,25278,11311,,,,,,,,,,,,,,,,,,,,,,,,,
YDL003W,46124,28572,,,,,,,,,,,,,,,,,,,,,,,,,
YDL004W,73804,60881,,,,,,,,,,,,,,,,,,,,,,,,,
YDL005C,56148,22874,,,,,,,,,,,,,,,,,,,,,,,,,
YDL006W,31616,11136,,,,,,,,,,,,,,,,,,,,,,,,,
YDL007W,97114,70447,,,,,,,,,,,,,,,,,,,,,,,,,
YDL008W,13856,4040,,,,,,,,,,,,,,,,,,,,,,,,,
YDL010W,25302,10960,,,,,,,,,,,,,,,,,,,,,,,,,
YDL013W,28908,8942,,,,,,,,,,,,,,,,,,,,,,,,,
YDL014W,168284,174172,,,,,,,,,,,,,,,,,,,,,,,,,
YDL015C,71504,66670,,,,,,,,,,,,,,,,,,,,,,,,,
YDL017W,16892,7691,,,,,,,,,,,,,,,,,,,,,,,,,
YDL018C,26132,12353,,,,,,,,,,,,,,,,,,,,,,,,,
YDL020C,132392,26492,,,,,,,,,,,,,,,,,,,,,,,,,
YDL021W,11291,4028,,,,,,,,,,,,,,,,,,,,,,,,,
YDL022W,314135,171758,,,,,,,,,,,,,,,,,,,,,,,,,
YDL025C,31628,10941,,,,,,,,,,,,,,,,,,,,,,,,,
YDL027C,23389,4501,,,,,,,,,,,,,,,,,,,,,,,,,
YDL028C,34101,9927,,,,,,,,,,,,,,,,,,,,,,,,,
YDL029W,116039,65071,,,,,,,,,,,,,,,,,,,,,,,,,
YDL030W,28029,9710,,,,,,,,,,,,,,,,,,,,,,,,,
YDL031W,75076,56447,,,,,,,,,,,,,,,,,,,,,,,,,
YDL033C,15503,5586,,,,,,,,,,,,,,,,,,,,,,,,,
YDL035C,41681,11677,,,,,,,,,,,,,,,,,,,,,,,,,
YDL036C,26175,6741,,,,,,,,,,,,,,,,,,,,,,,,,
YDL040C,115752,104561,,,,,,,,,,,,,,,,,,,,,,,,,
YDL043C,23621,10851,,,,,,,,,,,,,,,,,,,,,,,,,
YDL044C,26260,5210,,,,,,,,,,,,,,,,,,,,,,,,,
YDL045C,27292,9730,,,,,,,,,,,,,,,,,,,,,,,,,
YDL046W,68711,79778,,,,,,,,,,,,,,,,,,,,,,,,,
YDL047W,48270,30153,,,,,,,,,,,,,,,,,,,,,,,,,
YDL048C,12757,3904,,,,,,,,,,,,,,,,,,,,,,,,,
YDL049C,4948,982,,,,,,,,,,,,,,,,,,,,,,,,,
YDL051W,86440,65643,,,,,,,,,,,,,,,,,,,,,,,,,
YDL052C,66636,37001,,,,,,,,,,,,,,,,,,,,,,,,,
YDL053C,44115,33906,,,,,,,,,,,,,,,,,,,,,,,,,
YDL054C,25551,19102,,,,,,,,,,,,,,,,,,,,,,,,,
YDL055C,536751,438601,,,,,,,,,,,,,,,,,,,,,,,,,
YDL056W,32104,13493,,,,,,,,,,,,,,,,,,,,,,,,,
YDL057W,11293,5445,,,,,,,,,,,,,,,,,,,,,,,,,
YDL058W,57377,54351,,,,,,,,,,,,,,,,,,,,,,,,,
YDL059C,7543,2791,,,,,,,,,,,,,,,,,,,,,,,,,
YDL060W,64323,47005,,,,,,,,,,,,,,,,,,,,,,,,,
YDL063C,43318,19510,,,,,,,,,,,,,,,,,,,,,,,,,
YDL064W,21068,10326,,,,,,,,,,,,,,,,,,,,,,,,,
YDL065C,48595,22320,,,,,,,,,,,,,,,,,,,,,,,,,
YDL066W,40487,151175,,,,,,,,,,,,,,,,,,,,,,,,,
YDL069C,9562,1382,,,,,,,,,,,,,,,,,,,,,,,,,
YDL070W,77736,26255,,,,,,,,,,,,,,,,,,,,,,,,,
YDL072C,70186,55543,,,,,,,,,,,,,,,,,,,,,,,,,
YDL073W,47273,7396,,,,,,,,,,,,,,,,,,,,,,,,,
YDL074C,70172,27921,,,,,,,,,,,,,,,,,,,,,,,,,
YDL076C,34249,12950,,,,,,,,,,,,,,,,,,,,,,,,,
YDL077C,27831,7828,,,,,,,,,,,,,,,,,,,,,,,,,
YDL078C,98536,82349,,,,,,,,,,,,,,,,,,,,,,,,,
YDL080C,34031,4360,,,,,,,,,,,,,,,,,,,,,,,,,
YDL084W,284554,243131,,,,,,,,,,,,,,,,,,,,,,,,,
YDL085W,1110,206,,,,,,,,,,,,,,,,,,,,,,,,,
YDL086W,60616,47248,,,,,,,,,,,,,,,,,,,,,,,,,
YDL087C,9671,9144,,,,,,,,,,,,,,,,,,,,,,,,,
YDL088C,54098,22801,,,,,,,,,,,,,,,,,,,,,,,,,
YDL089W,25428,8666,,,,,,,,,,,,,,,,,,,,,,,,,
YDL090C,28654,9299,,,,,,,,,,,,,,,,,,,,,,,,,
YDL091C,25364,7871,,,,,,,,,,,,,,,,,,,,,,,,,
YDL092W,47914,26540,,,,,,,,,,,,,,,,,,,,,,,,,
YDL093W,180994,221894,,,,,,,,,,,,,,,,,,,,,,,,,
YDL095W,42060,23038,,,,,,,,,,,,,,,,,,,,,,,,,
YDL097C,189034,132544,,,,,,,,,,,,,,,,,,,,,,,,,
YDL098C,15346,7728,,,,,,,,,,,,,,,,,,,,,,,,,
YDL099W,81205,31218,,,,,,,,,,,,,,,,,,,,,,,,,
YDL100C,197369,129551,,,,,,,,,,,,,,,,,,,,,,,,,
YDL101C,26060,12284,,,,,,,,,,,,,,,,,,,,,,,,,
YDL102W,28601,28239,,,,,,,,,,,,,,,,,,,,,,,,,
YDL103C,59441,65910,,,,,,,,,,,,,,,,,,,,,,,,,
YDL104C,9060,2390,,,,,,,,,,,,,,,,,,,,,,,,,
YDL105W,10983,5139,,,,,,,,,,,,,,,,,,,,,,,,,
YDL106C,23693,11587,,,,,,,,,,,,,,,,,,,,,,,,,
YDL107W,13953,1952,,,,,,,,,,,,,,,,,,,,,,,,,
YDL109C,9952,1452,,,,,,,,,,,,,,,,,,,,,,,,,
YDL110C,24186,20120,,,,,,,,,,,,,,,,,,,,,,,,,
YDL112W,47144,53843,,,,,,,,,,,,,,,,,,,,,,,,,
YDL113C,28870,7867,,,,,,,,,,,,,,,,,,,,,,,,,
YDL114W,399,29,,,,,,,,,,,,,,,,,,,,,,,,,
YDL116W,54706,24606,,,,,,,,,,,,,,,,,,,,,,,,,
YDL117W,47090,20347,,,,,,,,,,,,,,,,,,,,,,,,,
YDL119C,17396,5333,,,,,,,,,,,,,,,,,,,,,,,,,
YDL120W,31744,27347,,,,,,,,,,,,,,,,,,,,,,,,,
YDL121C,39416,18237,,,,,,,,,,,,,,,,,,,,,,,,,
YDL122W,75383,26712,,,,,,,,,,,,,,,,,,,,,,,,,
YDL123W,11783,11986,,,,,,,,,,,,,,,,,,,,,,,,,
YDL124W,156354,105902,,,,,,,,,,,,,,,,,,,,,,,,,
YDL126C,378115,730011,,,,,,,,,,,,,,,,,,,,,,,,,
YDL127W,31173,16572,,,,,,,,,,,,,,,,,,,,,,,,,
YDL128W,43471,63088,,,,,,,,,,,,,,,,,,,,,,,,,
YDL129W,10739,5012,,,,,,,,,,,,,,,,,,,,,,,,,
YDL130W,470133,397353,,,,,,,,,,,,,,,,,,,,,,,,,
YDL131W,39252,67428,,,,,,,,,,,,,,,,,,,,,,,,,
YDL132W,74006,33499,,,,,,,,,,,,,,,,,,,,,,,,,
YDL133W,37725,7434,,,,,,,,,,,,,,,,,,,,,,,,,
YDL134C,24464,19399,,,,,,,,,,,,,,,,,,,,,,,,,
YDL135C,49618,15969,,,,,,,,,,,,,,,,,,,,,,,,,
YDL137W,111461,79973,,,,,,,,,,,,,,,,,,,,,,,,,
YDL138W,18441,3322,,,,,,,,,,,,,,,,,,,,,,,,,
YDL139C,14357,4629,,,,,,,,,,,,,,,,,,,,,,,,,
YDL141W,34294,30333,,,,,,,,,,,,,,,,,,,,,,,,,
YDL142C,21495,5618,,,,,,,,,,,,,,,,,,,,,,,,,
YDL143W,198642,167379,,,,,,,,,,,,,,,,,,,,,,,,,
YDL144C,40694,24460,,,,,,,,,,,,,,,,,,,,,,,,,
YDL145C,156691,173432,,,,,,,,,,,,,,,,,,,,,,,,,
YDL146W,23018,2316,,,,,,,,,,,,,,,,,,,,,,,,,
YDL147W,162017,79260,,,,,,,,,,,,,,,,,,,,,,,,,
YDL148C,56317,52243,,,,,,,,,,,,,,,,,,,,,,,,,
YDL149W,13537,4458,,,,,,,,,,,,,,,,,,,,,,,,,
YDL150W,55821,30045,,,,,,,,,,,,,,,,,,,,,,,,,
YDL153C,65196,48202,,,,,,,,,,,,,,,,,,,,,,,,,
YDL154W,13215,333,,,,,,,,,,,,,,,,,,,,,,,,,
YDL155W,44624,17417,,,,,,,,,,,,,,,,,,,,,,,,,
YDL156W,8299,8918,,,,,,,,,,,,,,,,,,,,,,,,,
YDL157C,31742,20857,,,,,,,,,,,,,,,,,,,,,,,,,
YDL159W,20430,7782,,,,,,,,,,,,,,,,,,,,,,,,,
YDL160C,20675,139313,,,,,,,,,,,,,,,,,,,,,,,,,
YDL164C,37743,36114,,,,,,,,,,,,,,,,,,,,,,,,,
YDL165W,38515,33323,,,,,,,,,,,,,,,,,,,,,,,,,
YDL166C,52673,30443,,,,,,,,,,,,,,,,,,,,,,,,,
YDL167C,44441,19297,,,,,,,,,,,,,,,,,,,,,,,,,
YDL168W,85059,91580,,,,,,,,,,,,,,,,,,,,,,,,,
YDL169C,4107,821,,,,,,,,,,,,,,,,,,,,,,,,,
YDL170W,19796,4715,,,,,,,,,,,,,,,,,,,,,,,,,
YDL171C,97648,227734,,,,,,,,,,,,,,,,,,,,,,,,,
YDL173W,78529,50553,,,,,,,,,,,,,,,,,,,,,,,,,
YDL174C,47296,25062,,,,,,,,,,,,,,,,,,,,,,,,,
YDL175C,23591,10961,,,,,,,,,,,,,,,,,,,,,,,,,
YDL176W,27108,4013,,,,,,,,,,,,,,,,,,,,,,,,,
YDL177C,13420,2299,,,,,,,,,,,,,,,,,,,,,,,,,
YDL178W,52105,23555,,,,,,,,,,,,,,,,,,,,,,,,,
YDL179W,32595,14620,,,,,,,,,,,,,,,,,,,,,,,,,
YDL180W,39818,9485,,,,,,,,,,,,,,,,,,,,,,,,,
YDL182W,42020,47131,,,,,,,,,,,,,,,,,,,,,,,,,
YDL183C,8831,2145,,,,,,,,,,,,,,,,,,,,,,,,,
YDL186W,195,0,,,,,,,,,,,,,,,,,,,,,,,,,
YDL188C,40990,15388,,,,,,,,,,,,,,,,,,,,,,,,,
YDL189W,58133,14465,,,,,,,,,,,,,,,,,,,,,,,,,
YDL190C,49682,45722,,,,,,,,,,,,,,,,,,,,,,,,,
YDL193W,40064,30443,,,,,,,,,,,,,,,,,,,,,,,,,
YDL194W,9206,1908,,,,,,,,,,,,,,,,,,,,,,,,,
YDL195W,101770,272964,,,,,,,,,,,,,,,,,,,,,,,,,
YDL197C,41359,3300,,,,,,,,,,,,,,,,,,,,,,,,,
YDL198C,41227,34934,,,,,,,,,,,,,,,,,,,,,,,,,
YDL199C,10998,2644,,,,,,,,,,,,,,,,,,,,,,,,,
YDL200C,14414,3390,,,,,,,,,,,,,,,,,,,,,,,,,
YDL201W,34577,37681,,,,,,,,,,,,,,,,,,,,,,,,,
YDL202W,31292,19080,,,,,,,,,,,,,,,,,,,,,,,,,
YDL203C,39679,13378,,,,,,,,,,,,,,,,,,,,,,,,,
YDL204W,11356,996,,,,,,,,,,,,,,,,,,,,,,,,,
YDL205C,19423,25766,,,,,,,,,,,,,,,,,,,,,,,,,
YDL206W,19479,1509,,,,,,,,,,,,,,,,,,,,,,,,,
YDL207W,46773,13171,,,,,,,,,,,,,,,,,,,,,,,,,
YDL208W,108684,98058,,,,,,,,,,,,,,,,,,,,,,,,,
YDL209C,16100,5471,,,,,,,,,,,,,,,,,,,,,,,,,
YDL210W,1659,563,,,,,,,,,,,,,,,,,,,,,,,,,
YDL211C,6366,4312,,,,,,,,,,,,,,,,,,,,,,,,,
YDL212W,124074,86563,,,,,,,,,,,,,,,,,,,,,,,,,
YDL213C,73740,50709,,,,,,,,,,,,,,,,,,,,,,,,,
YDL214C,9489,100,,,,,,,,,,,,,,,,,,,,,,,,,
YDL215C,54075,23478,,,,,,,,,,,,,,,,,,,,,,,,,
YDL216C,17473,2434,,,,,,,,,,,,,,,,,,,,,,,,,
YDL217C,27840,18626,,,,,,,,,,,,,,,,,,,,,,,,,
YDL218W,1878,311,,,,,,,,,,,,,,,,,,,,,,,,,
YDL220C,12092,5700,,,,,,,,,,,,,,,,,,,,,,,,,
YDL222C,4517,643,,,,,,,,,,,,,,,,,,,,,,,,,
YDL223C,8195,3645,,,,,,,,,,,,,,,,,,,,,,,,,
YDL224C,54818,23691,,,,,,,,,,,,,,,,,,,,,,,,,
YDL225W,50903,37311,,,,,,,,,,,,,,,,,,,,,,,,,
YDL226C,102255,92631,,,,,,,,,,,,,,,,,,,,,,,,,
YDL230W,25494,13188,,,,,,,,,,,,,,,,,,,,,,,,,
YDL231C,28989,1169,,,,,,,,,,,,,,,,,,,,,,,,,
YDL233W,17644,11089,,,,,,,,,,,,,,,,,,,,,,,,,
YDL234C,26973,12395,,,,,,,,,,,,,,,,,,,,,,,,,
YDL235C,30258,9757,,,,,,,,,,,,,,,,,,,,,,,,,
YDL236W,84836,55773,,,,,,,,,,,,,,,,,,,,,,,,,
YDL237W,60354,28930,,,,,,,,,,,,,,,,,,,,,,,,,
YDL238C,7517,2664,,,,,,,,,,,,,,,,,,,,,,,,,
YDL239C,5779,84,,,,,,,,,,,,,,,,,,,,,,,,,
YDL240W,10802,7662,,,,,,,,,,,,,,,,,,,,,,,,,
YDR002W,183475,162662,,,,,,,,,,,,,,,,,,,,,,,,,
YDR003W,23409,10359,,,,,,,,,,,,,,,,,,,,,,,,,
YDR004W,26407,2176,,,,,,,,,,,,,,,,,,,,,,,,,
YDR006C,33126,22378,,,,,,,,,,,,,,,,,,,,,,,,,
YDR007W,38400,13831,,,,,,,,,,,,,,,,,,,,,,,,,
YDR013W,19292,3575,,,,,,,,,,,,,,,,,,,,,,,,,
YDR014W,11927,3509,,,,,,,,,,,,,,,,,,,,,,,,,
YDR014W-A,734,307,,,,,,,,,,,,,,,,,,,,,,,,,
YDR017C,41133,23359,,,,,,,,,,,,,,,,,,,,,,,,,
YDR018C,2701,327,,,,,,,,,,,,,,,,,,,,,,,,,
YDR019C,98208,65478,,,,,,,,,,,,,,,,,,,,,,,,,
YDR020C,12483,4806,,,,,,,,,,,,,,,,,,,,,,,,,
YDR021W,13576,5359,,,,,,,,,,,,,,,,,,,,,,,,,
YDR022C,17025,3819,,,,,,,,,,,,,,,,,,,,,,,,,
YDR023W,330999,271262,,,,,,,,,,,,,,,,,,,,,,,,,
YDR026C,35162,6843,,,,,,,,,,,,,,,,,,,,,,,,,
YDR027C,39258,11813,,,,,,,,,,,,,,,,,,,,,,,,,
YDR028C,83086,44398,,,,,,,,,,,,,,,,,,,,,,,,,
YDR030C,11122,1639,,,,,,,,,,,,,,,,,,,,,,,,,
YDR031W,6776,2523,,,,,,,,,,,,,,,,,,,,,,,,,
YDR032C,125934,88034,,,,,,,,,,,,,,,,,,,,,,,,,
YDR033W,220778,223825,,,,,,,,,,,,,,,,,,,,,,,,,
YDR034C,34020,11636,,,,,,,,,,,,,,,,,,,,,,,,,
YDR035W,34383,52301,,,,,,,,,,,,,,,,,,,,,,,,,
YDR041W,40650,11148,,,,,,,,,,,,,,,,,,,,,,,,,
YDR042C,2664,135,,,,,,,,,,,,,,,,,,,,,,,,,
YDR043C,14505,4673,,,,,,,,,,,,,,,,,,,,,,,,,
YDR044W,33052,43936,,,,,,,,,,,,,,,,,,,,,,,,,
YDR045C,18510,11198,,,,,,,,,,,,,,,,,,,,,,,,,
YDR047W,75539,27955,,,,,,,,,,,,,,,,,,,,,,,,,
YDR049W,31611,14510,,,,,,,,,,,,,,,,,,,,,,,,,
YDR051C,32587,11327,,,,,,,,,,,,,,,,,,,,,,,,,
YDR052C,46899,12841,,,,,,,,,,,,,,,,,,,,,,,,,
YDR054C,23564,20660,,,,,,,,,,,,,,,,,,,,,,,,,
YDR055W,82561,92153,,,,,,,,,,,,,,,,,,,,,,,,,
YDR056C,67227,56846,,,,,,,,,,,,,,,,,,,,,,,,,
YDR057W,21175,10017,,,,,,,,,,,,,,,,,,,,,,,,,
YDR058C,10959,2270,,,,,,,,,,,,,,,,,,,,,,,,,
YDR060W,94231,84549,,,,,,,,,,,,,,,,,,,,,,,,,
YDR061W,40134,14676,,,,,,,,,,,,,,,,,,,,,,,,,
YDR062W,110111,89220,,,,,,,,,,,,,,,,,,,,,,,,,
YDR063W,46027,26486,,,,,,,,,,,,,,,,,,,,,,,,,
YDR065W,15205,1536,,,,,,,,,,,,,,,,,,,,,,,,,
YDR067C,20778,4163,,,,,,,,,,,,,,,,,,,,,,,,,
YDR068W,48650,21808,,,,,,,,,,,,,,,,,,,,,,,,,
YDR069C,17775,7200,,,,,,,,,,,,,,,,,,,,,,,,,
YDR071C,97731,57990,,,,,,,,,,,,,,,,,,,,,,,,,
YDR072C,110275,29666,,,,,,,,,,,,,,,,,,,,,,,,,
YDR073W,37884,4309,,,,,,,,,,,,,,,,,,,,,,,,,
YDR074W,207510,68450,,,,,,,,,,,,,,,,,,,,,,,,,
YDR075W,23934,7644,,,,,,,,,,,,,,,,,,,,,,,,,
YDR076W,7037,2234,,,,,,,,,,,,,,,,,,,,,,,,,
YDR078C,13168,1425,,,,,,,,,,,,,,,,,,,,,,,,,
YDR079W,6986,3477,,,,,,,,,,,,,,,,,,,,,,,,,
YDR080W,25931,13389,,,,,,,,,,,,,,,,,,,,,,,,,
YDR081C,25658,13243,,,,,,,,,,,,,,,,,,,,,,,,,
YDR082W,22324,852,,,,,,,,,,,,,,,,,,,,,,,,,
YDR083W,45208,26886,,,,,,,,,,,,,,,,,,,,,,,,,
YDR084C,42521,30904,,,,,,,,,,,,,,,,,,,,,,,,,
YDR085C,19549,1874,,,,,,,,,,,,,,,,,,,,,,,,,
YDR086C,82147,93080,,,,,,,,,,,,,,,,,,,,,,,,,
YDR087C,46857,33413,,,,,,,,,,,,,,,,,,,,,,,,,
YDR088C,19026,7244,,,,,,,,,,,,,,,,,,,,,,,,,
YDR089W,61864,31936,,,,,,,,,,,,,,,,,,,,,,,,,
YDR090C,20068,13711,,,,,,,,,,,,,,,,,,,,,,,,,
YDR091C,63889,74714,,,,,,,,,,,,,,,,,,,,,,,,,
YDR096W,33082,15639,,,,,,,,,,,,,,,,,,,,,,,,,
YDR097C,30314,37895,,,,,,,,,,,,,,,,,,,,,,,,,
YDR099W,105241,122213,,,,,,,,,,,,,,,,,,,,,,,,,
YDR100W,39121,28360,,,,,,,,,,,,,,,,,,,,,,,,,
YDR101C,75622,63001,,,,,,,,,,,,,,,,,,,,,,,,,
YDR103W,46974,19654,,,,,,,,,,,,,,,,,,,,,,,,,
YDR104C,12887,3589,,,,,,,,,,,,,,,,,,,,,,,,,
YDR105C,40075,15958,,,,,,,,,,,,,,,,,,,,,,,,,
YDR108W,25517,8352,,,,,,,,,,,,,,,,,,,,,,,,,
YDR109C,20761,9133,,,,,,,,,,,,,,,,,,,,,,,,,
YDR110W,31873,11701,,,,,,,,,,,,,,,,,,,,,,,,,
YDR113C,34426,21356,,,,,,,,,,,,,,,,,,,,,,,,,
YDR115W,23571,24432,,,,,,,,,,,,,,,,,,,,,,,,,
YDR116C,36040,24736,,,,,,,,,,,,,,,,,,,,,,,,,
YDR117C,45980,29921,,,,,,,,,,,,,,,,,,,,,,,,,
YDR118W,23853,4515,,,,,,,,,,,,,,,,,,,,,,,,,
YDR119W,84347,79209,,,,,,,,,,,,,,,,,,,,,,,,,
YDR120C,97575,53009,,,,,,,,,,,,,,,,,,,,,,,,,
YDR121W,30379,18585,,,,,,,,,,,,,,,,,,,,,,,,,
YDR123C,19259,4836,,,,,,,,,,,,,,,,,,,,,,,,,
YDR124W,5805,375,,,,,,,,,,,,,,,,,,,,,,,,,
YDR125C,5427,1191,,,,,,,,,,,,,,,,,,,,,,,,,
YDR126W,7626,2667,,,,,,,,,,,,,,,,,,,,,,,,,
YDR127W,85684,177042,,,,,,,,,,,,,,,,,,,,,,,,,
YDR128W,32165,9902,,,,,,,,,,,,,,,,,,,,,,,,,
YDR129C,139751,240541,,,,,,,,,,,,,,,,,,,,,,,,,
YDR130C,21894,9551,,,,,,,,,,,,,,,,,,,,,,,,,
YDR131C,21523,3665,,,,,,,,,,,,,,,,,,,,,,,,,
YDR132C,17542,3818,,,,,,,,,,,,,,,,,,,,,,,,,
YDR137W,38151,8249,,,,,,,,,,,,,,,,,,,,,,,,,
YDR138W,33344,15773,,,,,,,,,,,,,,,,,,,,,,,,,
YDR140W,36299,18041,,,,,,,,,,,,,,,,,,,,,,,,,
YDR141C,43348,42880,,,,,,,,,,,,,,,,,,,,,,,,,
YDR142C,14707,4363,,,,,,,,,,,,,,,,,,,,,,,,,
YDR143C,39840,30423,,,,,,,,,,,,,,,,,,,,,,,,,
YDR144C,78709,66025,,,,,,,,,,,,,,,,,,,,,,,,,
YDR146C,55065,28675,,,,,,,,,,,,,,,,,,,,,,,,,
YDR147W,42369,13570,,,,,,,,,,,,,,,,,,,,,,,,,
YDR148C,52389,77079,,,,,,,,,,,,,,,,,,,,,,,,,
YDR151C,43179,24136,,,,,,,,,,,,,,,,,,,,,,,,,
YDR152W,69220,33978,,,,,,,,,,,,,,,,,,,,,,,,,
YDR153C,55885,31714,,,,,,,,,,,,,,,,,,,,,,,,,
YDR155C,561161,613506,,,,,,,,,,,,,,,,,,,,,,,,,
