ORF,RNA_Prints,Ribo_Prints
YOL029C,55.71523605,1.79E-09
YMR085W,24.25146506,1.79E-09
YOL015W,18.37917368,1.79E-09
YIL165C,29.85705573,1.79E-09
YOL014W,45.254834,4.85E-09
YIL029C,24.25146506,4.85E-09
YLR164W,32,4.85E-09
YJR155W,36.75834736,4.85E-09
YJL216C,27.85761803,4.85E-09
YJL213W,45.254834,1.32E-08
YKR102W,34.2967508,1.32E-08
YCR107W,42.22425314,1.32E-08
YPL272C,24.25146506,1.32E-08
YGL193C,42.22425314,0.570381858
YBR008C,147.0333894,0.570381858
YER186C,97.00586026,0.570381858
YLR174W,27.85761803,0.570381858
YCR014C,64,0.570381858
YDL154W,39.39662123,0.570381858
YLR046C,68.5935016,0.570381858
YJR154W,39.39662123,0.570381858
YJR152W,68.5935016,0.570381858
YJR107W,34.2967508,0.570381858
YOL104C,68.5935016,0.570381858
YBR063C,90.50966799,0.570381858
YJL106W,42.22425314,0.570381858
YGR154C,45.254834,0.570381858
YBR298C,84.44850629,0.570381858
YDL239C,48.50293013,1.132883885
YEL023C,68.5935016,1.132883885
YGR289C,42.22425314,1.132883885
YHR210C,36.75834736,1.132883885
YLR263W,78.79324245,1.132883885
YDR438W,48.50293013,1.132883885
YOR180C,36.75834736,1.693490625
YAL037W,21.11212657,1.693490625
YCR020C,34.2967508,1.693490625
YOR306C,55.71523605,1.705269784
YPR121W,103.9683067,1.705269784
YDL039C,9.18958684,1.705269784
YHR033W,64,1.705269784
YFL050C,64,1.705269784
YOR100C,9.18958684,2.250116969
YLL060C,32,2.250116969
YPR194C,64,2.250116969
YKR103W,36.75834736,2.250116969
YMR096W,36.75834736,2.265767771
YHR022C,19.69831061,2.265767771
YEL030W,51.98415337,2.265767771
YLR227C,48.50293013,2.265767771
YIR031C,157.5864849,2.265767771
YNL187W,45.254834,2.808889751
YLR394W,64,2.808889751
YHR048W,17.1483754,2.808889751
YKL188C,51.98415337,2.808889751
YNR069C,34.2967508,2.808889751
YKL220C,32,2.808889751
YER184C,55.71523605,2.828427125
YDL109C,64,2.848100391
YCR098C,25.99207668,3.363585661
YER065C,45.254834,3.363585661
YFL030W,25.99207668,3.363585661
YFL055W,45.254834,3.386981249
YLL056C,34.2967508,3.506422885
YLR312C,16,3.91768119
YBR270C,64,3.944930818
YNR058W,36.75834736,4
YDL243C,48.50293013,4
YDR034W-B,5.656854249,4.0278222
YOR010C,42.22425314,4.438277888
YOR107W,13.92880901,4.438277888
YKL132C,34.2967508,4.531535541
YPR030W,19.69831061,4.59479342
YML002W,73.51669472,4.59479342
YPL258C,68.5935016,4.626752736
YML054C,48.50293013,5.028053498
YOR009W,78.79324245,5.028053498
YHL036W,73.51669472,5.028053498
YLR318W,97.00586026,5.063026376
YLL055W,51.98415337,5.098242509
YKL222C,73.51669472,5.098242509
YNL331C,51.98415337,5.314743256
YMR056C,36.75834736,5.578974665
YEL072W,34.2967508,5.735820992
YDR285W,42.22425314,5.735820992
YIR016W,147.0333894,5.775716782
YNL213C,32,6.062866266
YJL103C,27.85761803,6.190259974
YPL167C,103.9683067,6.190259974
YPL071C,48.50293013,6.190259974
YPR007C,13.92880901,6.276672783
YKL161C,59.71411146,6.680703355
YBR128C,42.22425314,6.680703355
YPR157W,39.39662123,6.727171322
YDR242W,64,6.868523492
