ORF,RNA_Prints
YOR282W,74.9688772788876
YPL096C-A,1231.43717499324
YLR307W,169.740961856657
YML119W,3437.55401752558
YPL273W,11646.7131016641
YCL066W,18.2406457628365
YPL201C,193.977817801115
YLR046C,2344.60715540158
YDR316W-A,9634.73209877529
YHR003C,6084.02821587139
YFL019C,13.9550156254291
YKR085C,5542.0732777141
YPL025C,64.5463313157194
YPR041W,29199.8243771399
YJL050W,17105.882884804
YHR171W,1692.22728049629
YLR154C-G,658454.385570416
YLR051C,6007.60377076862
YER116C,1646.67467049654
YOR136W,17739.2896408605
YOL086W-A,3229.38272316507
YBL113C,1316.65514519782
YOR202W,4138.32670098697
YPR016W-A,212.022591391285
YLR364W,969.315229785879
YHR219C-A,159.718500200748
YNL054W,3724.86522960374
YGR137W,2699.25315422962
YGR142W,3787.14393674606
YBR153W,2891.90815086753
YOL023W,1996.85331613847
YOL165C,73.2872198264904
YKL186C,5949.41013753368
YDR221W,3782.61984975365
YGR264C,30040.0420147334
YDL184C,90434.9214022373
YKL198C,3325.45777754771
YDR206W,8624.87261727871
YLR112W,641.921317505677
YDR504C,1011.83807653712
YBL037W,4021.31091799415
YPR042C,3401.05573098324
YJR152W,1561.51720921951
YBL083C,922.504611283954
YKL076C,1315.90203507595
YDR215C,14.1000232820904
YBR085W,2517.93639959366
YBR191W-A,17307.4076549463
YER068C-A,64.5355180593495
YKL106W,5575.66383315417
YBR281C,4426.95686509401
YDL153C,10702.3017477963
YBL078C,1552.1717972195
YLL001W,5478.14742448492
YDL150W,6233.0346822153
YOL136C,3407.45693487397
YGL052W,71.7420609629879
YER036C,33096.2411860055
YDR398W,10912.0830698861
YNL168C,4880.1758964331
YGR038W,4119.90387096585
YIL077C,2428.50441736584
YDR053W,41.2556717730671
YMR153W,5109.71746951735
YKR031C,5923.52562813377
YPL266W,8531.31809120922
YPL264C,938.833243829586
YPL279C,389.019042790672
YHR132C,7328.88816019149
YLR336C,7896.93897785258
YER115C,3402.88681122867
YDR441C,2320.30251923924
YDR101C,13273.2906102576
YMR121C,6658.91520339266
YHL014C,2251.18539293399
YIL054W,11.6333197677409
YMR312W,2707.92873838985
YOR382W,6051.6833624076
YMR164C,1566.33842106048
YOR214C,48.1162077752803
YLR141W,1406.20270741991
YJL030W,2582.49344163418
YJR096W,2814.65195341775
YDR498C,3504.98261812238
YDR410C,4333.68459626785
YOR335C,39006.2116822947
YGL059W,2044.00936698001
YNL017C,381.419877457176
YMR051C,9276.68391267312
YNL087W,13665.1150970946
YJL177W,47021.2595429777
YHR015W,560.577611026097
YGL037C,12253.8810645653
YDR502C,23137.8616155121
YDR359C,3683.25187019634
YLR227W-B,48939.9576243986
YLR073C,3218.59276749952
YJR076C,8047.07017307854
YAR018C,2729.21283392925
YOR112W,4730.15326970326
YJR057W,3958.98428526881
YCR105W,293.446870564533
YKL045W,4268.3723357587
YBR121C-A,7515.611005324
YBR258C,1495.36221748936
YPR074C,63554.3199942232
YHR162W,40968.8085979345
YLR262C-A,18192.7897855217
YFR020W,1934.21304164004
YML013W,3574.80145875405
YPL003W,2902.48238394518
YGR217W,6088.10349653719
YGR014W,12693.7532016293
YML089C,16.8678803306879
YLR017W,9976.54345916349
YNL165W,1881.23476666393
YLR297W,829.136363921169
YMR319C,9722.35344554774
YDL169C,286.775303740501
YMR119W-A,869.094052164308
YEL014C,67.7911498800398
YDL127W,2374.60013658861
YOR152C,1382.66170080008
YDL136W,21033.1060539886
YDL216C,1623.05750825604
YFR028C,7185.89098013867
YBR068C,22850.020387901
YHR126C,16.9359713109456
YHR008C,9513.56993164237
YOL001W,1799.68612809703
YDR261C-C,10833.7549432119
YML111W,5301.92746791914
YMR016C,3317.27811092069
YKL023W,2152.23939885174
YBL017C,14793.2873927267
YBR133C,6361.21880087453
YGR229C,14677.1145905271
YDR015C,6.5165416236093
YOR092W,3309.50578467965
YJL127C,2259.79648589229
YNR010W,1622.73820640147
YER138W-A,4313.73824719012
YPL001W,4594.5256155633
YJR119C,1379.75329174556
YDR047W,8432.78989557694
YOR381W,2051.6590994775
YMR247W-A,7.03614277862811
YER078W-A,67.9334044305186
YBR159W,13709.3989596087
YOR350C,2605.23103327647
YGR158C,4023.87821756072
YDR249C,1975.79451901374
YOR210W,11331.1552139893
YNL105W,32.7310943056077
YKL174C,4943.06547781571
YLR058C,53357.1689552987
YLR403W,4738.75243002267
YLR028C,17181.6527990957
YLR286C,41903.6277646352
YBR274W,3442.1950644337
YDL044C,3112.60663176552
YNL305C,3894.71274736367
YMR179W,2784.67163742229
YER081W,6750.32144993538
YEL032C-A,36.3751948542068
YDR148C,7811.89715012028
YER067C-A,85.3135765359283
YCR081C-A,26.406850517213
YJL059W,2087.6218299232
YEL044W,5370.70604046496
YIL130W,5072.20593092453
YGL108C,2393.80625240297
YFR052C-A,4675.69559580988
YOR351C,58.760565393725
YGL023C,4556.12543067116
YBL051C,5694.64949041041
YBL066C,2450.90547195459
YFR035C,304.65390693682
YJR068W,6185.9258977859
YDR042C,402.5495372403
YDL168W,7029.38840457114
YBR020W,1074.23557177004
YDL049C,616.939232873901
YAL019W,8228.43431980242
YDR484W,3190.22430061932
YEL037C,11327.0740821392
YHR139C-A,34.9840163826974
YBR273C,4886.6758355189
YCL027W,1612.64737318143
YDL114W,43.8492464952091
YIL062C,9560.76695019812
YML091C,6468.31508909387
YCL021W-A,1408.70725111328
YAL017W,5841.50921537813
YOR372C,3100.55313269178
YGL098W,2311.2503750768
YNL329C,4284.9507718091
YMR199W,4672.06989387981
YDL209C,2342.73598309847
YJL022W,54.2807157622576
YCR093W,23931.8685967616
YMR300C,14779.4858943985
YLR159C-A,6.41993553362506
YCR039C,202.955785656119
YBL053W,110.63505930614
YLR008C,5994.60008893618
YIL057C,131.968601311641
YIL107C,2796.80729100686
YGL136C,2631.34236810816
YBL107W-A,114.580368465615
YHR024C,5908.20405774232
YLR120C,5620.42415549624
YPR089W,5401.13029994108
YGR211W,12372.1334290051
YML007W,8014.17211841967
YEL030C-A,20.2024173227035
YPL039W,1772.53945122645
YLR237W,3907.79706286391
YHR120W,3990.52640255552
YGL041C-B,105.167311428819
YCL076W,1.42742581374222
YBL007C,16123.5673680732
YMR194W,36584.9863010954
YFL034C-A,17206.0608535918
YNR064C,133.770133908891
YGR068C,2212.86502346255
YPL017C,727.668125848933
YPL075W,5428.33608053206
YBR301W,19.6966247441602
YML004C,11611.3425453385
YGR163W,3726.07086213559
YNL097W-A,111.606861151138
YMR202W,34729.5340593229
YDR108W,3166.0545795782
YOR140W,2125.9375594086
YGR292W,400.251288885421
YHR172W,2544.23085415937
YKL102C,26.3285186414034
YBR266C,184.930395133827
YNL267W,6887.13338970293
YEL029C,3585.71845098594
YDR034C-D,12632.4978004138
YLR250W,8712.71883770479
YDR058C,1553.43184616747
YHR053C,5965.35496959106
YGR245C,11046.5227710896
YNL040W,4699.25187825485
YKR066C,8732.99783276023
YGL161C,7249.61457546349
YIL003W,3052.90439496576
YMR105W-A,20.0841055004542
YPR144C,6467.47404143903
YOR359W,2969.82013694587
YHR214W-A,1453.03066154843
YFL055W,882.852339178283
YDR524W-C,4923.30112390032
YGR181W,4141.22837878203
YGR070W,2351.55778610653
YIL086C,190.009558355557
YPL029W,3335.74968593497
YGL102C,17605.4261569594
YER007C-A,7992.66755992898
YLR116W,2669.789951411
YAL047W-A,54.4433938108285
YDR197W,2993.40892080318
YPL172C,2447.50877073769
YPL224C,3140.75386981026
YJR144W,6336.24183521703
YMR083W,28770.2650605668
YMR156C,1061.05341108891
YGR086C,32503.751434194
YHR205W,6783.93713377828
YOL013W-A,42282.3170464806
YGR281W,9517.2636256116
YCR048W,5728.51860213078
YKL182W,168663.721119612
YPR201W,317.570181535391
YDL065C,4505.48826736723
YLR154W-E,3374.07378470756
YMR126C,2482.11175357185
YDR175C,4181.27517459203
YEL059W,25.409389501396
YJL195C,93.4237036961886
YDR428C,2918.58354858724
YOR182C,55321.4734692279
YMR194C-A,213.246419862983
YER032W,2840.96266863975
YGR194C,2622.68876226679
YHR056W-A,52.9643166425209
YGR078C,5185.13706899872
YMR265C,2625.97273264678
YHR163W,11348.0663234464
YOR222W,8547.05136409919
YIL162W,10661.5737476812
YBL103C,2882.21027167101
YLR358C,105.176088146352
YKL108W,2104.95744502258
YIL052C,71861.019984677
YMR059W,2096.0571203423
YML040W,11713.0569339995
YOL017W,2401.89827314866
YDR302W,4222.87637240544
YLR382C,3387.56254658099
YBL021C,2134.1283771938
YBR242W,4961.41332421065
YNL246W,4836.25974664508
YOL030W,11066.9542280738
YER012W,9162.20828011676
YLR301W,15154.081608455
YKL068W-A,3463.03036913895
YDR082W,2739.48538106697
YPR139C,4470.27719515948
YDL221W,65.3873104260271
YOR231C-A,30.9315490215612
YGL141W,3828.87356594863
YOR343W-B,14765.491921435
YPL202C,3548.25933907865
YDR458C,4728.28386615639
YPR071W,1379.35006323563
YOL068C,6689.14158037883
YLR114C,5846.62465118596
YJR072C,10490.8155418519
YDR267C,4414.97783669448
YJL019W,2100.78049007121
YLR248W,8384.70770056813
YIL020C,3849.38095007955
YOR073W-A,59.6588156487933
YNL063W,2328.43929135894
YOR391C,10.7751885310762
YFR044C,20320.1241559436
YFL023W,3964.89150344703
YIL129C,13146.1150765949
YFL032W,4181.119180441
YBR150C,2665.79704679314
YGL176C,2155.84565217465
YDR245W,12937.4670807726
YDR212W,19934.7554755137
YDR149C,41.4487037580131
YOR103C,6324.78555033896
YMR185W,5112.16617136656
YJL091C,4122.21476119876
YDR065W,1904.34068473098
YOR254C,19583.7651218219
YKL126W,8806.72429029533
YHR174W,516253.310684581
YLR441C,143238.46627914
YFR012W,45.9500377049785
YDR182W-A,118.690831206327
YBR204C,2590.38856648213
YLR283W,2108.89824168486
YGL174W,1529.39312990317
YGR145W,8520.68468091598
YGR199W,5268.51824416998
YDR061W,5304.89778495957
YBL005W,3309.81888747574
YNL018C,69.3122967469029
YLR466C-B,34.5011339169121
YIL108W,4096.06776600015
YML122C,62.7724048149949
YDR404C,4798.68287714965
YBR131W,2014.27434957571
YOR058C,4045.68265139058
YBL104C,4064.73559473997
YBR095C,3893.18673672165
YIL004C,3139.5056820823
YBR084W,25281.1922385667
YMR173W,6675.67526650025
YCR095W-A,107.323121010462
YKL203C,10254.9660960042
YKL221W,85.2799292212391
YHR085W,4982.26082232759
YOR301W,3401.60928281425
YDL210W,263.905969452682
YPL044C,160.639237025779
YKR052C,3336.8692276773
YDR168W,9790.11197436885
YNL308C,10129.2520528356
YOL089C,3208.54205335047
YOR171C,5319.81871883489
YIL050W,2864.81476799594
YOR031W,567.066743128325
YLR043C,26378.9035546407
YBL099W,32541.0869761396
YNL054W-A,8719.52108973724
YLR359W,38552.5222623119
YPL217C,15859.9739266486
YOR237W,416.541456804148
YNR009W,2272.38164813708
YKL111C,129.054184939991
YGL194C,3016.09342576853
YLR038C,8263.34275055249
YOR106W,2382.76915547082
YMR030W-A,409.144462603324
YMR236W,6528.1734550329
YJR056C,2462.69468613033
YPR130C,415.372793634431
YLR287C-A,47966.4073371134
YER039C,543.023429499195
YNL314W,1494.68122385637
YDR044W,7980.24504247883
YLR118C,4154.62923523393
YDR387C,3080.76175659998
YAR073W,451.082854900673
YOL130W,7555.62009448999
YIL071C,1882.9748891132
YLR157C-C,322.335398592467
YDR169C,2558.67658852765
YER178W,35060.6167100625
YBL094C,127.925061647594
YDR514C,3164.5068555847
YIR019C,33055.4221004992
YEL045C,1347.73001450871
YGL177W,168.303103073366
YDR333C,7272.61699409522
YMR210W,2987.18463181313
YDR124W,524.358832391309
YOR338W,555.800609082488
YKR061W,2845.45373667198
YML116W-A,1183.88125053898
YLR467W,3529.33959761512
YER088C,7283.1561605246
YDR360W,43.7048576395426
YPL283W-A,187.872376525981
Q0130,51388.8163855615
YDR115W,4324.24946165529
YOR334W,1985.91427480352
YPR021C,3509.77364741235
YGR256W,642.48546496554
YKR097W,703.412658537781
YFL031C-A,1683.32384265024
YOL038C-A,464.910448707329
YMR107W,75.0980323048464
YHR218W-A,258.520439891341
YDR451C,4192.02692720055
YCL063W,3027.43879456942
YJL192C,9953.46331855546
YHR177W,376.310880092901
YBR039W,11627.5840031307
YGL214W,213.2796780099
YER023C-A,399.696055979777
YIR027C,421.060850878382
YAL042W,15164.0643124073
YPR036W,32021.992067306
YIL007C,2056.15401057213
YOR030W,2154.34526970677
YPL267W,2597.22817338502
YHR181W,4651.07566735563
YOL051W,5726.02525357108
YMR243C,20257.6141255855
YDR188W,21502.1094307892
YNR034W-A,745.042771115733
YLR154W-F,3665.37018266995
YAL067W-A,0.814618880673713
YHR180W,274.802754096735
YCR049C,95.0186317323275
YEL023C,1611.92468754306
YNL045W,6962.14550485307
YNL057W,231.809847406419
YPR141C,2848.52459054536
YPL080C,421.139619884581
YJR061W,1614.32603781123
YIL104C,4260.60098470423
YLL035W,3366.33892990254
YHR214C-C,10015.4466728441
YNL282W,2322.49543820011
YNL338W,2.98810766436258
YLR424W,2434.31523888066
YDR520C,2957.45951922445
YBR243C,4389.09490738827
YFL064C,170.753751166143
YGL137W,21958.9283798834
YNL212W,6689.63006986413
YMR234W,2476.69692995199
YJL026C-A,234.005481442837
YMR112C,2525.23367082313
YHR005C-A,26529.112181121
YGL212W,1529.20491906157
YHL009W-A,1133.79523859241
YJL134W,5913.75838054272
YJL156W-A,68.3006701487126
YLR454W,15861.7368418168
YOR105W,589.377131362604
YJL127C-B,3816.49591753652
YNR023W,3263.59687788646
YKL064W,6101.80995738961
YDR080W,3844.44443270258
YPL253C,2356.1643475302
YBL096C,62.7347631757843
YLR261C,1780.48175916413
YHR073C-B,22.217314775683
YBR096W,6960.7030995253
YJR042W,8571.6398890251
YGR150C,3925.18785548421
YLR390W-A,17912.1654792129
YGR074W,3805.33218774961
YDR089W,5765.84234124407
YHR043C,2909.32616535361
YGL180W,1625.38217602221
YPR101W,3454.75663029118
YDR085C,1738.84336211412
YDR017C,7430.55831897197
YBR146W,5870.5890117817
YPR146C,1339.56219896678
YPL043W,11309.288739452
YKL053W,152.204951241539
YHR011W,2059.99208637417
YDL235C,6042.37248246985
YCL041C,2665.750491553
YLR278C,5240.53414841578
YLR348C,9523.28588707799
YHR070C-A,154.447129564975
YGL158W,202.709805567356
YGR186W,9040.93254316353
YDL002C,5001.35557229743
YAL028W,1252.16096387707
YJL213W,3819.0569952851
YDR099W,17247.6203575388
YNL278W,2026.97308715727
YNL173C,4394.00894990908
YMR216C,6961.79182765416
YLR313C,1845.35688759933
YER039C-A,279.233522987145
YMR306W,829.814497218196
YLR196W,13428.2323379467
YJL009W,807.54998769775
YBR085C-A,6958.23329683049
YDL059C,1287.60583147509
YOR329C,3682.06118930055
YHL035C,4845.17689707853
YJR116W,1740.42554282648
YHL004W,4585.99265257333
YBR073W,7798.85369719177
YDR449C,7034.23362912538
YPR064W,22.2272276335301
YBR215W,2861.19506113991
YDL088C,5363.54699818608
YNL161W,5660.809745387
YDR435C,2615.18813152578
YLR331C,35.9887053118184
YGR295C,3304.614682945
YFL058W,36.3382600204613
YDL052C,6220.39144557061
YMR144W,2415.87941570924
YFR031C,5217.31657911574
YBR084C-A,92149.5179407232
YDR161W,9254.76221397151
YER062C,5796.13497551864
YCR068W,1729.72333066064
YPR051W,5294.6309978301
YCR094W,3477.96999610068
YOR285W,13634.6747431093
YLR253W,4851.06823483891
YJL001W,12915.7945187353
YLL022C,3261.28094105951
YGR068W-A,14.0534146354888
YHR067W,1780.64124238074
YGL237C,1566.14209554251
YOR266W,2234.19381948445
YBR044C,3167.25567101355
YLR071C,6077.14146713945
YDR120C,10369.6041617561
YJL012C,30212.8364348732
YGR151C,1884.74631645918
YER126C,9900.03400029196
YMR246W,22865.1442053023
YPL031C,4912.87439335458
YLR201C,2683.5399691115
YJL098W,7486.72777900266
Q0142,1015.43625234424
YDR445C,644031.153827474
YBR059C,6379.42523091487
YFL015W-A,7.37677281771974
YHR091C,2337.55585853057
YGR020C,14603.5293427539
YIR039C,836.035291241186
YAR047C,31.8643848516951
YML066C,116.308785987792
YDR501W,1396.10457034397
YNL088W,11742.1513731195
YNL053W,3119.0790979376
YKR043C,13054.2837109411
YDR400W,3569.3366246323
YDR137W,4461.50322417335
YBR231C,2361.98421881522
YDL120W,4589.09930255904
YLR151C,1076.70130454083
YHL043W,158.06871186677
YER082C,8216.11745535419
YFR021W,2410.4501190017
YNL033W,31.6746897503
YML121W,4830.24805708468
YLR310C,9344.35428823039
YGR087C,165.728115285101
YDR048C,50.1985691447771
YGR244C,7618.82877582819
YGL255W,21572.6708904732
YNL036W,8177.6279191167
YHR046C,3778.90263334069
YOR016C,4475.35433638075
YKR071C,9173.74644333846
YGR063C,5043.29112141178
YML065W,4343.8522667703
YLL019W-A,9.60869811246984
YPR005C,826.021404420235
YGR223C,2826.67815229201
YAR003W,4258.92267806002
YHR021W-A,246.902425348602
YFL062W,1290.1929743447
YDR537C,118.223885408563
YMR267W,4554.03496195611
YPL093W,21702.0131150602
YNL077W,1822.39855345807
YJR034W,2038.71424918621
YPL160W,45670.7766881822
YGL185C,1984.92825133524
YKL175W,8044.46437097588
YDR456W,5380.38917745197
YGL190C,6235.53679060215
YOR101W,5923.15239983935
YMR262W,2511.07099999258
YGL005C,3276.96858862211
YNL125C,3153.99504863884
YBL019W,1918.39538730737
YBR043C,5290.80140028531
YDL231C,6814.05069362957
YML101C,2502.22470005444
YKL037W,34.5807611923592
YOL094C,3633.85205692615
YPR007C,404.6898757159
YMR077C,2303.6569250538
YMR108W,30430.2229313447
YIL067C,3309.70436489703
YPL126W,13672.3430204821
YKL179C,6678.67825921474
YJL033W,9417.16995575202
YEL041W,795.827836913954
YLL036C,5150.54711208698
YGL208W,1694.29817481243
YNL113W,8713.17856483022
YKR099W,3969.08896179154
YGL025C,2641.64468539134
YBR171W,6894.68285099717
YDL005C,3974.14469695127
YNL031C,42137.3597745913
YGR226C,4.08135657534942
YOR146W,417.831754051509
YDL056W,3948.77691349962
YML120C,4233.55448730922
YOR384W,691.061043656494
YLL021W,8739.92798223963
YGR048W,4432.83660420706
YOL149W,4523.32776332853
YHR032W-A,1175.2693149551
YML129C,3377.09116095347
YIL059C,575.920867897715
YLR317W,479.417420672753
YBR220C,4678.34839618496
YPL058C,10635.49249856
YOL154W,15246.6489521374
YBR227C,3353.09925944396
YNR056C,274.511553073542
YER165W,49369.0028604774
YNL327W,22373.1348454292
YOR130C,3641.52798727536
YJL181W,2363.20362611273
YPL099C,2235.95793278213
YER016W,5021.04175916
YDL039C,2534.26452112923
YNL242W,2637.82968505491
YNL297C,8360.29620222885
YMR058W,30433.7469800612
YLR099W-A,3236.89333349135
YDR365W-B,58033.8262402048
YOL078W,3219.65095069969
YAL018C,25.2837720078347
YEL002C,14079.9268110935
YJL156C,3673.84102624298
YNL146C-A,656.528183111798
YMR166C,1754.32493668155
YCL032W,2479.30369286421
YDR034C-A,1037.93511858257
YPL050C,11744.1637151775
YDR510W,13905.8483578512
YLR327C,1450.11695393044
YER158W-A,145.000175548901
YPL277C,204.17974793997
YOR139C,33.0350605322137
YBR116C,117.962030514656
YPL257W,763.332818201788
YLR142W,962.900714447908
YLR104W,3478.62482522632
YNL222W,2607.11175813506
YLR291C,8908.65649989498
YKR051W,2569.07638524821
YBR293W,2649.93735641041
YLR412W,3658.41566505982
YFR040W,6735.98907475012
YNR067C,16251.4474062725
YNL074C,3620.99721366409
YBR021W,1887.41715662676
YML021C,3262.43846035755
YER038C,1446.41737990894
YNL044W,6782.19376118656
YHR007C-A,485.185075382547
YER060W-A,1057.08143549726
YDR203W,56.5082489854134
YER173W,2706.4386031017
YOR190W,333.043442272185
YML048W,11782.3630258129
YBR130C,4813.06930189465
YPR072W,8142.6855660606
YFR012W-A,17.2330365160445
YHR048W,1355.7834726211
YHL006C,645.821896296272
YHL034C,18195.1747352053
YDR418W,95784.549801021
YGR270C-A,18.7767934350114
YLR183C,4544.4284346439
YCR038C,847.41213020845
YIR024C,1822.15447690258
YOL155C,7731.74326250463
YIL009C-A,25542.1913120572
YJR040W,4627.41058836122
YJL037W,199.60163904746
YOR059C,3686.58257392575
YMR325W,4.2468077022766
YGL149W,14.0817934226647
YGR271W,7451.32115186168
YGR173W,8382.6869483861
YNR002C,223.156475874822
YMR172C-A,60.1877196648389
YBR086C,15099.6882519619
YIL158W,4202.28676783408
YLR361C-A,1280.92784909866
YOR027W,24969.6094129485
YER048W-A,6462.26504214035
YML090W,47.2617478861204
YDR210W-B,14787.1783908412
YHR164C,3594.51118309467
YGR278W,2201.60043536647
Q0085,8972.72190620042
YPR150W,98.2902398407792
YKL204W,4750.44156020627
YDR462W,3295.46791815887
YMR273C,3219.90003366132
YJL162C,2244.08411204442
YMR175W-A,45.0872743077152
YLL054C,2269.97475548133
YDL055C,102823.989694541
YPR080W,196520.443878309
YFL017W-A,3033.74117789877
YOL019W,3544.27862476518
YGL127C,1701.07385521507
YLR266C,5133.92107142669
YGR268C,1594.86606857858
YHL033C,47386.6375526405
YGL063C-A,25.8976134732328
YKR076W,1171.2235756289
YJR130C,3755.19356596108
YEL007W,6057.64575237225
YMR285C,4402.96756461713
YBR104W,6721.41437265539
YPL263C,11660.1161199003
YER096W,429.08192256363
YOR325W,35.205619172391
YDR311W,4698.39517857886
YIL128W,5735.89645954895
YKL088W,3583.35659063851
YJL046W,2789.67596927802
YLR228C,3448.05594077062
YER053C-A,8752.96912656496
YKL056C,146126.927258593
YPL037C,49853.9446315453
YDR459C,2904.00227785266
YOR357C,4389.06633404338
YNR004W,725.691625619751
YNL192W,12749.6077043189
YGL068W,10477.9722018925
YNL339W-B,159.824720464253
YKL096C-B,114.978720697062
YDL157C,6281.27504802424
YOR007C,31335.1775918134
YJL029C,5480.56029408829
YBR105C,2153.9250075163
YDL013W,3868.00046295678
YJR052W,50786.123777717
YGL200C,17580.0302566646
YNL194C,150.004776434769
YDR260C,1871.94316546701
YPL012W,17490.3938261565
YBL047C,17116.2954424818
YKR001C,14504.0376815522
YNR072W,23.1177272482292
YLR157W-E,55.2460849034604
YBR154C,15132.583996916
YPL156C,1709.11697826883
YKL048C,2280.24398490387
YJL020C,8643.29683627739
YPL105C,9488.06501503673
YLR251W,1520.45315899145
YHR049C-A,236.653696337077
YGR113W,3490.307033818
YEL018C-A,126.112554792247
YHL006W-A,89.4361613985225
YGL008C,292110.64918469
YBR253W,3817.73219001447
YLR212C,3714.68432886941
YCR020C,1258.62274501385
YDR340W,779.993309956302
YJR141W,3291.87726381942
YHR060W,3529.94774913307
YDR361C,10020.4541377963
YPL009C,7693.3253182915
YNL027W,3770.64869979988
YNL065W,4092.74911286245
YNL211C,971.700561448778
YHL038C,2846.45264569475
YPL070W,2462.46497413074
YOL111C,4602.67509287226
YDR075W,2747.22706655946
YER009W,31614.6880931921
YMR219W,5889.90149413258
YFL034C-B,2558.19851734305
YIR011C,5643.68836471111
YMR297W,25676.3729249068
YIL139C,2525.91197314089
YJR021C,1762.18880027094
YDR254W,1733.9204374674
YNL301C,18303.509660439
YPL005W,1723.50528259794
YGL105W,33030.5145937169
YBR255C-A,1079.46820223156
YDL224C,4613.17640929853
YKL188C,1484.2729599533
YGR090W,14251.7707690376
YKL062W,2452.51576451172
YER044C,8875.44463971494
YNL315C,6084.8130625789
YLL049W,2711.33551291655
YKL216W,44189.9457795315
YJL158C,33177.2337041625
YDR162C,2947.80062856207
YCR024C-B,37622.987928087
YJL202C,68.8015005637542
YCR059C,4197.01587654355
YDL183C,1195.2053220541
YKR046C,6996.89854119498
YER140W,2929.14072952259
YCL039W,3420.10942291024
YPL069C,2064.41175454877
YOR386W,1521.7328155817
YLR365W,43.2186961247713
YPL151C,3634.69623856279
YNL042W,1625.12169129509
YHR207C,5065.16962306298
YCR064C,172.770385059032
YDR171W,4111.48901833341
YPL157W,3967.61449142938
YLR227W-A,11719.906867731
YDR479C,2948.26058993523
YAL034W-A,1546.80931903434
YBR013C,907.111907134685
YOR258W,1117.23719330886
YNR057C,1046.77454970707
YJL113W,731.181270037577
YGR161W-C,1572.15621209543
YIL015W,11220.3218516377
YHR127W,3132.02122575601
YFL018C,16875.5023311276
YNL328C,388.375732130096
YCL049C,3239.31734087122
YLR072W,3636.23372165517
YHR111W,4432.38159573947
YGL055W,46442.5617975962
YBR288C,5952.72438242787
YOL055C,2168.57364822222
YOR347C,2329.57239656842
YGL065C,3794.19210229524
YHR013C,6271.6143510292
YOR307C,4880.43421295172
YAL042C-A,335.123786666911
YNL144C,1358.65716723923
YIR038C,3369.43336116226
YLR230W,655.827434763438
YAL046C,3569.67238483741
YPL193W,2962.18809706828
YER147C-A,659.852757404877
YJL045W,231.705525490447
YGR208W,9382.66614329721
YDR347W,5647.92134287065
YER190C-B,151.373151338776
YKR078W,2181.25634522626
YDR201W,2859.64233432235
YPR087W,448.532218198334
YLR027C,31691.7342149378
YOR275C,3645.0064039372
YML077W,3640.18936443472
YGL245W,55640.4333489547
YHR058C,2761.76265105281
YPR181C,19939.7183002924
YDL025W-A,28.1309704785306
YER190W,2432.92671548014
YBR106W,39395.2174442358
YHR018C,17269.7490288406
YPL197C,1347.18841972242
YBR170C,5189.87860610083
YMR304W,4714.0945530464
YDL211C,878.231644285204
YPL078C,12825.6574562042
YDR273W,619.441373022158
YOL007C,3784.08206346182
YDR399W,26217.0279382805
YLR064W,4534.67883859307
YKL181W,30156.5696066562
YML047W-A,114.976958359524
YGR192C,624805.869822616
YGL045W,1741.72602762984
YDL078C,10987.4445543517
YOL041C,10212.4401693476
YMR226C,14775.2257446069
YHR200W,11259.9731993949
YDR524C,2702.57870626781
YLR111W,21.8656195511505
YBR219C,933.563708594162
YMR122C,74.1499758983313
YGR270W,9684.86043879116
YPR125W,4155.20839889462
YEL046C,24029.3736607455
YIR015W,1250.51998967377
YGR136W,7092.03043281576
YMR242C,59898.9888148551
YLR379W,320.710635410435
YDR204W,3737.4455247131
YPL161C,3426.1291597537
YMR145C,15634.3332725643
YIR017W-A,84.7425660808615
YLL031C,6499.72533193438
YDR300C,7518.38383745977
YLR229C,10003.0240591377
YLR421C,9969.60241854012
YJR151C,903.070470802774
YMR307C-A,667.251897400073
YPL096W,2848.8772190919
YML038C,6089.52859973684
YJL082W,3368.87450300207
YIL006W,610.007219645359
YLR392C,2225.25555336765
YGR075C,1517.86066086038
YBR268W,4680.31105553597
YDR316W,3106.59534133058
YNR070W,314.325338262425
YKR020W,1604.71482540378
YOL164W-A,19.6175001398269
YPR142C,248.726751697488
YNL145W,21982.9270777631
YHR068W,19540.0160349573
YEL010W,8.96901379046062
YOL013W-B,31.8339565266652
YGL160W,3954.64400155042
YGR042W,2630.2754945343
YDR430C,6041.32124151034
YPR160W,4823.58913941476
YER007W,1901.55651563484
YGR095C,3849.12541809843
YCR041W,100.576502555585
YFL033C,4981.87873792963
YDL089W,2077.52676543768
YDR522C,66.7907684355892
YEL062W,2215.56119350707
YBR026C,5042.54700504027
YLR143W,25168.7360445964
YMR125W,12808.7007743655
YLR126C,3008.38761683108
YGL086W,5075.13193641006
YNL129W,3143.42343534872
YGL048C,17474.012145311
YER106W,120.777861465604
YBR083W,4292.81523934398
YJR012C,1050.53477857783
YGR169C,1992.72128013813
YDR509W,207.125040341425
YMR074C,9456.98962267163
YJL127W-A,30.8166772153107
YDR341C,28155.5077310477
Q0010,161.444975746428
YDR521W,21.8630671831706
YMR269W,2492.04773859457
YJR112W-A,2502.0557720062
YHR138C,1730.2755351762
YFL021W,2753.9821565878
YBL039C-A,3807.9098006381
YPL144W,3351.43406075239
YML026C,82185.998574688
YEL053C,3943.12520184514
YHL020C,6810.534027634
YGR106C,27610.6692258123
YLR444C,97.2462314610323
YJR128W,34.2969235702166
YMR194C-B,790.843938672209
