ORF,RNA_Prints
YPR178W,2797.45426545881
YOL147C,2524.5230675574
YFR007W,1553.28620295401
YEL008W,43.2847958032647
YGR072W,3691.77486758289
YNL069C,115604.2526595
YER022W,4652.08416808744
YIL118W,8511.63969719267
YJR008W,1712.21649687276
YKL217W,856.190988327952
YAR060C,5.84958330271271
YPL036W,2816.83342104168
YNL303W,1391.89136008521
YCL010C,3121.32723644526
YJR024C,6509.7528164273
YFR011C,3231.28145997537
YER056C-A,46290.3516167174
YAL047C,1757.10620914966
YBR042C,4711.55954375132
YDR256C,503.196511745532
YFL065C,123.942173175873
YNL287W,21344.5597061672
YGR103W,31213.6701060658
YAL065C,475.55118330852
YLR061W,104569.59657967
YLR171W,147.64192504369
YGR161W-A,2421.60220933647
YOR281C,6500.39537168368
YJL078C,7145.93640143809
YBR162C,26861.0135385883
YMR114C,1863.25981102137
YJL152W,403.032450515494
YJL067W,91.45057537289
YGR251W,2894.79298761295
YDR118W-A,233.434331714928
YBR094W,4946.08776606311
YGR065C,5404.39560054486
YGR031C-A,120.327289546757
YOR260W,11560.5745181275
YGL251C,1506.98779838174
YEL017C-A,29799.4002603758
YKL021C,8329.26384278501
YOR374W,7281.549766239
YKR028W,10403.2588347506
YNR062C,135.520389113625
YHL026C,1580.62410273109
YHR014W,101.209824419048
YJL102W,1772.53713748756
YDL015C,12411.2335252544
YCR028C,3996.60878257642
YER058W,1362.30100925014
YCR016W,5688.94982179603
YER149C,3348.75729452274
YJL147C,1660.58345527589
YGL222C,2091.64391760593
YDR533C,3084.97003343884
YDL035C,4908.6453587034
YDL090C,3367.43001207767
YBR177C,7541.86588676215
YML012C-A,147.729719929479
YJL034W,45768.4068347578
YOR034C-A,387.541910173581
YNR059W,2864.27264261461
YLR066W,6586.69117261166
YGR156W,2677.53819182733
YBR125C,3475.87632963782
YOR376W,20.4187403508795
YCL023C,20.4095378593039
YBR173C,5292.95154188647
YHR057C,4683.97021397256
YOR077W,1165.13853425476
YOL162W,119.49678333837
YAL051W,3633.98452293956
YLR234W,855.27909990295
YDR198C,3334.45584346449
YJR124C,5166.48259042645
YHR107C,6588.2498970762
YLL066C,3377.35035350483
YER112W,5358.30878495471
YLR174W,886.948859197295
YCL026C-A,689.283503496607
YCR018C-A,937.427647185651
YGR108W,8571.89393562154
YDR346C,22902.8170235704
YDR091C,16214.2065665885
YDL232W,4950.49562360351
YLR269C,149.46585124571
YKR092C,14468.3731341392
YER165C-A,62.5232196715907
YLR385C,441.738329838239
YLR117C,3392.64017544755
YEL069C,29.3031930845558
YBR250W,299.70315780166
YDR143C,3883.33092660276
YER185W,253.556599079517
YGL007W,29.2778620320205
YOL013C,3354.95803575655
YNR075C-A,4.47617669155519
YAL031C,2761.53071593237
YGR139W,50.9699652514153
YLR089C,8260.31460067896
YKL155C,3283.54353073522
YKL222C,1736.80583369581
YGR154C,1471.98919710962
YNL277W,2318.18006710715
YOL061W,13494.2842479039
YFR013W,5002.87798290289
YDL014W,31644.205059927
YCL064C,20309.4440278355
YDR493W,2333.12880331426
YLR345W,2930.86342531755
YGL022W,19721.8614831293
YLR192C,15659.1222800436
YOR265W,4767.46245442969
YCL019W,13209.5555295064
YDR031W,1857.59990727257
YOR333C,40.0200628524114
YDL190C,7466.86429672518
YKR083C,1993.94912492598
YBR141C,1851.70996061823
YDR453C,1218.10006482986
YAL008W,2185.45119273893
YDR490C,3226.17118308073
YDR191W,1958.10773397386
YLR459W,3785.80926601716
YER107W-A,143.159452901908
YNL193W,2671.73055985463
YHR099W,46809.2310685116
YLR360W,2856.20054723159
YPR170W-B,9645.64523363934
YKL070W,122.650345242344
YKL145W-A,4229.4745895658
YOR142W,8900.63859012944
YLR430W,12739.6542832118
YDR304C,16701.1768172089
YPL020C,3476.98813096681
YLR165C,1359.06150701658
YHL023C,3656.77188887948
YOR283W,5327.20911778622
YMR052C-A,118.916702840538
YOR053W,60.1276258144481
YJR054W,3467.7460925948
YER084W-A,8.71340246503125
YHL005C,80.1753278187814
YMR255W,3488.28478493106
YDR029W,72.1630078959159
YPL154C,20085.8103849648
YDR033W,40349.4354273188
YNL043C,539.547855734578
YDR253C,445.425786215143
YNL014W,1427.04527341115
YNL241C,13025.7180102482
YAL032C,2066.05605124756
YEL011W,2853.10497133202
YNL291C,4140.55500482389
YOR348C,1116.31111465242
YMR104C,1940.38554796316
YLR079W,5540.13913378631
YDL140C,32103.6791818179
YOR097C,1977.03239629369
Q0143,976.163007157233
YOR072W-B,3491.0518017246
YHR103W,7742.57431249021
YOL107W,1932.15238805509
YOL126C,5442.10208021143
YHR026W,16957.5690257015
YGR028W,4026.59188600623
YGL061C,2473.15404891412
YMR141W-A,110.694121444006
YJL089W,202.801126125971
YKL116C,3138.53462026782
YHR134W,2537.90514990165
YOR022C,2101.64823559397
YBR228W,1905.24082284257
YNL320W,2616.33600822506
YGR123C,8608.86139015055
YMR220W,9720.56718050498
YBR269C,2341.47720564553
YMR188C,5441.63889421649
YLR290C,2707.21963238741
YNL075W,8053.26230992875
YNL258C,6746.46599144255
YPR159W,13338.4748026166
YMR198W,2940.85719491366
YHR089C,19967.655243007
YBR190W,4553.27378947218
YBR194W,1557.59246224405
YNR018W,7443.21654172249
YAL044C,19603.407219738
YKL139W,3787.57215106475
YKL197C,2605.3888817922
YHR129C,2358.03231800209
YGR138C,3013.42525228345
YLR436C,5758.25686855682
YOR253W,7746.57204733054
YNL268W,11067.4922378126
YIL105C,4217.34766713384
YDR403W,339.345326133022
YDL029W,15421.8325527794
YOR132W,4460.66584697108
YPR160C-A,108.500538843134
YCL026C-B,492.858459517978
YPR092W,41.2638403158798
YDR525W-A,2147.20386228081
YPL255W,2277.33013187239
YEL012W,1889.3884470819
YOR192C,703.258474542882
YGL229C,1390.10063051844
YER065C,1546.57406006414
YPR194C,2280.07759995154
YOL005C,5231.16422339338
YML052W,11495.5355190421
YML064C,4089.43008427221
YHL019C,2466.35873575402
YBR167C,2226.97321933493
YHL046C,17.1019327601288
YPR176C,4851.57184215259
YFL016C,6716.82180824965
YLR383W,3421.76604706732
YJL062W,4378.79955399688
YDR140W,3121.13712928815
YNL252C,3933.48202197296
YLR048W,87373.7206546487
YGR282C,46098.8064663309
YEL033W,39173.7599441155
YMR196W,4066.31842958455
YOR205C,3376.27678756217
YLR299W,2606.66341222142
YER056C,24364.5258167576
YBR188C,1448.33439603582
YHR178W,2140.72954093652
YOR195W,4614.81537918529
YER114C,6274.260962894
YOR192C-C,2151.57850090849
YJL191W,20448.2786247099
YGL258W,220.058979767807
YIL002C,4031.70470206399
YDR518W,4630.30874136591
YKR021W,3071.90978595203
YLR328W,4768.49376603517
YKL173W,5043.58611238451
YBL003C,46910.0655560247
YNR013C,8048.15797982627
YJR077C,14067.4299361666
YDR376W,4139.2134329736
YJL120W,159.045260565895
YPR078C,169.434253439725
YGL058W,5640.01907798798
YFL005W,14497.0238328584
YMR284W,2267.09126129668
YML061C,4273.03259968948
YJL139C,2399.94149315756
Q0045,13415.2886953256
YDL129W,1573.17319466438
YLR449W,15879.0358434744
YAL037C-B,31118.9009861667
YLR021W,2983.42583056651
YDL007W,18193.6841062077
YOR145C,12738.6621249719
YMR317W,483.673052782047
YKR069W,3084.90272336044
YOR287C,3710.27737813738
YHR071C-A,126.038268199737
YIL122W,1284.49555059414
YPL218W,20991.3340002454
YGR296C-B,162.004492541273
YPR037C,3751.350488143
YLR080W,963.894173978367
YJR149W,1601.04527935173
YJL145W,7822.17115236279
YKL036C,154.700279294237
YPR198W,3215.93239911691
YNR052C,5305.90671384439
YHR098C,12573.1320095161
YOR244W,4200.10355743648
YMR314W,12130.7344113455
YLR173W,2013.50356788287
YHR190W,14813.8268686593
YPL097W,3421.64305733794
YNL115C,3101.81058914305
YLR103C,3360.73982629509
YBR112C,8572.13491965336
YNL247W,17337.3123959495
YLR123C,115.027231740721
YOR345C,198.462065439287
YNR065C,2319.93294922218
YER014C-A,73.2858355843757
YKL132C,1270.59485751035
YPL222W,1641.44935729906
YKL012W,4361.88940888218
YLR395C,7900.46096106108
YHR141C,58549.6204572429
YAL041W,5972.00766916354
YBL052C,4914.40638526425
YCL045C,11475.1932990996
YNL011C,3044.49411162713
YDL135C,6329.07642045912
YMR237W,8059.14534553937
Q0032,889.544267995888
YOR020W-A,2106.69974090905
YOR054C,2717.70622656843
YMR158C-A,1493.71379721742
YGR214W,87908.9074127869
Q0070,17641.2588130887
YGR046W,2800.38486433485
YIR021W-A,340.884803222825
YGR224W,303.977307235578
YMR130W,3893.08457454828
YLR455W,3579.57024408736
YDR308C,3134.53248870527
YJL153C,4506.03154678239
YGL259W,51.4492492515946
YKR036C,3481.83003302359
YIR030W-A,98.4009969334352
YDR320C,3083.14197851501
YIL047C-A,1665.41995320782
YBR035C,9916.87075437745
YCR002C,7524.47140238727
YOR192C-A,2166.19377565346
YDR244W,3778.42930874802
YAL016W,13233.2012813363
YER097W,388.749882849533
YPR093C,1342.60347884391
YMR239C,5127.28622414788
Q0275,7319.91639540816
YLR163C,6634.3865622899
YDL072C,9141.39044487242
YPL190C,7432.38107705798
YHR199C-A,515.714123270428
YER059W,3036.89777150425
YBR207W,5603.43054894219
YIL049W,1726.81458366377
YBR069C,16769.1964186282
YML073C,79158.8206389297
YLR084C,6163.49506180281
YGL215W,6865.19647930317
YPR066W,1128.15324211272
YOR135C,317.699513051725
YNL202W,333.063567456589
YOR161C-C,32.7761019590111
YPL143W,100472.53374903
YLR099C,4138.82957227497
YDR092W,4963.34803365273
YOR080W,3179.46428273374
YNL277W-A,32.9197224759699
YCL073C,22.15572310385
YNL133C,1343.60620228222
YJL053W,3760.43631283313
YJL167W,27999.2174818021
YIL097W,1634.49159946377
YOR198C,22571.5436613073
YNR025C,474.515935795804
YLR014C,2781.53216373637
YLL065W,0.921073092977217
YNL101W,4579.34315829916
YGL241W,5121.58224044536
YML055W,4776.20112739322
YHR143W-A,9869.18277365915
YLL050C,40771.2163080067
YFL052W,437.945522958428
YML035C,7656.67510024184
YGR133W,1101.83223475305
YDR357C,3276.43854026727
YDR023W,47064.0861173535
YDR006C,5072.68148840786
YPL280W,23.3759325606384
YNL256W,7482.30380678262
YML100W,8842.38154523256
YHR197W,8325.9964405905
YER098W,1571.06354699313
YDR401W,83.419626662674
YNL325C,2557.23504383839
YDL244W,57.2600983295933
YGL204C,900.622040966464
YBR128C,1110.30316012952
YGL168W,446.29460917465
YFR010W-A,107.985637538582
YPL258C,1342.27436395342
YDR540C,635.703396659707
YNL216W,8248.3459398241
YIL036W,4624.48960908527
YDL082W,53754.4474241524
YJL215C,105.444584207753
