ORF,RNA_Prints,Ribo_Prints
YDR444W,828,44
YDR446W,0,23
YDR447C,22045,3494
YDR448W,617,67
YDR449C,822,119
YDR450W,29249,5701
YDR451C,450,123
YDR452W,2940,455
YDR453C,130,10
YDR454C,3524,301
YDR456W,2136,292
YDR457W,11924,889
YDR458C,746,67
YDR459C,443,14
YDR460W,550,73
YDR461C-A,200,22
YDR461W,242,28
YDR462W,1330,128
YDR463W,1979,326
YDR464W,1385,112
YDR465C,1529,263
YDR466W,753,59
YDR468C,626,77
YDR469W,502,95
YDR470C,757,122
YDR471W,10354,1390
YDR472W,507,99
YDR473C,386,44
YDR475C,1133,76
YDR476C,1171,184
YDR477W,2503,477
YDR478W,305,20
YDR479C,714,76
YDR480W,397,43
YDR481C,2766,395
YDR482C,616,26
YDR483W,3990,710
YDR484W,684,61
YDR485C,975,99
YDR486C,761,137
YDR487C,2756,392
YDR488C,1054,62
YDR489W,422,49
YDR490C,1251,129
YDR492W,486,116
YDR493W,555,148
YDR494W,1635,179
YDR495C,514,68
YDR496C,2263,301
YDR497C,44318,5144
YDR498C,726,78
YDR499W,448,28
YDR500C,10518,3448
YDR501W,178,38
YDR502C,41530,10985
YDR503C,465,47
YDR504C,374,34
YDR505C,2049,181
YDR506C,902,84
YDR507C,4295,657
YDR508C,1406,221
YDR510W,4306,815
YDR511W,895,143
YDR512C,319,24
YDR513W,946,154
YDR514C,1151,119
YDR515W,662,102
YDR516C,1858,516
YDR517W,2031,410
YDR518W,545,92
YDR519W,1493,246
YDR520C,804,42
YDR522C,2,0
YDR523C,7,2
YDR524C,374,37
YDR524C-B,18208,775
YDR524W-C,4,0
YDR525W-A,960,351
YDR527W,1206,137
YDR528W,472,22
YDR529C,5105,574
YDR530C,570,51
YDR531W,2572,430
YDR532C,222,15
YDR533C,1302,196
YDR534C,115,0
YDR536W,11,2
YDR538W,120,4
YDR539W,240,37
YDR540C,55,20
YDR541C,184,14
YDR542W,2,0
YDR545W,3112,59
YEL001C,2487,525
YEL002C,5946,833
YEL003W,505,63
YEL004W,237,33
YEL005C,93,14
YEL006W,828,39
YEL007W,1916,211
YEL009C,11934,166
YEL011W,1439,238
YEL012W,518,61
YEL013W,3098,426
YEL015W,1746,233
YEL016C,525,24
YEL017C-A,2846,191
YEL017W,1145,173
YEL018W,375,61
YEL019C,75,19
YEL020C,310,39
YEL020W-A,3792,703
YEL021W,1627,304
YEL022W,3387,377
YEL023C,334,0
YEL024W,9568,1734
YEL025C,1680,39
YEL026W,6038,967
YEL027W,11295,2441
YEL029C,614,77
YEL030W,285,10
YEL031W,10581,1497
YEL032W,2212,341
YEL033W,73602,11468
YEL034W,65402,17609
YEL035C,3,1
YEL036C,2205,276
YEL037C,4187,890
YEL038W,598,79
YEL039C,312,69
YEL040W,6509,1371
YEL041W,752,73
YEL042W,3996,692
YEL043W,1592,152
YEL044W,838,60
YEL046C,2858,649
YEL047C,1073,331
YEL048C,276,18
YEL049W,15,0
YEL050C,3097,379
YEL051W,2894,800
YEL052W,1598,217
YEL053C,1493,143
YEL054C,22190,5135
YEL055C,4646,544
YEL056W,1097,179
YEL057C,49,0
YEL058W,2960,398
YEL059C-A,175,18
YEL060C,6564,1478
YEL061C,1373,101
YEL062W,364,47
YEL063C,2565,391
YEL064C,527,42
YEL065W,141,8
YEL066W,1401,140
YEL067C,118,1
YEL068C,380,69
YEL069C,16,1
YEL070W,114,0
YEL071W,26714,5301
YEL072W,309,15
YEL073C,84,1
YEL075C,288,2
YEL076C,853,20
YEL076C-A,617,20
YEL077C,2566,32
YER001W,4805,1021
YER002W,1131,201
YER003C,5231,1481
YER004W,2552,453
YER005W,1529,66
YER006W,3089,358
YER007C-A,825,246
YER007W,246,21
YER008C,2553,224
YER009W,5484,931
YER010C,727,103
YER011W,41,7
YER012W,4387,1181
YER013W,1198,153
YER014C-A,0,0
YER014W,717,133
YER015W,1077,134
YER016W,870,123
YER017C,3838,528
YER018C,693,100
YER019C-A,1649,101
YER019W,1425,142
YER020W,1244,157
YER021W,5292,768
YER022W,1027,115
YER023W,6577,1492
YER024W,1400,122
YER025W,7257,1109
YER026C,4179,915
YER027C,1271,375
YER028C,32,0
YER029C,446,65
YER030W,1471,288
YER031C,2222,431
YER032W,942,96
YER033C,632,28
YER034W,574,108
YER035W,280,61
YER036C,8363,1653
YER037W,78,16
YER038C,241,6
YER038W-A,25,0
YER039C,516,36
YER039C-A,252,24
YER040W,946,29
YER041W,325,13
YER042W,1347,253
YER043C,46361,10640
YER044C,1827,301
YER044C-A,19,0
YER045C,154,20
YER046W,346,29
YER047C,1057,79
YER048C,2304,394
YER048W-A,2115,173
YER049W,3379,429
YER050C,1115,193
YER051W,408,21
YER052C,7302,1291
YER053C,499,63
YER053C-A,1812,358
YER054C,319,15
YER055C,10352,1787
YER056C,5196,850
YER056C-A,10534,1783
YER057C,1748,432
YER058W,804,70
YER059W,447,42
YER060W,271,23
YER060W-A,533,99
YER061C,1215,87
YER062C,1216,258
YER063W,2539,302
YER064C,517,47
YER065C,479,45
YER066W,514,75
YER067W,237,26
YER068W,1009,189
YER069W,19283,2901
YER070W,8222,1628
YER071C,145,9
YER072W,8256,904
YER073W,4169,863
YER074W,43947,5716
YER074W-A,1233,139
YER075C,777,48
YER076C,232,23
YER077C,733,88
YER078C,1110,120
YER078W-A,76,0
YER079W,193,22
YER080W,2000,398
YER081W,4725,930
YER082C,1174,225
YER083C,1588,239
YER084W,7,0
YER085C,5,0
YER086W,10014,1610
YER087C-B,1043,59
YER087W,1153,237
YER088C,1053,93
YER089C,3646,474
YER090W,4396,609
YER091C,149185,39993
YER092W,687,126
YER093C,1381,110
YER093C-A,796,72
YER094C,6971,1587
YER095W,1762,154
YER096W,46,6
YER098W,440,18
YER099C,720,181
YER100W,1096,230
YER101C,405,76
YER102W,53240,10407
YER103W,801,115
YER104W,367,87
YER105C,5297,581
YER106W,17,0
YER107C,953,106
YER110C,14030,2444
YER111C,1196,93
YER112W,529,127
YER113C,1185,139
YER114C,1871,180
YER115C,166,3
YER116C,232,11
YER117W,15822,2615
YER118C,889,152
YER119C,900,156
YER120W,4348,873
YER121W,53,3
YER122C,2263,249
YER123W,1129,145
YER124C,3031,348
YER125W,6324,964
YER126C,1316,244
YER127W,956,223
YER128W,342,52
YER129W,1485,64
YER130C,565,62
YER131W,14750,2273
YER132C,1375,65
YER133W,4255,747
YER134C,813,115
YER136W,4790,908
YER137C,112,10
YER138W-A,16360,13
YER139C,429,74
YER140W,1079,59
YER141W,3960,835
YER142C,496,63
YER143W,1539,352
YER144C,1082,61
YER145C,3247,612
YER146W,1183,147
YER147C,633,93
YER148W,1741,174
YER149C,580,71
YER150W,61,5
YER151C,2835,440
YER152C,1805,201
YER153C,584,48
YER154W,2444,285
YER155C,7467,525
YER156C,3642,723
YER157W,1495,180
YER158C,538,81
YER159C,709,71
YER161C,961,68
YER162C,765,72
YER163C,1467,112
YER164W,4034,348
YER165W,22102,3490
YER166W,5997,601
YER167W,873,55
YER168C,1138,203
YER169W,720,66
YER170W,619,116
YER171W,1803,152
YER172C,3258,188
YER173W,406,20
YER174C,1185,136
YER175C,725,88
YER175W-A,14,0
YER176W,1840,183
YER177W,22602,4750
YER178W,18632,4241
YER179W,144,14
YER180C,151,0
YER180C-A,593757,180
YER182W,779,198
YER183C,551,59
YER184C,330,16
YER185W,59,1
YER186C,653,7
YER187W,89,0
YER188C-A,15,0
YER189W,346,5
YER190C-B,120,1
YER190W,2296,71
YFL001W,519,127
YFL002C,1702,196
YFL003C,23,2
YFL004W,5819,593
YFL005W,4444,709
YFL007W,8281,573
YFL008W,1598,215
YFL009W,1401,137
YFL010C,1587,171
YFL010W-A,2,1
YFL011W,12,5
YFL012W,5,0
YFL013C,1180,174
YFL014W,365,69
YFL016C,4344,803
YFL017C,677,64
YFL017W-A,363,31
YFL018C,10576,2381
YFL020C,22,0
YFL021W,2782,397
YFL022C,7667,2000
YFL023W,1069,162
YFL024C,1429,98
YFL025C,1306,120
YFL026W,5735,720
YFL027C,492,49
YFL028C,1633,260
YFL029C,466,108
YFL030W,1609,284
YFL031W,19318,101
YFL033C,1754,105
YFL034C-A,1933,536
YFL034C-B,500,104
YFL034W,1082,89
YFL036W,5081,606
YFL037W,15952,3108
YFL038C,8110,1852
YFL039C,44245,8726
YFL040W,8,0
YFL041W,2262,613
YFL041W-A,105,2
YFL042C,898,87
YFL044C,1362,177
YFL045C,6203,1078
YFL046W,635,49
YFL047W,2167,258
YFL048C,1718,401
YFL049W,857,66
YFL050C,427,0
YFL051C,0,0
YFL052W,573,61
YFL053W,33,5
YFL054C,641,18
YFL055W,338,35
YFL058W,73,14
YFL059W,664,140
YFL060C,272,3
YFL061W,69,6
YFL062W,1603,252
YFL064C,159,5
YFL065C,354,6
YFL066C,1362,7
YFL067W,310,1
YFL068W,103,1
YFR001W,820,169
YFR002W,2955,350
YFR003C,597,122
YFR004W,4091,845
YFR005C,363,41
YFR006W,1977,309
YFR007W,378,80
YFR008W,222,20
YFR009W,729254,3661
YFR010W,2081,381
YFR011C,1600,194
YFR012W,8,1
YFR012W-A,6,2
YFR013W,1263,133
YFR014C,2100,247
YFR015C,1253,235
YFR016C,4197,328
YFR017C,465,27
YFR018C,1500,105
YFR019W,2873,148
YFR020W,1081,135
YFR021W,539,103
YFR022W,318,14
YFR023W,13,1
YFR024C-A,2613,371
YFR025C,254747,555
YFR026C,108,2
YFR027W,265,20
YFR028C,1455,261
YFR029W,895,87
YFR030W,34159,5143
YFR031C,1427,125
YFR031C-A,51144,7394
YFR032C,180,0
YFR032C-A,10283,2208
YFR032C-B,119,0
YFR033C,8024,1597
YFR034C,1864,182
YFR035C,1571,4
YFR036W,136,14
YFR037C,3990,562
YFR038W,1386,100
YFR039C,1271,116
YFR040W,1970,241
YFR041C,563,171
YFR042W,390,40
YFR043C,490,112
YFR044C,4774,1184
YFR045W,401,91
YFR046C,508,89
YFR047C,2526,434
YFR048W,836,67
YFR049W,1189,200
YFR050C,2932,630
YFR051C,2547,612
YFR052W,3331,572
YFR053C,11823,3778
YFR055W,383,10
YFR057W,10,0
YGL001C,2179,464
YGL002W,615,98
YGL003C,808,66
YGL004C,400,59
YGL005C,689,113
YGL006W,4616,506
YGL006W-A,169,2
YGL007C-A,238,4
YGL008C,203959,33388
YGL009C,27053,4952
YGL010W,212,23
YGL011C,6302,1367
YGL012W,7598,1392
YGL013C,2306,207
YGL014W,3856,348
YGL015C,14,0
YGL016W,1870,255
YGL017W,495,96
YGL018C,296,57
YGL019W,1431,250
YGL020C,729,191
YGL021W,1693,245
YGL022W,9473,1518
YGL023C,2571,193
YGL025C,1138,108
YGL026C,9036,1902
YGL027C,2535,331
YGL028C,1897,362
YGL029W,315,81
YGL030W,19493,2171
YGL031C,45975,4758
YGL032C,311,94
YGL033W,28,1
YGL035C,2795,314
YGL036W,954,67
YGL037C,2927,650
YGL038C,1069,200
YGL039W,404,60
YGL040C,3341,1112
YGL041C-B,5,0
YGL041W-A,784,146
YGL043W,1732,329
YGL044C,644,76
YGL045W,397,33
YGL047W,690,119
YGL048C,5723,1177
YGL049C,3258,583
YGL050W,785,84
YGL051W,110,19
YGL053W,272,52
YGL054C,2135,356
YGL055W,15450,3666
YGL056C,1789,264
YGL057C,322,45
YGL058W,944,149
YGL059W,522,70
YGL060W,772,80
YGL061C,314,40
YGL062W,36157,5964
YGL063W,526,42
YGL064C,949,185
YGL065C,658,123
YGL066W,768,92
YGL067W,1029,130
YGL068W,4259,1197
YGL070C,1028,84
YGL071W,712,43
YGL073W,1326,130
YGL075C,286,22
YGL076C,41215,14594
YGL077C,8073,1062
YGL078C,3095,480
YGL079W,355,12
YGL080W,408,47
YGL081W,26,3
YGL082W,1195,215
YGL083W,677,86
YGL084C,1560,294
YGL085W,486,41
YGL086W,899,71
YGL087C,487,108
YGL089C,1,0
YGL090W,393,14
YGL091C,1011,197
YGL092W,3791,527
YGL093W,1019,131
YGL094C,2506,181
YGL095C,1132,132
YGL096W,294,24
YGL097W,1868,370
YGL098W,293,34
YGL099W,1891,261
YGL100W,2102,218
YGL101W,774,184
YGL103W,47203,5586
YGL104C,157,14
YGL105W,8775,1950
YGL106W,2086,529
YGL107C,3359,455
YGL108C,283,24
YGL110C,755,96
YGL111W,1727,228
YGL112C,1992,281
YGL113W,581,35
YGL114W,1434,111
YGL115W,3388,410
YGL116W,1037,169
YGL117W,649,72
YGL119W,859,111
YGL120C,3742,621
YGL121C,170,23
YGL122C,2660,420
YGL123W,67958,10221
YGL124C,441,32
YGL125W,11777,2081
YGL126W,1496,220
YGL127C,406,67
YGL128C,238,31
YGL129C,2252,354
YGL130W,637,161
YGL131C,1218,69
YGL133W,1728,159
YGL134W,187,13
YGL135W,56989,6904
YGL136C,524,32
YGL137W,7744,1487
YGL138C,2,0
YGL139W,2068,372
YGL140C,4485,494
YGL141W,1225,196
YGL142C,828,96
YGL143C,1733,184
YGL144C,505,53
YGL145W,973,111
YGL146C,358,24
YGL147C,29106,6308
YGL148W,6784,1368
YGL150C,3459,241
YGL151W,1341,160
YGL153W,581,98
YGL154C,237,17
YGL155W,1355,102
YGL156W,893,156
YGL157W,453,95
YGL158W,24,0
YGL159W,635,110
YGL160W,1206,166
YGL161C,1453,173
YGL162W,223,21
YGL163C,1317,143
YGL164C,726,90
YGL166W,377,39
YGL167C,6551,757
YGL168W,153,9
YGL169W,658,88
YGL170C,2,0
YGL171W,1297,150
YGL172W,1845,215
YGL173C,11717,1461
YGL174W,280,48
YGL175C,226,19
YGL176C,366,13
YGL178W,1018,132
YGL179C,231,5
YGL180W,969,126
YGL181W,1013,147
YGL183C,31,1
YGL184C,1197,206
YGL185C,443,70
YGL186C,2350,439
YGL187C,5381,937
YGL188C-A,189,0
YGL189C,29275,4356
YGL190C,1802,137
YGL191W,3793,1085
YGL192W,1,0
YGL193C,125,0
YGL194C,292,37
YGL194C-A,144,14
YGL195W,18201,1720
YGL196W,1067,110
YGL197W,3261,206
YGL198W,1734,375
YGL200C,4607,811
YGL201C,2305,272
YGL202W,6837,1297
YGL203C,2166,397
YGL204C,199,14
YGL205W,468,55
YGL206C,16490,2205
YGL207W,6887,1001
YGL208W,386,48
YGL209W,289,35
YGL210W,724,136
YGL211W,1062,100
YGL212W,408,69
YGL213C,1140,240
YGL215W,1745,86
YGL216W,1145,111
YGL219C,1674,289
YGL220W,1649,113
YGL221C,2141,497
YGL222C,307,22
YGL223C,729,64
YGL224C,1242,142
YGL225W,3938,962
YGL226C-A,1054,91
YGL226W,293,41
YGL227W,1212,162
YGL228W,3262,535
YGL229C,300,24
YGL230C,152,36
YGL231C,413,102
YGL232W,1358,216
YGL233W,1588,116
YGL234W,27247,5839
YGL235W,9,0
YGL236C,2711,260
YGL237C,368,43
YGL238W,3686,368
YGL240W,538,23
YGL241W,1202,192
YGL242C,1065,200
YGL243W,393,56
YGL244W,2267,409
YGL245W,19330,3662
YGL246C,937,109
YGL247W,364,29
YGL248W,1040,95
YGL249W,11,0
YGL250W,298,47
YGL251C,282,4
YGL252C,2101,216
YGL253W,21349,5876
YGL254W,545,67
YGL255W,105,2
YGL256W,385,17
YGL257C,1134,63
YGL258W,0,0
YGL258W-A,42,0
YGL259W,108,8
YGL260W,0,0
YGL261C,35,0
YGL262W,78,0
YGL263W,102,4
YGR001C,1236,166
YGR002C,635,126
YGR003W,839,84
YGR004W,461,91
YGR005C,1390,208
YGR006W,659,48
YGR007W,1685,114
YGR008C,427,20
YGR009C,1719,166
YGR010W,700,80
YGR012W,1175,236
YGR013W,1060,132
YGR014W,4756,386
YGR015C,284,43
YGR016W,207,34
YGR017W,1438,162
YGR018C,4,0
YGR019W,394,101
YGR020C,2845,368
YGR021W,1589,243
YGR023W,248,13
YGR024C,571,46
YGR026W,1876,326
YGR027C,16908,4669
YGR028W,837,173
YGR029W,1818,163
YGR030C,184,24
YGR031C-A,18,0
YGR031W,981,156
YGR032W,6712,648
YGR033C,1160,145
YGR034W,17343,2079
YGR035C,405,58
YGR035W-A,0,0
YGR036C,279,40
YGR037C,5053,561
YGR038W,1044,156
YGR040W,919,129
YGR041W,717,52
YGR042W,263,27
YGR043C,123,12
YGR044C,1970,268
YGR046W,785,61
YGR047C,1074,154
YGR048W,1284,236
YGR049W,428,98
YGR050C,46,1
YGR052W,143,39
YGR053C,64,10
YGR054W,4022,763
YGR055W,4667,589
YGR056W,841,89
YGR057C,291,10
YGR058W,397,60
YGR059W,14,0
YGR060W,8092,2135
YGR061C,28353,4197
YGR062C,482,47
YGR063C,834,130
YGR065C,1251,204
YGR066C,21,0
YGR067C,140,14
YGR068C,745,82
YGR070W,598,20
YGR071C,527,52
YGR072W,404,64
YGR074W,723,161
YGR075C,442,185
YGR076C,696,266
YGR077C,698,46
YGR078C,1609,272
YGR079W,604,45
YGR080W,1099,341
YGR081C,564,63
YGR082W,984,327
YGR083C,1625,231
YGR084C,3108,470
YGR085C,48515,10804
YGR086C,14301,3516
YGR087C,274,20
YGR088W,110,8
YGR089W,848,104
YGR090W,3686,515
YGR091W,287,23
YGR092W,1240,307
YGR093W,664,81
YGR094W,25631,3718
YGR095C,530,67
YGR096W,180,20
YGR097W,1821,129
YGR098C,1570,106
YGR099W,831,50
YGR100W,1675,139
YGR101W,768,139
YGR102C,458,45
YGR103W,2545,350
YGR104C,503,81
YGR105W,872,179
YGR106C,3231,897
YGR108W,1042,96
YGR109C,218,61
YGR110W,287,33
YGR111W,744,91
YGR112W,642,171
YGR113W,618,58
YGR116W,9268,1188
YGR117C,913,89
YGR118W,22948,3849
YGR119C,1888,225
YGR120C,372,42
YGR121C,3517,413
YGR121W-A,46,0
YGR122W,373,27
YGR123C,2013,240
YGR124W,14414,3819
YGR125W,3075,364
YGR126W,226,34
YGR127W,231,27
YGR128C,1835,370
YGR129W,229,18
YGR130C,2375,443
YGR131W,33,1
YGR132C,3278,689
YGR133W,512,21
YGR134W,1473,114
YGR135W,3969,873
YGR136W,1040,117
YGR138C,1565,278
YGR140W,936,114
YGR141W,823,131
YGR142W,532,101
YGR143W,1277,83
YGR144W,42,6
YGR145W,1679,296
YGR146C,225,15
YGR146C-A,106,0
YGR147C,1600,172
YGR148C,41059,4107
YGR149W,688,74
YGR150C,1459,125
YGR152C,731,150
YGR153W,158,15
YGR154C,216,7
YGR155W,14846,3365
YGR156W,815,108
YGR157W,20393,2292
YGR158C,806,99
YGR159C,6154,1061
YGR161C,609,180
YGR161W-C,757,51
YGR162W,14930,1684
YGR163W,1304,183
YGR165W,2739,481
YGR166W,543,55
YGR167W,3008,353
YGR168C,149,23
YGR169C,542,41
YGR169C-A,231,24
YGR170W,2106,67
YGR171C,889,107
YGR172C,671,91
YGR173W,1024,139
YGR174C,671,105
YGR174W-A,17,0
YGR175C,5999,1165
YGR177C,764,108
YGR178C,4477,447
YGR179C,393,42
YGR180C,9037,2457
YGR181W,908,93
YGR183C,4972,1097
YGR184C,6510,485
YGR185C,2937,664
YGR186W,2774,309
YGR187C,958,158
YGR188C,588,43
YGR189C,4419,941
YGR191W,2934,405
YGR192C,338125,77825
YGR193C,1748,297
YGR194C,634,116
YGR195W,649,71
YGR196C,1147,129
YGR197C,470,33
YGR198W,1159,154
YGR199W,2338,366
YGR200C,2692,395
YGR201C,206,13
YGR202C,1137,216
YGR203W,1009,195
YGR204C-A,0,0
YGR204W,24112,4515
YGR205W,922,204
YGR206W,99,9
YGR207C,1534,353
YGR208W,2692,446
YGR209C,1589,327
YGR210C,2514,278
YGR211W,4168,863
YGR212W,261,35
YGR213C,43,1
YGR214W,25939,6943
YGR215W,3141,360
YGR216C,555,52
YGR217W,2519,181
YGR218W,5927,815
YGR220C,1540,325
YGR221C,549,22
YGR222W,456,27
YGR223C,756,41
YGR224W,31,0
YGR225W,22,8
YGR227W,746,128
YGR229C,2656,482
YGR230W,159,19
YGR231C,3825,579
YGR232W,1033,190
YGR233C,3183,293
YGR234W,47733,12763
YGR235C,1232,393
YGR236C,10,0
YGR237C,816,74
YGR238C,1232,117
YGR239C,984,246
YGR240C,29232,5298
YGR240C-A,141,5
YGR241C,1482,159
YGR243W,411,134
YGR244C,6683,1002
YGR245C,2245,297
YGR246C,1027,132
YGR247W,315,55
YGR248W,156,28
YGR249W,57,3
YGR250C,1977,236
YGR251W,239,30
YGR252W,852,78
YGR253C,3484,1055
YGR254W,144033,32265
YGR255C,1823,176
YGR256W,225,41
YGR257C,1449,61
YGR258C,1069,81
YGR260W,2672,344
YGR261C,2051,215
YGR262C,697,107
YGR263C,424,35
YGR264C,7393,1249
YGR266W,1752,246
YGR267C,1879,220
YGR268C,552,25
YGR270W,3481,279
YGR271C-A,554,67
YGR271W,3029,306
YGR273C,4,1
YGR274C,1626,196
YGR275W,668,108
YGR276C,1093,225
YGR277C,1004,290
YGR278W,520,123
YGR279C,18329,4601
YGR280C,571,57
YGR281W,3435,277
YGR282C,12623,3793
YGR283C,405,68
YGR284C,1334,291
YGR285C,14941,3085
YGR286C,2450,381
YGR287C,673,123
YGR288W,223,27
YGR289C,680,58
YGR292W,2468,448
YGR294W,17,0
YGR295C,2348,348
YGR296W,2965,77
YHL001W,19184,4695
YHL002W,930,137
YHL003C,1990,221
YHL004W,2593,382
YHL006C,143,2
YHL007C,2114,136
YHL008C,96,6
YHL009C,408,29
YHL010C,530,34
YHL011C,4424,682
YHL012W,7,0
YHL013C,454,64
YHL014C,645,67
YHL015W,25796,5162
YHL015W-A,6,0
YHL016C,163,8
YHL017W,919,169
YHL018W,177,28
YHL019C,621,50
YHL020C,1934,166
YHL021C,378,114
YHL022C,54,10
YHL023C,1125,98
YHL024W,3434,565
YHL025W,1202,161
YHL026C,182,11
YHL027W,2426,278
YHL028W,512,31
YHL029C,1201,116
YHL030W,5645,603
YHL031C,495,91
YHL032C,1895,67
YHL033C,28006,6241
YHL034C,6900,1630
YHL035C,597,9
YHL036W,996,121
YHL038C,1182,197
YHL039W,1992,135
YHL040C,359,20
YHL042W,49,5
YHL043W,37,2
YHL044W,4,0
YHL046C,16,0
YHL047C,6,0
YHL048C-A,5,0
YHL048W,417,71
YHL049C,522,5
YHL050C,489,14
YHR001W,1295,232
YHR001W-A,1569,372
YHR002W,360,32
YHR003C,1202,243
YHR004C,357,18
YHR005C,1657,352
YHR005C-A,162985,484
YHR006W,796,129
YHR007C,20757,3392
YHR007C-A,692,241
YHR008C,5385,1586
YHR009C,2997,337
YHR010W,18772,2316
YHR011W,1028,162
YHR012W,1456,280
YHR013C,919,208
YHR014W,1,1
YHR015W,564,25
YHR016C,595,124
YHR017W,563,61
YHR018C,9255,1652
YHR019C,14663,2422
YHR020W,9855,1824
YHR021C,6230,1884
YHR021W-A,1,0
YHR022C,12,1
YHR022C-A,9,0
YHR023W,2544,230
YHR024C,3907,444
YHR025W,2374,598
YHR026W,3277,639
YHR027C,11690,1958
YHR028C,3105,322
YHR029C,658,102
YHR030C,1554,250
YHR031C,746,63
YHR032W,1235,135
YHR033W,638,16
YHR034C,543,109
YHR035W,139,22
YHR036W,555,87
YHR037W,4766,920
YHR038W,766,113
YHR039C,3525,565
YHR039C-A,3796,412
YHR040W,540,63
YHR041C,1902,189
YHR042W,5637,878
YHR043C,2218,397
YHR044C,708,104
YHR045W,1191,153
YHR046C,581,71
YHR047C,2951,514
YHR048W,51,7
YHR049W,1170,324
YHR050W,2796,359
YHR050W-A,4249,329
YHR051W,6525,1160
YHR052W,2110,285
YHR053C,3904,1046
YHR054C,2204,182
YHR055C,3904,1046
YHR056C,2093,281
YHR057C,1373,322
YHR058C,482,114
YHR059W,708,112
YHR060W,613,71
YHR061C,500,38
YHR062C,809,73
YHR063C,1912,312
YHR064C,11889,2600
YHR065C,2138,369
YHR066W,1428,187
YHR067W,663,45
YHR068W,3482,835
YHR069C,1086,234
YHR070W,1222,194
YHR071W,265,13
YHR072W,3467,376
YHR072W-A,2758,239
YHR073W,2991,248
YHR074W,3084,470
YHR075C,162,15
YHR076W,1129,171
YHR077C,1892,136
YHR078W,805,35
YHR079C,1640,65
YHR079C-A,4,0
YHR080C,1244,41
YHR081W,1066,93
YHR082C,2713,200
YHR083W,1654,187
YHR084W,1024,70
YHR085W,322,53
YHR086W,1436,80
YHR086W-A,5,0
YHR087W,237,47
YHR088W,757,79
YHR089C,3973,516
YHR090C,573,69
YHR091C,1607,199
YHR092C,25933,4800
YHR094C,3120,437
YHR096C,298,41
YHR097C,512,83
YHR098C,3824,465
YHR099W,12287,776
YHR100C,541,88
YHR101C,364,65
YHR102W,1411,140
YHR103W,2304,148
YHR104W,1152,268
YHR105W,151,14
YHR106W,655,86
YHR107C,2071,455
YHR108W,4323,721
YHR109W,701,68
YHR110W,890,108
YHR111W,1137,224
YHR112C,2329,385
YHR113W,2785,389
YHR114W,1057,223
YHR115C,1410,151
YHR116W,990,146
YHR117W,2207,345
YHR118C,306,45
YHR119W,1438,101
YHR120W,830,88
YHR121W,1044,116
YHR122W,1359,280
YHR123W,780,165
YHR124W,51,6
YHR126C,0,0
YHR127W,486,108
YHR128W,1970,338
YHR129C,531,52
YHR131C,1070,54
YHR132C,2955,811
YHR132W-A,686,77
YHR133C,1183,261
YHR134W,195,8
YHR135C,2350,262
YHR136C,634,46
YHR137W,253,17
YHR138C,632,123
YHR139C,5,4
YHR140W,20,3
YHR141C,20048,2534
YHR142W,1485,236
YHR143W,2747,622
YHR143W-A,1201,407
YHR144C,477,86
YHR146W,1837,608
YHR147C,1353,241
YHR148W,597,101
YHR149C,1593,178
YHR150W,403,22
YHR151C,573,37
YHR152W,707,98
YHR153C,129,14
YHR154W,1934,224
YHR155W,1470,107
YHR156C,158,16
YHR157W,28,0
YHR158C,2005,309
YHR159W,449,29
YHR160C,48,0
YHR161C,2095,165
YHR162W,9931,612
YHR163W,7981,1079
YHR164C,1548,113
YHR165C,6601,446
YHR166C,936,117
YHR167W,464,79
YHR168W,657,81
YHR169W,1061,139
YHR170W,4393,763
YHR171W,307,54
YHR172W,961,107
YHR173C,7,0
YHR174W,288217,67111
YHR175W,2872,139
YHR175W-A,347,68
YHR176W,1638,292
YHR177W,310,52
YHR178W,526,47
YHR179W,10214,2648
YHR181W,1023,186
YHR182W,311,29
YHR183W,34745,10725
YHR184W,244,54
YHR185C,20,2
YHR186C,2954,202
YHR187W,804,98
YHR188C,2544,291
YHR189W,235,10
YHR190W,5478,947
YHR191C,241,28
YHR192W,310,36
YHR193C,4881,1033
YHR194W,732,37
YHR195W,664,70
YHR196W,1961,261
YHR197W,963,151
YHR198C,875,218
YHR199C,1475,63
YHR199C-A,308,11
YHR200W,5728,1240
YHR201C,1531,243
YHR202W,287,56
YHR203C,86205,15366
YHR204W,1066,76
YHR205W,3360,406
YHR206W,1733,240
YHR207C,761,126
YHR208W,11059,3716
YHR209W,202,29
YHR210C,159,11
YHR211W,955,3
YHR212W-A,10,0
YHR213W,92,0
YHR213W-A,5,0
YHR213W-B,1,0
YHR214C-D,10,0
YHR214C-E,26,0
YHR214W,263,29
YHR215W,4576,1113
YHR216W,2030,473
YHR218W,1401,12
YHR219W,577,7
YIL001W,424,50
YIL002C,1481,74
YIL002W-A,1237,39
YIL003W,398,48
YIL004C,788,100
YIL005W,1251,233
YIL006W,285,24
YIL007C,462,57
YIL008W,548,77
YIL009C-A,325931,1429
YIL009W,3656,347
YIL010W,821,129
YIL011W,268,121
YIL013C,264,30
YIL014C-A,284,17
YIL014W,1175,89
YIL015W,2350,540
YIL016W,912,143
YIL017C,739,49
YIL018W,45398,7914
YIL019W,548,75
YIL020C,574,82
YIL021W,1999,360
YIL022W,4859,731
YIL023C,836,138
YIL024C,372,18
YIL026C,1891,180
YIL027C,523,57
YIL029C,260,3
YIL030C,18718,807
YIL031W,895,35
