ORF,Ribo_Prints,RNA_Prints
R0010W,0,0
R0020C,0,0
R0030W,0,0
R0040C,0,0
YAL001C,442,2899
YAL002W,311,2770
YAL003W,36453,90601
YAL004W,0,16
YAL005C,82816,203023
YAL007C,2239,6145
YAL008W,298,468
YAL009W,109,832
YAL010C,267,943
YAL011W,264,1153
YAL012W,16935,27738
YAL013W,496,853
YAL014C,213,1958
YAL015C,120,854
YAL016C-A,0,9
YAL016C-B,0,0
YAL016W,3160,9114
YAL017W,789,4911
YAL018C,1,1
YAL019W,1655,11034
YAL019W-A,1,3
YAL020C,110,573
YAL021C,2393,9482
YAL022C,868,4206
YAL023C,8451,29176
YAL024C,563,3640
YAL025C,1737,2406
YAL026C,1931,10183
YAL026C-A,59,642
YAL027W,131,573
YAL028W,26,335
YAL029C,1519,10898
YAL030W,233,1385
YAL031C,367,2008
YAL031W-A,0,4
YAL032C,279,1748
YAL033W,67,342
YAL034C,10,1020
YAL034C-B,0,1
YAL034W-A,133,463
YAL035W,12370,40686
YAL036C,2931,6619
YAL037C-A,0,0
YAL037C-B,8,133
YAL037W,10,138
YAL038W,347658,734334
YAL039C,458,1128
YAL040C,385,2851
YAL041W,963,4619
YAL042C-A,0,3
YAL042W,3272,12378
YAL043C,1132,5570
YAL044C,1766,7093
YAL044W-A,311,1239
YAL045C,0,3
YAL046C,229,1061
YAL047C,210,1171
YAL047W-A,0,11
YAL048C,257,1184
YAL049C,505,1850
YAL051W,603,2231
YAL053W,1862,6302
YAL054C,17,245
YAL055W,76,241
YAL056C-A,1,2
YAL056W,426,4618
YAL058W,395,2073
YAL059C-A,0,5
YAL059W,802,4031
YAL060W,472,3083
YAL061W,11,139
YAL062W,108,313
YAL063C,5,1196
YAL063C-A,0,8
YAL064C-A,0,6
YAL064W,0,1
YAL064W-B,0,52
YAL065C,2,40
YAL066W,0,2
YAL067C,35,166
YAL067W-A,0,0
YAL068C,2,62
YAL068W-A,0,0
YAL069W,0,3
YAR002C-A,3206,10271
YAR002W,1332,5629
YAR003W,230,1457
YAR007C,1739,4685
YAR008W,208,658
YAR009C,3190,225286
YAR010C,2370,83494
YAR014C,896,5432
YAR015W,4385,10087
YAR018C,258,1688
YAR019C,263,1336
YAR019W-A,0,2
YAR020C,0,14
YAR023C,1,116
YAR027W,503,932
YAR028W,325,726
