ORF,Ribo_Prints
YBR068C,8921
YBR069C,6722
YBR070C,396
YBR071W,3504
YBR072C-A,6
YBR072W,1255
YBR073W,4506
YBR074W,1725
YBR076C-A,25
YBR076W,110
YBR077C,3022
YBR078W,39141
YBR079C,41445
YBR080C,9590
YBR081C,3626
YBR082C,30218
YBR083W,5469
YBR084C-A,167268
YBR084W,4363
YBR085C-A,6048
YBR085W,561
YBR086C,3290
YBR087W,4653
YBR088C,12438
YBR089C-A,4220
YBR089W,40
YBR090C,7
YBR091C,3566
YBR092C,4819
YBR093C,13397
YBR094W,3957
YBR095C,3097
YBR096W,1439
YBR097W,1348
YBR098W,1000
YBR099C,5
YBR101C,12041
YBR102C,3223
YBR103C-A,29
YBR103W,2097
YBR104W,3120
YBR105C,1969
YBR106W,15345
YBR107C,583
YBR108W,3437
YBR109C,26227
YBR109W-A,11
YBR110W,493
YBR111C,9419
YBR111W-A,3694
YBR112C,8575
YBR113W,13
YBR114W,1323
YBR115C,383
YBR116C,14
YBR117C,287
YBR118W,1218703
YBR119W,1597
YBR120C,1489
YBR121C-A,0
YBR121C,43986
YBR122C,4665
YBR123C,3807
YBR124W,13
YBR125C,2436
YBR126C,19639
YBR126W-A,6516
YBR126W-B,344
YBR127C,78013
YBR128C,316
YBR129C,1686
YBR130C,4717
YBR131C-A,0
YBR131W,1099
YBR132C,338
YBR133C,3071
YBR134W,31
YBR135W,2406
YBR136W,1735
YBR137W,2871
YBR138C,1822
YBR139W,1434
YBR140C,3408
YBR141C,2627
YBR141W-A,18
YBR142W,9936
YBR143C,37514
YBR144C,33
YBR145W,818
YBR146W,4062
YBR147W,40
YBR148W,349
YBR149W,13960
YBR150C,1235
YBR151W,4507
YBR152W,1699
YBR153W,1492
YBR154C,23373
YBR155W,12251
YBR156C,1500
YBR157C,1469
YBR158W,6258
YBR159W,3120
YBR160W,6399
YBR161W,673
YBR162C,13584
YBR162W-A,6134
YBR163W,453
YBR164C,3272
YBR165W,2074
YBR166C,6416
YBR167C,1803
YBR168W,393
YBR169C,2628
YBR170C,6568
YBR171W,1153
YBR172C,7279
YBR173C,16332
YBR174C,10
YBR175W,1744
YBR176W,697
YBR177C,7567
YBR178W,48
YBR179C,2451
YBR180W,124
YBR181C,263777
YBR182C-A,61
YBR182C,427
YBR183W,509
YBR184W,295
YBR185C,798
YBR186W,131
YBR187W,3337
YBR188C,1335
YBR189W,409885
YBR190W,659
YBR191W-A,9
YBR191W,105998
YBR192W,975
YBR193C,1901
YBR194W,2034
YBR195C,3409
YBR196C-A,0
YBR196C-B,9
YBR196C,221139
YBR197C,1929
YBR198C,8862
YBR199W,1501
YBR200W-A,15
YBR200W,2930
YBR201C-A,218
YBR201W,1014
YBR202W,8338
YBR203W,406
YBR204C,1209
YBR205W,924
YBR206W,4
YBR207W,849
YBR208C,3974
YBR209W,13
YBR210W,1044
YBR211C,2027
YBR212W,4969
YBR213W,2484
YBR214W,1611
YBR215W,2236
YBR216C,2831
YBR217W,694
YBR218C,26411
YBR219C,22
YBR220C,849
YBR221C,7790
YBR221W-A,4
YBR222C,6639
YBR223C,948
YBR223W-A,34
YBR224W,89
YBR225W,1528
YBR226C,11
YBR227C,1083
YBR228W,886
YBR229C,686
YBR230C,3365
YBR230W-A,631
YBR231C,4143
YBR232C,17
YBR233W-A,719
YBR233W,2420
YBR234C,7858
YBR235W,465
YBR236C,4552
YBR237W,1795
YBR238C,6651
YBR239C,1029
YBR240C,223
YBR241C,719
YBR242W,4929
YBR243C,613
YBR244W,9332
YBR245C,12370
YBR246W,1341
YBR247C,8791
YBR248C,12043
YBR249C,24991
YBR250W,200
YBR251W,1409
YBR252W,5683
YBR253W,7137
YBR254C,1497
YBR255C-A,549
YBR255W,1415
YBR256C,3670
YBR257W,4805
YBR258C,1100
YBR259W,599
YBR260C,3442
YBR261C,10575
YBR262C,3307
YBR263W,4425
YBR264C,937
YBR265W,13001
YBR266C,5
YBR267W,14035
YBR268W,4605
YBR269C,2744
YBR270C,433
YBR271W,4596
YBR272C,2308
YBR273C,7279
YBR274W,1293
YBR275C,1676
YBR276C,1107
YBR277C,44
YBR278W,2745
YBR279W,6946
YBR280C,1386
YBR281C,3328
YBR282W,1900
YBR283C,3214
YBR284W,342
YBR285W,155
YBR286W,9176
YBR287W,464
YBR288C,3609
YBR289W,3322
YBR290W,3749
YBR291C,751
YBR292C,12
YBR293W,385
YBR294W,236
YBR295W,548
YBR296C-A,39
YBR296C,1231
YBR297W,453
YBR298C-A,8
YBR298C,720
YBR299W,148
YBR300C,68
YBR301W,78
YBR302C,813
YCL001W-A,12
YCL001W-B,15
YCL001W,2404
YCL002C,241
YCL004W,397
YCL005W-A,10654
YCL005W,362
YCL007C,62
YCL008C,2731
YCL009C,17004
YCL010C,1979
YCL011C,16100
YCL012C,284
YCL014W,4173
YCL016C,1848
YCL017C,2087
YCL018W,296
YCL021W-A,42
YCL022C,26
YCL023C,51
YCL024W,2521
YCL025C,2865
YCL026C-A,187
YCL026C-B,699
YCL027W,669
YCL028W,26934
YCL029C,2669
YCL030C,31505
YCL031C,8765
YCL032W,2225
YCL033C,1989
YCL034W,10693
YCL035C,9593
YCL036W,3711
YCL037C,47561
YCL038C,373
YCL039W,2125
YCL040W,16538
YCL041C,308
YCL042W,807
YCL043C,44768
YCL044C,1756
YCL045C,2072
YCL046W,17
YCL047C,1182
YCL048W-A,51
YCL048W,81
YCL049C,674
YCL050C,39272
YCL051W,1396
YCL052C,3218
YCL054W,14068
YCL055W,2809
YCL056C,214
YCL057C-A,2570
YCL057W,10191
YCL058C,8
YCL058W-A,5491
YCL059C,7900
YCL061C,3657
YCL063W,2859
YCL064C,15299
YCL065W,23
YCL066W,3351
YCL067C,3063
YCL068C,124
YCL069W,56
YCL073C,173
YCL076W,27
YCR001W,13
YCR002C,10289
YCR003W,3313
YCR004C,14360
YCR005C,8480
YCR006C,106
YCR007C,101
YCR008W,3486
YCR009C,14430
YCR010C,52
YCR011C,889
YCR012W,538831
YCR013C,108
YCR014C,185
YCR015C,1165
YCR016W,4941
YCR017C,887
YCR018C-A,54
YCR018C,1894
YCR019W,1378
YCR020C-A,2881
YCR020C,179
YCR020W-B,2694
YCR021C,425
YCR022C,85
YCR023C,474
YCR024C-A,7887
YCR024C-B,10
YCR024C,344
YCR025C,34
YCR026C,844
YCR027C,1769
YCR028C-A,24311
YCR028C,390
YCR030C,5640
YCR031C,200548
YCR032W,1233
YCR033W,3275
YCR034W,3310
YCR035C,5621
YCR036W,3448
YCR037C,692
YCR038C,269
YCR038W-A,10
YCR039C,3062
YCR040W,3333
YCR041W,18
YCR042C,4475
YCR043C,2823
YCR044C,1081
YCR045C,128
YCR045W-A,109
YCR046C,4358
YCR047C,6806
YCR047W-A,22
YCR048W,1910
YCR049C,104
YCR050C,294
YCR051W,11322
YCR052W,9602
YCR053W,57869
YCR054C,2845
YCR057C,16163
YCR059C,2895
YCR060W,2476
YCR061W,598
YCR063W,1464
YCR064C,45
YCR065W,6394
YCR066W,1007
YCR067C,1902
YCR068W,729
YCR069W,1424
YCR071C,1269
YCR072C,10208
YCR073C,737
YCR073W-A,8428
YCR075C,445
YCR075W-A,810
YCR076C,2554
YCR077C,18755
YCR079W,423
YCR081C-A,5
YCR081W,1292
YCR082W,7191
YCR083W,1331
YCR084C,21334
YCR085W,53
YCR086W,6700
YCR087C-A,6389
YCR087W,305
YCR088W,64335
YCR089W,567
YCR090C,2885
YCR091W,407
YCR092C,1396
YCR093W,6951
YCR094W,481
YCR095C,1146
YCR095W-A,3
YCR096C,2236
YCR097W-A,68
YCR097W,18
YCR098C,218
YCR099C,32
YCR100C,44
YCR101C,65
YCR102C,735
YCR102W-A,20
YCR104W,237
YCR105W,1266
YCR106W,469
YCR107W,43
YCR108C,24
YDL001W,2424
YDL002C,5522
YDL003W,6508
YDL004W,7757
YDL005C,7501
YDL006W,3124
YDL007C-A,10
YDL007W,21779
YDL008W,2393
YDL009C,62
YDL010W,1027
YDL011C,16
YDL012C,4858
YDL013W,2235
YDL014W,62594
YDL015C,5198
YDL016C,7
YDL017W,1308
YDL018C,1822
YDL019C,4771
YDL020C,5217
YDL021W,469
YDL022C-A,5
YDL022W,16993
YDL023C,3
YDL024C,71
YDL025C,1507
YDL025W-A,7
YDL026W,14
YDL027C,735
YDL028C,2676
YDL029W,11316
YDL030W,2741
YDL031W,12074
YDL032W,16
YDL033C,868
YDL034W,26
YDL035C,352
YDL036C,1256
YDL037C,42
YDL039C,104
YDL040C,19422
YDL041W,14
YDL042C,2268
YDL043C,1849
YDL044C,1048
YDL045C,866
YDL045W-A,1928
YDL046W,3775
YDL047W,13018
YDL048C,728
YDL049C,249
YDL050C,14
YDL051W,24540
YDL052C,1870
YDL053C,4677
YDL054C,689
YDL055C,155084
YDL056W,2169
YDL057W,723
YDL058W,6734
YDL059C,528
YDL060W,13028
YDL061C,47501
YDL062W,26
YDL063C,4864
YDL064W,3687
YDL065C,4415
YDL066W,8581
YDL067C,8735
YDL068W,23
YDL069C,1464
YDL070W,10502
YDL071C,14
YDL072C,1602
YDL073W,1481
YDL074C,7483
YDL075W,349671
YDL076C,3164
YDL077C,1123
YDL078C,9405
YDL079C,176
YDL080C,1330
YDL081C,188731
YDL082W,131517
YDL083C,96123
YDL084W,51330
YDL085C-A,3513
YDL085W,239
YDL086C-A,112
YDL086W,9352
YDL087C,2512
YDL088C,3472
YDL089W,244
YDL090C,2186
YDL091C,490
YDL092W,14038
YDL093W,386
YDL094C,17
YDL095W,4217
YDL096C,4
YDL097C,21905
YDL098C,1543
YDL099W,8453
YDL100C,33309
YDL101C,2766
YDL102W,5004
YDL103C,9155
YDL104C,391
YDL105W,1579
YDL106C,2894
YDL107W,611
YDL108W,3171
YDL109C,886
YDL110C,2425
YDL111C,7910
YDL112W,4787
YDL113C,2641
YDL114W-A,4
YDL114W,36
YDL115C,3408
YDL116W,4328
YDL117W,4167
YDL118W,21
YDL119C,966
YDL120W,7004
YDL121C,6399
YDL122W,4749
YDL123W,485
YDL124W,7993
YDL125C,23451
YDL126C,90333
YDL127W,3757
YDL128W,1726
YDL129W,3463
YDL130W-A,900
YDL130W,122153
YDL131W,28640
YDL132W,6459
YDL133C-A,179517
YDL133W,1287
YDL134C,7432
YDL135C,6443
YDL136W,201333
YDL137W,12754
YDL138W,627
YDL139C,1014
YDL140C,20362
YDL141W,5935
YDL142C,604
YDL143W,24038
YDL144C,3243
YDL145C,19714
YDL146W,582
YDL147W,18227
YDL148C,11574
YDL149W,465
YDL150W,8408
YDL151C,36
YDL152W,12
YDL153C,16537
YDL154W,384
YDL155W,4666
YDL156W,2313
YDL157C,3980
YDL158C,24
YDL159C-B,4
YDL159W-A,5
YDL159W,1819
YDL160C-A,794
YDL160C,23100
YDL161W,7760
YDL162C,20
YDL163W,13
YDL164C,2778
YDL165W,5906
YDL166C,7030
YDL167C,4313
YDL168W,10799
YDL169C,278
YDL170W,3161
YDL171C,38165
YDL172C,57
YDL173W,5080
YDL174C,1408
YDL175C,2217
YDL176W,1323
YDL177C,571
YDL178W,2048
YDL179W,3886
YDL180W,774
YDL181W,3144
YDL182W,30629
YDL183C,893
YDL184C,158724
YDL185C-A,9
YDL185W,173932
YDL186W,66
YDL187C,11
YDL188C,5689
YDL189W,3912
YDL190C,6791
YDL191W,226077
YDL192W,33703
YDL193W,3832
YDL194W,246
YDL195W,29994
YDL196W,26
YDL197C,760
YDL198C,4042
YDL199C,560
YDL200C,2274
YDL201W,4509
YDL202W,2024
YDL203C,2013
YDL204W,230
YDL205C,9341
YDL206W,175
YDL207W,2301
YDL208W,13674
YDL209C,1826
YDL210W,377
YDL211C,615
YDL212W,3999
YDL213C,8474
YDL214C,161
YDL215C,2352
YDL216C,2590
YDL217C,2254
YDL218W,73
YDL219W,2154
YDL220C,1088
YDL221W,53
YDL222C,379
YDL223C,664
YDL224C,3045
YDL225W,7222
YDL226C,24670
YDL227C,8014
YDL228C,32
YDL229W,605783
YDL230W,1399
YDL231C,453
YDL232W,11465
YDL233W,800
YDL234C,1200
YDL235C,3667
YDL236W,14377
YDL237W,1592
YDL238C,412
YDL239C,254
YDL240C-A,2
YDL240W,1643
YDL241W,716
YDL242W,24
YDL243C,101
YDL244W,581
YDL245C,92
YDL246C,486
YDL247W-A,2
YDL247W,142
YDL248W,207
YDR001C,7446
YDR002W,42588
YDR003W-A,3
YDR003W,463
YDR004W,1685
YDR005C,1855
YDR006C,4555
YDR007W,3225
YDR008C,66
YDR009W,151
YDR010C,34
YDR011W,7763
YDR012W,316055
YDR013W,1058
YDR014W-A,53
YDR014W,1244
YDR015C,18
YDR016C,3055
YDR017C,4726
YDR018C,155
YDR019C,1387
YDR020C,4523
YDR021W,2417
YDR022C,708
YDR023W,80307
YDR024W,86
YDR025W,150762
YDR026C,2159
YDR027C,2875
YDR028C,9174
YDR029W,17
YDR030C,955
YDR031W,1791
YDR032C,8706
YDR033W,11351
YDR034C-A,0
YDR034C,2364
YDR034W-B,157
YDR035W,19627
YDR036C,1646
YDR037W,130294
YDR038C,1553
YDR039C,1687
YDR040C,997
YDR041W,3490
YDR042C,91
YDR043C,1939
YDR044W,12386
YDR045C,1172
YDR046C,1727
YDR047W,3390
YDR048C,5
YDR049W,5081
YDR050C,361799
YDR051C,3413
YDR052C,2849
YDR053W,21
YDR054C,10859
YDR055W,3545
YDR056C,2195
YDR057W,805
YDR058C,4058
YDR059C,790
YDR060W,23076
YDR061W,1196
YDR062W,4870
YDR063W,4103
YDR064W,230486
YDR065W,278
YDR066C,344
YDR067C,2569
YDR068W,5418
YDR069C,786
YDR070C,226
YDR071C,12460
YDR072C,1815
YDR073W,1459
YDR074W,8145
YDR075W,2493
YDR076W,718
YDR077W,41508
YDR078C,557
YDR079C-A,746
YDR079W,1879
YDR080W,2417
YDR081C,2606
YDR082W,521
YDR083W,5099
YDR084C,2674
YDR085C,699
YDR086C,45664
YDR087C,8633
YDR088C,2272
YDR089W,2685
YDR090C,1024
YDR091C,21056
YDR092W,8042
YDR093W,3363
YDR094W,13
YDR095C,70
YDR096W,1742
YDR097C,7118
YDR098C,18266
YDR099W,38431
YDR100W,2403
YDR101C,14434
YDR102C,26
YDR103W,4162
YDR104C,1621
YDR105C,541
YDR106W,316
YDR107C,394
YDR108W,1320
YDR109C,1217
YDR110W,2853
YDR111C,4236
YDR112W,13
YDR113C,2783
YDR114C,9
YDR115W,2798
YDR116C,807
YDR117C,3802
YDR118W-A,3
YDR118W,1014
YDR119W-A,146
YDR119W,3061
YDR120C,8556
YDR121W,4480
YDR122W,3296
YDR123C,1303
YDR124W,69
YDR125C,237
YDR126W,334
YDR127W,22929
YDR128W,2341
YDR129C,34394
YDR130C,2315
YDR131C,514
YDR132C,737
YDR133C,1654
YDR135C,1971
YDR136C,19
YDR137W,1544
YDR138W,2426
YDR139C,7544
YDR140W,1617
YDR141C,3947
YDR142C,627
YDR143C,3988
YDR144C,1873
YDR145W,6160
YDR146C,5569
YDR147W,2853
YDR148C,4283
YDR149C,8
YDR150W,12232
YDR151C,1763
YDR152W,10250
YDR153C,5162
YDR154C,2840
YDR155C,85429
YDR156W,6489
YDR157W,120
YDR158W,52032
YDR159W,1475
YDR160W,443
YDR161W,12635
YDR162C,1235
YDR163W,1900
YDR164C,2528
YDR165W,8575
YDR166C,1729
YDR167W,3286
YDR168W,15733
YDR169C-A,7
YDR169C,2789
YDR170C,16059
YDR171W,4583
YDR172W,42997
YDR173C,1226
YDR174W,20456
YDR175C,2433
YDR176W,3634
YDR177W,19273
YDR178W,3039
YDR179C,1124
YDR179W-A,1405
YDR180W,1633
YDR181C,1402
YDR182W-A,13
YDR182W,1412
YDR183C-A,7
YDR183W,2264
YDR184C,2632
YDR185C,570
YDR186C,3878
YDR187C,60
YDR188W,38504
YDR189W,7331
YDR190C,17543
YDR191W,1718
YDR192C,1744
YDR193W,27
YDR194C,3057
YDR194W-A,3
YDR195W,3002
YDR196C,3099
YDR197W,691
YDR198C,1573
YDR199W,13
YDR200C,2449
YDR201W,1795
YDR202C,1127
YDR203W,10
YDR204W,995
YDR205W,531
YDR206W,1426
YDR207C,3011
YDR208W,7032
YDR209C,28
YDR210W,2242
YDR211W,23895
YDR212W,23007
YDR213W,2634
YDR214W,16591
YDR215C,32
YDR216W,1261
YDR217C,3883
YDR218C,181
YDR219C,1366
YDR220C,14
YDR221W,2011
YDR222W,1767
YDR223W,155
YDR224C,42925
YDR225W,58848
YDR226W,66876
YDR227W,2311
YDR228C,3055
YDR229W,4997
YDR230W,149
YDR231C,1450
YDR232W,7382
YDR233C,11241
YDR234W,2836
YDR235W,3961
YDR236C,618
YDR237W,1325
YDR238C,12256
YDR239C,2369
YDR240C,1302
YDR241W,37
YDR242W,288
YDR243C,2237
YDR244W,3964
YDR245W,926
YDR246W-A,158
YDR246W,1896
YDR247W,943
YDR248C,1953
YDR249C,395
YDR250C,83
YDR251W,3064
YDR252W,1566
YDR253C,158
YDR254W,639
YDR255C,541
YDR256C,109
YDR257C,2248
YDR258C,3910
YDR259C,260
YDR260C,1869
YDR261C,819
YDR262W,1493
YDR263C,87
YDR264C,3135
YDR265W,678
YDR266C,8665
YDR267C,2904
YDR268W,544
YDR269C,26
YDR270W,1179
YDR271C,79
YDR272W,5331
YDR273W,222
YDR274C,35
YDR275W,983
YDR276C,10334
YDR277C,1102
YDR278C,26130
YDR279W,1847
YDR280W,6023
YDR281C,2980
YDR282C,423
YDR283C,2091
YDR284C,873
YDR285W,955
YDR286C,413
YDR287W,1318
YDR288W,1408
YDR289C,2803
YDR290W,22
YDR291W,1479
YDR292C,5118
YDR293C,11489
YDR294C,1002
YDR295C,2512
YDR296W,2389
YDR297W,3484
YDR298C,15600
YDR299W,10247
YDR300C,8803
YDR301W,3505
YDR302W,1871
YDR303C,4191
YDR304C,7274
YDR305C,5791
YDR306C,1826
YDR307W,717
YDR308C,2376
YDR309C,10285
YDR310C,4808
YDR311W,2891
YDR312W,5122
YDR313C,851
YDR314C,752
YDR315C,324
YDR316W,568
YDR317W,448
YDR318W,1010
YDR319C,265
YDR320C-A,4290
YDR320C,3828
YDR320W-B,10
YDR321W,15267
YDR322C-A,5424
YDR322W,1901
YDR323C,853
YDR324C,11268
YDR325W,1752
YDR326C,2521
YDR327W,29
YDR328C,29163
YDR329C,1485
YDR330W,5095
YDR331W,878
YDR332W,386
YDR333C,6698
YDR334W,1609
YDR335W,4826
YDR336W,817
YDR337W,2169
YDR338C,2249
YDR339C,16620
YDR340W,755
YDR341C,27734
YDR342C,1147
YDR343C,852
YDR344C,28
YDR345C,7762
YDR346C,20255
YDR347W,3044
YDR348C,4330
YDR349C,717
YDR350C,429
YDR351W,2405
YDR352W,1915
YDR353W,76667
YDR354C-A,32
YDR354W,8837
YDR355C,6
YDR356W,4509
YDR357C,1182
YDR358W,1702
YDR359C,2515
YDR360W,27
YDR361C,10149
YDR362C,2142
YDR363W-A,8089
YDR363W,1031
YDR364C,2158
YDR365C,18404
YDR366C,10
YDR367W,665
YDR368W,15447
YDR369C,861
YDR370C,1334
YDR371C-A,1
YDR371W,586
YDR372C,6959
YDR373W,3163
YDR374C,54
YDR374W-A,508
YDR375C,704
YDR376W,551
YDR377W,2918
YDR378C,9046
YDR379C-A,477
YDR379W,2802
YDR380W,8496
YDR381C-A,251
YDR381W,20074
YDR382W,134007
YDR383C,1236
YDR384C,2970
YDR385W,419794
YDR386W,919
YDR387C,222
YDR388W,16547
YDR389W,3101
YDR390C,4011
YDR391C,1554
YDR392W,2990
YDR393W,618
YDR394W,21911
YDR395W,10775
YDR396W,99
YDR397C,11406
YDR398W,14601
YDR399W,27835
YDR400W,2562
YDR401W,32
YDR402C,68
YDR403W,215
YDR404C,2866
YDR405W,3177
YDR406W-A,2
YDR406W,680
YDR407C,2068
YDR408C,10489
YDR409W,1961
YDR410C,1045
YDR411C,1871
YDR412W,11006
YDR413C,12
YDR414C,225
YDR415C,990
YDR416W,2883
YDR417C,21
YDR418W,193662
YDR419W,1146
YDR420W,808
YDR421W,2338
YDR422C,1426
YDR423C,3081
YDR424C,2094
YDR425W,1832
YDR426C,43
YDR427W,7338
YDR428C,1497
YDR429C,22054
YDR430C,2306
YDR431W,86
YDR432W,65054
YDR433W,48
YDR434W,357
YDR435C,1825
YDR436W,1525
YDR437W,422
YDR438W,63
YDR439W,721
YDR440W,1554
YDR441C,2579
YDR442W,19
YDR443C,1896
YDR444W,1123
YDR445C,23128
YDR446W,243
YDR447C,115103
YDR448W,27055
YDR449C,5757
YDR450W,174475
YDR451C,3435
YDR452W,1364
YDR453C,482
YDR454C,30521
YDR455C,44
YDR456W,971
YDR457W,9588
YDR458C,1686
YDR459C,167
YDR460W,2496
YDR461C-A,311
YDR461W,95
YDR462W,4139
YDR463W,5254
YDR464C-A,4
YDR464W,4092
YDR465C,5336
YDR466W,1240
YDR467C,24
YDR468C,4288
YDR469W,1399
YDR470C,1666
YDR471W,44686
YDR472W,3064
YDR473C,1630
YDR475C,1978
YDR476C,2851
YDR477W,6522
YDR478W,2977
YDR479C,498
YDR480W,1335
YDR481C,4318
YDR482C,1082
YDR483W,3262
YDR484W,1628
YDR485C,3747
YDR486C,3595
YDR487C,17757
YDR488C,1215
YDR489W,1458
YDR490C,2755
YDR491C,32
YDR492W,9365
YDR493W,4891
YDR494W,1530
YDR495C,1256
YDR496C,21434
YDR497C,3607
YDR498C,2414
YDR499W,576
YDR500C,168681
YDR501W,1084
YDR502C,21193
YDR503C,951
YDR504C,24
YDR505C,4486
YDR506C,217
YDR507C,6719
YDR508C,10443
YDR509W,5
YDR510C-A,1
YDR510W,28538
YDR511W,699
YDR512C,992
YDR513W,5633
YDR514C,1650
YDR515W,1828
YDR516C,4934
YDR517W,6930
YDR518W,900
YDR519W,3101
YDR520C,1304
YDR521W,10
YDR522C,71
YDR523C,78
YDR524C-A,14
YDR524C-B,118747
YDR524C,720
YDR524W-C,0
YDR525W-A,4882
YDR525W,54
YDR526C,16
YDR527W,4813
YDR528W,2078
YDR529C,7267
YDR530C,3015
YDR531W,4027
YDR532C,1836
YDR533C,2378
YDR534C,293
YDR535C,37
YDR536W,133
YDR537C,43
YDR538W,708
YDR539W,2508
YDR540C,245
YDR541C,422
